ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades,run_coverage,run_zero_loss_pct,run_cap_pct,run_glpt_med,run_vol_med,run_stability_score
GOOGL,41.49819863474721,41.49819863474721,4.0,1,0,7,0.9954536132298974,0.2950590244104261,0.27663521746662345,0.006666198210227652,0.0009523140300325217,0.025997324909644418,-0.0045612208355871875,1,0,2,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
EQNR,1.1292084209251676,1.1292084209251676,1.1292084209251676,0,0,5,0.3282969255648586,0.004126093955945764,0.04654857646021753,0.04122230723543488,0.008244461447086977,0.022283737024220523,-0.03286268113242341,1,0,2,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
XPEL,1.6378362402495006,1.6378362402495006,1.6378362402495006,0,0,7,0.6657918338233986,0.061464093212141524,0.17518817377987977,0.10696318073484098,0.01528045439069157,0.032175835609311136,-0.08046549822400562,1,0,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
CAT,7.728698777876822,7.728698777876822,4.0,1,0,9,0.9984156789853158,0.25270939252348334,0.2675037898083583,0.034611749984884935,0.0038457499983205485,0.023836817642963283,-0.023385663925706957,1,0,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
NVDA,0.16056846747001965,0.16056846747001965,0.16056846747001965,0,0,7,0.06788761192404266,-0.14072040441331912,0.02773296550844924,0.17271738309159218,0.024673911870227456,0.031073130649137044,-0.1551802483310879,1,1,4,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
LLY,2.668583566463362,2.668583566463362,2.668583566463362,0,0,9,0.9648839083331386,0.10828632356180012,0.18080748337972485,0.0677541020832061,0.007528233564800678,0.026254885851569654,-0.0346379074082529,1,0,5,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
AMX,1.7212258417521564,1.7212258417521564,1.7212258417521564,0,0,8,0.7136619311345842,0.06243694988694615,0.15861759805820558,0.09215385582216079,0.011519231977770099,0.01923389437028325,-0.04621553925614619,1,0,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
LMT,0.19519150473316782,0.19519150473316782,0.19519150473316782,0,0,5,0.0628503243682379,-0.10944666384974422,0.027170202261934878,0.139197667947062,0.0278395335894124,0.019673623301475797,-0.13202697792496654,1,1,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
INCY,8.286946889491897,8.286946889491897,4.0,1,0,7,0.9954536132298974,0.22762127021483436,0.24594235850799595,0.029678283424243782,0.004239754774891969,0.027744294909303302,-0.016794426403727303,1,0,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
META,1.235688334773669,1.235688334773669,1.235688334773669,0,0,7,0.4109432515534172,0.020980447399054025,0.1478665291064107,0.11966328801954276,0.01709475543136325,0.024978688424770096,-0.11617346132410156,1,0,2,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
EIS,2.365295390872708,2.365295390872708,2.365295390872708,0,0,9,0.9278860351628692,0.09889598273201661,0.17396337772823522,0.07354826733249967,0.008172029703611075,0.010706938939340611,-0.03260844172440691,1,0,3,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
GM,2.1578926033812564,2.1578926033812564,2.1578926033812564,0,0,7,0.8813047413578696,0.09428216097983277,0.18269926089021754,0.08466559485117167,0.01209508497873881,0.024737215909090487,-0.05686524883132693,1,0,2,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
CTSH,1.3254026487099222,1.3254026487099222,1.3254026487099222,0,0,7,0.4688003833357033,0.03313855302208313,0.17497117429104458,0.13201359938532822,0.01885908562647546,0.020151471849099427,-0.11899596060387219,1,0,4,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
TSM,12.491576778440471,12.491576778440471,4.0,1,0,9,0.9984156789853158,0.5623189731855489,0.518654053104258,0.04152030302526869,0.004613367002807633,0.028402385942285915,-0.04152030302589549,1,0,1,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
PBBK,2.795283150141817,2.795283150141817,2.795283150141817,0,0,6,0.9639449313790716,0.04274804107121066,0.06714849495722322,0.024022072666884026,0.004003678777814004,0.0036205128205126294,-0.016867206916135524,1,0,4,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
TJX,0.24646100215122005,0.24646100215122005,0.24646100215122005,0,0,8,0.07572221395652784,-0.08797908874075411,0.029465872206165356,0.11955592141951166,0.014944490177438957,0.015331248636462683,-0.08797908874166616,1,1,6,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
AXSM,7.394686650944088,7.394686650944088,4.0,1,0,8,0.9977257078141145,0.5285886501903982,0.529100682638141,0.07155146764340449,0.008943933455425561,0.03013367894834268,-0.0715514676442941,1,0,1,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
FDN,1.983595994322327,1.983595994322327,1.983595994322327,0,0,8,0.8298760601278593,0.10152800246927285,0.22582487519217834,0.11384620448849457,0.014230775561061821,0.01471505131528245,-0.08294268208823108,1,0,5,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
NFLX,0.48648786817833733,0.48648786817833733,0.48648786817833733,0,0,11,0.10753617509758212,-0.20789794979465448,0.18900387156913148,0.3885068548098844,0.035318804982716764,0.025512031100458188,-0.3318536668471118,1,1,7,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
IMO,4.007767138353686,4.007767138353686,4.0,1,0,8,0.9977257078141145,0.17524304409913682,0.22880537750119184,0.057090486947597635,0.007136310868449704,0.021454273725354713,-0.04048194685200546,1,0,4,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
NRIM,37.18755373896872,37.18755373896872,4.0,1,0,5,0.9657429065563432,0.23371991431434225,0.2264807533569659,0.006090229944854842,0.0012180459889709683,0.02122890523582773,-0.006090229945738823,1,0,1,1.0,0.0,0.2857142857142857,0.01209508497873881,0.02577603952243668,0.9560529379241849
