ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades,run_coverage,run_zero_loss_pct,run_cap_pct,run_glpt_med,run_vol_med,run_stability_score
MAR,5.273269884153432,5.273269884153432,4.0,1,0,10,0.9985552596533503,0.18139289426160587,0.21104432161331219,0.04002152862449086,0.004002152862449086,0.020798632390413786,-0.01872670377707708,1,0,3,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
DDOG,1.010702920933614,1.010702920933614,1.010702920933614,0,0,9,0.26455913689944754,-0.006635602593665468,0.15954952038063183,0.15785995773441672,0.01753999530382408,0.03584875710339988,-0.0920802090116628,1,1,4,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
NVT,25.281073287840634,25.281073287840634,4.0,1,0,8,0.9976121290783433,0.31835435277133906,0.3037830480943105,0.01201622433650474,0.0015020280420630925,0.030306104600314587,-0.012016224337291104,1,0,1,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
APH,30.32639705588084,30.32639705588084,4.0,1,0,8,0.9976121290783433,0.3069669489319844,0.2849509695751522,0.0093961366083181,0.0011745170760397625,0.027276668909321778,-0.009377340711603233,1,0,2,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
ASML,0.45710035268147803,0.45710035268147803,0.45710035268147803,0,0,6,0.08835324945329336,-0.06454308905994377,0.05310750893680388,0.11618347836587839,0.01936391306097973,0.025928118476119512,-0.11242719039847249,1,1,3,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
UTHR,0.3930088084346396,0.3930088084346396,0.3930088084346396,0,0,7,0.0815534816794561,-0.08158290622806696,0.05315005814384097,0.13523884707708844,0.01931983529672692,0.026636324910880384,-0.08848341168524687,1,1,5,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
BBIO,4.386743715880622,4.386743715880622,4.0,1,0,10,0.9985552596533503,0.2802798261276598,0.3434053671245433,0.0782825232942987,0.00782825232942987,0.036031068504652757,-0.04393881875422623,1,0,4,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
NKE,15.120986845843511,15.120986845843511,4.0,1,0,8,0.9976121290783433,0.41043315609278963,0.3888767748888278,0.025717684887459784,0.003214710610932473,0.02851376419084325,-0.02571768488822046,1,0,1,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
ARKF,3.6102268634733305,3.6102268634733305,3.6102268634733305,0,0,11,0.9964003605794173,0.3130972725691019,0.4088579927429479,0.11324994472773751,0.01029544952070341,0.02267023346303446,-0.08833532706664127,1,0,4,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
TD,45.46415348453782,45.46415348453782,4.0,1,0,8,0.9976121290783433,0.1121581677102419,0.11043034473759838,0.0024289541600099364,0.00030361927000124205,0.013359537847656342,-0.0024289541609068266,1,0,1,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
GLD,1.676428635778722,1.676428635778722,1.676428635778722,0,0,6,0.6685111109539298,0.02250688444748805,0.057461976955968594,0.034276422944348475,0.005712737157391412,0.011141743274578546,-0.031401028751876114,1,0,2,1.0,0.027210884353741496,0.29931972789115646,0.008872289513059703,0.02577603952243668,0.9607221296010605
