ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades,run_coverage,run_zero_loss_pct,run_cap_pct,run_glpt_med,run_vol_med,run_stability_score,regime
NTRA,33.882722634719244,33.882722634719244,4.0,1,0,6,0.9881102184755316,0.3877576925123887,0.3553541823496067,0.0104877694210287,0.0017479615701714,0.0327498063516652,-0.0104877694217653,1,0,1,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
GOOGL,8.996952207570505,8.996952207570505,4.0,1,0,9,0.9983365288570824,0.4475005252814876,0.4420738817838623,0.0491359597766761,0.0054595510862973,0.0259973249096444,-0.0394899953451785,1,0,3,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
EQNR,1.1292084209251676,1.1292084209251676,1.1292084209251676,0,0,5,0.3282969255648586,0.0041260939559457,0.0465485764602175,0.0412223072354348,0.0082444614470869,0.0222837370242205,-0.0328626811324234,1,0,2,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
XPEL,7.112780945364891,7.112780945364891,4.0,1,0,8,0.9976121290783432,0.2514273996140876,0.2721936030114852,0.0382682392586352,0.0047835299073294,0.0321758356093111,-0.038268239259524,1,0,1,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
CAT,7.728698777876822,7.728698777876822,4.0,1,0,9,0.9984156789853158,0.2527093925234833,0.2675037898083583,0.0346117499848849,0.0038457499983205,0.0238368176429632,-0.0233856639257069,1,0,3,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
NVDA,10.110437608884547,10.110437608884547,4.0,1,0,10,0.9985552596533503,0.6871338954704869,0.6158179610556308,0.0609091302353204,0.006090913023532,0.031073130649137,-0.0609091302359739,1,0,1,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
LLY,2.668583566463362,2.668583566463362,2.668583566463362,0,0,9,0.9648839083331386,0.1082863235618001,0.1808074833797248,0.0677541020832061,0.0075282335648006,0.0262548858515696,-0.0346379074082529,1,0,5,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
AMX,3.2645454308520856,3.2645454308520856,3.2645454308520856,0,0,6,0.980471927249608,0.1559648066199253,0.2215725075712251,0.067872392118431,0.0113120653530718,0.0192338943702832,-0.0673054013565706,1,0,2,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
LMT,1.260919559752948,1.260919559752948,1.260919559752948,0,0,5,0.389761299862487,0.009438851184496,0.0525154412939294,0.0416485261789568,0.0083297052357913,0.0196736233014757,-0.0363297943307389,1,0,2,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
INCY,8.286946889491897,8.286946889491897,4.0,1,0,7,0.9954536132298974,0.2276212702148343,0.2459423585079959,0.0296782834242437,0.0042397547748919,0.0277442949093033,-0.0167944264037273,1,0,3,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
META,3.08414201895646,3.08414201895646,3.08414201895646,0,0,10,0.98671162286402,0.2337405756235895,0.3322581119407983,0.1077311323209493,0.0107731132320949,0.02497868842477,-0.0877704450901478,1,0,4,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
EIS,7.780530173035316,7.780530173035316,4.0,1,0,8,0.9976121290783432,0.2065197111242378,0.2217485876522901,0.0285004469773532,0.0035625558721691,0.0107069389393406,-0.0285004469782566,1,0,1,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
GM,10.458853113600725,10.458853113600725,4.0,1,0,11,0.9986211897461008,0.2760949273089899,0.2769459726540537,0.0264795737779233,0.0024072339798112,0.0247372159090904,-0.0154496139275104,1,0,3,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
CTSH,1.4732555939159266,1.4732555939159266,1.4732555939159266,0,0,7,0.5492111148692592,0.0217774798997647,0.0734735737111383,0.0498715728720533,0.0071245104102933,0.0201514718490994,-0.0385821822148298,1,0,4,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
TSM,12.491576778440471,12.491576778440471,4.0,1,0,9,0.9984156789853158,0.5623189731855489,0.518654053104258,0.0415203030252686,0.0046133670028076,0.0284023859422859,-0.0415203030258954,1,0,1,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
PBBK,2.795283150141817,2.795283150141817,2.795283150141817,0,0,6,0.9639449313790716,0.0427480410712106,0.0671484949572232,0.024022072666884,0.004003678777814,0.0036205128205126,-0.0168672069161355,1,0,4,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
TJX,2.617681695428606,2.617681695428606,2.617681695428606,0,0,8,0.9576715647859804,0.0710825515302595,0.1144528506043907,0.0437229823642292,0.0054653727955286,0.0153312486364626,-0.0307024840638608,1,0,2,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
AXSM,7.394686650944088,7.394686650944088,4.0,1,0,8,0.9977257078141144,0.5285886501903982,0.529100682638141,0.0715514676434044,0.0089439334554255,0.0301336789483426,-0.0715514676442941,1,0,1,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
FDN,3.150090056717982,3.150090056717982,3.150090056717982,0,0,9,0.988480154026212,0.1649873553969598,0.2384985359494636,0.0757116563829132,0.0084124062647681,0.0147150513152824,-0.0741216542080358,1,0,5,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
NFLX,2.168557911751658,2.168557911751658,2.168557911751658,0,0,10,0.8817234733181414,0.1136378390491217,0.2111397162245652,0.0973641123810323,0.0097364112381032,0.0255120311004581,-0.0464130969835669,1,0,5,1.0,0.0272108843537414,0.2993197278911564,0.0088722895130597,0.0257760395224366,0.9607221296010604,trend
IMO,4.007767138353686,4.007767138353686,4.0,1,0,8,0.9977257078141144,0.1752430440991368,0.2288053775011918,0.0570904869475976,0.0071363108684497,0.0214542737253547,-0.0404819468520054,1,0,4,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
NRIM,37.18755373896872,37.18755373896872,4.0,1,0,5,0.9657429065563432,0.2337199143143422,0.2264807533569659,0.0060902299448548,0.0012180459889709,0.0212289052358277,-0.0060902299457388,1,0,1,1.0,0.0,0.2857142857142857,0.0120950849787388,0.0257760395224366,0.9560529379241848,swing
