ticker,profit_factor,profit_factor_diag,trend_metric,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible
DLTR,11.178233626114768,5.0,3.33309506755477,12,0.7835180662352054,0.8051806779206161,0.7214909403957733,0.06454427099378338,-0.06650575116740876,True
TAN,5.8007046109059,5.0,5.31757377892583,13,0.7773805200688704,0.4757843987682695,0.5345740937155525,0.09215675156264641,-0.03871821352290927,True
ATI,3.666960076846777,3.666960076846777,5.644249060430043,12,0.7270288655519734,0.5433777095262387,0.7051244577843072,0.19229128297209183,-0.13126004573778394,True
TEVA,3.604757381139539,3.604757381139539,6.048638072321271,11,0.6821818423186875,0.610285473061217,0.7780871270577572,0.21585006833713388,-0.17023357423748986,True
AMG,10.987286035583335,5.0,7.733063608907236,12,0.679269369704952,0.37519336117200996,0.38642924235495063,0.03517058180732385,-0.041246046036376605,True
PALL,3.644481922188466,3.644481922188466,4.816864450470549,12,0.6700294439739484,0.39764299164773775,0.524206283432856,0.14383561082889848,-0.07001393547783386,True
GOOGL,4.231592915947821,4.231592915947821,7.487955882789366,12,0.6657898851148609,0.3672833428429072,0.4588184183486085,0.1084268802463101,-0.0464344880909755,True
SIMO,4.001604675918804,4.001604675918804,4.654010417193737,11,0.6640369098373164,0.4777987831756143,0.6297641130930138,0.1573778931444332,-0.12773868352785955,True
LRCX,7.706209001098513,5.0,5.8248528421383305,10,0.660513053206612,0.747979023108893,0.7100288709841136,0.09213724554873864,-0.09274403529098407,True
DDOG,4.151288554074342,4.151288554074342,3.4658582305866696,11,0.6513721733843454,0.4366097630368213,0.5593462036841442,0.13474038154615048,-0.07089944638241574,True
MLI,5.023892991590865,5.0,7.4323737429674175,11,0.6101209296128535,0.34684434107244555,0.4116319483989412,0.08193485591511253,-0.03486832547449348,True
ROST,6.248354183300861,5.0,5.837006887369808,13,0.6081575145308661,0.2562297271156997,0.30038031963958434,0.048073510372118565,-0.02929774997341128,True
