ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades
LVS,3.2352477165233178,3.2352477165233178,3.2352477165233178,0,0,6,0.9807900670889141,0.2892222211495994,0.41135904122962785,0.12714916361078066,0.021191527268463444,0.027077205882352334,-0.12321352802781371,1,0,2
SPY,2.02950753714944,2.02950753714944,2.02950753714944,0,0,9,0.8463299208025971,0.05763816909180086,0.122520958474556,0.060369797220188565,0.006707755246687618,0.010808845804301729,-0.047236537581903826,1,0,5
LGND,1.8891544716101718,1.8891544716101718,1.8891544716101718,0,0,9,0.7937986279848559,0.1534057909160249,0.34440954719855144,0.18230883306488055,0.02025653700720895,0.02604453460851075,-0.14419807167094756,1,0,5
ALNY,1.0802780102870524,1.0802780102870524,1.0802780102870524,0,0,7,0.3176387451593911,-0.006494522237419087,0.27209228377704653,0.25187246355662274,0.035981780508088965,0.03282743707726729,-0.20969021628475393,1,1,5
JPM,2.7200462108690044,2.7200462108690044,2.7200462108690044,0,0,7,0.9660556418903334,0.10872236283053005,0.17793548505875662,0.06541634636490588,0.009345192337843698,0.01952896671649525,-0.06400117159659402,1,0,4
SCHD,0.47754966920171754,0.47754966920171754,0.47754966920171754,0,0,8,0.10566571607027148,-0.044567739337040835,0.040399966950342835,0.08459846075880714,0.010574807594850893,0.010465031124129984,-0.07294575597559327,1,1,6
FROG,0.8772622583562644,0.8772622583562644,0.8772622583562644,0,0,7,0.21813319424015076,-0.06010614753955712,0.24633141482310986,0.28079563719595513,0.040113662456565016,0.03682145716573183,-0.20650848423403056,1,1,5
AIQ,1.8194905756755928,1.8194905756755928,1.8194905756755928,0,0,8,0.7624137842188072,0.0801547142782757,0.19597422539073608,0.10770829374478576,0.01346353671809822,0.01618753855644626,-0.07264787560652686,1,0,4
SNOW,2.9706223720051788,2.9706223720051788,2.9706223720051788,0,0,7,0.9801296820027522,0.14504194895182487,0.2340314897808725,0.07878197241977294,0.011254567488538992,0.03493392412935309,-0.07533601935842549,1,0,4
AER,29.23073407756855,29.23073407756855,4.0,1,0,5,0.9657429065563432,0.21941726900783243,0.2143413588350942,0.0073327395154122454,0.001466547903082449,0.015993156265276066,-0.007322185944256043,1,0,2
JKHY,1.6658406777063857,1.6658406777063857,1.6658406777063857,0,0,5,0.6571198166829703,0.049893071266320144,0.13750165361173838,0.08254189938563493,0.016508379877126986,0.01755295689943192,-0.08083780920074601,1,0,3
