ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades
MAR,0.8158152983550776,0.8158152983550776,0.8158152983550776,0,0,7,0.1786478737256633,-0.019073575933825637,0.07022205429514518,0.0860759223769564,0.012296560339565199,0.020798632390413786,-0.06624758356224492,1,1,4
DDOG,1.2086079178111029,1.2086079178111029,1.2086079178111029,0,0,5,0.35735276943114264,0.017800728711006686,0.2435950759379124,0.20155012419502008,0.04031002483900402,0.03584875710339988,-0.19147731444293492,1,0,2
NVT,0.6642595861011308,0.6642595861011308,0.6642595861011308,0,0,5,0.12150189760413865,-0.05142316441334238,0.08930749337083005,0.13444667602769583,0.026889335205539166,0.030306104600314587,-0.1306928227229196,1,1,2
APH,6.981626454831663,6.981626454831663,4.0,1,0,7,0.9952268372521291,0.1935476313705049,0.21380896495368462,0.030624520852976494,0.0043749315504252135,0.027276668909321778,-0.0171639787156328,1,0,3
ASML,1.1784017875553705,1.1784017875553705,1.1784017875553705,0,0,5,0.33915778171567995,0.011571624405174452,0.12775968778734584,0.10841776475270554,0.021683552950541106,0.025928118476119512,-0.1067480001892297,1,0,2
UTHR,4.851947682119163,4.851947682119163,4.0,1,0,6,0.9875194543339432,0.3405880760497888,0.44655217486350307,0.09203565333343919,0.015339275555573198,0.026636324910880384,-0.05498323346392753,1,0,2
BBIO,3.2947714876751872,3.2947714876751872,3.2947714876751872,0,0,7,0.9887595067559531,0.16510949313121093,0.23552789146825148,0.07148534954527044,0.010212192792181492,0.036031068504652757,-0.05806529717415998,1,0,3
NKE,0.6280215785907959,0.6280215785907959,0.6280215785907959,0,0,5,0.11297713046551282,-0.07088798999158663,0.1036057507151621,0.16497164149620594,0.03299432829924119,0.02851376419084325,-0.15777575003424993,1,1,3
ARKF,1.0059878147716572,1.0059878147716572,1.0059878147716572,0,0,7,0.2606309120934665,-0.00696530782359861,0.14110058831870842,0.14026073302959036,0.020037247575655764,0.02267023346303446,-0.1342398235407709,1,1,3
TD,8.761352952559294,8.761352952559294,4.0,1,0,6,0.9875194543339432,0.16136257498616668,0.1735144426093571,0.01980452603027156,0.0033007543383785933,0.013359537847656342,-0.012539092873522839,1,0,2
GLD,0.8606953949888382,0.8606953949888382,0.8606953949888382,0,0,9,0.19685643139095493,-0.02075242558852408,0.10331017210248492,0.1200310501299065,0.01333678334776739,0.011141743274578546,-0.11530767233687655,1,1,6
AMG,7.768042491473197,7.768042491473197,4.0,1,0,8,0.9976121290783433,0.25023321977589097,0.26402369644334767,0.03398844647582199,0.004248555809477749,0.020182153392330298,-0.033723691618871565,1,0,2
BABA,3.2131136368494975,3.2131136368494975,3.2131136368494975,0,0,9,0.9901003238943048,0.3000279938992725,0.4181096495638878,0.13012600761106294,0.014458445290118103,0.03474279074680449,-0.11254747018605549,1,0,3
REGN,1.838091754172264,1.838091754172264,1.838091754172264,0,0,8,0.7609776631574912,0.1267370191920174,0.3164549021633789,0.17216491039963672,0.02152061379995459,0.028301022045006608,-0.13115864793912546,1,0,4
PTCT,4.230277147518236,4.230277147518236,4.0,1,0,5,0.9640611974094735,0.38467525322242535,0.470899780193922,0.1113165317005727,0.022263306340114537,0.034648786717751796,-0.11131653170134825,1,0,1
ASC,1.5426438067739496,1.5426438067739496,1.5426438067739496,0,0,6,0.5880862403190029,0.06021585834718368,0.20505571694640654,0.13292486317708613,0.022154143862847687,0.030290076335875542,-0.12870969644126773,1,0,3
HTHT,3.040417314141062,3.040417314141062,3.040417314141062,0,0,8,0.9842703269215425,0.1651354255125863,0.24175784631334304,0.07951469200919256,0.00993933650114907,0.02506417112299397,-0.04563595620152394,1,0,2
BAC,3.0103546193902377,3.0103546193902377,3.0103546193902377,0,0,6,0.9731236865583139,0.07482141866580161,0.11210156236650723,0.037238656749753275,0.006206442791625546,0.019040966584858997,-0.026418086831550558,1,0,3
