ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,zero_loss,pf_capped,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible,is_neg,num_neg_trades,gl_per_trade,atr_pct_med,profit_factor_raw_csv
PTGX,3.254778860181533,3.254778860181533,3.254778860181533,0,0,8,0.9897438362030885,0.13731620428270408,0.2005269676354713,0.06161001292244077,-0.04704878767223153,1,0,5,0.007701251615305096,0.03381017069281164,3.254778860181533
NTRA,1000000000.0,1000.0,4.0,1,1,6,0.988056166685656,0.4950981465257298,0.42540396376513256,0.0,-1.000088900582341e-12,1,0,0,0.0,0.0327498063516652,1000000000.0
LRCX,5.707968306758166,5.707968306758166,4.0,0,1,6,0.988056166685656,0.37526668666400154,0.4248804508059892,0.07443637174770852,-0.055988631479089945,1,0,2,0.01240606195795142,0.036365435858393344,5.707968306758166
LUV,4.871226233573742,4.871226233573742,4.0,0,1,6,0.988056166685656,0.354970203104662,0.4214445747204253,0.08651714260686993,-0.08482802421103175,1,0,3,0.014419523767811656,0.030822311673374615,4.871226233573742
AMG,17.921913750183524,17.921913750183524,4.0,0,1,6,0.988056166685656,0.34131420984059035,0.3249087733734067,0.01812913385826776,-0.018129133859045243,1,0,1,0.0030215223097112935,0.020182153392330298,17.921913750183524
GS,391.2338959978981,391.2338959978981,4.0,0,1,6,0.988056166685656,0.3371606142202008,0.3058441737183746,0.0007817425249882176,-0.0007817425257349297,1,0,1,0.0001302904208313696,0.021934679371941008,391.2338959978981
BOOT,5.372101564105475,5.372101564105475,4.0,0,1,6,0.988056166685656,0.29803074708196386,0.36043280629400976,0.06709344601790426,-0.05576098320196887,1,0,3,0.011182241002984044,0.034682044228123834,5.372101564105475
TEL,8.90259209896272,8.90259209896272,4.0,0,1,6,0.988056166685656,0.2936147040111654,0.3039848337199374,0.03414565447240428,-0.03414565447312545,1,0,1,0.00569094241206738,0.02063976805991777,8.90259209896272
GE,10.698931388711276,10.698931388711276,4.0,0,1,6,0.988056166685656,0.25201825002864564,0.260108666991776,0.0243116492237929,-0.024248277083668057,1,0,2,0.004051941537298816,0.023104900316750426,10.698931388711276
TSM,6.609339508655475,6.609339508655475,4.0,0,1,6,0.988056166685656,0.24901795990047337,0.2870334067815754,0.04342845550689013,-0.02802105781670239,1,0,4,0.007238075917815022,0.028402385942285915,6.609339508655475
XLK,8.21023537739796,8.21023537739796,4.0,0,1,6,0.988056166685656,0.24174436124725962,0.26176789802545086,0.031883117352040156,-0.0317550896882034,1,0,2,0.0053138528920066925,0.01789921016483508,8.21023537739796
AXP,5.39356023211403,5.39356023211403,4.0,0,1,6,0.988056166685656,0.23853346827558264,0.28134334877556266,0.05216282690242413,-0.03509682053158547,1,0,2,0.008693804483737355,0.020915958451369124,5.39356023211403
GLW,7.3738622152473665,7.3738622152473665,4.0,0,1,6,0.988056166685656,0.22559102584916846,0.24669509175681495,0.03345534328627799,-0.01921037246671231,1,0,2,0.005575890547712999,0.02768883342247544,7.3738622152473665
XBI,10.302891206853001,10.302891206853001,4.0,0,1,6,0.988056166685656,0.19747642759058004,0.20657861490434723,0.020050548021602013,-0.019954112686685677,1,0,2,0.0033417580036003355,0.0214808496811663,10.302891206853001
JNJ,31.53059906933877,31.53059906933877,4.0,0,1,6,0.988056166685656,0.13829798448014996,0.1365419257104819,0.004330457705868934,-0.004330457706859803,1,0,1,0.0007217429509781556,0.015171299794179641,31.53059906933877
AMX,9.231918881370001,9.231918881370001,4.0,0,1,6,0.988056166685656,0.12029707819321223,0.13103105039440513,0.014193262752646754,-0.01419326275351418,1,0,1,0.0023655437921077925,0.01923389437028325,9.231918881370001
IYW,3.1561701011499554,3.1561701011499554,3.1561701011499554,0,0,9,0.9878547482160431,0.14686805498325306,0.2187374467402408,0.06930470783578599,-0.06006219111968936,1,0,6,0.00770052309286511,0.014998556720869754,3.1561701011499554
CX,3.9105531408538794,3.9105531408538794,3.9105531408538794,0,0,6,0.987695438601409,0.21690325727962123,0.28862852219861795,0.07380759493670892,-0.07380759493743916,1,0,1,0.01230126582278482,0.025522682445756853,3.9105531408538794
ATI,3.8810293651574104,3.8810293651574104,3.8810293651574104,0,0,6,0.9875575953587516,0.3511114939414741,0.45482333831379823,0.11719141895628277,-0.08544969723731932,1,0,2,0.01953190315938046,0.03275058039769825,3.8810293651574104
LVS,3.8535377540195004,3.8535377540195004,3.8535377540195004,0,0,6,0.987419794297353,0.29666749867916686,0.3845639973889481,0.0997950511806513,-0.09731669201752124,1,0,2,0.016632508530108548,0.027077205882352334,3.8535377540195004
ASML,3.811310219845429,3.811310219845429,3.811310219845429,0,0,6,0.9871888650992315,0.18582813572538548,0.25056191000082695,0.06574167295439642,-0.0644650598502422,1,0,3,0.010956945492399403,0.025928118476119512,3.811310219845429
BLOK,3.751230667212606,3.751230667212606,3.751230667212606,0,0,6,0.9868154977314761,0.24454890372436466,0.32614720269039266,0.0869440542649274,-0.08581059995086837,1,0,2,0.014490675710821235,0.030595538312317535,3.751230667212606
RVMD,3.7177609478425726,3.7177609478425726,3.7177609478425726,0,0,6,0.9865819664988673,0.2750267912019144,0.3647212681331446,0.09810239906489776,-0.09605130239097903,1,0,2,0.016350399844149627,0.03540526315789378,3.7177609478425726
EIS,3.1215677652242535,3.1215677652242535,3.1215677652242535,0,0,8,0.9861168148690336,0.07370151397512226,0.10812103398055711,0.03463677296551968,-0.023524996060619086,1,0,3,0.00432959662068996,0.010706938939340611,3.1215677652242535
TD,3.1736585127844137,3.1736585127844137,3.1736585127844137,0,0,7,0.9854410065336889,0.11075390825383269,0.15915301485121547,0.05014812217826875,-0.02778281367992763,1,0,3,0.007164017454038393,0.013359537847656342,3.1736585127844137
ARKW,3.5696022748882177,3.5696022748882177,3.5696022748882177,0,0,6,0.9852793533674223,0.22197304767501458,0.30444923613011426,0.08528939996253451,-0.0704612748227772,1,0,3,0.014214899993755753,0.023215665017955005,3.5696022748882177
IMAX,3.4579380093629553,3.4579380093629553,3.4579380093629553,0,0,6,0.9839272287595215,0.2683582189283402,0.3682167411183865,0.10648448298418799,-0.08603815931628966,1,0,3,0.017747413830697997,0.02971078976640628,3.4579380093629553
SNOW,3.064128396558266,3.064128396558266,3.064128396558266,0,0,7,0.9819164267717411,0.16325899947676525,0.2555106244126657,0.08338770160534525,-0.07242656509753109,1,0,3,0.011912528800763609,0.03493392412935309,3.064128396558266
GOOGL,2.99093662216212,2.99093662216212,2.99093662216212,0,0,8,0.9812066312522939,0.17713411785339161,0.26317269571810387,0.08799006096219411,-0.07759871382728656,1,0,2,0.010998757620274264,0.025997324909644418,2.99093662216212
M,3.011924223289633,3.011924223289633,3.011924223289633,0,0,7,0.9798747031644119,0.22057945370618715,0.331359372315959,0.11001583962628624,-0.09262837685074299,1,0,3,0.015716548518040892,0.03566804979252816,3.011924223289633
SPY,2.939779528137729,2.939779528137729,2.939779528137729,0,0,10,0.9796969600262567,0.08418442149889827,0.13144108071075528,0.04471120349423607,-0.029998104421806282,1,0,5,0.004471120349423607,0.010808845804301729,2.939779528137729
TARS,3.229125467210298,3.229125467210298,3.229125467210298,0,0,6,0.979662762205575,0.2527752038806246,0.35943202915247474,0.11130940336703449,-0.10762932022940375,1,0,3,0.018551567227839082,0.03618639667705041,3.229125467210298
XSD,2.920047089684651,2.920047089684651,2.920047089684651,0,0,8,0.9778132540303356,0.22720334584382273,0.34231753305111945,0.11723014134271645,-0.06993080230034254,1,0,3,0.014653767667839556,0.019389593510509492,2.920047089684651
VET,3.10600644495136,3.10600644495136,3.10600644495136,0,0,6,0.9761574238977253,0.2623457099744959,0.3821124266086371,0.12302370693072434,-0.0661149922729587,1,0,3,0.020503951155120725,0.036063829787229246,3.10600644495136
ASC,2.9231647225627606,2.9231647225627606,2.9231647225627606,0,0,7,0.9757503981698102,0.18824973400098477,0.28686226195653325,0.0981341419942421,-0.09037378917460659,1,0,3,0.014019163142034585,0.030290076335875542,2.9231647225627606
JPM,2.91082194353007,2.91082194353007,2.91082194353007,0,0,7,0.9751035435755301,0.11366925115425097,0.17793548505875662,0.06112894863056005,-0.05982493971882774,1,0,4,0.008732706947222864,0.01952896671649525,2.91082194353007
NDAQ,3.009185485123642,3.009185485123642,3.009185485123642,0,0,6,0.9725557026588632,0.1182692034807522,0.17900189857055715,0.0594851661539243,-0.05890490714365859,1,0,3,0.009914194358987384,0.016870446626544026,3.009185485123642
CRS,2.8374060432846644,2.8374060432846644,2.8374060432846644,0,0,7,0.9708326769910044,0.1644377395859078,0.2753980105660491,0.0970597814922676,-0.09370824930584087,1,0,4,0.013865683070323943,0.03469478405243964,2.8374060432846644
TEVA,2.823305470866738,2.823305470866738,2.823305470866738,0,0,7,0.9699228252315899,0.2851203299707159,0.4381173034822302,0.1551788525907297,-0.1083501328338633,1,0,3,0.022168407512961386,0.030417940876654913,2.823305470866738
INCY,1000000000.0,1000.0,4.0,1,1,5,0.9659351939524805,0.6279469505077782,0.5123014992597181,0.0,-1.000088900582341e-12,1,0,0,0.0,0.027744294909303302,1000000000.0
BFH,1000000000.0,999.9999999999999,4.0,1,1,5,0.9659351939524805,0.5906930543610129,0.49436863015010396,0.0,-1.000088900582341e-12,1,0,0,0.0,0.028686675587841153,1000000000.0
AMAT,66.42435817100798,66.42435817100798,4.0,0,1,5,0.9659351939524805,0.36479750054328375,0.33808661740301993,0.005089798783341252,-0.005089798784174482,1,0,1,0.0010179597566682503,0.03398310916484184,66.42435817100798
SN,4.2335393086820545,4.2335393086820545,4.0,0,1,5,0.9659351939524805,0.2926641436113746,0.38677802327146593,0.09136044219036057,-0.08927399762879895,1,0,2,0.018272088438072116,0.036651858272835215,4.2335393086820545
AER,40.775478047554294,40.775478047554294,4.0,0,1,5,0.9659351939524805,0.2272249886665605,0.21880064230804455,0.00536598595000821,-0.00536598595085247,1,0,1,0.0010731971900016422,0.015993156265276066,40.775478047554294
CM,1000000000.0,999.9999999999999,4.0,1,1,5,0.9659351939524805,0.1576153431023697,0.14910932621311168,0.0,-1.000088900582341e-12,1,0,0,0.0,0.011968709256844724,1000000000.0
RY,4.728351927424882,4.728351927424882,4.0,0,1,5,0.9659351939524805,0.11134965667105945,0.13817229958382077,0.029222084503145493,-0.021723708422699772,1,0,2,0.005844416900629099,0.01105585189833692,4.728351927424882
XPEL,3.7843437557210247,3.7843437557210247,3.7843437557210247,0,0,5,0.9649198162771312,0.31791786612145856,0.4229357856504343,0.11175934665318296,-0.10925565332261422,1,0,2,0.02235186933063659,0.032175835609311136,3.7843437557210247
PALL,3.7435073939626196,3.7435073939626196,3.7435073939626196,0,0,5,0.964658223843947,0.12428044520250237,0.1698628028126344,0.04537530848385191,-0.04476875020124249,1,0,3,0.009075061696770383,0.022359361047722758,3.7435073939626196
MAR,2.6844152970139463,2.6844152970139463,2.6844152970139463,0,0,7,0.9591270027389636,0.1486630702608409,0.24797557564901798,0.09237601049467185,-0.0669220426418643,1,0,5,0.013196572927810265,0.020798632390413786,2.6844152970139463
ARGX,2.7379257953972425,2.7379257953972425,2.7379257953972425,0,0,6,0.9565707526074428,0.14154704122972706,0.2225932839049319,0.0812999695898026,-0.07965235124566616,1,0,2,0.013549994931633766,0.023503169358612547,2.7379257953972425
EGO,3.0532889658337266,3.0532889658337266,3.0532889658337266,0,0,5,0.9523503617132512,0.17754664363929096,0.26437634423573564,0.0865873971294903,-0.05461023069302173,1,0,2,0.01731747942589806,0.033785279468731756,3.0532889658337266
NYT,2.833637890200807,2.833637890200807,2.833637890200807,0,0,5,0.9416079778799443,0.07756796686164069,0.12186335984794246,0.04300597485280893,-0.02587848453339392,1,0,2,0.008601194970561787,0.017242026266416178,2.833637890200807
UTHR,2.7930719085923226,2.7930719085923226,2.7930719085923226,0,0,5,0.9389258513003196,0.11170887026205922,0.17804061525450254,0.06374365611812445,-0.03707780185941967,1,0,3,0.01274873122362489,0.026636324910880384,2.7930719085923226
AXSM,2.5417255026976413,2.5417255026976413,2.5417255026976413,0,0,6,0.9366479328065676,0.19191141010245372,0.3237324755150875,0.1273672059282155,-0.1234857388088274,1,0,3,0.02122786765470258,0.03013367894834268,2.5417255026976413
TK,2.7486152616654427,2.7486152616654427,2.7486152616654427,0,0,5,0.9356735166902591,0.1580907268335381,0.2584544362643448,0.09403077974170233,-0.09299927988442791,1,0,2,0.018806155948340467,0.02772753291356294,2.7486152616654427
BLTE,2.402501639548975,2.402501639548975,2.402501639548975,0,0,7,0.9229802728172121,0.1883530077564055,0.323721249434893,0.1347434041691916,-0.07908222262315745,1,0,3,0.019249057738455942,0.025869208018402493,2.402501639548975
MRK,2.3609514236383977,2.3609514236383977,2.3609514236383977,0,0,8,0.9176030274451135,0.10169132713670148,0.18048995772366178,0.07644797597974871,-0.06852182591831524,1,0,5,0.00955599699746859,0.024024957181306282,2.3609514236383977
RGLD,4.6538810082720845,4.6538810082720845,4.0,0,1,4,0.9092431567334497,0.1601750725956983,0.20209643146231954,0.043425354258757654,-0.0253070441235006,1,0,2,0.010856338564689413,0.02530174706435897,4.6538810082720845
NGL,9.317318842669373,9.317318842669373,4.0,0,1,4,0.9092431567334497,0.13460660579313655,0.150882345971564,0.0161937514986164,-0.013979552716641086,1,0,2,0.0040484378746541,0.036819571865439674,9.317318842669373
NRIM,20.735578469390354,20.735578469390354,4.0,0,1,4,0.9092431567334497,0.1290297673576759,0.13180569972914452,0.00635649976795751,-0.006356499768890078,1,0,1,0.0015891249419893775,0.02122890523582773,20.735578469390354
ROST,2.2470176962506714,2.2470176962506714,2.2470176962506714,0,0,6,0.8842018958933908,0.08613495474144073,0.15861878125767537,0.0705908019871599,-0.06358124547583677,1,0,3,0.011765133664526651,0.01870797229935418,2.2470176962506714
PLAB,2.174411431479936,2.174411431479936,2.174411431479936,0,0,6,0.8654523506601558,0.12901277291518753,0.26001085591381545,0.11957757954613414,-0.07227306390689525,1,0,3,0.019929596591022357,0.033140676117773556,2.174411431479936
RDVT,2.1086981558393196,2.1086981558393196,2.1086981558393196,0,0,7,0.8526901571881583,0.13161984763073842,0.26753160251907193,0.12687050623069712,-0.09464998857605866,1,0,4,0.01812435803295673,0.027742504409170473,2.1086981558393196
BBIO,2.085803933032407,2.085803933032407,2.085803933032407,0,0,8,0.8473525559046641,0.13365806137843195,0.2791330475568121,0.1338251611938423,-0.11650890312815154,1,0,6,0.016728145149230288,0.036031068504652757,2.085803933032407
UHS,2.0494653989348284,2.0494653989348284,2.0494653989348284,0,0,7,0.8328991019787618,0.11951580106932247,0.24386931835864561,0.11899167387036257,-0.08305176910353584,1,0,4,0.016998810552908937,0.027130756717338726,2.0494653989348284
EPAM,1.97670659666365,1.97670659666365,1.97670659666365,0,0,7,0.805547506748981,0.10285457167619594,0.23772506053268772,0.12026319987697105,-0.11596388072675468,1,0,5,0.01718045712528158,0.02992891330822152,1.97670659666365
RTX,1.9700543071580208,1.9700543071580208,1.9700543071580208,0,0,7,0.8028732126766023,0.11492582238819415,0.24663106437762639,0.12518998257129962,-0.1197419383672742,1,0,4,0.017884283224471376,0.018755915232151303,1.9700543071580208
ICE,1.894692575995161,1.894692575995161,1.894692575995161,0,0,8,0.7724446291282246,0.09577598051741143,0.215164707527165,0.11356180430176263,-0.10924916948530317,1,0,5,0.014195225537720329,0.01485707672723059,1.894692575995161
MSFT,1.8880583578344279,1.8880583578344279,1.8880583578344279,0,0,8,0.7694040250899418,0.08001968180171648,0.18898837694172294,0.10009668194710333,-0.0970801482553244,1,0,3,0.012512085243387917,0.017992543171114546,1.8880583578344279
TCMD,1.9004791117207318,1.9004791117207318,1.9004791117207318,0,0,6,0.76678270121087,0.07013184254520333,0.16141244136469288,0.08493249958351125,-0.08270404569341006,1,0,2,0.014155416597251875,0.03469947275922427,1.9004791117207318
PBBK,1.8782138970812283,1.8782138970812283,1.8782138970812283,0,0,6,0.7566070737929182,0.02104224497298013,0.04632267742855968,0.024663153382341485,-0.018562032901020542,1,0,4,0.004110525563723581,0.0036205128205126294,1.8782138970812283
HTHT,1.858484726181268,1.858484726181268,1.858484726181268,0,0,8,0.7554820733779981,0.08244014597015759,0.19305961876777042,0.10388012128808868,-0.08344578045988404,1,0,4,0.012985015161011085,0.02506417112299397,1.858484726181268
META,1.797825802563702,1.797825802563702,1.797825802563702,0,0,8,0.7250565804541275,0.09725477114249825,0.25784730834562347,0.14342174196072438,-0.11967939336232591,1,0,4,0.017927717745090548,0.024978688424770096,1.797825802563702
VLO,1.7588444417575853,1.7588444417575853,1.7588444417575853,0,0,7,0.7023422022241449,0.10590232524138332,0.2802113805829452,0.15931561309818532,-0.0802624261788174,1,0,4,0.02275937329974076,0.02857810506429314,1.7588444417575853
GLD,1.746427918381374,1.746427918381374,1.746427918381374,0,0,6,0.689527053457934,0.029107816545973497,0.07165061446573731,0.04102695204972708,-0.0408277239723267,1,0,4,0.006837825341621181,0.011141743274578546,1.746427918381374
FDN,1.7197099873340402,1.7197099873340402,1.7197099873340402,0,0,8,0.6822784838863644,0.05452451418964799,0.14790449693953606,0.08600548815141978,-0.06603358021949934,1,0,6,0.010750686018927473,0.01471505131528245,1.7197099873340402
ALNY,1.6859635882544615,1.6859635882544615,1.6859635882544615,0,0,7,0.6608186770877562,0.091952859520253,0.27209228377704653,0.16138680910585584,-0.150862849098502,1,0,5,0.02305525844369369,0.03282743707726729,1.6859635882544615
ILMN,1.6643843823930464,1.6643843823930464,1.6643843823930464,0,0,8,0.6496979160752044,0.12698366928052374,0.38282892173651867,0.23001232514936754,-0.20426323034830451,1,0,4,0.028751540643670942,0.035726671921420754,1.6643843823930464
NVDA,1.6664495112940325,1.6664495112940325,1.6664495112940325,0,0,7,0.6491641511667822,0.06618341111186599,0.2320326928734028,0.1392377574603053,-0.1313012470760775,1,0,4,0.019891108208615043,0.031073130649137044,1.6664495112940325
IMO,1.6355816921760549,1.6355816921760549,1.6355816921760549,0,0,7,0.6303040587210108,0.05717514938202983,0.16129370349172686,0.09861549824340118,-0.09507852665360161,1,0,4,0.014087928320485884,0.021454273725354713,1.6355816921760549
TJX,1.6212312840995575,1.6212312840995575,1.6212312840995575,0,0,6,0.615751489267571,0.03862310645741096,0.10831731095654387,0.06681175722358702,-0.03848338633790338,1,0,4,0.011135292870597837,0.015331248636462683,1.6212312840995575
F,1.6117421298718533,1.6117421298718533,1.6117421298718533,0,0,7,0.6154054014376265,0.05958502971811752,0.17680944614279592,0.10970082798347756,-0.10553217870811238,1,0,5,0.01567154685478251,0.023725490196076313,1.6117421298718533
MDT,1.599484995224974,1.599484995224974,1.599484995224974,0,0,8,0.609358645655703,0.036427328915315194,0.10367621703297925,0.0648184992935159,-0.04911654543344002,1,0,4,0.008102312411689487,0.017950552340873043,1.599484995224974
RCL,1.5878204321553855,1.5878204321553855,1.5878204321553855,0,0,6,0.5946762273153606,0.08545136807167086,0.3083538589528202,0.1941994527266824,-0.11861608230110343,1,0,4,0.032366575454447065,0.03168839592657445,1.5878204321553855
MD,1.571176905325126,1.571176905325126,1.571176905325126,0,0,6,0.5839978169592193,0.0720138805710484,0.24351817471872989,0.15499093316187607,-0.07959710104293405,1,0,3,0.02583182219364601,0.03133245382585545,1.571176905325126
ANDE,1.5374088505611212,1.5374088505611212,1.5374088505611212,0,0,7,0.5673555722608835,0.03410770213746539,0.11146756805157598,0.07250352956592693,-0.04881328450753686,1,0,5,0.010357647080846704,0.02577603952243668,1.5374088505611212
CTSH,1.5385769968682865,1.5385769968682865,1.5385769968682865,0,0,6,0.5627777820940904,0.0555706109097287,0.18667016856382443,0.12132650425931513,-0.1166812774513396,1,0,4,0.02022108404321919,0.020151471849099427,1.5385769968682865
GLSI,1.5049920712845306,1.5049920712845306,1.5049920712845306,0,0,8,0.5474135710213343,0.07698259252688278,0.2835166393309629,0.18838414151177402,-0.17954303421565532,1,0,2,0.023548017688971752,0.030715667311409022,1.5049920712845306
PBR,1.5117080007007375,1.5117080007007375,1.5117080007007375,0,0,6,0.5450277764290565,0.045420453803193706,0.15418922001931037,0.10199669509444778,-0.09906639779718107,1,0,3,0.016999449182407964,0.02380139643134026,1.5117080007007375
ENVA,1.5011708915304163,1.5011708915304163,1.5011708915304163,0,0,7,0.5432322779237952,0.08285985621771497,0.2999855571158447,0.19983438182045676,-0.1172373106493938,1,0,4,0.028547768831493823,0.026596497942780344,1.5011708915304163
BLD,1.4990554224099337,1.4990554224099337,1.4990554224099337,0,0,6,0.5366011529451423,0.021843373945707345,0.06968734278644831,0.046487502559722914,-0.0369580814120688,1,0,3,0.007747917093287152,0.028681533865210457,1.4990554224099337
SCHD,1.433359826902829,1.433359826902829,1.433359826902829,0,0,7,0.4973351684644263,0.020531362001628528,0.07309398174058396,0.050994858631222946,-0.04721276586858214,1,0,4,0.007284979804460421,0.010465031124129984,1.433359826902829
DELL,1.4216521560205444,1.4216521560205444,1.4216521560205444,0,0,7,0.4893558861287354,0.05745551986908448,0.29626720289567865,0.20839640810940907,-0.19621355109317273,1,0,4,0.029770915444201296,0.035961181434598866,1.4216521560205444
ARKF,1.4165939822880014,1.4165939822880014,1.4165939822880014,0,0,7,0.4859066053265222,0.05177743833835402,0.23332463073796178,0.16470818996499562,-0.15563683335656497,1,0,5,0.023529741423570803,0.02267023346303446,1.4165939822880014
HCA,1.416016835051406,1.416016835051406,1.416016835051406,0,0,7,0.4855129872248185,0.03921722937099159,0.1561995174723947,0.11030908221280021,-0.07947610691637419,1,0,4,0.015758440316114317,0.02353083434099149,1.416016835051406
PTCT,1.3479420461402367,1.3479420461402367,1.3479420461402367,0,0,6,0.4345232246223707,0.055120034169330534,0.38281736342234074,0.28400135192645615,-0.18816106802949173,1,0,2,0.04733355865440936,0.034648786717751796,1.3479420461402367
AIQ,1.327590837843337,1.327590837843337,1.327590837843337,0,0,10,0.427394596507713,0.03404324160344241,0.17359428422247997,0.13075887485370327,-0.07758447349707731,1,0,7,0.013075887485370327,0.01618753855644626,1.327590837843337
NEM,1.2048153522219132,1.2048153522219132,1.2048153522219132,0,0,8,0.3463874010237164,0.024866754940088054,0.2762389771763759,0.22927909796877807,-0.15394212850058242,1,0,4,0.02865988724609726,0.03075859902622851,1.2048153522219132
