ticker,profit_factor,profit_factor_diag,trend_metric,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible
STX,25.3420991785522,12.0,5.2530094257697595,4,0.19317179435750673,0.41408159768387054,0.39034830580453383,0.015403155952246358,-0.017174367119613843,True
DLTR,inf,12.0,3.353879917962529,3,0.18414178380389928,0.4195833682635357,0.3776335635749781,0.0,-0.0006000000000000449,True
PLAB,6.006605525585466,6.006605525585466,2.358433414862124,4,0.17910394489701761,0.3452072700605995,0.4130625984350257,0.06876805821117482,-0.07089339917666315,True
APH,4.724684905588546,4.724684905588546,7.026257722311618,5,0.16352462878691618,0.22748859448873682,0.28785963650385177,0.06092673739223538,-0.045587442209779616,True
PTCT,8.555120074979007,8.555120074979007,5.369973889944145,4,0.16308377774184513,0.26414460231466563,0.293862487697925,0.03434931188837184,-0.036390199306258975,True
NVT,6.41001907199322,6.41001907199322,5.717017490773683,4,0.15866510471593204,0.24577595079921566,0.2856619727939638,0.044564917761646554,-0.046283669246160786,True
NEM,3.1711832132447486,3.1711832132447486,5.913125727370144,6,0.15857422829807574,0.21210979071263325,0.3214122175663769,0.1013540360027034,-0.10270420579846407,True
TAN,7.551365424579338,7.551365424579338,5.293924267668652,5,0.1563818325182719,0.19685054046050587,0.22504995705492808,0.02980255151239286,-0.03191825565220863,True
ASC,inf,12.0,2.8394057646390185,3,0.15542380544017093,0.26685383537458884,0.25325329562821514,0.0,-0.0006000000000000449,True
TEVA,18.563910081087226,12.0,6.044806207237238,3,0.14808233319191694,0.23278683957872892,0.2406852283240436,0.01296522269676645,-0.01414930909701062,True
UTHR,inf,12.0,7.506541794408776,2,0.14672479585098597,0.2535198937991874,0.2420354877030908,0.0,-0.0006000000000000449,True
TSM,13.365542489488314,12.0,5.9338420736846285,3,0.1460786866175741,0.22399173000812822,0.23658662194218785,0.017701236005067334,-0.01946831310976982,True
BFH,inf,12.0,3.7143522412418113,2,0.14473386942547734,0.24419346575056444,0.23378915648692325,0.0,-0.0006000000000000449,True
ATI,inf,12.0,5.620578504789121,2,0.1425332871560655,0.23392656553912117,0.2244611989120464,0.0,-0.0006000000000000449,True
RVMD,inf,12.0,5.919186111312111,2,0.14143019523104636,0.22886496950698132,0.2228900088096604,0.0,-0.000600000000000156,True
PALL,6.607445031860889,6.607445031860889,4.828867978548181,4,0.14051916693473687,0.17185271780013567,0.20454354183062542,0.030956525683425738,-0.025292992227851085,True
