ticker,gp,gl,trades,tot_ret,maxdd,num_neg_trades,profit_factor_raw,profit_factor_eff,profit_factor_diag,zero_loss,pf_capped,gl_per_trade,atr_pct_med,score,stability,coverage
TARS,0.3850116201283166,0.12404249411432629,7,0.2642489603631051,-0.07578206514495767,4,3.1038687417350928,3.1038687417350928,3.1038687417350928,0,0,0.017720356302046613,0.03618639667705041,0.37762681206169946,0.9841486092549637,0.027888446215139442
SN,0.4196300704443411,0.118699487393611,5,0.30931434357312715,-0.11518806227451972,2,3.535230687667887,3.535230687667887,3.535230687667887,0,0,0.0237398974787222,0.036651858272835215,0.3866949696215766,0.9827675757965587,0.0199203187250996
BLOK,0.13171610593407634,0.15892564744418985,6,-0.03424469523401319,-0.14981988437092364,4,0.8287907461904869,0.8287907461904869,0.8287907461904869,0,0,0.026487607907364975,0.030595538312317535,0.19553070385062654,0.9916860438541243,0.02390438247011952
LVS,0.31192204470357676,0.03434481740912466,3,0.2901443796399734,-0.03434481740994966,1,9.08207025787553,9.08207025787553,5.0,0,1,0.01144827246970822,0.027077205882352334,0.0,0.9851617068397586,0.01195219123505976
SPY,0.07610453454362492,0.027759452968191746,5,0.04751610316747157,-0.01654552943448917,2,2.7415718397199518,2.7415718397199518,2.7415718397199518,0,0,0.005551890593638349,0.010808845804301729,0.36537336579013446,0.9957757176314386,0.0199203187250996
LGND,0.07799617619017563,0.07177530255840195,4,0.0026340434098566234,-0.07048890843355637,2,1.0866715069116133,1.0866715069116133,1.0866715069116133,0,0,0.017943825639600487,0.02604453460851075,0.21421489304238187,0.9942655653043161,0.01593625498007968
ALNY,0.15788545481922778,0.09272938464052971,5,0.05356128622393186,-0.09052744582473748,3,1.702647498754348,1.702647498754348,1.702647498754348,0,0,0.018545876928105942,0.03282743707726729,0.2830837013792964,0.9888429463811947,0.0199203187250996
JPM,0.12994021706220985,0.08356971767759108,6,0.04057964232504485,-0.04599310299802328,3,1.5548720358672798,1.5548720358672798,1.5548720358672798,0,0,0.013928286279598514,0.01952896671649525,0.2640618637294259,0.992140341859462,0.02390438247011952
SCHD,0.036951733118744876,0.09012373872161153,8,-0.05277128724126956,-0.05277128724221691,6,0.41001109855070744,0.41001109855070744,0.41001109855070744,0,0,0.011265467340201441,0.010465031124129984,0.1687092203532414,0.9969447993102166,0.03187250996015936
FROG,0.24216571833856088,0.16609227848678437,7,0.06069082686945371,-0.0946292455455886,4,1.458019123735662,1.458019123735662,1.458019123735662,0,0,0.02372746835525491,0.03682145716573183,0.25508522985109994,0.9873340715439319,0.027888446215139442
AIQ,0.11802947883508827,0.018757961127342085,4,0.09896030105210318,-0.01875796112823458,1,6.292233896521167,6.292233896521167,5.0,0,1,0.004689490281835521,0.01618753855644626,0.38530723259805116,0.9931791143573384,0.01593625498007968
SNOW,0.1450214767224736,0.1940387966248429,5,-0.06174625359756447,-0.1805797834576104,4,0.7473839213858864,0.7473839213858864,0.7473839213858864,0,0,0.038807759324968584,0.03493392412935309,0.19404919642148388,0.9882884910475824,0.0199203187250996
AER,0.27766412888545705,0.004549351973205173,6,0.29977722282214603,-0.004549351974200699,1,61.03377591376674,61.03377591376674,5.0,0,1,0.0007582253288675288,0.015993156265276066,0.3815221638095923,0.9898945230952527,0.02390438247011952
JKHY,0.033494118901182125,0.12690031047740913,9,-0.09124784669593089,-0.09367670939065742,6,0.26394040152600545,0.26394040152600545,0.26394040152600545,0,0,0.014100034497489903,0.01755295689943192,0.16457592501635834,0.9955240640213989,0.035856573705179286
RCL,0.29734516659195365,0.12519763692327782,6,0.16050306903088196,-0.11990963526875531,4,2.375006221356792,2.375006221356792,2.375006221356792,0,0,0.020866272820546303,0.03168839592657445,0.3492243350677568,0.985053468188101,0.02390438247011952
TEVA,0.43351900721902237,0.11131530675577095,6,0.33642389448646837,-0.04489537666397048,3,3.894513880019895,3.894513880019895,3.894513880019895,0,0,0.018552551125961825,0.030417940876654913,0.38603473556342527,0.9824525562211928,0.02390438247011952
CX,0.16248658771106977,0.0794482378402619,6,0.07824031950281873,-0.04405366245252973,3,2.045188063676934,2.045188063676934,2.045188063676934,0,0,0.013241372973376984,0.025522682445756853,0.31999535082775465,0.9915246731117021,0.02390438247011952
GE,0.2099876702412377,0.060062410363371066,5,0.1501224139151196,-0.03833812262499925,2,3.496157895942489,3.496157895942489,3.496157895942489,0,0,0.012012482072674214,0.023104900316750426,0.383202298919379,0.9902592845409152,0.0199203187250996
XBI,0.008231265167528794,0.06198308619197472,4,-0.05329005565416889,-0.05329005565511569,2,0.13279856930703363,0.13279856930703363,0.13279856930703363,0,0,0.01549577154799368,0.0214808496811663,0.16221465222442077,0.9970191490938746,0.01593625498007968
IYW,0.12084638647137023,0.038182662144530435,4,0.07849660766474775,-0.037783749244095444,3,3.1649544501097906,3.1649544501097906,3.1649544501097906,0,0,0.009545665536132609,0.014998556720869754,0.3777982447153605,0.9917479415996348,0.01593625498007968
STX,0.5986519146501577,0.0,4,0.7218840301397595,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.032791495198902246,0.4332014777553984,0.976646025081172,0.01593625498007968
RY,0.06531067540460396,0.0537356167474093,5,0.009937830320154939,-0.027079128797242835,3,1.2154075705803211,1.2154075705803211,1.2154075705803211,0,0,0.010747123349481861,0.01105585189833692,0.22460241239771683,0.9960775854261799,0.0199203187250996
DELL,0.00035397210430573476,0.08140464063187605,4,-0.07917819183652175,-0.07917819183744268,3,0.004348303752195769,0.004348303752195769,0.004348303752195769,0,0,0.020351160157969013,0.035961181434598866,0.16133559006660264,0.9964638838332553,0.01593625498007968
TK,0.3095793977491705,0.03345806451612912,5,0.2996250825421174,-0.033458064517095765,1,9.252758706348109,9.252758706348109,5.0,0,1,0.006691612903225824,0.02772753291356294,0.3842763210793394,0.9885385605793,0.0199203187250996
MRK,0.12461559268687698,0.16581816435078472,8,-0.04878004357981469,-0.14294365035765177,6,0.7515195526061632,0.7515195526061632,0.7515195526061632,0,0,0.02072727054384809,0.024024957181306282,0.187608624272755,0.9909702064222018,0.03187250996015936
WWD,0.1555155524151175,0.06266824864618394,6,0.08794943183859294,-0.03470515464014068,3,2.4815685099664475,2.4815685099664475,2.4815685099664475,0,0,0.010444708107697322,0.022465982002741223,0.35307818367505667,0.990961459481464,0.02390438247011952
ARGX,0.026310380437978734,0.11308771106802681,6,-0.08522740999460576,-0.0995324691461551,4,0.23265463762151822,0.23265463762151822,0.23265463762151822,0,0,0.018847951844671137,0.023503169358612547,0.16559714625532587,0.9955119783887162,0.02390438247011952
RVMD,0.24661516140259304,0.05966784026216994,5,0.18673163474091226,-0.05853906216441096,3,4.133133700147511,4.133133700147511,4.133133700147511,0,0,0.011933568052433988,0.03540526315789378,0.38566723763590943,0.9876966119062239,0.0199203187250996
PALL,0.2373554461120384,0.11478620117810694,9,0.11816051002028494,-0.049388554799389306,4,2.067804698438866,2.067804698438866,2.067804698438866,0,0,0.012754022353122993,0.022359361047722758,0.321292726539812,0.9899457172698763,0.035856573705179286
M,0.20661231685856235,0.1609711809623975,9,0.03404299479986772,-0.10121985798949629,4,1.2835360691478466,1.2835360691478466,1.2835360691478466,0,0,0.01788568677359972,0.03566804979252816,0.2328104665128517,0.9894322477174617,0.035856573705179286
VTR,0.004670249620122363,0.10598126668616648,7,-0.0977099087059008,-0.09770990870680318,5,0.0440667465690138,0.0440667465690138,0.0440667465690138,0,0,0.01514018095516664,0.016170809432759507,0.1599862384368309,0.996378778801692,0.027888446215139442
F,0.23305319143607509,0.06557528779639134,8,0.1699176836692724,-0.05107894842403082,4,3.553978934254867,3.553978934254867,3.553978934254867,0,0,0.008196910974548917,0.023725490196076313,0.3814935870696213,0.9900663043546906,0.03187250996015936
XLK,0.16191711404778683,0.07563223877274575,4,0.07952114394419763,-0.055220391341099906,2,2.140847827264556,2.140847827264556,2.140847827264556,0,0,0.018908059693186437,0.01789921016483508,0.33170885256168703,0.9904088108204208,0.01593625498007968
JAZZ,0.22536086104246245,0.08606040250130469,6,0.13675874325297932,-0.08464048313924621,3,2.6186359172448204,2.6186359172448204,2.6186359172448204,0,0,0.014343400416884115,0.025302121433796454,0.3621770610633485,0.9898904459674263,0.02390438247011952
AMAT,0.4280489750341665,0.042501967811603404,5,0.4338618743143743,-0.04250196781240334,1,10.071274274442075,10.071274274442075,5.0,0,1,0.008500393562320682,0.03398310916484184,0.3834317141846164,0.9846034142029789,0.0199203187250996
SU,0.20035038936749636,0.08774755041022272,9,0.11115351007170915,-0.03906581754114535,4,2.2832590588666193,2.2832590588666193,2.2832590588666193,0,0,0.009749727823358081,0.020194323702377358,0.33947538627476215,0.9918321853844255,0.035856573705179286
SBGI,0.26241294870042786,0.09941379196671166,8,0.16197521566067907,-0.08145803228537163,4,2.6396030521428644,2.6396030521428644,2.6396030521428644,0,0,0.012426723995838957,0.03544436146377631,0.36172757642471903,0.9890477952111847,0.03187250996015936
LUV,0.4163177694607272,0.0497225397247087,8,0.41366268333155776,-0.04972253972543961,1,8.372817876272835,8.372817876272835,5.0,0,1,0.006215317465588587,0.030822311673374615,0.38290308813472845,0.9862176799386592,0.03187250996015936
bidu,0.17778392032385854,0.1856099630476722,10,-0.02107009981322361,-0.15522758644546608,5,0.9578360848991516,0.9578360848991516,0.9578360848991516,0,0,0.018560996304767218,0.03623120513789168,0.20100361926673402,0.9887635117393171,0.0398406374501992
ICE,0.09566146024523511,0.0,3,0.09829929824817119,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.01485707672723059,0.0,0.9958197840505449,0.01195219123505976
IQV,0.10999816990526468,0.11687037547610588,8,-0.01297189193825854,-0.10097277249440473,3,0.9411980534601241,0.9411980534601241,0.9411980534601241,0,0,0.014608796934513234,0.025938577414734904,0.1992645395868478,0.9925307392340127,0.03187250996015936
UHS,0.11838603182624498,0.05040156717894739,5,0.06602131812372658,-0.033235175880363954,3,2.3488561656411058,2.3488561656411058,2.3488561656411058,0,0,0.010080313435789478,0.027130756717338726,0.3454690408473947,0.9938864764886689,0.0199203187250996
DINO,0.15781891050596697,0.10621291360424122,7,0.043974954235312724,-0.08809871817242187,5,1.4858730934923252,1.4858730934923252,1.4858730934923252,0,0,0.01517327337203446,0.029272475795296533,0.2558139293236976,0.9910294293971672,0.027888446215139442
GS,0.14032599774441293,0.05474730404980053,5,0.08211256870730699,-0.04674255428119367,2,2.563158134997228,2.563158134997228,2.563158134997228,0,0,0.010949460809960105,0.021934679371941008,0.3584737953428597,0.992102742534532,0.0199203187250996
NTRA,0.18015821985025368,0.09211124600026495,6,0.08043206952160631,-0.07005654514649418,2,1.9558764827666697,1.9558764827666697,1.9558764827666697,0,0,0.015351874333377492,0.0327498063516652,0.31118613141980717,0.990035171371022,0.02390438247011952
GOOGL,0.10094071691955571,0.00486842030427972,5,0.09820919837904052,-0.0048684203052581365,1,20.733772067876096,20.733772067876096,5.0,0,1,0.000973684060855944,0.025997324909644418,0.38415318063793336,0.9952864267862124,0.0199203187250996
EQNR,0.12265650550851726,0.17486592870622847,9,-0.057525811914867386,-0.16310128029638427,7,0.701431699222425,0.701431699222425,0.701431699222425,0,0,0.019429547634025386,0.022283737024220523,0.18434342733144932,0.9920183620189336,0.035856573705179286
XPEL,0.4029161241434645,0.10365891204586646,6,0.3076702270860123,-0.06614098453178141,3,3.8869414717104522,3.8869414717104522,3.8869414717104522,0,0,0.017276485340977744,0.032175835609311136,0.3854172529414367,0.9827554614311795,0.02390438247011952
CAT,0.22955771545888803,0.06487737194209706,5,0.16667918186490693,-0.03460093383776419,2,3.5383325277689717,3.5383325277689717,3.5383325277689717,0,0,0.012975474388419412,0.023836817642963283,0.3840856018059301,0.9900893638842583,0.0199203187250996
NVDA,0.24538156575570388,0.2172606164185401,7,-0.0015545132204326517,-0.10970482223708677,4,1.1294341781806896,1.1294341781806896,1.1294341781806896,0,0,0.031037230916934302,0.031073130649137044,0.2200645134180426,0.9830521483757914,0.027888446215139442
LLY,0.13864186323440064,0.12387769035946121,10,0.007345424756345809,-0.1031779576413584,6,1.1191834690499767,1.1191834690499767,1.1191834690499767,0,0,0.012387769035946121,0.026254885851569654,0.21391690873942423,0.9916643210908299,0.0398406374501992
AMX,0.11048511821103703,0.1012448861622652,5,0.002083369942181168,-0.0533896618297629,4,1.0912661606825507,1.0912661606825507,1.0912661606825507,0,0,0.020248977232453037,0.01923389437028325,0.21478174288912166,0.9917864509119346,0.0199203187250996
LMT,0.020205273172057597,0.20446001478916673,6,-0.17482328502434896,-0.1748232850251742,5,0.09882261425488349,0.09882261425488349,0.09882261425488349,0,0,0.034076669131527786,0.019673623301475797,0.16721912936405586,0.9918911837245469,0.02390438247011952
INCY,0.17814207505618312,0.15924693519070904,9,0.009934713223114233,-0.054085768334111495,5,1.1186530832938535,1.1186530832938535,1.1186530832938535,0,0,0.017694103910078782,0.027744294909303302,0.21596397694458208,0.9908896135859403,0.035856573705179286
META,0.20759657981304494,0.08879460323127364,5,0.10541861140684916,-0.08622091786594932,3,2.3379414092581814,2.3379414092581814,2.3379414092581814,0,0,0.017758920646254728,0.024978688424770096,0.34553112572499683,0.9864566875815356,0.0199203187250996
EIS,0.13346358027808541,0.0,5,0.1402167859980934,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.010706938939340611,0.4427230540076177,0.9954866451831144,0.0199203187250996
GM,0.10950926723685199,0.09143551397898832,6,0.012731328630076977,-0.0852349132392447,3,1.1976666666085234,1.1976666666085234,1.1976666666085234,0,0,0.015239252329831386,0.024737215909090487,0.22364610797830245,0.9929874210318715,0.02390438247011952
CTSH,0.18969801691703972,0.027385923860972966,5,0.16647207727279212,-0.02738363668291177,2,6.926843800488831,6.926843800488831,5.0,0,1,0.005477184772194593,0.020151471849099427,0.38481421000953175,0.9911544628336777,0.0199203187250996
TSM,0.30566275893981276,0.06335751218325333,6,0.2546346461203455,-0.043601420525185786,3,4.824412266310633,4.824412266310633,4.824412266310633,0,0,0.010559585363875556,0.028402385942285915,0.3861159553363944,0.9879725155585392,0.02390438247011952
PBBK,0.016049050062251588,0.008581907561848866,5,0.007414649091907144,-0.007369227646514154,3,1.8701028817413665,1.8701028817413665,1.8701028817413665,0,0,0.0017163815123697732,0.0036205128205126294,0.2984510142525363,0.9991438794643941,0.020080321285140562
TJX,0.04061112189710166,0.10043508340450846,6,-0.0598150430228338,-0.0803693929425644,5,0.40435195073755126,0.40435195073755126,0.40435195073755126,0,0,0.016739180567418077,0.015331248636462683,0.17039224103433886,0.9959121547150747,0.02390438247011952
AXSM,0.17796643099756213,0.05476165377234083,6,0.12144934745136804,-0.054410974425597725,3,3.249836678370183,3.249836678370183,3.249836678370183,0,0,0.009126942295390138,0.03013367894834268,0.37871677017896116,0.991022347520761,0.02390438247011952
FDN,0.12132572366048225,0.05165954964412646,6,0.06708550445492101,-0.05069605810437805,4,2.3485633246180773,2.3485633246180773,2.3485633246180773,0,0,0.008609924940687743,0.01471505131528245,0.34439527802713366,0.9933256735130436,0.02390438247011952
NFLX,0.1336711358083946,0.205036884805844,7,-0.08296683781425696,-0.17188718828345684,6,0.6519370206729979,0.6519370206729979,0.6519370206729979,0,0,0.029290983543692,0.025512031100458188,0.18432865563317205,0.9882552192178644,0.027888446215139442
IMO,0.21248246533875476,0.03262848855689894,6,0.1874377060966872,-0.032529728173169015,2,6.512176160664593,6.512176160664593,5.0,0,1,0.005438081426149824,0.021454273725354713,0.38488046004399223,0.9913405097866332,0.02390438247011952
NRIM,0.10481505499591114,0.09448831910739208,5,0.006166957471787082,-0.05994861073163449,3,1.1092911376355636,1.1092911376355636,1.1092911376355636,0,0,0.018897663821478415,0.02122890523582773,0.2166683418686701,0.9938308702388554,0.0199203187250996
SIMO,0.36473911104669554,0.16691994083108885,6,0.18410207935592293,-0.1092747834897323,3,2.18511406864076,2.18511406864076,2.18511406864076,0,0,0.02781999013851481,0.036147791164658036,0.33734375335587746,0.9834757529212463,0.02390438247011952
MLI,0.23955765359106856,0.03746610444416147,4,0.2114571020797562,-0.037466104445124104,1,6.393983499087801,6.393983499087801,5.0,0,1,0.009366526111040368,0.019136974037600566,0.3866072745675003,0.9902263112091394,0.01593625498007968
ACWX,0.1185264147627266,0.022020826570871427,6,0.09826201463285611,-0.021903235383445963,2,5.382468926916224,5.382468926916224,5.0,0,1,0.0036701377618119043,0.008607172643869742,0.38553806253890677,0.9949325575953409,0.02390438247011952
EGO,0.2242527331506538,0.0,5,0.2381596554127563,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.033785279468731756,0.43997176488826756,0.9899079670136792,0.0199203187250996
AEM,0.2670691459376169,0.10022197557552265,8,0.165787704202919,-0.056022048822054527,2,2.6647763068326857,2.6647763068326857,2.6647763068326857,0,0,0.012527746946940331,0.029322420048940766,0.3628352750694121,0.9888071672232924,0.03187250996015936
IBM,0.1172071538879895,0.11587811975931493,7,-0.005705830993062322,-0.05132710048027045,4,1.0114692414015263,1.0114692414015263,1.0114692414015263,0,0,0.01655401710847356,0.023677296761401095,0.2058518481645032,0.9919315853044129,0.027888446215139442
CRS,0.1084762385102863,0.12035757854197718,6,-0.0197335244849548,-0.06658806275927698,4,0.9012829921005181,0.9012829921005181,0.9012829921005181,0,0,0.020059596423662864,0.03469478405243964,0.1980589314845214,0.9914063022369395,0.02390438247011952
XME,0.1142140755312956,0.0,4,0.11908298841862086,-1.000088900582341e-12,0,1000000000.0,1000.0,5.0,1,1,0.0,0.024712525667350934,0.4430065355540361,0.9960713758682552,0.01593625498007968
RTX,0.13660062610995283,0.04168752495201844,6,0.09492685267881407,-0.041687524952934374,1,3.2767746770089516,3.2767746770089516,3.2767746770089516,0,0,0.006947920825336407,0.018755915232151303,0.3791818473554891,0.9937817511319434,0.02390438247011952
AXP,0.31815250002628614,0.06778475804729653,7,0.2671370436942633,-0.04088452954928312,2,4.693569899656447,4.693569899656447,4.693569899656447,0,0,0.009683536863899504,0.020915958451369124,0.3858759534381622,0.9887547230809982,0.027888446215139442
TEL,0.12854699590003754,0.06503559633224867,5,0.056664359058667735,-0.03415906764221799,3,1.976563653592517,1.976563653592517,1.976563653592517,0,0,0.013007119266449735,0.02063976805991777,0.31259094172741897,0.9910318771488114,0.0199203187250996
ENVA,0.1393278246022491,0.1716129100986474,7,-0.04222052055976988,-0.16124633742655559,5,0.8118726296416743,0.8118726296416743,0.8118726296416743,0,0,0.024516130014092485,0.026596497942780344,0.19290289812116157,0.990011692275484,0.027888446215139442
TMO,0.12351163707125626,0.0509191225282305,5,0.07053567100719693,-0.03588597937974347,3,2.42564347024596,2.42564347024596,2.42564347024596,0,0,0.010183824505646099,0.02417993630573244,0.3506400070033022,0.9936024709427326,0.0199203187250996
NDAQ,0.08096202246860781,0.11535330403106363,7,-0.038063879086063346,-0.0808649116522816,6,0.7018613220372557,0.7018613220372557,0.7018613220372557,0,0,0.01647904343300909,0.016870446626544026,0.1836690194929469,0.9936036352336861,0.027888446215139442
NVGS,0.19434238263014136,0.024314355231143704,4,0.1766050044992129,-0.024314355232035068,1,7.9929071029287515,7.9929071029287515,5.0,0,1,0.006078588807785926,0.022238442822383055,0.3854108605815464,0.991694275774852,0.01593625498007968
TCMD,0.0,0.08059447546130188,4,-0.07850155046244167,-0.07850155046336327,4,0.0,0.0,0.0,0,0,0.02014861886532547,0.03469947275922427,0.16129033452126587,0.9968215043118451,0.01593625498007968
BLTE,0.08538164852255054,0.06454849714908417,4,0.016526485058953266,-0.042882260194637034,3,1.3227519197751292,1.3227519197751292,1.3227519197751292,0,0,0.016137124287271043,0.025869208018402493,0.2379903070615779,0.9935655646092275,0.01593625498007968
MD,0.2883814561997691,0.1944480332301036,10,0.07637281280874819,-0.11662633254762955,6,1.4830772593030432,1.4830772593030432,1.4830772593030432,0,0,0.019444803323010358,0.03133245382585545,0.2556038960904465,0.9861988718336886,0.0398406374501992
REMX,0.056678198276894104,0.0546439104810908,5,-0.0005859120349593905,-0.05108475374171928,3,1.037228078625655,1.037228078625655,1.037228078625655,0,0,0.01092878209621816,0.026645768025077926,0.20681342617944365,0.9951461747583993,0.0199203187250996
RDVT,0.330250005189357,0.12686245286506795,7,0.20031600113308312,-0.07777574922249286,3,2.6032131472391904,2.6032131472391904,2.6032131472391904,0,0,0.018123207552152566,0.027742504409170473,0.3617084215216267,0.9859786619168341,0.027888446215139442
BOOT,0.4057419790777305,0.04663413097499026,6,0.38300816437644203,-0.029039817172031634,2,8.700536937105758,8.700536937105758,5.0,0,1,0.007772355162498377,0.034682044228123834,0.3814022390014193,0.9812674319420499,0.02390438247011952
DLTR,0.28922298268011504,0.06186018881105195,4,0.23360859864993921,-0.06186018881199018,1,4.675430001733885,4.675430001733885,4.675430001733885,0,0,0.015465047202762988,0.031629139072847444,0.3884304182741633,0.9872029882556692,0.01593625498007968
ADBE,0.0967881729880498,0.27456718173904854,7,-0.17250082829739566,-0.1903557513212163,5,0.3525118055807495,0.3525118055807495,0.3525118055807495,0,0,0.03922388310557836,0.02462776536825671,0.1757132089481735,0.9899916272265578,0.027888446215139442
ATI,0.25783643290205044,0.05253521834747104,3,0.1949392367636611,-0.05253521834822239,1,4.907877820107362,4.907877820107362,4.907877820107362,0,0,0.017511739449157012,0.03275058039769825,0.0,0.9834468418501927,0.01195219123505976
RGLD,0.06713136378847112,0.019049155244765283,4,0.04776924624026657,-0.01895843769442307,2,3.524112377997384,3.524112377997384,3.524112377997384,0,0,0.004762288811191321,0.02530174706435897,0.382171740458472,0.9963787875481072,0.01593625498007968
PLAB,0.3509928313503233,0.11927196385553282,9,0.23895414082224908,-0.10164134967691973,4,2.942794098497954,2.942794098497954,2.942794098497954,0,0,0.013252440428392536,0.033140676117773556,0.37259939821257576,0.9872392717178877,0.035856573705179286
NOW,0.11166084731212036,0.12608875396912053,6,-0.02012537315224483,-0.08268146873324411,3,0.8855734060110262,0.8855734060110262,0.8855734060110262,0,0,0.021014792328186756,0.028193828397004784,0.19772649413697746,0.9927121741383016,0.02390438247011952
LRCX,0.3886213776068151,0.0872291182286119,6,0.3151144622196005,-0.0853270682721875,2,4.4551794801858255,4.4551794801858255,4.4551794801858255,0,0,0.014538186371435316,0.036365435858393344,0.3859577789826793,0.9837403366396896,0.02390438247011952
