ticker,profit_factor,profit_factor_diag,trend_metric,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible
REMX,47.701071011606246,12.0,6.588937643137063,3,0.15543251786239953,0.2660981452748452,0.26066159022736,0.005464480874317013,-0.006657565464481152,True
TK,17.66175681154997,12.0,4.056168686260448,3,0.1508869883491642,0.24531353448392923,0.25205361402823706,0.014271151885830842,-0.015453671641182498,True
INCY,inf,12.0,5.140629037177622,2,0.14707080716346246,0.25516517859979193,0.24699448210733593,0.0,-0.0006000000000000449,True
XME,inf,12.0,6.4445973518990725,2,0.14132021690341467,0.22836233306876097,0.2195656839240981,0.0,-0.0006000000000000449,True
TAN,13.666482370260884,12.0,5.298404161998158,4,0.14012505166953843,0.16881293284115007,0.18196790250146808,0.013314904126129894,-0.009522732277045254,True
MD,inf,12.0,5.5024580801072895,2,0.1346473605007179,0.19850826232059227,0.19717793516578339,0.0,-0.0006000000000000449,True
MRK,inf,12.0,2.1141937231320704,3,0.1327074879786031,0.1729799582970155,0.1719441679855089,0.0,-0.001057992156322296,True
APH,inf,12.0,6.983873857809342,3,0.13141081806371058,0.16251866048128893,0.16026699556057764,0.0,-0.0006000000000000449,True
LIT,inf,12.0,9.520866472889303,2,0.1305671869320576,0.18080295286548553,0.17590588720187422,0.0,-0.0006000000000000449,True
FTI,8.6299011452198,8.6299011452198,5.593815651536208,3,0.12913899603902376,0.15423734423221513,0.17568436994395237,0.02035763411279235,-0.022119932569236944,True
IMO,inf,12.0,4.7542818685194215,2,0.12849338727034235,0.17194312691286773,0.16906184468383223,0.0,-0.000600000000000156,True
TEVA,19.21649775096865,12.0,6.039788917195479,2,0.12829639736001605,0.17110389691579764,0.18535203774396117,0.009645464025026002,-0.010833532940562995,True
EIS,6.619223477343737,6.619223477343737,9.920205833306571,4,0.12566561984314267,0.11557787511994366,0.138455720384387,0.02091721496611996,-0.02267850678125516,True
TARS,26.35770525544571,12.0,5.7992092971441265,2,0.12491636708521779,0.1568475544745085,0.1670233446145268,0.006336793851961694,-0.007528831980585293,True
NTRA,inf,12.0,4.562726550669128,2,0.12437300589762758,0.15457742829741727,0.15451706486368078,0.0,-0.0006000000000000449,True
CMI,6.72056718972409,6.72056718972409,6.467825873528327,3,0.12432808639905807,0.13555941656548542,0.1618534350227508,0.02408329988430569,-0.025838896165276015,True
ASC,153.38825490514554,12.0,2.8479970550967004,3,0.12163719029123755,0.1241589963318479,0.12906037434172676,0.0008413967185527797,-0.0024275021103901118,True
GE,10.843897982417438,10.843897982417438,5.94961212438668,3,0.12152990458396931,0.12350172611419019,0.13808655586178648,0.012734033101905183,-0.014510045808326821,True
CM,inf,12.0,9.95701661722429,3,0.1208559028052689,0.12059045247778388,0.1202837729777878,0.0,-0.0006000000000000449,True
PLAB,3.066776644470546,3.066776644470546,2.3275876216169187,3,0.12008453594202868,0.17799620211795264,0.31935434973783083,0.10413355348640485,-0.10660587551276379,True
TD,23.148959400647783,12.0,9.338122473529035,3,0.11953830139362664,0.11544726181533704,0.12171744365711304,0.005258009293225811,-0.007047470770012332,True
CAT,6.181683367713539,6.181683367713539,6.920663960662723,3,0.11910218373571574,0.11520107537491908,0.1408815498100426,0.02279015948080683,-0.024548082018191142,True
BBIO,15.511843037064137,12.0,6.351879364037753,2,0.11784543734456841,0.12760713186189054,0.14066093276000335,0.009067970351679479,-0.010256732051726947,True
PALL,20.74984659853614,12.0,4.8148937330340935,2,0.11662032376894842,0.12260865811760757,0.13254115412607775,0.006387572722365488,-0.007579549934624841,True
XBI,inf,12.0,6.426805852860004,2,0.11569005364243097,0.11882170052140784,0.11953909444602652,0.0,-0.000600000000000156,True
RTX,18.80144744114942,12.0,6.3568422746300275,2,0.10989551622430777,0.09542111984531965,0.10417188810576504,0.005540631296171978,-0.007329584358523933,True
GS,8.785744658055012,8.785744658055012,5.50807611461526,2,0.10898898758090354,0.09248368377646266,0.10884716187640914,0.012389065026675349,-0.014165698303141738,True
ARGX,inf,12.0,6.9986099339118,2,0.10591523702399462,0.0794808034319916,0.08063815412725772,0.0,-0.0006000000000000449,True
GM,4.9625318886837,4.9625318886837,7.519801045850065,2,0.10497911117509909,0.07835966207217049,0.10411656666236159,0.020980533525594786,-0.022741711435693257,True
HCA,inf,12.0,5.778091782187247,2,0.10289618149164363,0.06743340932204678,0.06944893918767331,0.0,-0.0006000000000000449,True
ANDE,3.214949519612258,3.214949519612258,4.465113651742985,3,0.10107681969781078,0.07950895192717211,0.12818649414324867,0.03987200836631137,-0.03593422958884274,True
AER,inf,12.0,6.637991458365205,2,0.10080352148413546,0.059094036938944994,0.06162561965339749,0.0,-0.0015703245488740691,True
IQV,inf,12.0,5.178561786059321,2,0.09885167773290424,0.051318580278261194,0.05368956749998572,0.0,-0.000600000000000156,True
LRCX,2.643401394055509,2.643401394055509,5.880440828738674,4,0.0988230565424166,0.10846762532283405,0.19154846740702808,0.07246287598916419,-0.04994904679857848,True
LVS,3.038905814878609,3.038905814878609,6.4019049781988295,2,0.09582148155966315,0.08976675604179563,0.14851576811428546,0.04887146136189747,-0.050582465718068126,True
BAC,inf,12.0,4.97367575293925,2,0.09558139218421041,0.03828172814203046,0.040443780519210965,0.0,-0.0006000000000000449,True
ROST,inf,12.0,5.804335678727453,2,0.09198135317688293,0.023891771404593865,0.026214049299918,0.0,-0.0006000000000000449,True
GOOGL,3.5529339485003364,3.5529339485003364,7.467686718840041,3,0.09103634878480585,0.02271990908989796,0.03710108795606734,0.010442380436519908,-0.01222251564324961,True
MLI,inf,12.0,7.429218063757006,2,0.09008119727255032,0.016270235976128644,0.018701695014507157,0.0,-0.0011776431519320285,True
PBBK,inf,12.0,26.200124207074268,2,0.08945710841753111,0.0137618637623389,0.016198546162132413,0.0,-0.0011996400000000573,True
BLD,3.365360087138345,3.365360087138345,4.769438268648577,2,0.08884283581266472,0.03652381347174538,0.0568772782503037,0.016900800145481003,-0.018669317170432853,True
VLO,3.3175082476704176,3.3175082476704176,4.145679366504386,2,0.08840654835912476,0.03702955209965886,0.05802889698108772,0.017491711443923644,-0.01867036768720709,True
IMAX,2.7536482859891573,2.7536482859891573,4.215603557120134,2,0.08468357641724548,0.0724409318718946,0.12699377183654867,0.046118370484243,-0.047262685042275376,True
