ticker,profit_factor,profit_factor_diag,trend_metric,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible
LRCX,33.929844819598095,12.0,6.057013471967315,4,0.22013284179101072,0.6030539389699088,0.5358375698543467,0.0157925146048662,-0.017563025347082317,True
FROG,56.209785488551944,12.0,4.1959678311046895,4,0.21696227225248677,0.5769336899718887,0.5175121893421929,0.009206798866855537,-0.010989156786249343,True
ILMN,inf,12.0,3.5122917553479978,4,0.18346105506756424,0.3605082083846849,0.3406331926973599,0.0,-0.000600000000000156,True
XME,inf,12.0,6.436795818016757,3,0.1798908719713728,0.39355345831358224,0.35546231729042904,0.0,-0.000600000000000156,True
EGO,inf,12.0,5.375249133222278,2,0.17219934058480754,0.38957671884363654,0.3612436947209797,0.0,-0.000600000000000156,True
NEM,inf,12.0,5.960240113309867,2,0.16939733565815956,0.3727755105759063,0.3473012545628893,0.0,-0.0006000000000000449,True
MD,inf,12.0,5.557068827040851,3,0.16248638098466436,0.29988481835079095,0.28531330297920465,0.0,-0.0006000000000000449,True
INCY,27.688412012467815,12.0,5.23340877216601,3,0.1612057505386047,0.29360187583701625,0.29173115196579197,0.010536218250235093,-0.011723218581373596,True
BBIO,inf,12.0,6.432331810609936,2,0.1540218712291006,0.28918306126838034,0.27592302510531275,0.0,-0.0006000000000000449,True
PALL,inf,12.0,4.871667700523294,2,0.1533687539591991,0.2859035766402942,0.27078173643156667,0.0,-0.0006000000000000449,True
CX,13.59819151558411,12.0,7.79338277878044,3,0.14811144278543498,0.23291540659304877,0.24507213155217408,0.01802240623477842,-0.019788905579861904,True
APH,4.945531475485807,4.945531475485807,7.107801277690478,4,0.14077671623351543,0.17467140578525364,0.2239084231564882,0.04527489598769429,-0.04794061903912772,True
MAR,13.166747047447064,12.0,2.1679813126187923,4,0.1381056533947646,0.16538377968722617,0.17805099613402314,0.01352277791108214,-0.015297371728521525,True
CMI,inf,12.0,6.496924589844787,4,0.1371071565797726,0.15721857154295948,0.1545834480320067,0.0,-0.0006000000000000449,True
TSM,8.072226313920812,8.072226313920812,5.93572846217968,3,0.1355315156669968,0.18043586781461696,0.20704126004414936,0.025648594575092633,-0.027401375015799534,True
REGN,inf,12.0,2.372820292410257,3,0.13212598607796106,0.1678030547590179,0.16996382090363962,0.0,-0.0006000000000000449,True
SU,inf,12.0,3.13652248296044,2,0.12936137352214735,0.17588911830715315,0.17158585584691288,0.0,-0.000600000000000156,True
FTI,inf,12.0,5.595005983897983,2,0.1289405270818108,0.17384480728386587,0.1716767446288256,0.0,-0.0006000000000000449,True
GE,inf,12.0,5.980303892530257,4,0.12540428343966148,0.11332362484142,0.11392266781957563,0.0,-0.000600000000000156,True
GLW,inf,12.0,6.4807543964869145,3,0.12494551558293232,0.1366679679527696,0.13502487567968097,0.0,-0.0006000000000000449,True
ATI,83.21228041561115,12.0,5.627429544910841,2,0.12340889602100684,0.15055243862605017,0.1554768463406284,0.0018684363120934247,-0.003663995360239425,True
AXSM,6.887481225323472,6.887481225323472,3.5914769712005854,2,0.12197376836632019,0.14596863575977537,0.1794538514714025,0.02605507668196575,-0.027223459969775043,True
GS,inf,12.0,5.575691901347331,2,0.1204958898782887,0.13848596320771778,0.13879944743463316,0.0,-0.0006000000000000449,True
XBI,inf,12.0,6.548461593015694,2,0.12003808432109249,0.13660034177282765,0.13720961214119656,0.0,-0.0006000000000000449,True
AEM,inf,12.0,5.333106891042359,2,0.12001349150246325,0.13649943329514636,0.13835721397741477,0.0,-0.0006000000000000449,True
AER,33.09795255459625,12.0,6.64878258275416,3,0.1186744967442651,0.11208398827201282,0.11760820821546984,0.003553337869509328,-0.0053458659141817355,True
CAT,5.667590438317613,5.667590438317613,7.020956142493313,3,0.11838206310096476,0.11269674642643834,0.1441900987987139,0.025441164171615013,-0.026610283933428236,True
LGND,inf,12.0,8.323814345397968,3,0.11535041450951665,0.09919707122772725,0.100770777797876,0.0,-0.000600000000000156,True
AMG,inf,12.0,7.8526366872937166,2,0.11528581246408504,0.11717950254525933,0.11835267880081428,0.0,-0.000600000000000156,True
IQV,5.955876835837129,5.955876835837129,5.079974844430826,3,0.11524762799531761,0.10030408807589453,0.12567727754468536,0.021101389603705726,-0.022862350103362017,True
TD,87.00416067983757,12.0,9.378107695480947,3,0.11015193604551601,0.07918033997791585,0.0831885779065281,0.0009561448240693886,-0.0027533450118160108,True
IMO,inf,12.0,4.826560118239994,2,0.11003325382156359,0.0959755753157614,0.09827425474097491,0.0,-0.0006000000000000449,True
BFH,5.439508623786941,5.439508623786941,3.7002201573063704,2,0.10975950226817953,0.0968187197919057,0.12539935911325603,0.023053435114503786,-0.02481088404002818,True
EIS,5.828447925415607,5.828447925415607,9.948272670176303,4,0.10719639288884644,0.04823736496772235,0.06446002437735032,0.011059552251683522,-0.008908473855771426,True
WWD,inf,12.0,5.465970340060943,2,0.10679858778605796,0.08301188011944394,0.08392659750865308,0.0,-0.0006000000000000449,True
REMX,7.404367116721969,7.404367116721969,6.4988436402899135,3,0.10661824665052218,0.06657703898695067,0.08101524631023077,0.010941549093003038,-0.012720786335145395,True
GM,5.9698988233318175,5.9698988233318175,7.48408256526846,2,0.10624255711053211,0.08222084035753086,0.10406839901793606,0.017432188065099434,-0.019199749165580093,True
MRK,7.765926975899312,7.765926975899312,2.121137358853866,3,0.10620065276236891,0.06873217981695245,0.08256901895034072,0.010632216760031926,-0.012412010466361534,True
CM,8.542611970362408,8.542611970362408,10.130523459820425,3,0.10613000751892987,0.06446465137837287,0.07652026694799033,0.008957478955320508,-0.010146373205266457,True
MLI,10.584754271893061,10.584754271893061,7.4606581580359155,2,0.10603143378999261,0.08024350177684725,0.09237311639292008,0.008726996774805556,-0.010510217819882484,True
LLY,3.427941126774076,3.427941126774076,3.2732675970143346,2,0.10397227509389094,0.09808855415374151,0.15169228836374074,0.044251719254727526,-0.04539827312224087,True
JNJ,5.195435823376719,5.195435823376719,7.065565700118465,3,0.09951199348582088,0.04034602583136038,0.0550072612321516,0.010587612493382742,-0.012367486439229247,True
PBBK,inf,12.0,24.058386895151738,2,0.09934554366773994,0.053285747082498336,0.0551332287681387,0.0,-0.0006000000000000449,True
MDT,3.8245216647968805,3.8245216647968805,2.8546005822468605,3,0.09565824219675371,0.034919314151137915,0.053273427471116706,0.01392943540141929,-0.016245631085918477,True
TEVA,2.9526310769267226,2.9526310769267226,6.071844720470054,2,0.09492719929542683,0.09483934394017224,0.16059719929391852,0.05439121756487025,-0.05609229232002,True
SPY,inf,12.0,6.640903581967193,2,0.09104399238893873,0.02013477305548972,0.02246104653226569,0.0,-0.0006000000000000449,True
DLTR,5.453859958786912,5.453859958786912,3.380669105306998,2,0.09063179761980747,0.020119645478166248,0.027813171211183468,0.005099722292350514,-0.006889468514822972,True
AIQ,inf,12.0,6.29569993946257,2,0.08936856182084123,0.013405757696701714,0.015841584158415786,0.0,-0.0017989202160001438,True
DELL,2.6205192938454087,2.6205192938454087,2.9753359446041125,2,0.08889768673462153,0.11794766680197832,0.22682588766784206,0.08655761024182068,-0.08765341227027013,True
JAZZ,2.6078215593605467,2.6078215593605467,4.252996219005165,2,0.08543140150060269,0.10200120830284853,0.19287554388656997,0.07396040698960407,-0.07507132112696291,True
FTXL,2.938049163720577,2.938049163720577,13.092060400535832,2,0.08014661374590577,0.02805133163556106,0.047432239657632,0.016144127281235324,-0.017914005500299535,True
SIMO,2.5340553404759687,2.5340553404759687,4.616678273507562,2,0.07832079556413811,0.07962870038372327,0.15060894948111894,0.05943396226415096,-0.06056230290566056,True
TEL,2.110094270155916,2.110094270155916,7.449092075229218,4,0.06146782008583519,0.03541365877875746,0.07934333199647275,0.03760179491440922,-0.03933307250137996,True
GLSI,2.129347908351639,2.129347908351639,1.9042133363745646,2,0.0614407070369664,0.09974290794480578,0.24711967988607017,0.11605415860735004,-0.11764430665128045,True
ANDE,2.178298078475699,2.178298078475699,4.484999529095131,2,0.05501467580673109,0.031088226725612733,0.06571936056838362,0.03017004936917167,-0.03133349617114667,True
AMAT,2.1345084672395402,2.1345084672395402,4.677354646901115,2,0.052606183870088224,0.027738056849255344,0.06000929861849094,0.02811387236898533,-0.0298622179716308,True
JPM,1.9455433157139412,1.9455433157139412,4.058213036975466,2,0.045831942687414945,0.041057667444401424,0.10025957073803086,0.05153294194390083,-0.05323915850884797,True
NKE,2.1260752777244423,2.1260752777244423,0.9464090195918362,3,0.0441750173907243,0.021386699845000745,0.049371358478994154,0.023221829911797276,-0.021131690586539298,True
NDAQ,1.9354264229285003,1.9354264229285003,2.860750162524845,2,0.042994577442765795,0.021260035635206176,0.05195184665731642,0.026842584167424924,-0.028593216716116587,True
GOOGL,1.8501551964449774,1.8501551964449774,7.5336303074223245,3,0.042333877541672595,0.01604848824711569,0.04383087625707374,0.023690378159245004,-0.024861598233989923,True
RTX,1.6318150952650137,1.6318150952650137,6.391282854393817,3,0.03498166849506264,0.029210940027088794,0.09790132952422806,0.059995357199663896,-0.062002377048072876,True
TAN,1.3987820573319076,1.3987820573319076,5.307341430011353,4,0.030515891592546276,0.01326893808066587,0.07006206858261685,0.05008790913164558,-0.03867975962655368,True
