ticker,profit_factor,profit_factor_diag,trend_metric,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd,eligible
LRCX,36.87730025978514,12.0,5.912010619330946,5,0.21047298810445889,0.4416655753999319,0.40406370409294257,0.010956976276638554,-0.012736185766508479,True
LGND,4.86689776851549,4.86689776851549,8.176537181372991,7,0.1985700502165795,0.273543193183992,0.3346588260405924,0.06876224690921967,-0.060784320147912685,True
PLAB,95.82477293140607,12.0,2.3423840241093004,3,0.19102707498572305,0.47048536770819704,0.4395631785844378,0.004587155963302818,-0.006377824251706632,True
NEM,4.8791980059109115,4.8791980059109115,5.903713039348184,5,0.18843592690695235,0.3333826186387172,0.403610729635149,0.08272071130259404,-0.08376371368142788,True
PTGX,9.547828695052097,9.547828695052097,7.00566028957489,3,0.18086075646868024,0.40063573372393124,0.4307683254376803,0.04511688879178512,-0.046262404767315135,True
TARS,4.89183896450079,4.89183896450079,5.803848560427587,4,0.17906694971905898,0.34362674303406204,0.4160036859941699,0.08504034761017995,-0.08613796980757304,True
PTCT,inf,12.0,5.357849642481603,2,0.16508596925499144,0.34796614996684694,0.3250091523581191,0.0,-0.0006000000000000449,True
CAT,8.021079912408014,8.021079912408014,6.9327713488595695,5,0.163146449173164,0.22255296912314915,0.24940682347670776,0.031093920793744234,-0.03359080710907125,True
DLTR,inf,12.0,3.346603237543035,3,0.16211204804368895,0.29823231987898935,0.2806809875933689,0.0,-0.000600000000000156,True
REMX,inf,12.0,6.561548761746108,3,0.1587443892456612,0.28171653795725726,0.26362323280403027,0.0,-0.0006000000000000449,True
FROG,inf,12.0,4.099654617223697,2,0.15791857636901846,0.3091883653166769,0.29212625358481503,0.0,-0.0006000000000000449,True
APH,11.016775936984965,11.016775936984965,7.003569099404286,4,0.1577258708452456,0.2401301010049055,0.25560385524897045,0.023201330108827037,-0.024373136865175393,True
PALL,inf,12.0,4.820136087254475,3,0.14901963522865508,0.23694237983458244,0.2277455977266003,0.0,-0.0006000000000000449,True
DDOG,inf,12.0,3.3883408729666176,2,0.14609371280803832,0.25067792810678546,0.24495751303797436,0.0,-0.0006000000000000449,True
TAN,6.501564369314083,6.501564369314083,5.294568577340832,4,0.14465193078301622,0.1881059153559541,0.2238718288228987,0.034433532624782305,-0.032570608808385026,True
BBIO,12.52964257874598,12.0,6.363652310958143,3,0.14459597262662,0.21755372034846543,0.23442118707523743,0.018709327548807008,-0.02047459117725181,True
ATI,inf,12.0,5.622265613798043,2,0.13886810390691756,0.21724959695570978,0.20968926605682792,0.0,-0.0006000000000000449,True
INCY,26.367036129649406,12.0,5.153071232417522,3,0.1374576164238543,0.18731081077996015,0.1961678387651316,0.0074398896334254006,-0.009225426081559074,True
XME,inf,12.0,6.434361309731792,2,0.13626313453758254,0.20562795834854208,0.19894030561828713,0.0,-0.000600000000000156,True
MRK,inf,12.0,2.113315401369138,3,0.13414282998403207,0.17894102622013985,0.1774883908987108,0.0,-0.0006590308934191214,True
CX,4.39165778558522,4.39165778558522,7.734724396977779,5,0.132027692312216,0.11346402215556672,0.15473198415533412,0.03523316062176164,-0.037650392814915334,True
IMO,inf,12.0,4.766781407102931,2,0.12675051347352811,0.16455996082080215,0.1619896983165411,0.0,-0.000600000000000156,True
MD,4.63001587210662,4.63001587210662,5.506383800348555,3,0.12587744458982417,0.14475570067722643,0.19404024609527132,0.04190919674039574,-0.04305856079161807,True
CMI,4.476996454120794,4.476996454120794,6.464857529390321,4,0.12274441292432275,0.10820139718632604,0.1468652912429424,0.03280442429382809,-0.03562043189038455,True
ASC,21.05199128935712,12.0,2.8429284537282316,3,0.12243626230833786,0.12730502057779103,0.1368122910762446,0.006498781478472792,-0.008286010905091734,True
BFH,8.776633095528958,8.776633095528958,3.7214040393492294,3,0.12231036833598183,0.12709667381052903,0.14604297917088416,0.01663997772053183,-0.0178196557376592,True
NTRA,inf,12.0,4.560958196550436,2,0.12001661382779394,0.13651508384634026,0.1379278080003261,0.0,-0.0006000000000000449,True
BLD,3.5564026958814017,3.5564026958814017,4.780590951562086,4,0.11854727061377057,0.10800504809597866,0.1570760692420796,0.044167121294780884,-0.04588658838340132,True
EIS,8.131180081101485,8.131180081101485,9.919301948579164,4,0.11828755962177531,0.0880394984575239,0.10395435980633148,0.01278465840990812,-0.01456058004544003,True
TD,9.68470887144001,9.68470887144001,9.343077701152042,3,0.11674240333534286,0.10510513164241386,0.11938189980050602,0.012326844449868861,-0.01410358965618852,True
VET,inf,12.0,0.9994459982300927,2,0.1164548697723905,0.22947099707377938,0.22376097814188822,0.0,-0.000600000000000156,True
TEVA,4.626134159719146,4.626134159719146,6.040757952832857,2,0.11629195931053649,0.12555301759527127,0.1717652603533899,0.03712932967854478,-0.038284427849489266,True
GE,inf,12.0,5.952433101701446,3,0.11526308825967341,0.09885963194012803,0.09956248740137123,0.0,-0.000600000000000156,True
FDX,inf,12.0,2.927156178389374,2,0.11327312615102486,0.10941380000518386,0.11186751755053047,0.0,-0.000600000000000156,True
WWD,6.8411699082941135,6.8411699082941135,5.386737891927352,4,0.1128441712483639,0.06846242489821064,0.08518170344935905,0.012451335749765001,-0.014227857006168687,True
LIT,inf,12.0,9.471844194591624,2,0.11254815764567609,0.10609887677166352,0.10686554921458803,0.0,-0.0006000000000000449,True
TSM,8.539549384384356,8.539549384384356,5.938086985692667,2,0.1108327011198091,0.09995739706247164,0.11805828642006055,0.013824884792626767,-0.015007939907834333,True
XPEL,3.8445347428449597,3.8445347428449597,3.1518407847151164,3,0.11072960530430585,0.09379343502085757,0.13862932317713741,0.036058803587388465,-0.038800351610439265,True
LVS,4.431914696874272,4.431914696874272,6.358209726566248,2,0.11020858849877566,0.10185385271217462,0.14072261661842592,0.031752104055088055,-0.03349390476920289,True
AER,inf,12.0,6.635957446232262,3,0.10837841494016506,0.07237740270912352,0.07520696482534792,0.0,-0.000600000000000156,True
CM,inf,12.0,9.988255720652953,3,0.10834962003378187,0.07226701918130418,0.07458899261354171,0.0,-0.000600000000000156,True
AMAT,3.3391019569167026,3.3391019569167026,4.622427875451411,3,0.1076455886489536,0.09924277917176627,0.15788556193384237,0.04728383977817572,-0.05007648686175303,True
RTX,16.604648103763772,12.0,6.3588057645164575,2,0.10688215684679847,0.08334592732366208,0.09200023294563625,0.005540631296171978,-0.007329584358523933,True
