ticker,profit_factor,num_trades,ticker_score,total_return,gross_profit,gross_loss,maxdd
GLSI,5.770384140770099,10,0.41643475428404325,1.1434490805546424,1.643598235165255,0.2848334175107283,-0.16383390202995396
XPEL,4.920349953599216,9,0.35671582356873727,0.6978930732761366,0.8464198714249822,0.17202432335241308,-0.08085131995133099
ASML,6.721562335863519,9,0.35378445783713414,0.6317845390093313,0.6751947940348462,0.10045206163339165,-0.06353445161563187
RVMD,29.5234127509296,6,0.3511043780419525,2.1822315579177634,2.320789151235855,0.07860843090244642,-0.05581564531417582
LRCX,9.608128776978205,6,0.34131926887965736,1.405437538208528,1.207759979796166,0.12570189345193303,-0.12531220985960412
SIMO,8.46136895117839,7,0.3347726306769834,0.8583584114102614,0.9188816703999124,0.10859728203578009,-0.07462824543104041
STX,15.318022144003297,5,0.332470562832017,1.8194441228719573,1.8888770684650211,0.12331076758525768,-0.06784431884886966
MLI,5.563523867814414,9,0.33194140687020585,0.4865139273335872,0.5696201410542396,0.10238477529494457,-0.10441841826443543
BLOK,4.415475886998942,9,0.330099803478757,0.528264124121905,0.6893219947143041,0.15611499470396029,-0.11430492112786217
DLTR,9.775059876113689,6,0.321258982202119,0.928327494624785,0.9157375908016363,0.09368102113004242,-0.055024060356445914
SN,6.984064871818058,7,0.32043580351901507,0.7010174657133288,0.7279774431074211,0.1042340608898035,-0.09996097533059078
TSM,19.10700979337873,6,0.3202445704245953,0.911932426969071,0.8117784334942924,0.04248589613303087,-0.04412291542128466
ATI,9.688830929482807,6,0.3196556136319702,0.9041279211250566,0.9059506685753033,0.09350464211513114,-0.06405775702488781
CAT,15.284773479568747,7,0.3184298540275189,0.6727112885370208,0.650839136883875,0.04258088206239077,-0.022949654130649755
PALL,3.1894639449709214,12,0.3120008042637754,0.42606168438133163,0.6139913134212054,0.19250611513866892,-0.12465023150463028
TEVA,8.535427121892123,6,0.31012809195458263,0.7800679267595156,0.8203889433781733,0.09611574578078177,-0.09542746878394692
CMI,93.22733616802019,5,0.30896030669068686,0.9685548061267397,0.7903285566962928,0.008477433649631614,-0.010261103638859681
LUV,4.09978519793139,10,0.3056518796622141,0.3099274515634183,0.43677850199440393,0.10653692349901338,-0.07651928972975841
GLW,21.73147237760196,5,0.30376732469010287,0.88395516782802,0.9170781242787954,0.04220045969936225,-0.03259415452532266
DINO,25.53595077760709,6,0.3008828669810485,0.6741268027068137,0.6408434416418274,0.02509573452827117,-0.02066313663836017
LGND,9.724062045083313,6,0.3007954667112607,0.673836496459675,0.8366484253743978,0.0860389846851527,-0.07397253801264447
WWD,8.332939081723046,7,0.29967154432617615,0.51595412590055,0.5653362728407005,0.06784356243293248,-0.038088998596557455
PLAB,3.4028434306914086,10,0.2986206368990116,0.404551051103897,0.6562527511873071,0.19285423045572392,-0.1272146507244798
NVT,16.448804631083007,5,0.29541116850492694,0.7696896722475515,0.8757734063743292,0.05324237389988791,-0.0366507758763055
LIT,12.721146518178541,7,0.2945943566591197,0.47535272613050417,0.5118643905905876,0.040237284419225305,-0.022908926331285384
JNJ,5.100372420807689,9,0.289219779143776,0.2510144719843459,0.3091363715468556,0.060610548807316526,-0.061521241413598604
AMAT,3.628224480969847,7,0.2882126023804895,0.677087827982336,0.8909272519046691,0.2455546112368766,-0.1892259571940017
GE,9.149601847458992,7,0.28779703937291057,0.4286557399727371,0.4467066545804344,0.04882252386801868,-0.03952278957891597
TK,11.252954950211876,7,0.28551772501145517,0.4119893215878281,0.42917467307680923,0.038138842195287424,-0.028653411207564483
XME,42.45114740188478,5,0.28549115866264213,0.657207969946223,0.597834944551598,0.014082892480900406,-0.011360887453068846
TARS,12.779976353347472,6,0.27896276783067003,0.48099012696192034,0.5162143443325187,0.04039243344901074,-0.03240056077651643
BOOT,9.27046615725059,6,0.27726592961931845,0.46906440342364397,0.533978957939131,0.05760001157239508,-0.05908237482635481
EIS,9.452716631741247,7,0.27536488865117004,0.3468808178339009,0.37935121657572957,0.04013144912245728,-0.044975846429429756
NGL,13.750111571835829,5,0.2740108382277817,0.5473083213654919,0.5460604375231739,0.0397131641201852,-0.01836032576294444
PTGX,7.342691723897026,7,0.27122870265540494,0.3243629904488674,0.3766631986141591,0.05129770018647203,-0.031116057518991824
TEL,7.715775279499673,5,0.26908184468915874,0.508980437442915,0.6433463495512928,0.08338064889741195,-0.06840074722807821
VLO,5.444676728143188,7,0.2688560150958506,0.32221574299966815,0.397014125865208,0.07291785090069117,-0.04934796491851412
FTXL,7.4379704625083525,5,0.26814544232006476,0.5018286071931761,0.5395237142318361,0.07253641526964187,-0.05708688760200675
BABA,4.236010487953901,8,0.2659356910311099,0.2582241412386661,0.36045449657888357,0.08509291882159435,-0.06010283438155395
GLD,6.488529255631579,8,0.2645345434907572,0.19562195822512463,0.2434212421381961,0.03751562681588033,-0.028221860386054454
CX,7.810608756900528,5,0.2636288848570805,0.4641296351804933,0.5119086484103664,0.06554017290369392,-0.06219427966511604
VTR,6.753220084675968,8,0.26059980194394605,0.174650874729813,0.2111803596759257,0.031271061364507344,-0.02668156175289582
ACWX,9.173281379928547,8,0.25785937911378276,0.1574928827008124,0.1806531302882165,0.019693403353296425,-0.02336796247599493
NVGS,6.204295213413774,7,0.2570082977062547,0.24425680013482087,0.2859802646941949,0.046093916368760396,-0.04842292358150346
IYW,8.21825611974972,6,0.2560498539642196,0.3221529487693169,0.366144415708756,0.04455256813289808,-0.044048298026940436
AER,5.22520891287053,7,0.2560454425342471,0.25004323911524584,0.3076963893092718,0.05888690661752607,-0.048150750005336196
