number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
341,1.8746201176895634,2026-01-06 15:49:41.126324,2026-01-06 15:49:41.320168,0 days 00:00:00.193844,17,18,40,3.4025579459270383,15,7,25,10,4.159091585742294,48,4,8,3.2022437322941113,1.8356050210017107,COMPLETE
374,1.7987947946490794,2026-01-06 15:49:50.439806,2026-01-06 15:49:50.603933,0 days 00:00:00.164127,13,16,41,3.9943739089559087,18,5,24,10,4.093812208933178,49,4,6,3.0707956752494883,2.063260522439511,COMPLETE
338,1.7656780987836047,2026-01-06 15:49:40.340954,2026-01-06 15:49:40.491650,0 days 00:00:00.150696,16,17,41,3.418200806376564,13,7,25,9,3.786777634969842,47,4,8,3.632369692613433,1.8701095243986334,COMPLETE
291,1.7020556044441708,2026-01-06 15:49:27.102411,2026-01-06 15:49:27.281449,0 days 00:00:00.179038,12,15,40,3.5579154058740547,11,9,23,9,2.8848987593227777,42,2,8,3.841208502710273,1.79510860725272,COMPLETE
352,1.6720133891870304,2026-01-06 15:49:43.983031,2026-01-06 15:49:44.127618,0 days 00:00:00.144587,14,15,41,3.744929805066029,5,10,21,10,3.124603047495163,41,4,10,4.826228188218398,1.678474641404459,COMPLETE
310,1.6514841680912962,2026-01-06 15:49:32.164096,2026-01-06 15:49:32.312684,0 days 00:00:00.148588,14,15,40,3.3258623809159484,11,9,22,9,4.237024955757992,41,5,7,4.802257327693588,2.0050697264607527,COMPLETE
311,1.6354293985195614,2026-01-06 15:49:32.413781,2026-01-06 15:49:32.554849,0 days 00:00:00.141068,16,13,46,3.5367811790269656,15,8,20,10,3.709058364764429,39,4,5,4.868892230843572,2.393621629552884,COMPLETE
251,1.6262965299349554,2026-01-06 15:49:16.114591,2026-01-06 15:49:16.299496,0 days 00:00:00.184905,17,13,41,2.6965368885600554,10,8,21,7,3.388940368940039,42,4,8,3.2721916957277215,1.5034491995060242,COMPLETE
474,1.5914363168526533,2026-01-06 15:50:20.105811,2026-01-06 15:50:20.270173,0 days 00:00:00.164362,15,13,41,3.758971047315437,11,9,18,9,3.571110932591039,40,3,2,5.097377131945446,2.4563258727942365,COMPLETE
347,1.5654971767116488,2026-01-06 15:49:42.678707,2026-01-06 15:49:42.823631,0 days 00:00:00.144924,15,13,40,3.6015768311318754,5,9,20,10,2.0771000750195086,38,5,8,5.624724696664301,1.7396067485714246,COMPLETE
479,1.5529189644720642,2026-01-06 15:50:21.792394,2026-01-06 15:50:22.005524,0 days 00:00:00.213130,28,13,107,2.3691085390503215,18,8,25,7,4.210932253527727,36,3,7,5.472548422120702,2.9342636568364746,COMPLETE
205,1.5529189644720642,2026-01-06 15:49:03.445184,2026-01-06 15:49:03.589819,0 days 00:00:00.144635,25,11,112,2.0511245652970085,14,8,25,7,4.244387301296029,35,1,6,5.981032554118089,2.348581274677547,COMPLETE
333,1.5336033329987244,2026-01-06 15:49:38.584326,2026-01-06 15:49:38.737075,0 days 00:00:00.152749,14,14,40,3.669060912901614,6,9,23,10,2.931065054496611,40,5,10,5.113084219045343,1.6460368762199404,COMPLETE
273,1.5336033329987244,2026-01-06 15:49:21.872901,2026-01-06 15:49:22.050940,0 days 00:00:00.178039,13,13,42,3.1367670964880525,6,7,24,7,3.9926964527896596,43,2,7,5.3195066900279,1.9185660251097971,COMPLETE
406,1.5336033329987244,2026-01-06 15:49:58.806822,2026-01-06 15:49:58.967675,0 days 00:00:00.160853,13,13,46,3.2804044238368935,6,7,24,6,3.326503230668468,46,3,9,5.2887153654173975,1.6642994278159127,COMPLETE
368,1.5336033329987244,2026-01-06 15:49:48.853663,2026-01-06 15:49:49.007734,0 days 00:00:00.154071,18,14,42,3.343237976865805,13,10,24,10,4.164136967679517,40,5,5,4.107851113411533,1.6524469209562245,COMPLETE
487,1.5336033329987244,2026-01-06 15:50:23.930496,2026-01-06 15:50:24.078086,0 days 00:00:00.147590,13,13,43,3.834554352005301,10,5,25,5,3.1245933926800573,45,3,7,5.328393824501242,1.6848356924106507,COMPLETE
339,1.5336033329987244,2026-01-06 15:49:40.609872,2026-01-06 15:49:40.771657,0 days 00:00:00.161785,12,10,43,3.4583323192429543,6,7,25,5,2.871798546601058,43,3,9,5.051779815945085,1.7263052429084806,COMPLETE
237,1.5336033329987244,2026-01-06 15:49:12.174557,2026-01-06 15:49:12.381451,0 days 00:00:00.206894,12,13,43,3.3998793458278973,9,9,25,8,3.9646131992309055,41,4,8,4.56836751157245,2.130370300299976,COMPLETE
449,1.5336033329987244,2026-01-06 15:50:11.353123,2026-01-06 15:50:11.502556,0 days 00:00:00.149433,12,13,40,3.5401665132214117,7,5,24,6,3.15084047668787,46,2,9,5.113434867233112,1.895820467157592,COMPLETE
356,1.5320499938231387,2026-01-06 15:49:45.255409,2026-01-06 15:49:45.407983,0 days 00:00:00.152574,16,18,40,3.705750482155177,11,7,25,7,4.055618302528015,47,2,9,3.508540182808734,1.91023551642574,COMPLETE
289,1.531333563840986,2026-01-06 15:49:26.356503,2026-01-06 15:49:26.563851,0 days 00:00:00.207348,14,12,50,2.583965791539839,7,6,24,8,4.147635010719705,44,1,7,5.290560050966954,1.8766008775420042,COMPLETE
404,1.5295422780813794,2026-01-06 15:49:58.252956,2026-01-06 15:49:58.408077,0 days 00:00:00.155121,13,13,44,3.18798330350433,6,8,25,5,2.839889416500575,50,3,8,5.684381766536287,1.9502602340602464,COMPLETE
401,1.5295422780813794,2026-01-06 15:49:57.471622,2026-01-06 15:49:57.631681,0 days 00:00:00.160059,13,12,44,3.2914236432043005,6,7,24,5,2.661853112557628,49,2,10,5.788184609038979,1.557892284528081,COMPLETE
398,1.5295422780813794,2026-01-06 15:49:56.700887,2026-01-06 15:49:56.852761,0 days 00:00:00.151874,15,10,42,3.5500893047653928,7,7,25,5,2.8312075319439205,45,3,10,5.400958009134091,1.649996841993969,COMPLETE
346,1.5295422780813794,2026-01-06 15:49:42.425022,2026-01-06 15:49:42.569141,0 days 00:00:00.144119,17,10,51,3.5181376443191135,6,7,23,6,2.7256573368115804,47,3,10,3.8982631132248833,1.6314708407947516,COMPLETE
478,1.5295422780813794,2026-01-06 15:50:21.403977,2026-01-06 15:50:21.595093,0 days 00:00:00.191116,16,14,41,3.427958586016532,11,8,23,9,3.8283646885274925,44,4,2,5.061291430242984,2.6584604018726155,COMPLETE
459,1.5295422780813794,2026-01-06 15:50:14.129384,2026-01-06 15:50:14.327057,0 days 00:00:00.197673,17,12,42,3.3020066561372734,8,5,24,7,3.543647509031445,46,1,9,4.890768007979287,1.7784313108684637,COMPLETE
249,1.5272743407867322,2026-01-06 15:49:15.528899,2026-01-06 15:49:15.701410,0 days 00:00:00.172511,12,13,44,3.1773278732692156,11,8,23,8,3.539683079212479,45,4,8,3.9716777239928627,1.7087164091010303,COMPLETE
434,1.5272743407867322,2026-01-06 15:50:06.670039,2026-01-06 15:50:06.982405,0 days 00:00:00.312366,12,11,46,3.686306102648219,7,8,25,7,2.6781292189697985,48,3,9,5.559653092570544,1.9679731209499685,COMPLETE
456,1.5272743407867322,2026-01-06 15:50:13.238758,2026-01-06 15:50:13.411861,0 days 00:00:00.173103,14,11,42,3.213728052063563,5,7,25,6,2.5490170936509173,49,2,10,4.189675782002997,1.824538964610794,COMPLETE
296,1.5272743407867322,2026-01-06 15:49:28.528422,2026-01-06 15:49:28.680946,0 days 00:00:00.152524,12,14,51,3.449708032907264,7,6,25,9,4.010387484500578,43,3,7,5.772003479454478,1.709466967720625,COMPLETE
297,1.5272743407867322,2026-01-06 15:49:28.795844,2026-01-06 15:49:28.946283,0 days 00:00:00.150439,13,14,42,3.0563106442062997,7,7,23,10,3.0019421019265047,43,2,9,3.176369546939053,1.5440750350220682,COMPLETE
283,1.5272743407867322,2026-01-06 15:49:24.473562,2026-01-06 15:49:24.627083,0 days 00:00:00.153521,13,12,43,2.30676396567149,8,6,23,8,3.966112720970598,45,2,7,5.953475229145624,2.0940470482168423,COMPLETE
253,1.5272743407867322,2026-01-06 15:49:16.660239,2026-01-06 15:49:16.810283,0 days 00:00:00.150044,13,14,43,3.1290211085527044,11,8,23,10,2.98375173248367,43,2,8,3.6164440681873042,1.7258660521845985,COMPLETE
128,1.5246661863281397,2026-01-06 15:48:42.495047,2026-01-06 15:48:42.782116,0 days 00:00:00.287069,29,13,100,2.8462949305945857,13,10,23,9,4.1870218797186585,37,1,3,5.8146805980556815,2.2219742991353018,COMPLETE
147,1.5246661863281397,2026-01-06 15:48:47.519067,2026-01-06 15:48:47.702477,0 days 00:00:00.183410,27,13,100,2.0853332670796965,13,8,24,8,4.318513656955317,35,1,2,5.267836910271796,2.2042008731384346,COMPLETE
59,1.5246661863281397,2026-01-06 15:48:19.214833,2026-01-06 15:48:19.474409,0 days 00:00:00.259576,30,14,101,2.0915725866721666,13,9,24,10,3.9475146738649967,35,1,3,5.667721673664506,2.4883523440492983,COMPLETE
390,1.5231990030895217,2026-01-06 15:49:54.605608,2026-01-06 15:49:54.763140,0 days 00:00:00.157532,19,15,45,3.5987165475657026,15,9,25,10,4.160674836241031,41,5,8,4.849083486932656,1.5007979327880714,COMPLETE
320,1.5231990030895217,2026-01-06 15:49:34.725544,2026-01-06 15:49:34.886548,0 days 00:00:00.161004,15,15,49,2.536921533021051,5,7,25,10,2.7197988736582075,43,3,7,3.617820521464841,2.1650194283287605,COMPLETE
329,1.5231990030895217,2026-01-06 15:49:37.428172,2026-01-06 15:49:37.576045,0 days 00:00:00.147873,15,15,42,3.3993153042529514,5,6,25,10,4.1844592701264895,42,3,8,5.231020528707748,1.7143181455282814,COMPLETE
