number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,state
777,3.1725703399073684,2026-01-06 21:28:37.390679,2026-01-06 21:28:37.539975,0 days 00:00:00.149296,29,13,33,2.7168279559584785,5,9,14,14,4,0.20314274412290084,3.463368242270018,32,5,9,5.332431761797023,3.9770524478705225,0.21624758005532535,COMPLETE
1348,3.1725703399073684,2026-01-06 21:31:35.425493,2026-01-06 21:31:35.593904,0 days 00:00:00.168411,28,11,33,2.488692694337702,6,8,13,14,5,0.22734542997697801,3.057561468816952,33,5,7,3.0802126949404403,1.7858244557459935,0.03328979662868027,COMPLETE
1698,3.1725703399073684,2026-01-06 21:33:24.598469,2026-01-06 21:33:24.774013,0 days 00:00:00.175544,29,12,37,2.3972092873282964,5,10,13,20,5,0.27020773562132144,3.038213727534987,32,4,6,4.420415175134141,2.1786259474075687,0.2728377308545889,COMPLETE
1141,3.1725703399073684,2026-01-06 21:30:30.026797,2026-01-06 21:30:30.233825,0 days 00:00:00.207028,16,11,33,2.667342371973642,7,8,13,13,5,0.24041627093020346,2.869334012381157,31,5,6,3.0917288883214065,1.5052190470781868,0.001080381151318699,COMPLETE
941,3.1725703399073684,2026-01-06 21:29:26.910039,2026-01-06 21:29:27.061996,0 days 00:00:00.151957,22,13,32,3.011321609269135,5,8,14,10,4,0.20312536430394362,3.1860210978291543,31,4,9,4.651975774945364,3.3657746270837032,0.06797661276097856,COMPLETE
1627,3.1672081979303397,2026-01-06 21:33:01.450087,2026-01-06 21:33:01.769072,0 days 00:00:00.318985,11,10,37,2.1316915748365144,6,10,16,15,3,0.2865562287124431,3.05293466697404,31,5,9,3.654461201634532,1.5011391237568603,0.05558003877867196,COMPLETE
387,3.1672081979303397,2026-01-06 21:26:46.983234,2026-01-06 21:26:47.141849,0 days 00:00:00.158615,17,8,34,3.1131151379789133,9,8,14,11,5,0.1803965241108158,2.7953455284734865,30,4,10,5.110338105679987,3.279156340959105,0.16531147738778731,COMPLETE
962,3.1672081979303397,2026-01-06 21:29:32.893023,2026-01-06 21:29:33.095149,0 days 00:00:00.202126,23,10,30,3.1567001252773923,6,7,15,10,3,0.1999210955169945,3.120156183604936,32,5,6,3.8693337916300017,3.481248340843017,0.05108871318755065,COMPLETE
1489,3.1672081979303397,2026-01-06 21:32:18.968736,2026-01-06 21:32:19.122249,0 days 00:00:00.153513,26,10,36,3.0998741801323937,11,8,16,11,3,0.13054515833573502,3.122057218934171,32,5,6,3.7216689075328615,3.2991888781793013,0.005227870967826009,COMPLETE
1187,3.1672081979303397,2026-01-06 21:30:44.399740,2026-01-06 21:30:44.551128,0 days 00:00:00.151388,15,10,32,2.3980742591977293,6,7,16,12,4,0.2765922486830935,3.061983037753826,31,5,7,3.438491985888465,2.223864216471897,0.06787313714450438,COMPLETE
1443,3.1672081979303397,2026-01-06 21:32:04.334078,2026-01-06 21:32:04.524834,0 days 00:00:00.190756,24,8,32,2.196993367797435,8,8,14,15,5,0.28901645674012005,2.986275356029791,31,3,9,4.078092885191954,1.8847563118415938,0.19716282725830156,COMPLETE
1589,3.1672081979303397,2026-01-06 21:32:49.556103,2026-01-06 21:32:49.720241,0 days 00:00:00.164138,23,8,33,2.1167765096769617,8,9,14,15,5,0.2772196785467049,2.714556692506095,31,3,7,3.5331034865971525,1.841161508991592,0.26241609228777335,COMPLETE
577,3.1672081979303397,2026-01-06 21:27:39.469784,2026-01-06 21:27:39.684201,0 days 00:00:00.214417,18,10,37,3.8658116431833265,6,10,16,12,3,0.14423895900200745,2.6859436653477777,32,3,8,3.899745319774459,2.8889795204662723,0.20939030056043784,COMPLETE
464,3.1672081979303397,2026-01-06 21:27:07.794115,2026-01-06 21:27:07.955346,0 days 00:00:00.161231,13,8,33,3.369114151762116,7,10,14,11,5,0.2146953973737045,2.9902670395357998,31,4,10,4.554136920351302,3.5173823073973365,0.26220789954873813,COMPLETE
1396,3.1672081979303397,2026-01-06 21:31:49.797225,2026-01-06 21:31:49.981102,0 days 00:00:00.183877,13,10,32,3.8373683937377323,5,10,17,12,3,0.11598491169480964,3.107714031387372,30,4,8,4.1668425476189705,2.598232176814219,0.20860544729593847,COMPLETE
1960,3.1672081979303397,2026-01-06 21:34:48.886920,2026-01-06 21:34:49.050463,0 days 00:00:00.163543,29,9,33,2.8016505984559656,13,10,16,17,3,0.25691675503124145,2.217264613547386,33,2,8,5.112853785142647,1.8562862170086694,0.20121408705949706,COMPLETE
1622,3.1589771667742093,2026-01-06 21:32:59.861906,2026-01-06 21:33:00.024668,0 days 00:00:00.162762,30,9,38,3.536090952132935,18,5,14,12,4,0.20346696858833438,2.0771078131651257,33,3,6,4.588539083682387,2.8315389195243483,0.08151650413457615,COMPLETE
1394,3.1589771667742093,2026-01-06 21:31:49.103674,2026-01-06 21:31:49.301242,0 days 00:00:00.197568,30,9,39,3.242144643322392,15,6,12,12,5,0.20176210688805585,2.731387997741137,32,4,8,5.002751373369698,3.312520436432022,0.06907637564271663,COMPLETE
1609,3.1589771667742093,2026-01-06 21:32:55.791106,2026-01-06 21:32:56.062816,0 days 00:00:00.271710,15,10,39,2.090691902291032,6,9,14,11,3,0.23218670276223558,2.711768608974944,31,4,9,4.090248999149389,1.8097386165115292,0.04338330660521171,COMPLETE
1052,3.1589771667742093,2026-01-06 21:30:00.394799,2026-01-06 21:30:00.552644,0 days 00:00:00.157845,18,8,35,3.3349287677958763,10,8,12,14,5,0.1642421214791966,2.1828880910370687,31,4,10,5.431068132313355,3.4658002609513914,0.20612290615032836,COMPLETE
1427,3.1589771667742093,2026-01-06 21:31:59.448745,2026-01-06 21:31:59.601820,0 days 00:00:00.153075,30,8,38,3.0434347127957233,15,7,12,12,5,0.1928439800849076,2.8236654365355633,36,3,9,5.039500736865742,3.1967692038781403,0.04510059984773758,COMPLETE
1940,3.1589771667742093,2026-01-06 21:34:42.528386,2026-01-06 21:34:42.748242,0 days 00:00:00.219856,19,8,33,2.053747974535714,13,9,12,14,5,0.23541320029619875,2.9372884478067056,31,4,10,3.010370051057991,2.1471749310322936,0.07943272277199737,COMPLETE
638,3.155483214487315,2026-01-06 21:27:57.247896,2026-01-06 21:27:57.387507,0 days 00:00:00.139611,26,8,38,3.4670287918111393,10,9,12,10,6,0.24980675555622872,3.935592440993371,31,3,10,5.844658342889857,2.793816741429087,0.20426536183248445,COMPLETE
1836,3.155483214487315,2026-01-06 21:34:07.749556,2026-01-06 21:34:07.926889,0 days 00:00:00.177333,19,10,38,2.492499341767435,11,7,13,11,6,0.25783910123627535,2.889496015343599,31,5,5,3.046711198542652,1.5785418790228165,0.007469598385027159,COMPLETE
1285,3.155483214487315,2026-01-06 21:31:16.482471,2026-01-06 21:31:16.649729,0 days 00:00:00.167258,19,10,39,3.2880148917551617,9,7,15,11,6,0.19534686941446988,2.515447926524081,30,3,10,4.8893156559102335,3.236628269865675,0.1538759270966957,COMPLETE
940,3.155483214487315,2026-01-06 21:29:26.565086,2026-01-06 21:29:26.773876,0 days 00:00:00.208790,11,12,39,2.026956503534013,6,7,13,10,6,0.2508606919890841,2.4946383227888456,32,5,9,4.421932889149531,1.7967960578449589,0.14864415431780914,COMPLETE
1736,3.1553705001390457,2026-01-06 21:33:36.619377,2026-01-06 21:33:36.779183,0 days 00:00:00.159806,30,9,36,2.906963298036568,6,10,14,18,3,0.29977601491706135,3.03452190888646,32,4,7,3.5469219640879723,1.7344345343689476,0.21646253851481728,COMPLETE
1738,3.1553705001390457,2026-01-06 21:33:37.198661,2026-01-06 21:33:37.357700,0 days 00:00:00.159039,15,8,33,3.633731420928003,5,10,16,10,3,0.10541523349876282,3.7678631724329734,30,3,7,4.125822150058182,2.8564923332313663,0.10327762042435476,COMPLETE
775,3.1553689246773997,2026-01-06 21:28:36.770201,2026-01-06 21:28:36.989965,0 days 00:00:00.219764,12,9,40,3.046143208369804,7,7,16,10,4,0.1440124659991582,2.3487448916713727,31,5,8,4.015349282868686,1.9213997470365283,0.10988097484173837,COMPLETE
1637,3.1553689246773997,2026-01-06 21:33:04.959885,2026-01-06 21:33:05.157573,0 days 00:00:00.197688,11,8,39,2.606282938709917,11,10,17,18,4,0.26387799908893744,2.679853503908629,32,4,6,4.2315148732858425,2.539250876148639,0.10452091580088226,COMPLETE
176,3.151751198375955,2026-01-06 21:25:49.267403,2026-01-06 21:25:49.398274,0 days 00:00:00.130871,13,9,39,2.346111614899368,5,10,12,19,6,0.16369753713500645,4.25036885520618,36,2,3,4.752212281734714,1.5465445840874705,0.22070588053629087,COMPLETE
823,3.148525816079649,2026-01-06 21:28:51.052381,2026-01-06 21:28:51.264439,0 days 00:00:00.212058,29,15,39,2.7914165518165417,5,8,16,15,3,0.10233863304103037,3.5493634898887567,31,4,8,5.437674130253096,3.8011158228893063,0.22287671077339963,COMPLETE
1674,3.148525816079649,2026-01-06 21:33:16.963671,2026-01-06 21:33:17.132759,0 days 00:00:00.169088,29,13,38,3.285187092569833,6,9,14,17,3,0.21214685239465714,3.6917987418165343,32,4,9,4.9992884702806295,3.9536758497881257,0.1843642619974639,COMPLETE
761,3.148525816079649,2026-01-06 21:28:32.541172,2026-01-06 21:28:32.676177,0 days 00:00:00.135005,25,14,39,2.514762923883848,7,8,16,12,3,0.18593463426294238,3.4995690992848476,30,5,10,5.21354993070495,3.83219409053385,0.1630154196883392,COMPLETE
1626,3.148525816079649,2026-01-06 21:33:01.166421,2026-01-06 21:33:01.320588,0 days 00:00:00.154167,21,13,39,3.1082890068278726,8,8,14,10,3,0.19289900571513416,3.668543497912218,34,5,7,4.5527160374515185,3.2433179211727583,0.09214820291732545,COMPLETE
1647,3.1291261161347523,2026-01-06 21:33:08.141657,2026-01-06 21:33:08.297264,0 days 00:00:00.155607,13,10,36,2.262827201161893,13,10,15,18,4,0.28421989339741466,2.9703585700685036,32,4,8,3.9859725799337498,1.7649256145044965,0.06981470464010714,COMPLETE
779,3.1291261161347523,2026-01-06 21:28:37.927883,2026-01-06 21:28:38.171847,0 days 00:00:00.243964,25,11,37,2.61426109461733,5,9,16,14,3,0.18668809573188438,3.6613464866345375,34,5,8,5.240973716219829,3.440827395291385,0.20586500119671627,COMPLETE
774,3.1291261161347523,2026-01-06 21:28:36.500007,2026-01-06 21:28:36.645934,0 days 00:00:00.145927,27,13,37,2.3694865632127167,9,10,15,13,4,0.17372762580136766,3.8947016448239777,32,5,10,4.680754330287813,3.750378656953601,0.12627832239366546,COMPLETE
1528,3.1291261161347523,2026-01-06 21:32:30.850951,2026-01-06 21:32:31.008939,0 days 00:00:00.157988,29,12,32,3.884212055108824,15,8,16,12,3,0.09366442458928023,2.2938180902941996,30,4,5,4.049739705458315,3.447172783465946,0.09558526255511489,COMPLETE
983,3.1291261161347523,2026-01-06 21:29:39.112109,2026-01-06 21:29:39.270341,0 days 00:00:00.158232,20,11,32,3.3176808985856594,5,9,17,13,3,0.0960222583668979,2.3257201674476544,32,1,7,4.249335417152086,3.7562867037951966,0.28443699880376255,COMPLETE
1648,3.1291261161347523,2026-01-06 21:33:08.430619,2026-01-06 21:33:08.591062,0 days 00:00:00.160443,12,11,36,2.799428783891981,5,9,15,20,4,0.292930805607399,2.3130400081293816,30,3,6,3.1163868748889363,2.4268413796807966,0.15969246050328556,COMPLETE
1126,3.1291261161347523,2026-01-06 21:30:24.375238,2026-01-06 21:30:24.627861,0 days 00:00:00.252623,11,11,33,3.8857967148437536,9,9,17,12,3,0.21762881356096933,3.255599233262756,32,2,8,3.222385081602343,2.8547930739238834,0.1887325268672789,COMPLETE
947,3.1291261161347523,2026-01-06 21:29:28.687913,2026-01-06 21:29:28.835334,0 days 00:00:00.147421,18,12,37,2.5190327165259805,13,5,16,12,3,0.24796671792006586,3.565521281018996,32,2,10,3.5342405117293385,3.880020960669835,0.1788007555337474,COMPLETE
676,3.1291261161347523,2026-01-06 21:28:07.749447,2026-01-06 21:28:07.905818,0 days 00:00:00.156371,17,11,37,3.42184305112363,8,9,16,12,3,0.09352352685614138,2.3141639908785954,32,4,10,3.0776911874788357,3.324701644995868,0.17800613538731563,COMPLETE
1280,3.1291261161347523,2026-01-06 21:31:14.888768,2026-01-06 21:31:15.119188,0 days 00:00:00.230420,18,10,31,2.922475838894472,12,7,13,14,5,0.11003539983495103,3.1183529687945644,33,5,10,5.668068884987291,3.068962367850035,0.15700441277929247,COMPLETE
652,3.1291261161347523,2026-01-06 21:28:01.053422,2026-01-06 21:28:01.216283,0 days 00:00:00.162861,17,10,35,2.9787684508363506,11,6,15,13,4,0.27481013322384096,3.786024954129544,33,2,10,3.737340875553226,3.748012431729884,0.23319168712869445,COMPLETE
1604,3.1291261161347523,2026-01-06 21:32:54.264973,2026-01-06 21:32:54.420705,0 days 00:00:00.155732,24,11,31,3.566287282800107,9,10,14,10,4,0.13846750845943545,2.7019949116864415,31,3,8,3.9966765957498365,3.5307416633757613,0.20332540669261515,COMPLETE
1310,3.1291261161347523,2026-01-06 21:31:23.956026,2026-01-06 21:31:24.111988,0 days 00:00:00.155962,16,12,33,2.5564289032711685,10,5,15,14,4,0.2879433178246235,3.2191815040750034,31,4,6,3.6280023275290074,2.4411358113957466,0.0737872361548787,COMPLETE
720,3.1291261161347523,2026-01-06 21:28:20.180533,2026-01-06 21:28:20.422630,0 days 00:00:00.242097,18,11,31,3.9785343670534976,7,8,16,10,3,0.17788099414192018,3.1217742743802734,32,4,9,5.244713414621601,2.7210603323733205,0.2705594762817144,COMPLETE
407,3.1291261161347523,2026-01-06 21:26:52.350756,2026-01-06 21:26:52.490448,0 days 00:00:00.139692,18,11,36,3.0646745835476903,6,8,14,10,4,0.20333342265503077,3.1104457883102725,32,5,10,4.94466680783901,3.61087292008381,0.0907599977105971,COMPLETE
386,3.1291261161347523,2026-01-06 21:26:46.557950,2026-01-06 21:26:46.823791,0 days 00:00:00.265841,15,10,31,3.1644021598198306,5,8,13,11,5,0.171499293625775,2.979452621474095,31,5,9,4.211630626819961,3.7236359765670795,0.28020738415802404,COMPLETE
306,3.1291261161347523,2026-01-06 21:26:23.719070,2026-01-06 21:26:23.854604,0 days 00:00:00.135534,17,10,35,2.8653565817281126,6,10,15,11,4,0.20822301311308744,3.11477156344827,33,3,7,5.407145801602861,2.914631422944306,0.2937861968018239,COMPLETE
1779,3.1291261161347523,2026-01-06 21:33:49.840205,2026-01-06 21:33:50.005438,0 days 00:00:00.165233,28,11,37,3.0015358327819452,9,10,15,19,4,0.26471268192431635,2.8570006740268368,31,3,8,4.725931331741642,1.8306163472788421,0.16470901779275182,COMPLETE
1117,3.1291261161347523,2026-01-06 21:30:21.082775,2026-01-06 21:30:21.365829,0 days 00:00:00.283054,21,10,31,2.867184516725314,7,6,15,11,4,0.1925666065991179,3.5345683958164176,32,5,4,3.6988087253294157,3.260386919324874,0.01456443779050131,COMPLETE
1277,3.1291261161347523,2026-01-06 21:31:13.864874,2026-01-06 21:31:14.077851,0 days 00:00:00.212977,14,11,34,3.861161320370389,8,10,16,11,3,0.19541699235904897,3.0407520135087918,31,1,7,3.7218209274133485,2.2958490051104485,0.29487447192955546,COMPLETE
1620,3.1291261161347523,2026-01-06 21:32:59.244992,2026-01-06 21:32:59.433311,0 days 00:00:00.188319,30,9,35,2.831019495210783,5,7,14,15,5,0.23258069534686276,3.3028848144523697,31,4,8,3.331635071577828,1.5167966874543632,0.05198662521475641,COMPLETE
1189,3.1291261161347523,2026-01-06 21:30:44.998872,2026-01-06 21:30:45.159703,0 days 00:00:00.160831,10,12,32,2.7810615518000437,7,7,18,14,3,0.2051585447743432,3.4287044285306982,30,5,8,3.202401850479387,2.4102465973904432,0.0601620689788434,COMPLETE
1044,3.1291261161347523,2026-01-06 21:29:58.084256,2026-01-06 21:29:58.237115,0 days 00:00:00.152859,11,9,31,2.703340603422978,7,10,13,14,5,0.298195972129538,3.4236010537484356,31,4,9,3.848952520628135,1.521519356796638,0.14658403402089584,COMPLETE
419,3.1277117468839757,2026-01-06 21:26:55.671390,2026-01-06 21:26:55.808346,0 days 00:00:00.136956,12,8,38,3.1963195145305967,8,7,15,13,5,0.178847100840352,3.3967884137162545,30,4,10,3.982091061149702,3.3799008458856115,0.22898381307150278,COMPLETE
906,3.1277117468839757,2026-01-06 21:29:16.435585,2026-01-06 21:29:16.577049,0 days 00:00:00.141464,17,10,38,3.309523014052166,11,8,17,11,4,0.09061048290746329,2.3811954879145203,30,4,10,3.518470151802629,3.5279969740762622,0.24925102871128263,COMPLETE
420,3.1201601938006758,2026-01-06 21:26:55.927031,2026-01-06 21:26:56.087380,0 days 00:00:00.160349,20,8,33,3.4008746869035,7,8,13,10,5,0.14094430874870123,3.319002937661739,31,5,10,5.813924093690276,2.3752990895770716,0.10077901673447509,COMPLETE
1243,3.1201601938006758,2026-01-06 21:31:02.655442,2026-01-06 21:31:02.949341,0 days 00:00:00.293899,23,9,30,3.069367896500102,6,8,16,12,3,0.25962456912258147,3.0466941601424398,30,5,8,3.950381355228162,3.07563214216831,0.050675004511128996,COMPLETE
1548,3.1201601938006758,2026-01-06 21:32:36.991461,2026-01-06 21:32:37.151182,0 days 00:00:00.159721,28,9,32,3.626127954507599,11,8,15,13,4,0.09119628426646163,2.947129280017844,31,4,6,4.231292152734423,3.1903111363710446,0.025499358248764023,COMPLETE
667,3.1201601938006758,2026-01-06 21:28:05.275941,2026-01-06 21:28:05.414986,0 days 00:00:00.139045,16,9,34,3.1492675288273713,8,9,14,11,4,0.2857531627496157,2.760408113702194,31,5,10,5.299152434132591,3.588794769745424,0.1863949432550615,COMPLETE
1595,3.1201601938006758,2026-01-06 21:32:51.356755,2026-01-06 21:32:51.539576,0 days 00:00:00.182821,24,8,32,2.2657424127296406,7,9,13,15,4,0.26094568368271137,2.7116528714010824,32,2,7,4.121940105852078,2.080425045847674,0.15892293751670256,COMPLETE
534,3.1201601938006758,2026-01-06 21:27:27.289722,2026-01-06 21:27:27.477790,0 days 00:00:00.188068,12,8,35,3.4694702720834827,7,8,16,11,4,0.12158029027478093,2.4641212947472413,31,4,8,3.6581759520050436,1.996363121710395,0.10506249852917895,COMPLETE
1449,3.1201601938006758,2026-01-06 21:32:06.469854,2026-01-06 21:32:06.633721,0 days 00:00:00.163867,28,8,35,2.702793993799029,15,5,14,12,4,0.19361064903194966,2.7772123156783044,32,4,8,5.074744544951912,3.708033052724748,0.0876975474050377,COMPLETE
1593,3.1201601938006758,2026-01-06 21:32:50.787700,2026-01-06 21:32:50.943977,0 days 00:00:00.156277,16,8,31,2.3853324743108706,5,8,14,11,4,0.29585325734027224,3.0021873872752174,31,2,9,3.4908357972645145,2.034935806209264,0.10431903006503232,COMPLETE
315,3.1201601938006758,2026-01-06 21:26:26.356555,2026-01-06 21:26:26.503835,0 days 00:00:00.147280,15,9,34,3.8541826461114908,5,9,14,11,4,0.2405378877730003,2.727988783392816,30,4,7,4.4545191589209505,2.9361939897141625,0.24420574235844805,COMPLETE
328,3.1201601938006758,2026-01-06 21:26:29.830499,2026-01-06 21:26:29.964114,0 days 00:00:00.133615,10,8,34,3.751344077910902,5,8,14,10,4,0.19834609603818884,2.691473739645896,31,5,5,5.1052181265793,2.9407223841689976,0.1556830156028317,COMPLETE
563,3.1201601938006758,2026-01-06 21:27:35.554145,2026-01-06 21:27:35.694729,0 days 00:00:00.140584,17,8,34,2.792493311029277,9,8,13,11,5,0.16130043944311778,2.925036273054351,31,3,9,5.37264163573525,3.5522736107282977,0.18764990212120938,COMPLETE
659,3.1201601938006758,2026-01-06 21:28:02.918542,2026-01-06 21:28:03.058076,0 days 00:00:00.139534,18,8,33,3.8404536453938816,7,9,16,10,3,0.1334133603124231,2.9041181795223023,31,4,10,5.151819990633075,3.077241230703312,0.2645833877352072,COMPLETE
1612,3.1201601938006758,2026-01-06 21:32:56.787003,2026-01-06 21:32:56.937886,0 days 00:00:00.150883,14,8,33,2.2019884890693846,5,8,15,10,4,0.24100953780876733,2.136800569832945,31,5,8,3.845926033184861,1.8463488970356206,0.14796408087885926,COMPLETE
396,3.1201601938006758,2026-01-06 21:26:49.380343,2026-01-06 21:26:49.514747,0 days 00:00:00.134404,14,9,36,3.0405034587587867,7,9,14,10,4,0.22024114926177038,2.69688327429922,31,4,10,4.698934083016994,3.61315123802798,0.2235892816305473,COMPLETE
380,3.1201601938006758,2026-01-06 21:26:44.834970,2026-01-06 21:26:44.978441,0 days 00:00:00.143471,14,8,37,3.641967375795113,7,9,14,10,4,0.18648491134655018,2.6961565641911505,31,4,10,4.646175065701769,3.0682995495678487,0.22443868016996898,COMPLETE
1098,3.117155474394851,2026-01-06 21:30:14.541483,2026-01-06 21:30:14.687794,0 days 00:00:00.146311,29,9,31,2.7997461488135684,6,6,14,12,3,0.24010427544113694,2.895864056673741,35,4,6,5.683168998535176,3.287243836030572,0.05646559618099105,COMPLETE
1099,3.117155474394851,2026-01-06 21:30:14.827717,2026-01-06 21:30:14.997227,0 days 00:00:00.169510,15,8,31,2.896247650435322,5,10,13,13,4,0.2595287000477908,2.870813119500365,36,2,8,5.6129014396838155,2.2566776010448564,0.2946944393870348,COMPLETE
1552,3.117155474394851,2026-01-06 21:32:38.179773,2026-01-06 21:32:38.334332,0 days 00:00:00.154559,23,9,35,2.1628925073888348,9,9,14,18,3,0.2420353882781433,3.0951504883370426,35,3,10,3.16300712889467,1.9489900588033913,0.19915698352919414,COMPLETE
333,3.1169323841689662,2026-01-06 21:26:31.191578,2026-01-06 21:26:31.366717,0 days 00:00:00.175139,16,11,41,3.958986708298599,10,10,17,18,3,0.23028120387110596,2.725895176121287,34,3,7,4.768470494933628,2.5281558412139384,0.11625555450379232,COMPLETE
961,3.111956546417359,2026-01-06 21:29:32.596112,2026-01-06 21:29:32.747610,0 days 00:00:00.151498,14,8,33,3.5326025935541683,6,9,11,10,6,0.19376364569060484,2.9721476954576995,32,3,9,5.513360578250031,3.9041490670366485,0.28638079998572497,COMPLETE
