number,value,datetime_start,datetime_complete,duration,params_channel_length,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
396,2.2977190381917927,2026-01-05 03:56:02.739088,2026-01-05 03:56:02.843487,0 days 00:00:00.104399,61,3.7014273283584176,2.63281708818021,4.536417067227591,1.535266257770622,COMPLETE
441,2.2813759476679496,2026-01-05 03:56:12.570896,2026-01-05 03:56:12.663316,0 days 00:00:00.092420,61,2.7284793380406898,2.6609802012073875,4.570864562656257,1.5590437019079249,COMPLETE
436,2.2813759476679496,2026-01-05 03:56:11.462194,2026-01-05 03:56:11.563039,0 days 00:00:00.100845,61,3.0361751018824576,2.578170016120875,4.0410513643828985,1.622600092065792,COMPLETE
406,2.2813759476679496,2026-01-05 03:56:04.868538,2026-01-05 03:56:04.959848,0 days 00:00:00.091310,61,2.999203416219179,2.4187757290342775,4.389515668486439,1.7872971008483614,COMPLETE
461,2.2813759476679496,2026-01-05 03:56:17.000241,2026-01-05 03:56:17.090726,0 days 00:00:00.090485,61,3.0812461734026737,2.1301457538423287,3.0742162976805054,1.7771766944578626,COMPLETE
68,2.2813759476679496,2026-01-05 03:54:46.073634,2026-01-05 03:54:46.166742,0 days 00:00:00.093108,61,3.420650180465486,2.04597455969079,4.15606717964688,1.5993366082895348,COMPLETE
324,2.2813759476679496,2026-01-05 03:55:45.868994,2026-01-05 03:55:45.958123,0 days 00:00:00.089129,61,2.8112425639479843,2.3931733254880503,4.020624267058261,1.7801584722829191,COMPLETE
151,2.2813759476679496,2026-01-05 03:55:06.885027,2026-01-05 03:55:06.976003,0 days 00:00:00.090976,61,3.4430394137082896,3.467173106817992,4.722973986276063,1.6040108451401662,COMPLETE
332,2.2783621509583547,2026-01-05 03:55:47.652015,2026-01-05 03:55:47.745726,0 days 00:00:00.093711,61,2.2771173862889174,3.7604514479817075,5.9075664535962815,2.4103705961464867,COMPLETE
437,2.2783621509583547,2026-01-05 03:56:11.734881,2026-01-05 03:56:11.837161,0 days 00:00:00.102280,61,3.9184361798580065,3.3283045489522554,3.122195614293591,2.1359630022861875,COMPLETE
300,2.2783621509583547,2026-01-05 03:55:40.537393,2026-01-05 03:55:40.647644,0 days 00:00:00.110251,61,2.157665029650413,3.1681239025644032,5.233691988987945,2.7992933080602973,COMPLETE
472,2.2783621509583547,2026-01-05 03:56:19.501339,2026-01-05 03:56:19.592649,0 days 00:00:00.091310,61,3.1482992280641007,2.127450730637555,3.0410697611481177,2.047062700543745,COMPLETE
423,2.2783621509583547,2026-01-05 03:56:08.581861,2026-01-05 03:56:08.676668,0 days 00:00:00.094807,61,3.1570965875426955,2.1747305148701397,3.6740476377723277,1.923583015186622,COMPLETE
201,2.2783621509583547,2026-01-05 03:55:18.413282,2026-01-05 03:55:18.504414,0 days 00:00:00.091132,61,3.1203087563130683,3.346110062273132,4.711936485466622,2.3325309102365255,COMPLETE
154,2.2783621509583547,2026-01-05 03:55:07.532297,2026-01-05 03:55:07.638216,0 days 00:00:00.105919,61,3.318984847179953,3.0928604006169564,4.635826012858475,2.1713480673273993,COMPLETE
85,2.2783621509583547,2026-01-05 03:54:50.409112,2026-01-05 03:54:50.501765,0 days 00:00:00.092653,61,2.9315401316754737,3.2085740406784664,4.056309883308131,3.3951226792798677,COMPLETE
126,2.2783621509583547,2026-01-05 03:55:00.384770,2026-01-05 03:55:00.490723,0 days 00:00:00.105953,61,2.972171511216457,3.3256715971227595,4.047771093776903,3.4030207104790926,COMPLETE
241,2.2783621509583547,2026-01-05 03:55:27.240682,2026-01-05 03:55:27.336563,0 days 00:00:00.095881,61,3.054987158213536,2.214206531236659,4.499239191749215,2.0901200190686904,COMPLETE
228,2.2783621509583547,2026-01-05 03:55:24.344621,2026-01-05 03:55:24.447189,0 days 00:00:00.102568,61,3.3245871893693604,2.0199715523777084,4.371372351822305,1.8785054874026055,COMPLETE
359,2.2783621509583547,2026-01-05 03:55:53.540008,2026-01-05 03:55:53.634209,0 days 00:00:00.094201,61,3.341596327137891,3.3080222729661135,5.187115210659043,2.062297941876217,COMPLETE
369,2.2771645558120692,2026-01-05 03:55:55.861401,2026-01-05 03:55:55.975328,0 days 00:00:00.113927,61,3.296653452961163,3.3094451890690437,4.534845436373245,1.7893981320596017,COMPLETE
