number,value,datetime_start,datetime_complete,duration,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
354,3.3001585604916355,2026-01-06 22:34:55.525431,2026-01-06 22:34:55.578836,0 days 00:00:00.053405,3.653617473379391,2.974275045705089,4.284661156031419,1.5086100041590582,COMPLETE
353,3.3001585604916355,2026-01-06 22:34:55.350364,2026-01-06 22:34:55.401895,0 days 00:00:00.051531,2.579226391234991,3.01705493188809,3.750848083601811,3.366618065677535,COMPLETE
352,3.3001585604916355,2026-01-06 22:34:55.145047,2026-01-06 22:34:55.217255,0 days 00:00:00.072208,3.3016715823491167,3.7820387535306685,5.349842064335132,1.57020395809439,COMPLETE
383,3.3001585604916355,2026-01-06 22:35:01.067065,2026-01-06 22:35:01.118571,0 days 00:00:00.051506,2.6689166398721076,2.6965258329205524,5.399191464230682,2.8774976007097885,COMPLETE
382,3.3001585604916355,2026-01-06 22:35:00.848399,2026-01-06 22:35:00.914802,0 days 00:00:00.066403,3.5487956322732046,3.906220303621206,5.655185676831672,1.6273406403608535,COMPLETE
381,3.3001585604916355,2026-01-06 22:35:00.608103,2026-01-06 22:35:00.691387,0 days 00:00:00.083284,2.18871034137275,2.6164368230911155,4.054338274037959,1.818073261103577,COMPLETE
380,3.3001585604916355,2026-01-06 22:35:00.398345,2026-01-06 22:35:00.456082,0 days 00:00:00.057737,2.6546503321758697,3.9795181646600106,3.573028347023146,2.292433841038108,COMPLETE
379,3.3001585604916355,2026-01-06 22:35:00.214218,2026-01-06 22:35:00.268068,0 days 00:00:00.053850,2.5044708180065225,2.6570683417163847,5.987922232618847,2.270604830326684,COMPLETE
378,3.3001585604916355,2026-01-06 22:35:00.037941,2026-01-06 22:35:00.089181,0 days 00:00:00.051240,2.6236167596046363,3.4325461919594,3.6351846920876736,2.0330453939974373,COMPLETE
377,3.3001585604916355,2026-01-06 22:34:59.824716,2026-01-06 22:34:59.877643,0 days 00:00:00.052927,3.749730230554444,4.181115829754702,5.021050074014019,1.5737062950989233,COMPLETE
376,3.3001585604916355,2026-01-06 22:34:59.651466,2026-01-06 22:34:59.706253,0 days 00:00:00.054787,2.869609503087524,3.9004126464121693,4.210323186167637,1.547894886396324,COMPLETE
375,3.3001585604916355,2026-01-06 22:34:59.457669,2026-01-06 22:34:59.532528,0 days 00:00:00.074859,2.5935225584385453,2.3956558044507847,4.023794190093657,3.841135134773101,COMPLETE
374,3.3001585604916355,2026-01-06 22:34:59.281837,2026-01-06 22:34:59.332399,0 days 00:00:00.050562,2.643787856646129,3.715548069042523,5.14469035295351,3.9115221299821794,COMPLETE
373,3.3001585604916355,2026-01-06 22:34:59.093971,2026-01-06 22:34:59.153539,0 days 00:00:00.059568,3.038919738259108,2.5710348480220353,4.775763948128364,2.2234486427394717,COMPLETE
372,3.3001585604916355,2026-01-06 22:34:58.857415,2026-01-06 22:34:58.907734,0 days 00:00:00.050319,3.7913651699156925,2.045499140629734,5.350370569915226,2.8131344630445225,COMPLETE
371,3.3001585604916355,2026-01-06 22:34:58.680525,2026-01-06 22:34:58.729994,0 days 00:00:00.049469,3.1429185099806753,2.6807301014598686,3.4489969838406385,3.8450898472408026,COMPLETE
370,3.3001585604916355,2026-01-06 22:34:58.490967,2026-01-06 22:34:58.552819,0 days 00:00:00.061852,2.326392503446988,3.4564456744832093,3.1763702698790133,3.3631180517528474,COMPLETE
369,3.3001585604916355,2026-01-06 22:34:58.306974,2026-01-06 22:34:58.358547,0 days 00:00:00.051573,3.186942390239449,2.8710416918375623,3.9503557732230545,3.215239291877383,COMPLETE
368,3.3001585604916355,2026-01-06 22:34:58.111343,2026-01-06 22:34:58.165950,0 days 00:00:00.054607,3.939370446490929,4.406379369015869,5.944930572444523,2.5066765933350146,COMPLETE
399,3.3001585604916355,2026-01-06 22:35:03.919861,2026-01-06 22:35:03.978620,0 days 00:00:00.058759,3.9323234233906543,3.25721059380147,5.538250062989163,2.074453751691488,COMPLETE
398,3.3001585604916355,2026-01-06 22:35:03.754664,2026-01-06 22:35:03.804048,0 days 00:00:00.049384,2.627706930566414,2.170977678066337,5.978826984067147,3.2479366699982553,COMPLETE
397,3.3001585604916355,2026-01-06 22:35:03.587199,2026-01-06 22:35:03.640507,0 days 00:00:00.053308,2.3561722159737064,2.7750075345230716,4.658367478653493,2.7433935269167122,COMPLETE
396,3.3001585604916355,2026-01-06 22:35:03.414484,2026-01-06 22:35:03.466891,0 days 00:00:00.052407,3.9389700196908604,3.727832430624713,3.3545638223930516,3.9781071356577655,COMPLETE
395,3.3001585604916355,2026-01-06 22:35:03.236874,2026-01-06 22:35:03.294169,0 days 00:00:00.057295,3.332975324664014,2.0594209786630913,3.013312583599979,1.9379417668869383,COMPLETE
394,3.3001585604916355,2026-01-06 22:35:03.061025,2026-01-06 22:35:03.115111,0 days 00:00:00.054086,2.3354158927459707,2.334239257198762,4.721253423556815,3.185888985686386,COMPLETE
393,3.3001585604916355,2026-01-06 22:35:02.860473,2026-01-06 22:35:02.911942,0 days 00:00:00.051469,3.559115679705924,2.4749298092282954,4.451517483791088,1.7564869521008337,COMPLETE
392,3.3001585604916355,2026-01-06 22:35:02.678381,2026-01-06 22:35:02.730105,0 days 00:00:00.051724,3.8509796865491777,2.9719882149179915,5.625810037054326,3.7964812167429454,COMPLETE
391,3.3001585604916355,2026-01-06 22:35:02.488495,2026-01-06 22:35:02.540801,0 days 00:00:00.052306,3.114670046102497,2.788896096454162,5.075965630628581,2.7258185063330336,COMPLETE
390,3.3001585604916355,2026-01-06 22:35:02.309705,2026-01-06 22:35:02.363101,0 days 00:00:00.053396,2.943934002212906,3.0564423160992824,4.93610941185443,1.6400201898099334,COMPLETE
389,3.3001585604916355,2026-01-06 22:35:02.133947,2026-01-06 22:35:02.188749,0 days 00:00:00.054802,3.392388011136441,3.0581012460956263,3.4343797827553244,3.961502991365565,COMPLETE
388,3.3001585604916355,2026-01-06 22:35:01.938390,2026-01-06 22:35:02.013831,0 days 00:00:00.075441,3.3244422812042203,2.7327018384709643,4.613303336685934,2.013678233819699,COMPLETE
387,3.3001585604916355,2026-01-06 22:35:01.764437,2026-01-06 22:35:01.816922,0 days 00:00:00.052485,3.725756803234374,2.196271411846544,5.523730375067959,3.330233423662239,COMPLETE
386,3.3001585604916355,2026-01-06 22:35:01.593993,2026-01-06 22:35:01.647665,0 days 00:00:00.053672,2.4560887514982546,4.140687361230174,3.1165653274324603,1.5691026922049824,COMPLETE
385,3.3001585604916355,2026-01-06 22:35:01.420870,2026-01-06 22:35:01.478887,0 days 00:00:00.058017,2.352811818170282,3.4200603554456794,3.1029298674064605,2.659249156606346,COMPLETE
384,3.3001585604916355,2026-01-06 22:35:01.243435,2026-01-06 22:35:01.296072,0 days 00:00:00.052637,3.8955648814233803,2.5236961697525078,5.289417452152483,1.667705675002783,COMPLETE
415,3.3001585604916355,2026-01-06 22:35:06.863365,2026-01-06 22:35:06.921863,0 days 00:00:00.058498,2.7296717750508375,2.0919213317914007,3.8106627337277685,1.8845014578749133,COMPLETE
414,3.3001585604916355,2026-01-06 22:35:06.670531,2026-01-06 22:35:06.732057,0 days 00:00:00.061526,2.822005364946683,2.7702397101934104,3.4362525445843533,3.498552067507074,COMPLETE
413,3.3001585604916355,2026-01-06 22:35:06.484510,2026-01-06 22:35:06.538920,0 days 00:00:00.054410,2.301779919480309,2.2964522238448395,5.965856007421517,3.611686705531024,COMPLETE
412,3.3001585604916355,2026-01-06 22:35:06.302686,2026-01-06 22:35:06.357244,0 days 00:00:00.054558,2.5521510996652546,4.041975235601457,4.298142902762083,1.6216951955963126,COMPLETE
411,3.3001585604916355,2026-01-06 22:35:06.116180,2026-01-06 22:35:06.168383,0 days 00:00:00.052203,2.654278141757405,3.6276681174228247,3.0331324008081006,2.1808241812371754,COMPLETE
410,3.3001585604916355,2026-01-06 22:35:05.918415,2026-01-06 22:35:05.975050,0 days 00:00:00.056635,3.914017573946325,2.267428936388492,3.848913081886293,1.5719161310404375,COMPLETE
409,3.3001585604916355,2026-01-06 22:35:05.751572,2026-01-06 22:35:05.803879,0 days 00:00:00.052307,2.013467040651051,4.027310454222555,3.908155187354014,2.206280825035161,COMPLETE
408,3.3001585604916355,2026-01-06 22:35:05.583833,2026-01-06 22:35:05.636946,0 days 00:00:00.053113,3.929573477103219,2.599103079435551,3.9960801749083363,1.8463473671165533,COMPLETE
407,3.3001585604916355,2026-01-06 22:35:05.411610,2026-01-06 22:35:05.467510,0 days 00:00:00.055900,3.951582866996807,2.0744564691105674,4.660467296424849,1.6964843868452697,COMPLETE
406,3.3001585604916355,2026-01-06 22:35:05.245454,2026-01-06 22:35:05.295819,0 days 00:00:00.050365,3.47042868387327,2.7512185191694662,3.4368427828235264,2.0653846933287254,COMPLETE
405,3.3001585604916355,2026-01-06 22:35:05.072172,2026-01-06 22:35:05.124392,0 days 00:00:00.052220,3.448185425741587,3.4724939707521325,3.9063239884381917,3.4468557039524232,COMPLETE
404,3.3001585604916355,2026-01-06 22:35:04.874943,2026-01-06 22:35:04.926429,0 days 00:00:00.051486,3.0664966629025496,2.960104671555211,3.9614238889476496,1.7069295104292246,COMPLETE
403,3.3001585604916355,2026-01-06 22:35:04.688354,2026-01-06 22:35:04.740329,0 days 00:00:00.051975,2.120667197644505,3.0852501927795664,4.989884310616091,3.4889384094809643,COMPLETE
402,3.3001585604916355,2026-01-06 22:35:04.512930,2026-01-06 22:35:04.563184,0 days 00:00:00.050254,2.3361220530839244,3.91612142450182,3.064744889434141,1.9845076325214577,COMPLETE
401,3.3001585604916355,2026-01-06 22:35:04.328978,2026-01-06 22:35:04.388893,0 days 00:00:00.059915,2.827241487530496,2.9609625876435057,3.7197093191475754,2.972126916799533,COMPLETE
400,3.3001585604916355,2026-01-06 22:35:04.121232,2026-01-06 22:35:04.175310,0 days 00:00:00.054078,3.585270506376817,2.3538963177625005,3.4098879819473455,2.2717021966756796,COMPLETE
431,3.3001585604916355,2026-01-06 22:35:09.935898,2026-01-06 22:35:09.991573,0 days 00:00:00.055675,3.3930651303553074,4.025423458812281,5.171370214723178,1.943814132698241,COMPLETE
430,3.3001585604916355,2026-01-06 22:35:09.769069,2026-01-06 22:35:09.820723,0 days 00:00:00.051654,3.683768545081146,3.1373505698381843,5.397006698174788,1.5365428064250093,COMPLETE
429,3.3001585604916355,2026-01-06 22:35:09.600298,2026-01-06 22:35:09.649331,0 days 00:00:00.049033,3.740231247558658,2.000555706882503,5.93062416540376,3.1014578739173975,COMPLETE
428,3.3001585604916355,2026-01-06 22:35:09.384942,2026-01-06 22:35:09.455045,0 days 00:00:00.070103,2.433621867138199,2.849462024001302,3.733054009710996,3.705725306832684,COMPLETE
427,3.3001585604916355,2026-01-06 22:35:09.202571,2026-01-06 22:35:09.264771,0 days 00:00:00.062200,3.5852187179898767,2.3736558786408133,3.62770927630424,1.7877606082017388,COMPLETE
426,3.3001585604916355,2026-01-06 22:35:09.010425,2026-01-06 22:35:09.066508,0 days 00:00:00.056083,2.4627081741602455,3.6037398549946156,3.643670695404969,2.7791547744471594,COMPLETE
425,3.3001585604916355,2026-01-06 22:35:08.823173,2026-01-06 22:35:08.876373,0 days 00:00:00.053200,3.9399607457412884,2.3210486395363974,3.498395996773299,2.355021705324947,COMPLETE
424,3.3001585604916355,2026-01-06 22:35:08.651050,2026-01-06 22:35:08.704700,0 days 00:00:00.053650,3.887251848572497,3.3317571841516256,4.759142183726497,1.9130809884866296,COMPLETE
423,3.3001585604916355,2026-01-06 22:35:08.478919,2026-01-06 22:35:08.534117,0 days 00:00:00.055198,2.7425798596144038,3.2658156043968014,3.1558891656282313,3.1287787320791263,COMPLETE
422,3.3001585604916355,2026-01-06 22:35:08.308172,2026-01-06 22:35:08.361182,0 days 00:00:00.053010,2.6824503941311546,2.8763705252152305,4.592667298229868,2.4431339690563805,COMPLETE
421,3.3001585604916355,2026-01-06 22:35:08.133372,2026-01-06 22:35:08.182759,0 days 00:00:00.049387,3.227471253793629,2.1154900218170845,5.933732789058087,3.8458697157777983,COMPLETE
420,3.3001585604916355,2026-01-06 22:35:07.854773,2026-01-06 22:35:07.943325,0 days 00:00:00.088552,3.8714402924890425,2.8908609073652873,5.7008870848754745,1.534871667648941,COMPLETE
419,3.3001585604916355,2026-01-06 22:35:07.587148,2026-01-06 22:35:07.638601,0 days 00:00:00.051453,3.2944320654367014,2.048604478504819,5.422068344831546,3.1258234371716362,COMPLETE
418,3.3001585604916355,2026-01-06 22:35:07.415104,2026-01-06 22:35:07.467787,0 days 00:00:00.052683,2.5400123239192927,4.464215356110216,3.0126088329941614,1.830735196800849,COMPLETE
417,3.3001585604916355,2026-01-06 22:35:07.249315,2026-01-06 22:35:07.301414,0 days 00:00:00.052099,3.6239901481953125,4.471464895221592,5.70781968909599,2.8720408584714914,COMPLETE
416,3.3001585604916355,2026-01-06 22:35:07.080226,2026-01-06 22:35:07.132299,0 days 00:00:00.052073,2.392865942730373,3.911058637551585,3.801878608602128,1.9907664352520607,COMPLETE
447,3.3001585604916355,2026-01-06 22:35:12.761235,2026-01-06 22:35:12.814062,0 days 00:00:00.052827,3.6078154802020856,2.0546130407573573,3.5732455403262775,2.425359537783084,COMPLETE
446,3.3001585604916355,2026-01-06 22:35:12.593037,2026-01-06 22:35:12.647346,0 days 00:00:00.054309,2.854698443433682,3.4254160653129495,3.765809578062426,3.4397376169286997,COMPLETE
445,3.3001585604916355,2026-01-06 22:35:12.420398,2026-01-06 22:35:12.475099,0 days 00:00:00.054701,3.976204870200167,3.730830629183103,5.538086571605208,1.5064483929672816,COMPLETE
444,3.3001585604916355,2026-01-06 22:35:12.253423,2026-01-06 22:35:12.305427,0 days 00:00:00.052004,2.260935580932651,4.411199735170265,3.2414916797514364,2.3891574732658634,COMPLETE
443,3.3001585604916355,2026-01-06 22:35:12.079127,2026-01-06 22:35:12.136840,0 days 00:00:00.057713,2.8979158311406534,2.2495067361509027,4.853395142841035,2.61587243086199,COMPLETE
442,3.3001585604916355,2026-01-06 22:35:11.885923,2026-01-06 22:35:11.938631,0 days 00:00:00.052708,3.9802398364201723,3.890433607422242,5.93896801190317,3.4221309556101636,COMPLETE
441,3.3001585604916355,2026-01-06 22:35:11.715804,2026-01-06 22:35:11.774370,0 days 00:00:00.058566,3.4822557663476648,3.803091308124483,3.469445345086335,3.633941358571543,COMPLETE
440,3.3001585604916355,2026-01-06 22:35:11.536071,2026-01-06 22:35:11.588159,0 days 00:00:00.052088,3.508503405821297,2.948031058101008,4.791306506225443,2.3460301780335104,COMPLETE
439,3.3001585604916355,2026-01-06 22:35:11.362281,2026-01-06 22:35:11.419524,0 days 00:00:00.057243,2.3867809091500902,2.56057146834628,3.4949342595015445,1.5182174286813328,COMPLETE
438,3.3001585604916355,2026-01-06 22:35:11.192283,2026-01-06 22:35:11.244629,0 days 00:00:00.052346,2.5704410687577064,4.145050633895225,4.408468256893866,2.7070666606390392,COMPLETE
437,3.3001585604916355,2026-01-06 22:35:11.004456,2026-01-06 22:35:11.057864,0 days 00:00:00.053408,2.7972355738941714,2.2000935124199135,5.163909978159166,2.036366097469445,COMPLETE
436,3.3001585604916355,2026-01-06 22:35:10.817162,2026-01-06 22:35:10.866908,0 days 00:00:00.049746,3.4475931431497506,4.4906553331881325,5.477728168030176,1.6627694265707362,COMPLETE
435,3.3001585604916355,2026-01-06 22:35:10.643691,2026-01-06 22:35:10.699308,0 days 00:00:00.055617,2.9245642412030013,4.034634970694036,3.6956123155686376,1.6289694385817968,COMPLETE
434,3.3001585604916355,2026-01-06 22:35:10.471133,2026-01-06 22:35:10.522306,0 days 00:00:00.051173,2.3175694632787374,2.4959073057176493,3.306757576913204,2.5494449532520322,COMPLETE
433,3.3001585604916355,2026-01-06 22:35:10.299330,2026-01-06 22:35:10.351694,0 days 00:00:00.052364,3.581962090763966,2.487852658175273,5.460588866672046,3.9003743371155957,COMPLETE
432,3.3001585604916355,2026-01-06 22:35:10.127073,2026-01-06 22:35:10.181202,0 days 00:00:00.054129,3.8886501632228017,3.325349210641135,3.0225925288241418,1.6359371810463952,COMPLETE
463,3.3001585604916355,2026-01-06 22:35:15.837183,2026-01-06 22:35:15.889871,0 days 00:00:00.052688,2.5547884126254043,3.479716217677988,3.032321578599545,3.0249167463912237,COMPLETE
462,3.3001585604916355,2026-01-06 22:35:15.636724,2026-01-06 22:35:15.706457,0 days 00:00:00.069733,3.9099612310471876,4.481332460043418,5.880745105977473,3.2721160534742535,COMPLETE
461,3.3001585604916355,2026-01-06 22:35:15.461425,2026-01-06 22:35:15.515586,0 days 00:00:00.054161,3.5572778172821002,2.0361669576387342,4.090930164781326,2.9188710605770485,COMPLETE
460,3.3001585604916355,2026-01-06 22:35:15.279324,2026-01-06 22:35:15.333119,0 days 00:00:00.053795,3.6218311557317207,2.0346608784689706,3.3109710204895695,1.7708023237210369,COMPLETE
459,3.3001585604916355,2026-01-06 22:35:15.090889,2026-01-06 22:35:15.153696,0 days 00:00:00.062807,3.723686471011679,3.2736112023149753,3.0724925902936038,3.503658047070368,COMPLETE
458,3.3001585604916355,2026-01-06 22:35:14.841114,2026-01-06 22:35:14.916547,0 days 00:00:00.075433,3.8033222258817747,4.0943632184090974,4.115764254954009,1.9738595726217578,COMPLETE
457,3.3001585604916355,2026-01-06 22:35:14.527399,2026-01-06 22:35:14.582767,0 days 00:00:00.055368,3.728297537959094,2.55096718428926,3.5020960254463085,1.5048756184670045,COMPLETE
456,3.3001585604916355,2026-01-06 22:35:14.345347,2026-01-06 22:35:14.399013,0 days 00:00:00.053666,2.429206481508822,4.004151744764466,3.503070178387326,1.8848167227640467,COMPLETE
455,3.3001585604916355,2026-01-06 22:35:14.178161,2026-01-06 22:35:14.230880,0 days 00:00:00.052719,3.12041201061415,2.397948675383943,4.570579941906681,1.551500355548346,COMPLETE
454,3.3001585604916355,2026-01-06 22:35:14.000154,2026-01-06 22:35:14.057485,0 days 00:00:00.057331,3.1750563085046326,2.780738406824416,3.1481838772588184,3.393434898739389,COMPLETE
453,3.3001585604916355,2026-01-06 22:35:13.820459,2026-01-06 22:35:13.872864,0 days 00:00:00.052405,3.6313177080024355,2.1174168404654763,5.100661531391963,3.469133392020338,COMPLETE
452,3.3001585604916355,2026-01-06 22:35:13.646902,2026-01-06 22:35:13.700556,0 days 00:00:00.053654,3.714825084453026,2.3213003287138094,5.926936230072158,3.853522402653952,COMPLETE
451,3.3001585604916355,2026-01-06 22:35:13.463724,2026-01-06 22:35:13.519176,0 days 00:00:00.055452,2.3662330879272306,2.0455634545980432,5.57564933731461,3.2112477961486863,COMPLETE
450,3.3001585604916355,2026-01-06 22:35:13.292632,2026-01-06 22:35:13.348007,0 days 00:00:00.055375,3.651872394120441,3.5808955878588793,5.395243928940222,2.0065254669198387,COMPLETE
449,3.3001585604916355,2026-01-06 22:35:13.122371,2026-01-06 22:35:13.170802,0 days 00:00:00.048431,2.650893129440634,2.615428634562842,4.391061412435905,2.5341593894995875,COMPLETE
448,3.3001585604916355,2026-01-06 22:35:12.933690,2026-01-06 22:35:12.989037,0 days 00:00:00.055347,2.606543335161975,2.7992848794259557,3.6608443406374196,2.182177104946763,COMPLETE
479,3.3001585604916355,2026-01-06 22:35:18.929237,2026-01-06 22:35:18.992783,0 days 00:00:00.063546,2.515331155133726,2.135565903753345,3.8199444758568104,1.5628750389048236,COMPLETE
478,3.3001585604916355,2026-01-06 22:35:18.748303,2026-01-06 22:35:18.809917,0 days 00:00:00.061614,3.9021493987088216,3.9919000377196427,3.5681940567291823,2.5093772372756495,COMPLETE
477,3.3001585604916355,2026-01-06 22:35:18.554739,2026-01-06 22:35:18.609070,0 days 00:00:00.054331,2.007221793757313,2.675951713853448,5.177085736299064,1.6942622446394016,COMPLETE
476,3.3001585604916355,2026-01-06 22:35:18.376160,2026-01-06 22:35:18.425296,0 days 00:00:00.049136,2.9744251094348444,3.0371050604670824,3.0612559320068264,2.3340732466794734,COMPLETE
475,3.3001585604916355,2026-01-06 22:35:18.177143,2026-01-06 22:35:18.235413,0 days 00:00:00.058270,3.9725502664088848,2.8745205392557494,5.791674608099253,2.0723798470614403,COMPLETE
474,3.3001585604916355,2026-01-06 22:35:17.972086,2026-01-06 22:35:18.049505,0 days 00:00:00.077419,3.2979408536331283,2.010436948101932,3.9481604539605235,1.6068013157674985,COMPLETE
473,3.3001585604916355,2026-01-06 22:35:17.784025,2026-01-06 22:35:17.841157,0 days 00:00:00.057132,3.260215844778201,2.715126102720747,3.730199578786122,1.699055642441832,COMPLETE
472,3.3001585604916355,2026-01-06 22:35:17.595409,2026-01-06 22:35:17.650403,0 days 00:00:00.054994,3.007704756427994,2.045233041323355,5.260220749071183,3.6116346957136214,COMPLETE
471,3.3001585604916355,2026-01-06 22:35:17.418802,2026-01-06 22:35:17.473132,0 days 00:00:00.054330,3.7493121982397626,2.631062969091096,5.062586776784138,1.5346657488208433,COMPLETE
470,3.3001585604916355,2026-01-06 22:35:17.242516,2026-01-06 22:35:17.297672,0 days 00:00:00.055156,3.7884092046349473,2.040417875984722,4.0812301248677985,1.9160272232290614,COMPLETE
469,3.3001585604916355,2026-01-06 22:35:17.046016,2026-01-06 22:35:17.108320,0 days 00:00:00.062304,3.586542986387945,2.9960844911326676,4.481831320672514,1.861256153196055,COMPLETE
468,3.3001585604916355,2026-01-06 22:35:16.807507,2026-01-06 22:35:16.868682,0 days 00:00:00.061175,2.5920630281178,3.457388211735133,4.4717919655099045,2.237130748421442,COMPLETE
467,3.3001585604916355,2026-01-06 22:35:16.591451,2026-01-06 22:35:16.646072,0 days 00:00:00.054621,2.410274064355886,3.861594658134789,3.2195256600486792,2.725774509026281,COMPLETE
466,3.3001585604916355,2026-01-06 22:35:16.414021,2026-01-06 22:35:16.467176,0 days 00:00:00.053155,2.846365064221078,3.645880551736312,5.425864899305477,2.214505346725597,COMPLETE
465,3.3001585604916355,2026-01-06 22:35:16.221635,2026-01-06 22:35:16.282960,0 days 00:00:00.061325,2.034876893819833,3.8810246062184652,3.3024943810559897,2.2464009098076643,COMPLETE
464,3.3001585604916355,2026-01-06 22:35:16.039595,2026-01-06 22:35:16.093075,0 days 00:00:00.053480,3.6595270051668725,2.422232826279301,4.204038165046156,2.1395097027462966,COMPLETE
495,3.3001585604916355,2026-01-06 22:35:22.304727,2026-01-06 22:35:22.359404,0 days 00:00:00.054677,3.7304781327822703,4.081611628881893,5.058755562612921,2.8596237536733513,COMPLETE
494,3.3001585604916355,2026-01-06 22:35:22.119457,2026-01-06 22:35:22.179537,0 days 00:00:00.060080,2.5513898817887624,2.5987722561429196,3.0558812807304316,1.8594570917036815,COMPLETE
493,3.3001585604916355,2026-01-06 22:35:21.891603,2026-01-06 22:35:21.962651,0 days 00:00:00.071048,2.8735278780964677,3.875538398455176,3.35522667924682,3.9820648464064234,COMPLETE
492,3.3001585604916355,2026-01-06 22:35:21.566926,2026-01-06 22:35:21.633166,0 days 00:00:00.066240,3.3512027577643035,2.635770439637469,5.204572822431865,2.1789442290312238,COMPLETE
491,3.3001585604916355,2026-01-06 22:35:21.286205,2026-01-06 22:35:21.346564,0 days 00:00:00.060359,2.9928043518787817,2.92358142441446,5.032192641976561,2.251957784623146,COMPLETE
490,3.3001585604916355,2026-01-06 22:35:21.067577,2026-01-06 22:35:21.128971,0 days 00:00:00.061394,3.171519594499027,3.2186153030882516,4.06122182234971,3.922748122417688,COMPLETE
489,3.3001585604916355,2026-01-06 22:35:20.830094,2026-01-06 22:35:20.885692,0 days 00:00:00.055598,3.7121792434531793,4.473271105059172,5.40494870034381,3.182768692489157,COMPLETE
488,3.3001585604916355,2026-01-06 22:35:20.611440,2026-01-06 22:35:20.665495,0 days 00:00:00.054055,2.948992070403375,2.5634758259848485,3.526449857485209,2.8011276536262777,COMPLETE
487,3.3001585604916355,2026-01-06 22:35:20.441857,2026-01-06 22:35:20.494167,0 days 00:00:00.052310,3.5874730433102995,3.7542446027020984,5.796416535013315,2.8178522396587393,COMPLETE
486,3.3001585604916355,2026-01-06 22:35:20.264780,2026-01-06 22:35:20.320126,0 days 00:00:00.055346,3.542126221289147,2.1991190420695057,5.677214930839948,3.5091749519515094,COMPLETE
485,3.3001585604916355,2026-01-06 22:35:20.075116,2026-01-06 22:35:20.126027,0 days 00:00:00.050911,2.9964498392783003,3.159134203288559,5.726386744785037,1.5708425547669198,COMPLETE
484,3.3001585604916355,2026-01-06 22:35:19.828474,2026-01-06 22:35:19.892505,0 days 00:00:00.064031,2.85393399875222,2.7062863235659202,4.132409318028376,3.4292786188164768,COMPLETE
483,3.3001585604916355,2026-01-06 22:35:19.655100,2026-01-06 22:35:19.711421,0 days 00:00:00.056321,2.7184336637688213,2.5519907259328445,3.4945605675443114,3.31674687463343,COMPLETE
482,3.3001585604916355,2026-01-06 22:35:19.490724,2026-01-06 22:35:19.543283,0 days 00:00:00.052559,2.5591301631216012,2.491633663825227,5.569026852205246,3.9018985118092173,COMPLETE
481,3.3001585604916355,2026-01-06 22:35:19.315249,2026-01-06 22:35:19.373872,0 days 00:00:00.058623,2.3293181032867545,4.4649808574381264,3.6872655603328433,1.9586790438046404,COMPLETE
480,3.3001585604916355,2026-01-06 22:35:19.130282,2026-01-06 22:35:19.185181,0 days 00:00:00.054899,3.7380750150015185,2.4920825605569874,4.5678234296168245,1.8400278353371144,COMPLETE
511,3.3001585604916355,2026-01-06 22:35:25.223846,2026-01-06 22:35:25.292617,0 days 00:00:00.068771,3.969496106505193,3.730615026612605,5.015388805124868,1.5012083805076062,COMPLETE
510,3.3001585604916355,2026-01-06 22:35:24.990354,2026-01-06 22:35:25.050335,0 days 00:00:00.059981,2.358857846313672,3.8065112203858193,3.197580262969222,2.4054016653402774,COMPLETE
509,3.3001585604916355,2026-01-06 22:35:24.797827,2026-01-06 22:35:24.854425,0 days 00:00:00.056598,3.6424127744266026,3.4570514398825747,3.0414000457727646,3.971906742942852,COMPLETE
508,3.3001585604916355,2026-01-06 22:35:24.609748,2026-01-06 22:35:24.670432,0 days 00:00:00.060684,3.9296148717199406,2.3547336613111294,4.51986372548057,1.5066002797120384,COMPLETE
507,3.3001585604916355,2026-01-06 22:35:24.434445,2026-01-06 22:35:24.489486,0 days 00:00:00.055041,2.001699976122556,3.808088350178653,4.014408283152997,2.9597175308104626,COMPLETE
506,3.3001585604916355,2026-01-06 22:35:24.263610,2026-01-06 22:35:24.314552,0 days 00:00:00.050942,2.724159651491002,3.701941432157917,3.559521824212042,1.8868363737168579,COMPLETE
505,3.3001585604916355,2026-01-06 22:35:24.091938,2026-01-06 22:35:24.148460,0 days 00:00:00.056522,2.4861383589407544,4.115283297820522,3.506573843705253,1.5708025862416468,COMPLETE
504,3.3001585604916355,2026-01-06 22:35:23.892880,2026-01-06 22:35:23.944288,0 days 00:00:00.051408,2.081952709527151,2.9212611648319893,3.1731076088357844,3.0730013409142867,COMPLETE
503,3.3001585604916355,2026-01-06 22:35:23.717282,2026-01-06 22:35:23.771449,0 days 00:00:00.054167,2.813968256423703,4.055206032469996,4.835014051244275,2.1935978443588366,COMPLETE
502,3.3001585604916355,2026-01-06 22:35:23.550537,2026-01-06 22:35:23.602489,0 days 00:00:00.051952,3.1988977964420906,3.304508554712239,3.5000333703433126,2.883010137583854,COMPLETE
501,3.3001585604916355,2026-01-06 22:35:23.384432,2026-01-06 22:35:23.434136,0 days 00:00:00.049704,3.6084469824002356,2.8840830581961905,3.8142763104190403,2.119123117619748,COMPLETE
500,3.3001585604916355,2026-01-06 22:35:23.199611,2026-01-06 22:35:23.250961,0 days 00:00:00.051350,3.602637288200511,3.5585019780062908,5.18615759299757,1.537584078981802,COMPLETE
