number,value,datetime_start,datetime_complete,duration,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
17,3.3001585604916355,2026-01-06 22:33:51.382388,2026-01-06 22:33:51.433227,0 days 00:00:00.050839,2.397431363068345,2.186376609199427,5.960660809801552,3.4306119232416434,COMPLETE
16,3.3001585604916355,2026-01-06 22:33:51.173791,2026-01-06 22:33:51.230622,0 days 00:00:00.056831,3.6043939615080793,2.702336274218452,4.628088249474745,1.8523105624369065,COMPLETE
47,3.3001585604916355,2026-01-06 22:33:56.572406,2026-01-06 22:33:56.628649,0 days 00:00:00.056243,2.8439245428547926,3.4111838961066128,3.52454481308824,2.7389598521253964,COMPLETE
46,3.3001585604916355,2026-01-06 22:33:56.383968,2026-01-06 22:33:56.438521,0 days 00:00:00.054553,3.0647997824685267,2.5802215514594584,4.211248674212503,2.7023305598167755,COMPLETE
45,3.3001585604916355,2026-01-06 22:33:56.193930,2026-01-06 22:33:56.246464,0 days 00:00:00.052534,3.059843556761249,3.5010407672122454,3.910220248459594,2.128553188215066,COMPLETE
44,3.3001585604916355,2026-01-06 22:33:56.010949,2026-01-06 22:33:56.059049,0 days 00:00:00.048100,2.9358575476180753,3.83683276784652,3.234265248178509,2.2954326319496787,COMPLETE
43,3.3001585604916355,2026-01-06 22:33:55.824193,2026-01-06 22:33:55.875163,0 days 00:00:00.050970,2.512371383154002,3.727743112119543,3.5373797496757025,1.8919819163488472,COMPLETE
42,3.3001585604916355,2026-01-06 22:33:55.644957,2026-01-06 22:33:55.710157,0 days 00:00:00.065200,2.352681853249983,3.0583263011240853,3.0869509196548286,2.1381839025530622,COMPLETE
41,3.3001585604916355,2026-01-06 22:33:55.476923,2026-01-06 22:33:55.526851,0 days 00:00:00.049928,2.2816504455517674,3.3772770740697253,3.8281564746091243,1.7560344338680813,COMPLETE
40,3.3001585604916355,2026-01-06 22:33:55.304428,2026-01-06 22:33:55.355603,0 days 00:00:00.051175,3.5996394542942545,2.4623417945423296,3.899714583381736,1.513508329781682,COMPLETE
39,3.3001585604916355,2026-01-06 22:33:55.139341,2026-01-06 22:33:55.191325,0 days 00:00:00.051984,2.709455552927886,4.117623946830751,3.911474362125528,2.169432978205929,COMPLETE
38,3.3001585604916355,2026-01-06 22:33:54.971955,2026-01-06 22:33:55.022003,0 days 00:00:00.050048,3.318057209617948,4.399858805393496,3.579657376635576,2.9949695780455765,COMPLETE
37,3.3001585604916355,2026-01-06 22:33:54.789600,2026-01-06 22:33:54.835457,0 days 00:00:00.045857,2.9063599259154587,3.329270212803012,4.985647077478082,3.55118063296673,COMPLETE
36,3.3001585604916355,2026-01-06 22:33:54.621466,2026-01-06 22:33:54.672166,0 days 00:00:00.050700,2.5516570465076627,2.101780026685795,4.914301831364842,1.7684622876264022,COMPLETE
35,3.3001585604916355,2026-01-06 22:33:54.452041,2026-01-06 22:33:54.500715,0 days 00:00:00.048674,2.551012747601654,2.1608741693708273,3.926982258934028,2.5283706054792146,COMPLETE
34,3.3001585604916355,2026-01-06 22:33:54.288250,2026-01-06 22:33:54.337483,0 days 00:00:00.049233,2.072312588220369,4.358303663256147,3.757913314187128,2.1605746709447624,COMPLETE
33,3.3001585604916355,2026-01-06 22:33:54.124597,2026-01-06 22:33:54.174442,0 days 00:00:00.049845,3.7599237943884294,3.4462133450715973,4.92335188891815,1.7392250008617782,COMPLETE
32,3.3001585604916355,2026-01-06 22:33:53.961753,2026-01-06 22:33:54.007205,0 days 00:00:00.045452,2.491006970750246,3.075632755948114,4.269098141122824,2.4883912804478383,COMPLETE
63,3.3001585604916355,2026-01-06 22:33:59.499185,2026-01-06 22:33:59.549660,0 days 00:00:00.050475,2.3122455983818195,3.575340257708377,3.0621663787661966,2.847170594932965,COMPLETE
