number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_position_size_pct,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,params_use_replacement,user_attrs_avg_max_dd,user_attrs_avg_return_pct,user_attrs_avg_sharpe,user_attrs_avg_win_rate,user_attrs_total_trades,state
0,-10.0,2026-01-01 13:52:43.342855,2026-01-01 13:52:44.143814,0 days 00:00:00.800959,18,9,73,1.2323344486727978,20,17.48663961200633,50,9,10,0.0936843710297063,0.05454749016213018,5.207805082202461,22,8.185086660174143,19.548647782429917,9.080725777960454,1.0823379771832098,0.19127267288786132,True,0.0,0.0,0.0,0.0,0,COMPLETE
1,-10.0,2026-01-01 13:52:44.248996,2026-01-01 13:52:44.422232,0 days 00:00:00.173236,13,14,168,1.798695128633439,14,5.975773894779193,31,26,3,0.11602287406094021,0.2896896099223678,5.146901982034297,35,19.233283058799998,7.557861855309373,2.4645041271999775,3.4301794076057535,0.19138413075201122,False,0.0,0.0,0.0,0.0,0,COMPLETE
2,-10.0,2026-01-01 13:52:44.516006,2026-01-01 13:52:44.681258,0 days 00:00:00.165252,13,5,150,2.246844304357644,28,19.09248412346284,21,28,6,0.09879954961448967,0.17936999364332554,4.826971955402957,26,18.422410256414732,16.626992350416717,3.8485445552552706,4.878338511058234,0.12654775061557585,True,0.0,0.0,0.0,0.0,0,COMPLETE
