number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
441,3.2475869737566985,2026-01-06 03:39:02.983617,2026-01-06 03:39:03.154980,0 days 00:00:00.171363,21,11,72,2.55655986663767,16,6,15,3,2.887806467720196,49,5,7,4.137408654726959,2.2230564249062015,COMPLETE
414,3.2422180302076367,2026-01-06 03:38:55.805885,2026-01-06 03:38:55.971048,0 days 00:00:00.165163,21,12,71,3.9469624282208517,18,9,16,3,4.374513371996059,49,5,5,5.898759687012855,2.229768635345096,COMPLETE
296,3.23131158434442,2026-01-06 03:38:23.310333,2026-01-06 03:38:23.549466,0 days 00:00:00.239133,18,12,70,3.3049811676156744,12,9,16,5,4.185969775914691,50,5,2,4.986241861090489,2.334201923327445,COMPLETE
385,3.227035411271956,2026-01-06 03:38:48.125423,2026-01-06 03:38:48.300303,0 days 00:00:00.174880,21,11,70,3.77909894531087,11,8,16,4,4.0872238252169195,47,5,3,5.263125148167963,2.870727202849041,COMPLETE
214,3.2214708844093813,2026-01-06 03:38:01.977641,2026-01-06 03:38:02.137889,0 days 00:00:00.160248,24,13,71,2.7628920672036994,18,10,18,3,3.1626157174371015,46,5,2,4.8019319389412845,1.5345253841184014,COMPLETE
312,3.2213852806240513,2026-01-06 03:38:28.195991,2026-01-06 03:38:28.358286,0 days 00:00:00.162295,29,15,69,2.5488766505966622,18,9,17,3,2.9206092305770484,48,5,3,4.276768989787666,1.735198794675854,COMPLETE
354,3.212796143440461,2026-01-06 03:38:39.388868,2026-01-06 03:38:39.548536,0 days 00:00:00.159668,28,15,69,2.2134946085526943,20,8,20,3,2.4901977625405682,45,5,2,4.474119501567579,1.95718886911682,COMPLETE
460,3.208994702155379,2026-01-06 03:39:08.193246,2026-01-06 03:39:08.369316,0 days 00:00:00.176070,20,13,71,2.594348962913937,15,8,16,6,2.7424685681023147,48,5,10,4.911052033060178,3.277601361456149,COMPLETE
130,3.2031461845085523,2026-01-06 03:37:39.907734,2026-01-06 03:37:40.114683,0 days 00:00:00.206949,22,13,69,2.518486731083736,19,8,19,3,3.8740844953388036,46,5,10,3.8825655510831285,2.317215885723016,COMPLETE
179,3.1961425445155154,2026-01-06 03:37:52.813401,2026-01-06 03:37:52.985242,0 days 00:00:00.171841,29,12,69,2.5584348112920616,15,9,20,3,3.3071708446129273,46,5,6,4.923297799287009,2.0392541835083793,COMPLETE
456,3.1905895559749986,2026-01-06 03:39:07.063607,2026-01-06 03:39:07.225538,0 days 00:00:00.161931,19,11,69,2.620678923266949,15,7,16,6,3.0917444196503396,48,5,9,4.464307053092893,2.3301162025796494,COMPLETE
43,3.1897428782851214,2026-01-06 03:37:16.879474,2026-01-06 03:37:17.036343,0 days 00:00:00.156869,26,11,70,2.6766085766999743,16,8,20,3,3.427025851545527,47,5,10,4.555695748181226,2.5486228503672197,COMPLETE
39,3.1763293405256343,2026-01-06 03:37:15.836148,2026-01-06 03:37:15.991797,0 days 00:00:00.155649,20,15,69,2.492019269598197,19,8,20,3,4.181093756502463,50,5,10,4.519666283657908,2.271707954558232,COMPLETE
