number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
15,0.8165439001682201,2026-01-02 23:08:46.243833,2026-01-02 23:08:48.578153,0 days 00:00:02.334320,11,56,2.7840632923085753,10,5,35,5,1.9040717852365345,44,4,1,5.543493848371857,2.21285811931918,COMPLETE
198,0.8149655247426533,2026-01-02 23:16:06.721866,2026-01-02 23:16:09.104710,0 days 00:00:02.382844,11,46,1.6650487916529948,10,8,36,5,3.8780038548930333,44,4,1,4.049707036010884,2.2516214953895184,COMPLETE
96,0.8143560774284215,2026-01-02 23:11:59.874772,2026-01-02 23:12:01.712996,0 days 00:00:01.838224,20,55,2.186651629005643,3,10,37,8,1.6126700603739823,45,4,8,5.3931103878443025,1.2834140874273514,COMPLETE
72,0.814351326980816,2026-01-02 23:11:08.735467,2026-01-02 23:11:11.288787,0 days 00:00:02.553320,17,56,1.7624069651223067,4,8,32,9,1.992683598891242,45,4,6,3.9363655323898934,1.1116160211659982,COMPLETE
73,0.8140478095979191,2026-01-02 23:11:11.409179,2026-01-02 23:11:13.789641,0 days 00:00:02.380462,19,56,1.6520360327720005,2,9,28,9,1.85569181131881,43,2,4,2.7460434387487664,2.296364679064223,COMPLETE
93,0.8133495981565995,2026-01-02 23:11:52.781220,2026-01-02 23:11:54.997903,0 days 00:00:02.216683,22,60,1.5807760885753903,2,7,29,9,1.8107440119868592,41,2,7,3.7659771383248395,1.7152159293535338,COMPLETE
10,0.813079659672018,2026-01-02 23:08:33.528417,2026-01-02 23:08:35.943498,0 days 00:00:02.415081,18,59,2.1464058640415105,3,6,24,6,3.2575473972379445,35,3,10,3.136333210706823,2.9435641654419213,COMPLETE
31,0.8116258979550581,2026-01-02 23:09:22.425661,2026-01-02 23:09:25.016376,0 days 00:00:02.590715,12,57,1.6845979356927132,4,7,29,8,2.2078500892643325,44,4,3,2.1992838379766546,2.396609486340319,COMPLETE
162,0.8106186425839343,2026-01-02 23:14:32.448880,2026-01-02 23:14:34.644522,0 days 00:00:02.195642,13,56,1.6516010358511053,5,10,27,8,3.4705980880919256,42,2,7,2.274958565530238,2.713038927912492,COMPLETE
99,0.8093611428415406,2026-01-02 23:12:05.849266,2026-01-02 23:12:07.884780,0 days 00:00:02.035514,13,53,1.6022042299017645,2,8,28,9,1.831209966740403,41,2,5,4.751460479553575,1.1643172785081846,COMPLETE
116,0.8067822401936254,2026-01-02 23:12:45.202626,2026-01-02 23:12:47.031035,0 days 00:00:01.828409,19,42,3.20033053973557,2,9,23,9,2.6873167258256467,37,4,8,2.6254508434498125,2.092372039468322,COMPLETE
24,0.8067801664106924,2026-01-02 23:09:07.084409,2026-01-02 23:09:09.387865,0 days 00:00:02.303456,14,52,1.6049040673350328,3,6,37,3,1.6548996499511814,42,2,3,1.6014865752651404,2.487140270372486,COMPLETE
199,0.8061356127455916,2026-01-02 23:16:09.224917,2026-01-02 23:16:11.671750,0 days 00:00:02.446833,16,43,3.224392686052476,6,6,27,10,2.6514584485995214,42,2,9,1.8808474783900082,1.238730499198599,COMPLETE
51,0.8048819870056756,2026-01-02 23:10:14.076606,2026-01-02 23:10:16.383173,0 days 00:00:02.306567,21,58,1.5859156558787828,4,8,30,7,1.8612689398979707,44,2,8,2.8040130640900425,1.4510756188622915,COMPLETE
17,0.8046120020856047,2026-01-02 23:08:51.426699,2026-01-02 23:08:53.807525,0 days 00:00:02.380826,16,45,3.4460211095048914,5,8,21,7,3.7301163879427834,34,3,6,4.340123816987683,2.589622607083297,COMPLETE
69,0.8021519489097704,2026-01-02 23:11:00.360202,2026-01-02 23:11:02.745420,0 days 00:00:02.385218,15,58,1.6589800079041201,3,9,28,6,1.7549241237479274,39,4,6,3.8842942250381434,1.1542455774869034,COMPLETE
11,0.8005906193069308,2026-01-02 23:08:36.056244,2026-01-02 23:08:38.339128,0 days 00:00:02.282884,14,50,1.6029575024999787,2,10,25,5,3.7706647149166344,39,2,5,2.578028508001376,1.2897897441824462,COMPLETE
90,0.7994960203713489,2026-01-02 23:11:45.546262,2026-01-02 23:11:47.790976,0 days 00:00:02.244714,23,53,1.5321500209298098,3,9,39,10,2.8534969199744067,45,2,10,4.099059261198024,1.0262404037176975,COMPLETE
88,0.7983269281030334,2026-01-02 23:11:40.739542,2026-01-02 23:11:43.190027,0 days 00:00:02.450485,12,45,1.7525472866199523,7,10,33,6,3.8395206896673524,35,3,1,5.170061636027109,2.5812947642310604,COMPLETE
148,0.7964117537880006,2026-01-02 23:14:02.503864,2026-01-02 23:14:05.104415,0 days 00:00:02.600551,10,41,1.7852444437077237,5,10,35,6,3.467643982491479,40,4,2,3.1456143492525177,2.6229814256690545,COMPLETE
4,0.7917276850828755,2026-01-02 23:08:19.109289,2026-01-02 23:08:21.420620,0 days 00:00:02.311331,10,41,1.8919657248382904,7,7,38,10,2.313325826908161,44,2,9,3.249047803602669,1.5426980635477918,COMPLETE
102,0.791201486194965,2026-01-02 23:12:13.385064,2026-01-02 23:12:16.456581,0 days 00:00:03.071517,19,46,1.8635548390446148,4,7,22,9,1.7860563959026279,44,1,10,3.754364691684079,1.379803139242894,COMPLETE
6,0.7905859483971179,2026-01-02 23:08:23.825615,2026-01-02 23:08:26.110487,0 days 00:00:02.284872,14,46,1.6271167005720473,9,7,22,5,2.312958305066868,39,1,9,4.783227802521289,2.2751149427104265,COMPLETE
36,0.7905136872970878,2026-01-02 23:09:35.585673,2026-01-02 23:09:38.090418,0 days 00:00:02.504745,15,53,2.222271620489542,2,7,32,9,1.8788618674631101,39,2,10,4.317088815814408,2.1681624604359664,COMPLETE
86,0.7849173215841774,2026-01-02 23:11:36.684105,2026-01-02 23:11:38.570498,0 days 00:00:01.886393,21,60,1.9064729902829587,2,10,33,10,2.1523944682019223,44,2,9,4.412488392253797,1.4892398935292768,COMPLETE
52,0.7848005287023292,2026-01-02 23:10:16.514568,2026-01-02 23:10:18.838883,0 days 00:00:02.324315,14,51,2.3139075785719516,2,8,32,10,1.6540608253950713,44,2,6,2.1636807172315056,1.6146132033367155,COMPLETE
135,0.7844027789166536,2026-01-02 23:13:28.186068,2026-01-02 23:13:30.207246,0 days 00:00:02.021178,14,57,2.2224136588884043,5,10,21,10,3.594299726992057,41,5,9,2.5695989971482147,1.7076033222592293,COMPLETE
18,0.7830356529650109,2026-01-02 23:08:53.933286,2026-01-02 23:08:56.563698,0 days 00:00:02.630412,25,53,1.8542213588140979,4,10,35,4,3.8848214425064684,30,3,1,5.616889755992018,1.7403174005108888,COMPLETE
61,0.782974369216531,2026-01-02 23:10:39.304265,2026-01-02 23:10:41.694512,0 days 00:00:02.390247,13,55,2.0870621135808705,3,10,36,10,2.3634412308648147,45,2,9,5.082913727987802,1.7876845684604106,COMPLETE
60,0.7770339763748354,2026-01-02 23:10:36.646914,2026-01-02 23:10:39.175644,0 days 00:00:02.528730,19,50,1.707953094465204,3,6,40,5,1.9260890269500597,39,2,1,4.026885705135233,1.943258455660274,COMPLETE
76,0.7748892450965897,2026-01-02 23:11:18.791150,2026-01-02 23:11:20.652573,0 days 00:00:01.861423,23,58,1.9637040307742797,3,5,38,7,1.5551994909480786,44,2,5,4.159330719203199,1.5777051612084472,COMPLETE
129,0.7746911497398237,2026-01-02 23:13:13.325199,2026-01-02 23:13:15.517792,0 days 00:00:02.192593,18,52,2.2932292170752495,4,6,20,8,3.1028411126625435,44,5,9,3.105637706399384,2.15104815868893,COMPLETE
75,0.7737689393674275,2026-01-02 23:11:16.723888,2026-01-02 23:11:18.667281,0 days 00:00:01.943393,14,59,1.8755539492198325,2,7,26,10,1.7363654600433929,45,5,7,3.4928440393450297,1.0958481659914252,COMPLETE
155,0.7728632062020414,2026-01-02 23:14:17.874532,2026-01-02 23:14:19.551959,0 days 00:00:01.677427,20,42,1.7558186823358104,9,10,26,10,3.48031897367806,45,5,10,1.7079792084603254,2.1979069395120194,COMPLETE
176,0.7710329983331846,2026-01-02 23:15:09.225405,2026-01-02 23:15:11.754594,0 days 00:00:02.529189,15,49,2.2165056609303826,4,9,22,9,2.8872959044403954,41,5,10,2.375820719147991,1.0693329090060728,COMPLETE
126,0.7709166355275446,2026-01-02 23:13:06.220447,2026-01-02 23:13:08.445731,0 days 00:00:02.225284,22,52,1.7764794685160537,3,9,28,6,3.7217216347697746,37,2,9,3.394444637097962,1.3490127506178835,COMPLETE
14,0.767700775078642,2026-01-02 23:08:43.572188,2026-01-02 23:08:46.006981,0 days 00:00:02.434793,18,57,2.610401623198925,4,8,38,10,2.1046307272511293,40,2,10,1.9189624551265465,2.7944315159066537,COMPLETE
156,0.7674232472141506,2026-01-02 23:14:19.656477,2026-01-02 23:14:21.315823,0 days 00:00:01.659346,10,43,1.6359439968454028,8,7,21,10,2.113004900204587,40,5,7,2.0255376888051737,1.1973595928605922,COMPLETE
192,0.7644807362298318,2026-01-02 23:15:51.196883,2026-01-02 23:15:53.680185,0 days 00:00:02.483302,15,40,2.8843846592295277,7,8,22,10,2.0078689944015116,42,5,6,2.4706226020976776,1.3799115842453071,COMPLETE
141,0.7640451901784697,2026-01-02 23:13:42.578478,2026-01-02 23:13:45.038507,0 days 00:00:02.460029,17,46,1.686572023020414,8,10,23,8,2.422709680838743,45,5,7,3.7053887164300083,1.5141472301842696,COMPLETE
144,0.7634167442297112,2026-01-02 23:13:50.675546,2026-01-02 23:13:53.352709,0 days 00:00:02.677163,19,45,2.326214892441815,5,8,20,8,3.3859799833726365,43,5,6,1.7885536857157627,1.5904897190161145,COMPLETE
154,0.7619798502532347,2026-01-02 23:14:16.026032,2026-01-02 23:14:17.767179,0 days 00:00:01.741147,10,44,1.5471232266597719,3,9,22,10,2.3609789406430197,42,5,10,3.293163786950478,1.7993678889796116,COMPLETE
48,0.7617142151971008,2026-01-02 23:10:06.470388,2026-01-02 23:10:08.737807,0 days 00:00:02.267419,14,59,2.023546165666165,3,10,20,8,1.5473492693622597,43,5,10,2.174727840109238,1.0456476898730047,COMPLETE
149,0.7599903198901478,2026-01-02 23:14:05.234057,2026-01-02 23:14:07.935589,0 days 00:00:02.701532,14,45,2.5690050284831716,2,10,27,10,2.146139301053995,42,5,10,2.2994427420365073,1.395403318678383,COMPLETE
157,0.7598164060363846,2026-01-02 23:14:21.424674,2026-01-02 23:14:23.070634,0 days 00:00:01.645960,10,45,1.8105507396897145,7,8,23,8,1.8412176709482673,44,5,10,3.501811441947738,2.0226550385633604,COMPLETE
118,0.751391261463005,2026-01-02 23:12:48.949635,2026-01-02 23:12:50.676724,0 days 00:00:01.727089,17,44,1.8433966597961244,3,8,25,10,3.0298608783563563,42,5,10,3.2865710638489762,1.7149426463844066,COMPLETE
1,0.7490112343656361,2026-01-02 23:08:11.938490,2026-01-02 23:08:14.213417,0 days 00:00:02.274927,14,51,2.3638900372842313,3,7,23,4,3.0296322368059485,34,4,4,2.1277223729341883,1.5842892970704363,COMPLETE
8,0.7489338635037611,2026-01-02 23:08:28.622360,2026-01-02 23:08:30.947833,0 days 00:00:02.325473,14,44,1.653959819657586,5,10,25,10,1.903053218135011,42,5,7,5.683639435541579,2.616240759128834,COMPLETE
13,0.7472890377483709,2026-01-02 23:08:41.122152,2026-01-02 23:08:43.446482,0 days 00:00:02.324330,12,44,2.7903455808189,2,7,34,7,3.227344345256165,38,1,2,3.2403090583524183,2.873459977473469,COMPLETE
174,0.7456193263211144,2026-01-02 23:15:04.012755,2026-01-02 23:15:06.564032,0 days 00:00:02.551277,11,43,2.9439361472469567,2,7,22,9,3.0316094646645406,39,5,10,2.296292345204604,1.5193418035787718,COMPLETE
169,0.7443181859871938,2026-01-02 23:14:49.291258,2026-01-02 23:14:52.002675,0 days 00:00:02.711417,14,40,1.7895195236574883,10,10,40,7,3.3539390494017285,37,4,2,4.223645435453179,1.7454684107365197,COMPLETE
55,0.7435495227832272,2026-01-02 23:10:24.002568,2026-01-02 23:10:26.416935,0 days 00:00:02.414367,11,46,2.2915581712071154,6,10,40,3,3.346095641142428,37,5,4,3.2637426540713457,1.8206770190483843,COMPLETE
33,0.7420507895261338,2026-01-02 23:09:27.908667,2026-01-02 23:09:30.284840,0 days 00:00:02.376173,11,41,1.8369366846706832,10,10,37,4,3.238347610382633,40,5,1,4.212497587394793,2.6438581797136393,COMPLETE
122,0.7418614387941793,2026-01-02 23:12:56.376164,2026-01-02 23:12:58.841604,0 days 00:00:02.465440,21,53,1.561843387962868,7,9,26,8,3.7236902711259945,43,5,9,3.0548824672180404,1.4476666077320557,COMPLETE
193,0.7411813850441504,2026-01-02 23:15:53.806819,2026-01-02 23:15:56.353281,0 days 00:00:02.546462,15,41,3.153874222973454,3,8,26,9,2.4294380340689337,41,5,9,4.68696709027676,1.3987452586866558,COMPLETE
66,0.7404179203430732,2026-01-02 23:10:52.322262,2026-01-02 23:10:54.684779,0 days 00:00:02.362517,10,47,1.909057008709051,5,10,40,4,3.1204757094454525,42,5,1,4.796523339435033,2.161638347131854,COMPLETE
12,0.7375998849780219,2026-01-02 23:08:38.507160,2026-01-02 23:08:40.991825,0 days 00:00:02.484665,20,47,2.7646116611871587,4,6,35,8,2.839436710186896,41,1,4,1.9063039652448373,2.670604991178476,COMPLETE
35,0.7321211575482591,2026-01-02 23:09:33.037111,2026-01-02 23:09:35.398690,0 days 00:00:02.361579,17,57,2.0487742011224266,3,8,35,10,2.142995109942511,39,5,7,3.0706490671951863,1.5137621672253032,COMPLETE
97,0.727103671507805,2026-01-02 23:12:01.862840,2026-01-02 23:12:03.803574,0 days 00:00:01.940734,18,56,2.1831800219132704,4,6,20,8,1.5137047516183186,40,5,7,2.014060433647346,1.4711308254781845,COMPLETE
2,0.714314001516304,2026-01-02 23:08:14.347783,2026-01-02 23:08:16.567181,0 days 00:00:02.219398,11,52,1.841048247374583,7,5,30,4,3.8722138431333333,30,4,4,5.845344148835517,2.6167946962329225,COMPLETE
91,0.7100531067254837,2026-01-02 23:11:48.043487,2026-01-02 23:11:50.003940,0 days 00:00:01.960453,10,44,1.5458634297354923,8,8,40,4,3.550132311064497,36,5,1,3.311686819133275,2.298528628625983,COMPLETE
5,0.7052494622650848,2026-01-02 23:08:21.531472,2026-01-02 23:08:23.704521,0 days 00:00:02.173049,13,60,3.044489538593315,9,9,22,7,1.513805292809006,31,1,8,5.169576428046754,2.4137146876952342,COMPLETE
3,0.7040219394035891,2026-01-02 23:08:16.705265,2026-01-02 23:08:18.986766,0 days 00:00:02.281501,20,59,2.017559963200034,6,10,22,6,2.2792776902235277,30,4,2,3.8403060953001487,2.0934205586865593,COMPLETE
101,0.6828365698240768,2026-01-02 23:12:10.353948,2026-01-02 23:12:13.209662,0 days 00:00:02.855714,11,52,2.05742052710133,8,10,38,6,3.7852164899956877,40,5,2,3.8726307473104358,2.847219467577924,COMPLETE
183,0.6718644728059898,2026-01-02 23:15:27.830659,2026-01-02 23:15:30.345990,0 days 00:00:02.515331,14,44,1.5942418059985721,8,10,39,8,3.9073516454794555,39,5,2,5.36145618768629,2.623047027469249,COMPLETE
25,0.6676701197880217,2026-01-02 23:09:09.520878,2026-01-02 23:09:11.814576,0 days 00:00:02.293698,10,44,1.838373975651177,9,10,37,7,3.9904526546743595,38,5,2,2.940222993130781,2.368379276936106,COMPLETE
19,0.6520727229627873,2026-01-02 23:08:56.782389,2026-01-02 23:08:58.962451,0 days 00:00:02.180062,15,48,3.202273343033714,9,8,40,10,1.9237318667152312,34,1,7,4.005605681062576,2.872309548321562,COMPLETE
20,0.6416831918039951,2026-01-02 23:08:59.187873,2026-01-02 23:09:01.506683,0 days 00:00:02.318810,12,43,2.1242370957298853,6,9,38,7,3.6137555140438655,39,5,4,4.504964356739052,2.464242705282037,COMPLETE
26,-20.0,2026-01-02 23:09:11.951309,2026-01-02 23:09:12.136694,0 days 00:00:00.185385,13,55,2.2186078596508754,3,5,38,4,1.706090938028386,38,5,3,2.7668851942425294,2.356983909468301,COMPLETE
22,-20.0,2026-01-02 23:09:04.353483,2026-01-02 23:09:04.459968,0 days 00:00:00.106485,16,57,1.526415804619187,4,5,40,5,3.080996379907808,40,5,7,2.812564827196585,2.7578751568367923,COMPLETE
81,-20.0,2026-01-02 23:11:28.595489,2026-01-02 23:11:28.703341,0 days 00:00:00.107852,17,57,1.9844383355953166,2,5,39,4,2.543274082735733,43,5,2,3.7037034024482853,1.6047080358310057,COMPLETE
