number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
160,3.036284453505068,2026-01-06 00:29:58.467766,2026-01-06 00:29:58.646377,0 days 00:00:00.178611,17,9,70,2.9742142941689393,11,10,18,3,3.484363138959376,38,5,7,3.743230270823079,3.3013913733814473,COMPLETE
493,3.0276157890354334,2026-01-06 00:31:47.231086,2026-01-06 00:31:47.413637,0 days 00:00:00.182551,28,11,69,3.9751691274307626,14,6,17,4,2.4330035916914556,35,5,9,4.02781262076544,2.023632957335555,COMPLETE
462,3.02179390690558,2026-01-06 00:31:37.763140,2026-01-06 00:31:37.958769,0 days 00:00:00.195629,30,11,69,3.94925063577929,8,6,18,3,3.0827676110927325,50,5,8,4.183709033774159,2.852083228966135,COMPLETE
217,2.9970701699732953,2026-01-06 00:30:18.293913,2026-01-06 00:30:18.529097,0 days 00:00:00.235184,26,11,70,3.6375905089454763,15,7,17,3,3.008615227746827,50,5,9,5.5209073813653955,2.9792193116978685,COMPLETE
324,2.982305428358418,2026-01-06 00:30:50.689779,2026-01-06 00:30:50.878566,0 days 00:00:00.188787,12,9,70,3.8208284311213228,9,7,20,3,2.0245643520971535,34,4,10,4.228307904450054,2.996365652931369,COMPLETE
166,2.9718097826772856,2026-01-06 00:30:00.226386,2026-01-06 00:30:00.452521,0 days 00:00:00.226135,30,10,71,3.5127601929529217,5,6,20,3,2.042506659041107,49,5,2,3.5920411404791484,2.9181839376917735,COMPLETE
371,2.961652043955424,2026-01-06 00:31:04.921398,2026-01-06 00:31:05.101294,0 days 00:00:00.179896,13,11,71,3.418319687650565,15,9,22,4,4.0599195643512775,41,5,6,4.409538590647554,3.3414422703416946,COMPLETE
472,2.9489719030779624,2026-01-06 00:31:41.041340,2026-01-06 00:31:41.219304,0 days 00:00:00.177964,28,18,71,2.3706948209504533,16,8,21,3,4.080758573086717,46,5,3,4.841889456447297,3.3196796178439945,COMPLETE
421,2.9398743643836114,2026-01-06 00:31:23.808882,2026-01-06 00:31:24.010319,0 days 00:00:00.201437,29,13,72,3.6367922290394215,6,6,17,3,3.2473961613449283,48,5,7,3.2264262309176663,2.9142577073315286,COMPLETE
369,2.9396386893132314,2026-01-06 00:31:04.289146,2026-01-06 00:31:04.522109,0 days 00:00:00.232963,13,12,71,3.289603847462717,11,10,19,4,3.744936401963206,41,5,7,4.685280329864619,3.3229368056058717,COMPLETE
423,2.9387746860761528,2026-01-06 00:31:24.562068,2026-01-06 00:31:24.789165,0 days 00:00:00.227097,30,10,71,3.6652087611685893,6,6,18,3,3.5348671917641044,44,4,5,3.8107727082781495,3.2578935411090644,COMPLETE
243,2.9303634959084928,2026-01-06 00:30:26.563944,2026-01-06 00:30:26.746471,0 days 00:00:00.182527,30,17,70,2.3280357740592885,15,9,20,3,4.378052554601643,44,5,2,4.627008683645707,3.181853540600908,COMPLETE
416,2.9217990430267444,2026-01-06 00:31:22.107291,2026-01-06 00:31:22.326152,0 days 00:00:00.218861,15,12,70,3.7731823790088734,14,8,21,5,4.123471356902222,42,5,7,4.23891112827854,3.4007995414853998,COMPLETE
307,2.9192552320073335,2026-01-06 00:30:45.683751,2026-01-06 00:30:45.864053,0 days 00:00:00.180302,22,15,70,2.2230950793094033,11,10,17,5,4.467629749399224,48,5,2,4.487576105238298,3.3198787886900467,COMPLETE
419,2.9092849311665394,2026-01-06 00:31:23.109816,2026-01-06 00:31:23.320353,0 days 00:00:00.210537,28,10,67,3.626120632261899,6,6,18,3,3.0127801717891085,50,5,4,3.7552730044757037,3.054587728627287,COMPLETE
135,2.902707553372051,2026-01-06 00:29:50.408741,2026-01-06 00:29:50.596503,0 days 00:00:00.187762,22,11,67,3.403932153171773,12,9,17,3,2.879661024797385,39,4,5,3.9918912835618228,3.2698077021422502,COMPLETE
333,2.8978124305640405,2026-01-06 00:30:53.396093,2026-01-06 00:30:53.577100,0 days 00:00:00.181007,27,18,69,2.66206486132292,19,9,25,4,4.282779837641404,41,5,2,4.694810500356259,3.1972846724010036,COMPLETE
118,2.8956418122359815,2026-01-06 00:29:45.040033,2026-01-06 00:29:45.226319,0 days 00:00:00.186286,25,13,70,3.6936445481725144,11,7,20,3,2.5496991735651995,39,5,6,4.355732459299923,2.1489655229349034,COMPLETE
203,2.8927647550318425,2026-01-06 00:30:13.390002,2026-01-06 00:30:13.570005,0 days 00:00:00.180003,28,11,70,3.9239736725435876,18,7,18,4,2.955866208441587,39,4,8,5.912663103764289,3.254297405730889,COMPLETE
95,2.8886797575723073,2026-01-06 00:29:37.944607,2026-01-06 00:29:38.132347,0 days 00:00:00.187740,15,9,70,3.9456396912316505,8,7,21,4,2.1112087085319695,33,4,7,4.414233475592967,3.439880329377873,COMPLETE
265,2.8841701741351473,2026-01-06 00:30:33.703099,2026-01-06 00:30:33.882265,0 days 00:00:00.179166,30,17,69,2.9174674806473577,16,10,25,4,4.168702389710543,42,5,2,4.738468173269968,2.9903006389061155,COMPLETE
298,2.8832299318574153,2026-01-06 00:30:43.188807,2026-01-06 00:30:43.366892,0 days 00:00:00.178085,20,14,71,3.7680229977713156,13,7,24,4,2.890590920838779,42,5,5,4.133955658556869,2.5675067346655336,COMPLETE
259,2.8811973974004323,2026-01-06 00:30:31.705972,2026-01-06 00:30:31.930428,0 days 00:00:00.224456,20,14,61,3.583752227445304,15,7,19,3,2.4357320259987794,50,5,7,5.887971514531099,3.489862008992322,COMPLETE
77,2.8791430908254823,2026-01-06 00:29:32.283874,2026-01-06 00:29:32.469414,0 days 00:00:00.185540,23,13,71,3.7180314523879776,10,7,25,4,2.7464269295106964,40,5,3,3.9589748574963854,2.686906488584795,COMPLETE
321,2.874911829166517,2026-01-06 00:30:49.858945,2026-01-06 00:30:50.040318,0 days 00:00:00.181373,30,18,65,2.500084852505075,6,10,21,3,3.870639359697493,50,5,3,4.408800175041301,2.6667161748303863,COMPLETE
175,2.8733436716127807,2026-01-06 00:30:03.269613,2026-01-06 00:30:03.448543,0 days 00:00:00.178930,26,10,68,2.1039777067005203,7,10,18,5,2.273242509682422,46,5,2,3.295063209901143,3.269345760475181,COMPLETE
285,2.8704110727120375,2026-01-06 00:30:39.359505,2026-01-06 00:30:39.541667,0 days 00:00:00.182162,19,17,68,3.9771741966443748,10,8,19,5,2.755904621796969,49,5,7,4.672872690449782,2.82469233175228,COMPLETE
257,2.869591802565252,2026-01-06 00:30:31.129938,2026-01-06 00:30:31.311505,0 days 00:00:00.181567,23,15,59,3.722581989636393,17,7,20,3,2.27956675181562,50,5,8,5.889641538487399,3.3796260130757028,COMPLETE
181,2.866054097313836,2026-01-06 00:30:05.593485,2026-01-06 00:30:05.800056,0 days 00:00:00.206571,20,12,69,3.265945466153738,14,9,18,4,2.427243383865376,41,4,5,4.408774453980095,2.6867417903244037,COMPLETE
250,2.8654658004637747,2026-01-06 00:30:28.754948,2026-01-06 00:30:28.992739,0 days 00:00:00.237791,24,16,67,2.460738603506639,5,9,19,4,3.817872265575342,47,5,2,4.444854498415319,3.1127516289618065,COMPLETE
267,2.8648095376379934,2026-01-06 00:30:34.393575,2026-01-06 00:30:34.569528,0 days 00:00:00.175953,18,16,62,3.9197897173469904,12,7,19,5,2.64179195872401,48,5,7,5.24124964477341,3.131342508419614,COMPLETE
90,2.8642047386097524,2026-01-06 00:29:36.313237,2026-01-06 00:29:36.528425,0 days 00:00:00.215188,20,10,58,3.7529499925158056,10,8,19,3,2.47730405170298,36,4,5,4.2385845981405135,3.2324731725846125,COMPLETE
311,2.8641149066871905,2026-01-06 00:30:46.901373,2026-01-06 00:30:47.080901,0 days 00:00:00.179528,15,13,73,3.146764138872793,20,7,17,4,2.0676676910563865,50,5,6,5.697034374427782,3.428736605927242,COMPLETE
361,2.862948613894507,2026-01-06 00:31:01.741646,2026-01-06 00:31:01.941497,0 days 00:00:00.199851,29,15,64,2.444778618207354,19,10,18,3,4.234172873161385,46,5,2,4.698336373534602,3.1955363867296094,COMPLETE
496,2.862061448146038,2026-01-06 00:31:48.046256,2026-01-06 00:31:48.224046,0 days 00:00:00.177790,28,14,70,3.246274143630938,9,6,21,5,2.9680794657818526,44,5,4,4.426373827561181,2.2774420376826883,COMPLETE
313,2.8593827776989515,2026-01-06 00:30:47.485830,2026-01-06 00:30:47.663421,0 days 00:00:00.177591,16,12,73,3.0320794111375724,6,7,19,3,2.656765023100221,31,5,10,4.433910747825569,2.848431850093778,COMPLETE
98,2.858435610219906,2026-01-06 00:29:38.902343,2026-01-06 00:29:39.075437,0 days 00:00:00.173094,17,11,70,3.5226380057122095,6,7,21,4,2.6740976633708127,33,4,10,4.334254126664468,3.3193308369188004,COMPLETE
163,2.852759625325932,2026-01-06 00:29:59.340237,2026-01-06 00:29:59.518892,0 days 00:00:00.178655,29,12,56,2.2584201299952453,7,9,19,3,2.3092850257837334,49,5,3,3.412376706922892,3.1787120587135598,COMPLETE
54,2.849768113319729,2026-01-06 00:29:25.011895,2026-01-06 00:29:25.235083,0 days 00:00:00.223188,27,12,72,3.8151216277692477,20,6,18,4,2.672923878948114,35,4,7,5.754225873055387,2.862208276028016,COMPLETE
355,2.8488305195619983,2026-01-06 00:30:59.883164,2026-01-06 00:31:00.079782,0 days 00:00:00.196618,18,16,72,2.1176110045869834,7,8,21,4,3.7395552241003926,50,5,3,4.8654378132638,2.845300264057541,COMPLETE
446,2.8481600539417817,2026-01-06 00:31:32.687473,2026-01-06 00:31:32.869589,0 days 00:00:00.182116,13,13,68,3.615287273057901,13,8,18,5,4.196090943212917,41,5,5,4.284529765848046,3.305258851938602,COMPLETE
228,2.848031926782928,2026-01-06 00:30:22.109627,2026-01-06 00:30:22.289254,0 days 00:00:00.179627,23,15,64,2.2990766410100703,10,10,19,4,3.49296685388168,46,5,2,4.34763133735466,3.377152819536318,COMPLETE
398,2.8457595282048462,2026-01-06 00:31:16.159587,2026-01-06 00:31:16.386432,0 days 00:00:00.226845,29,19,71,2.8401348476132724,18,10,24,5,4.149535164191568,42,5,2,4.423971556402902,2.848869890416812,COMPLETE
352,2.845462957431063,2026-01-06 00:30:59.030719,2026-01-06 00:30:59.209424,0 days 00:00:00.178705,28,16,70,2.2853503239929664,15,7,18,3,3.933028437182584,44,4,3,4.605840349983856,2.5211047107765716,COMPLETE
381,2.845299079298424,2026-01-06 00:31:08.621888,2026-01-06 00:31:08.862399,0 days 00:00:00.240511,13,9,70,3.953408589906383,11,6,22,5,2.0348545527661206,34,4,9,4.336601368661722,2.898589742348224,COMPLETE
475,2.8450980283041085,2026-01-06 00:31:41.921436,2026-01-06 00:31:42.109806,0 days 00:00:00.188370,12,11,68,3.2027534519584764,16,7,23,3,4.147586579161252,40,5,6,4.608866296024617,3.3270075392926852,COMPLETE
260,2.840805513269637,2026-01-06 00:30:32.110708,2026-01-06 00:30:32.308176,0 days 00:00:00.197468,17,14,47,3.893687368373998,11,6,18,3,2.6339772883092225,49,5,5,5.521994306512735,3.4861847618956574,COMPLETE
245,2.837868084073721,2026-01-06 00:30:27.282278,2026-01-06 00:30:27.461921,0 days 00:00:00.179643,24,14,56,3.8816533996343905,14,7,20,3,2.839570960194205,50,5,7,5.953233477209947,2.6894196900790535,COMPLETE
338,2.8371321942396164,2026-01-06 00:30:54.824582,2026-01-06 00:30:55.005459,0 days 00:00:00.180877,25,18,68,3.089920257096928,20,9,22,3,3.6528020530273575,37,5,3,4.43463902410644,3.02303468599227,COMPLETE
417,2.8362519914757387,2026-01-06 00:31:22.457842,2026-01-06 00:31:22.661337,0 days 00:00:00.203495,14,11,68,3.5616452608016567,11,7,18,6,4.4031986626843045,38,5,9,3.9086222421194767,3.3048704756009477,COMPLETE
488,2.8343477027342057,2026-01-06 00:31:45.653288,2026-01-06 00:31:45.848724,0 days 00:00:00.195436,28,10,64,3.933024363958893,6,6,20,3,3.036373566464577,48,5,9,4.575269214403027,2.9139837481935063,COMPLETE
225,2.834219535127756,2026-01-06 00:30:21.166819,2026-01-06 00:30:21.348410,0 days 00:00:00.181591,26,11,60,2.9252214984364113,19,7,16,5,2.8181284996769844,50,5,7,5.626661239283229,3.488562432232164,COMPLETE
412,2.8309047910577063,2026-01-06 00:31:20.751500,2026-01-06 00:31:20.953054,0 days 00:00:00.201554,20,14,66,3.712754953331905,16,8,17,3,2.5163349156374024,49,5,7,5.776365519085872,3.440776718906556,COMPLETE
149,2.82654214657923,2026-01-06 00:29:54.574026,2026-01-06 00:29:54.780691,0 days 00:00:00.206665,30,12,64,3.894620013107624,5,8,21,3,2.282777875962016,48,5,2,3.608367190991573,2.9089038772839033,COMPLETE
499,2.825061932071369,2026-01-06 00:31:48.933773,2026-01-06 00:31:49.112211,0 days 00:00:00.178438,30,12,65,3.8709509416742276,16,8,18,4,3.2880630939694586,50,5,7,5.242916606564915,2.697664030536875,COMPLETE
179,2.822833070535782,2026-01-06 00:30:04.830783,2026-01-06 00:30:05.176939,0 days 00:00:00.346156,17,12,73,3.657143341777336,14,9,18,3,2.4243544254951397,40,4,6,4.944191427356907,2.9658558685202645,COMPLETE
233,2.8220385801535186,2026-01-06 00:30:23.587610,2026-01-06 00:30:23.770000,0 days 00:00:00.182390,23,13,47,3.606532957907219,15,7,19,3,2.890376240013171,49,5,9,5.897704941938882,2.8603615785908083,COMPLETE
319,2.8207565726338415,2026-01-06 00:30:49.348988,2026-01-06 00:30:49.532422,0 days 00:00:00.183434,18,11,61,2.0271951615234927,9,10,15,5,4.222472119170674,48,5,3,4.586043398205884,3.3755923636597225,COMPLETE
478,2.8202670870205857,2026-01-06 00:31:42.743218,2026-01-06 00:31:42.923471,0 days 00:00:00.180253,28,10,72,3.6998679916084094,5,7,19,3,3.4910425463565593,46,4,5,3.9232145073633626,2.855901272604272,COMPLETE
126,2.8198580592843094,2026-01-06 00:29:47.581255,2026-01-06 00:29:47.785229,0 days 00:00:00.203974,30,13,73,2.871178570686742,9,9,20,5,2.010170500507377,49,5,3,4.004268255569421,3.086832181370723,COMPLETE
291,2.814945693703942,2026-01-06 00:30:41.108300,2026-01-06 00:30:41.283575,0 days 00:00:00.175275,21,13,54,3.820704780137428,13,7,19,3,2.1775485654802202,47,5,5,5.849073338136454,3.4839411979561703,COMPLETE
139,2.813377204502941,2026-01-06 00:29:51.670063,2026-01-06 00:29:51.850519,0 days 00:00:00.180456,26,12,67,3.0792349959213507,11,9,16,5,2.2974708392256518,47,5,2,4.305462447026776,3.1820875533774546,COMPLETE
395,2.8118770901452215,2026-01-06 00:31:15.074647,2026-01-06 00:31:15.293717,0 days 00:00:00.219070,26,14,64,2.1534613522390713,6,9,17,3,4.247469964002594,45,5,2,5.215737840579775,3.2079411542428673,COMPLETE
422,2.81166959330875,2026-01-06 00:31:24.139451,2026-01-06 00:31:24.360358,0 days 00:00:00.220907,29,11,59,3.7551514450354753,10,6,18,5,3.462331463845194,46,5,6,3.051373634937995,2.571552043223087,COMPLETE
461,2.80866667607133,2026-01-06 00:31:37.388161,2026-01-06 00:31:37.620975,0 days 00:00:00.232814,29,13,69,3.9675505474764243,20,7,20,5,2.9780332724563783,37,4,8,5.679970215514788,3.1222627809076267,COMPLETE
151,2.808621646830865,2026-01-06 00:29:55.197106,2026-01-06 00:29:55.407947,0 days 00:00:00.210841,24,13,64,2.1966980536917022,8,9,20,5,2.571040573061798,46,5,2,3.7362615765894076,3.312733976899049,COMPLETE
246,2.8069328025530056,2026-01-06 00:30:27.575243,2026-01-06 00:30:27.758053,0 days 00:00:00.182810,23,12,44,3.9039423803336275,15,6,20,3,3.4625534183450517,50,5,10,5.888711394927104,3.0675962424062737,COMPLETE
110,2.8054448412356554,2026-01-06 00:29:42.474217,2026-01-06 00:29:42.657415,0 days 00:00:00.183198,27,12,72,3.7305782396782297,11,9,25,3,2.7888965725854744,42,5,2,4.079918892222501,3.1667733184169076,COMPLETE
489,2.802614744958111,2026-01-06 00:31:45.962127,2026-01-06 00:31:46.138146,0 days 00:00:00.176019,26,17,63,2.162201582647411,16,8,19,4,3.9491137200975728,46,5,6,5.783475155834243,3.41540113023932,COMPLETE
314,2.8006286801622986,2026-01-06 00:30:47.777584,2026-01-06 00:30:47.967331,0 days 00:00:00.189747,20,13,73,2.1264093639298505,13,10,19,6,4.36801682935161,46,5,2,4.176521766980364,2.8136440277931345,COMPLETE
474,2.799729802142526,2026-01-06 00:31:41.623603,2026-01-06 00:31:41.798904,0 days 00:00:00.175301,30,9,62,3.824067950220341,9,6,20,3,3.583064723130926,49,4,10,3.620978787347002,3.0256690188503885,COMPLETE
350,2.7974628697992787,2026-01-06 00:30:58.438058,2026-01-06 00:30:58.631364,0 days 00:00:00.193306,13,9,73,3.979447436669495,7,8,21,6,2.0223617444816466,37,5,8,5.02998005377369,3.4608037154654636,COMPLETE
476,2.7956142882159063,2026-01-06 00:31:42.226774,2026-01-06 00:31:42.410444,0 days 00:00:00.183670,24,15,59,2.4051423133639793,18,8,25,3,3.260152012656004,46,5,2,4.7975454385472505,3.1093404966879556,COMPLETE
343,2.7939636723552774,2026-01-06 00:30:56.409599,2026-01-06 00:30:56.597921,0 days 00:00:00.188322,30,18,50,2.7248613148139493,6,9,21,3,3.7271398772812914,50,5,4,4.780785301106101,2.9149504913473416,COMPLETE
469,2.7918356731157803,2026-01-06 00:31:39.974831,2026-01-06 00:31:40.184427,0 days 00:00:00.209596,28,14,49,3.5974009098256983,6,6,19,3,3.643272150656569,47,5,2,4.041937041864881,2.650573696202788,COMPLETE
498,2.7917973427635263,2026-01-06 00:31:48.636322,2026-01-06 00:31:48.823321,0 days 00:00:00.186999,22,12,58,3.7245653681558655,13,6,20,3,2.4033031211638027,34,5,5,4.511259785914511,2.21519228958769,COMPLETE
305,2.790418707030708,2026-01-06 00:30:45.087788,2026-01-06 00:30:45.269558,0 days 00:00:00.181770,29,18,58,2.17363996468723,11,7,25,3,3.817973832550943,43,5,3,4.881539052160291,3.4108481692435464,COMPLETE
309,2.7868385785985845,2026-01-06 00:30:46.289148,2026-01-06 00:30:46.484578,0 days 00:00:00.195430,22,14,58,2.3988434733987787,14,9,15,5,3.6649493235094006,45,5,3,3.8960447863896652,3.265254009865046,COMPLETE
214,2.786004773286727,2026-01-06 00:30:17.126436,2026-01-06 00:30:17.356642,0 days 00:00:00.230206,28,11,60,2.086561262469973,6,9,18,8,2.9701641051559715,46,5,2,3.8826225292870804,3.4270882970310352,COMPLETE
366,2.785292128764269,2026-01-06 00:31:03.332078,2026-01-06 00:31:03.509134,0 days 00:00:00.177056,26,14,64,2.5324747976740154,16,10,22,3,4.394487860783648,45,5,2,4.61278121511262,3.0683587470877383,COMPLETE
247,2.7843078122082145,2026-01-06 00:30:27.893968,2026-01-06 00:30:28.090703,0 days 00:00:00.196735,23,15,61,3.5932317269858234,17,6,24,3,3.7077204565165864,50,5,9,5.906206132025169,3.3085393113072876,COMPLETE
229,2.7841771540061284,2026-01-06 00:30:22.399296,2026-01-06 00:30:22.578611,0 days 00:00:00.179315,26,17,74,2.4180142903361865,12,10,18,3,3.740785623245953,43,5,3,4.84727756789539,3.3427601476517053,COMPLETE
