number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,state
645,3.1672081979303397,2026-01-07 05:12:55.419064,2026-01-07 05:12:55.574568,0 days 00:00:00.155504,49,10,37,2.5888637750296017,8,10,17,8,3,0.12274341580715027,3.2859181245350593,30,1,2,4.210896762255132,2.077933173209947,0.20625627977870958,COMPLETE
272,3.1672081979303397,2026-01-07 05:10:50.770209,2026-01-07 05:10:50.939106,0 days 00:00:00.168897,22,9,34,2.214658584931473,5,7,15,11,4,0.2024531627175759,3.9914257694272055,32,4,7,5.299709963435557,1.568542209511131,0.17130951947959983,COMPLETE
1065,3.1672081979303397,2026-01-07 05:15:17.925698,2026-01-07 05:15:18.095365,0 days 00:00:00.169667,19,11,33,3.3322511704215225,7,6,17,15,3,0.17180948189746925,3.2854431961923836,30,5,6,3.8459930966123568,1.5615258718555092,0.0781721137472778,COMPLETE
1303,3.1672081979303397,2026-01-07 05:16:41.631246,2026-01-07 05:16:41.818903,0 days 00:00:00.187657,37,10,32,2.1912984807554015,7,6,17,12,3,0.08222237104820332,3.672133358303458,31,3,3,4.013617401090279,2.078910863269149,0.29400285764178163,COMPLETE
1113,3.1672081979303397,2026-01-07 05:15:35.121479,2026-01-07 05:15:35.352082,0 days 00:00:00.230603,43,10,31,2.007450571618398,3,11,17,20,3,0.11064154082921152,3.4701161712553703,30,3,6,4.730082725048166,2.491833894855813,0.18112155978042155,COMPLETE
1870,3.1635704575252603,2026-01-07 05:20:08.830545,2026-01-07 05:20:09.012539,0 days 00:00:00.181994,42,6,37,2.3217952179226526,4,7,17,7,3,0.07207780446967327,3.441586936854516,27,4,5,5.983947596047543,3.6492101994136075,0.19263083778772427,COMPLETE
570,3.1589771667742093,2026-01-07 05:12:29.546119,2026-01-07 05:12:29.780068,0 days 00:00:00.233949,20,7,39,3.0973182834465227,3,9,12,14,5,0.2723735033343614,3.9931533814152522,34,3,10,4.579615911659268,2.2320823753321077,0.26516279287236105,COMPLETE
1498,3.1589771667742093,2026-01-07 05:17:52.767052,2026-01-07 05:17:52.943729,0 days 00:00:00.176677,33,7,38,2.6095054615949476,6,6,12,12,5,0.07710115093422935,3.581788549060443,32,3,2,4.574678874940691,2.498197546395766,0.20903821219615482,COMPLETE
316,3.155483214487315,2026-01-07 05:11:04.901519,2026-01-07 05:11:05.114961,0 days 00:00:00.213442,25,11,39,2.5969033691360774,6,7,13,12,6,0.18029708977882364,3.7505754492051286,31,5,6,5.243378620833129,1.5259619009446035,0.18260040957085505,COMPLETE
1582,3.1553705001390457,2026-01-07 05:18:22.784432,2026-01-07 05:18:22.965881,0 days 00:00:00.181449,13,6,31,3.178569549608234,8,6,12,13,5,0.29265819262581516,2.822514822935807,32,1,9,4.600183359154891,1.5376595667825743,0.2696464542458723,COMPLETE
739,3.1553705001390457,2026-01-07 05:13:26.436350,2026-01-07 05:13:26.594198,0 days 00:00:00.157848,45,7,33,2.200377333279293,3,7,15,18,4,0.07202708106362736,2.659363036896155,32,4,4,4.451297817978254,1.6055601818257776,0.2609254117719029,COMPLETE
1236,3.1553705001390457,2026-01-07 05:16:17.890328,2026-01-07 05:16:18.075774,0 days 00:00:00.185446,25,7,36,2.6776597797501225,4,7,13,8,4,0.23343051848828622,3.138868904423461,34,5,2,3.7208350772636463,3.396893664844238,0.16038889533127593,COMPLETE
1779,3.1553705001390457,2026-01-07 05:19:35.195146,2026-01-07 05:19:35.381614,0 days 00:00:00.186468,19,7,37,3.164032534834198,5,10,15,17,4,0.21766116218114914,3.2880715464915022,32,2,7,4.293590179805734,2.322131227642521,0.28671136668491526,COMPLETE
899,3.1553689246773997,2026-01-07 05:14:19.777555,2026-01-07 05:14:19.945396,0 days 00:00:00.167841,49,12,41,2.487505973716182,9,9,20,9,2,0.1233897738225368,3.414331791417811,30,2,5,3.929268992733082,2.6035422565278727,0.25045282869294394,COMPLETE
618,3.155075025075897,2026-01-07 05:12:46.471510,2026-01-07 05:12:46.658025,0 days 00:00:00.186515,50,7,39,2.4376216597562723,5,12,17,11,3,0.03886034643333307,3.9442768513119897,40,5,5,4.0271163988517085,1.8912367700557637,0.2857564093603621,COMPLETE
1177,3.155075025075897,2026-01-07 05:15:57.750286,2026-01-07 05:15:58.053187,0 days 00:00:00.302901,16,7,38,3.6480795832646713,7,7,18,16,3,0.1686816215880727,3.1761558526509823,36,3,7,3.631126738914674,1.8353281535945536,0.13650784895788234,COMPLETE
724,3.142993414420653,2026-01-07 05:13:21.474521,2026-01-07 05:13:21.671337,0 days 00:00:00.196816,14,7,40,2.8677528552464353,4,11,14,17,4,0.28886445474203826,4.100161359289451,40,3,8,4.132517799048051,1.9903909582212678,0.27143112441787814,COMPLETE
984,3.133136173731107,2026-01-07 05:14:49.378105,2026-01-07 05:14:49.538242,0 days 00:00:00.160137,50,14,38,2.2423503840141845,8,8,15,10,4,0.03960998829213053,3.1152649625271915,28,1,2,4.10884842484994,2.701999345258677,0.19524189689289276,COMPLETE
236,3.1291261161347523,2026-01-07 05:10:39.012489,2026-01-07 05:10:39.164197,0 days 00:00:00.151708,13,10,35,2.2278171629598273,4,6,12,15,5,0.17965617137892112,3.2958296687229396,34,4,7,4.816388887761647,2.1142062134841555,0.09818604541749054,COMPLETE
223,3.1291261161347523,2026-01-07 05:10:34.795160,2026-01-07 05:10:35.086702,0 days 00:00:00.291542,10,14,31,2.2173227753631117,7,9,17,7,3,0.23217068380885914,2.992235860747603,28,4,8,4.622742772749642,1.5816173875522888,0.12088185283344902,COMPLETE
1214,3.1291261161347523,2026-01-07 05:16:10.483762,2026-01-07 05:16:10.655734,0 days 00:00:00.171972,16,12,31,3.6341547803773,7,7,14,15,4,0.17369403560110777,3.315426491222653,31,5,5,3.4571767934332223,1.6094675594914805,0.10326442781061193,COMPLETE
659,3.1291261161347523,2026-01-07 05:12:59.808618,2026-01-07 05:12:59.973712,0 days 00:00:00.165094,44,12,34,2.315281504718941,5,7,14,14,4,0.07098325275677507,4.115509998256839,32,2,4,5.52047997473734,2.8980785367997464,0.18801226494817116,COMPLETE
1036,3.1291261161347523,2026-01-07 05:15:08.092342,2026-01-07 05:15:08.307222,0 days 00:00:00.214880,16,10,30,3.392838450641431,5,7,15,13,4,0.23598376679036578,3.7026543479015026,33,3,8,4.403106407823455,1.835773660808556,0.29726326274079434,COMPLETE
1580,3.1291261161347523,2026-01-07 05:18:22.053198,2026-01-07 05:18:22.237377,0 days 00:00:00.184179,18,9,35,2.8774418634237655,6,5,13,16,5,0.1479413798435961,3.166000694164478,33,3,7,5.265497646165585,1.5921069151839895,0.29371367029145123,COMPLETE
544,3.1277117468839757,2026-01-07 05:12:20.679222,2026-01-07 05:12:20.830022,0 days 00:00:00.150800,15,9,38,2.5201987785136275,7,10,18,15,3,0.28636096201000916,3.3784184388117207,30,5,7,3.9936066062445645,1.6708706338114843,0.10333472570729885,COMPLETE
87,3.1277117468839757,2026-01-07 05:09:51.357862,2026-01-07 05:09:51.503471,0 days 00:00:00.145609,19,9,39,2.6927598737762777,3,12,13,12,6,0.2855059235603052,2.17022783200154,27,2,8,5.447788001678555,2.0609163019512744,0.19573858160065066,COMPLETE
823,3.1277117468839757,2026-01-07 05:13:54.388914,2026-01-07 05:13:54.557753,0 days 00:00:00.168839,48,10,39,2.376645382090958,3,5,17,18,3,0.007388321759448188,2.778875630461803,29,4,3,4.640853903046773,1.9563258515862512,0.25461525268510354,COMPLETE
203,3.1277117468839757,2026-01-07 05:10:28.180488,2026-01-07 05:10:28.383153,0 days 00:00:00.202665,26,10,38,2.070353655812095,8,12,17,8,3,0.13573967970537879,3.7638918848843392,27,4,7,4.857058070115804,2.3624260157278787,0.1051861662962201,COMPLETE
953,3.1277117468839757,2026-01-07 05:14:38.512378,2026-01-07 05:14:38.692263,0 days 00:00:00.179885,48,11,38,2.3783344915653664,7,9,21,12,2,0.106343695664393,3.5683144713353117,25,1,4,3.470287018199039,2.490429638957975,0.1856640888844848,COMPLETE
1075,3.1269149750204734,2026-01-07 05:15:21.873207,2026-01-07 05:15:22.135418,0 days 00:00:00.262211,45,6,32,2.4075010650050492,4,15,14,9,3,0.030179925464205365,3.8328380585807214,46,4,5,5.12751087226252,1.5267935912121033,0.23416338933408587,COMPLETE
1632,3.1201601938006758,2026-01-07 05:18:41.150735,2026-01-07 05:18:41.328724,0 days 00:00:00.177989,27,8,37,2.1813209758784984,3,10,16,20,4,0.12025821810209533,3.5795184646707305,32,3,10,4.6938297870154555,1.5602931626218044,0.1979965439400891,COMPLETE
401,3.1201601938006758,2026-01-07 05:11:32.446721,2026-01-07 05:11:32.605194,0 days 00:00:00.158473,31,7,31,3.3142403616112244,7,8,15,7,5,0.25695616513991953,4.000906147798014,31,2,9,4.925858899756692,1.74061602053971,0.004963355511199859,COMPLETE
1170,3.1201601938006758,2026-01-07 05:15:55.052122,2026-01-07 05:15:55.252141,0 days 00:00:00.200019,46,8,32,2.069826166837822,3,11,16,19,3,0.16688559114626056,3.5073319997372674,32,2,6,3.7194088052666032,2.0365674542109202,0.11352196581401837,COMPLETE
831,3.1201601938006758,2026-01-07 05:13:56.944967,2026-01-07 05:13:57.113415,0 days 00:00:00.168448,18,8,33,2.390393179142453,6,6,13,11,5,0.25308498427409987,3.26697512123287,31,5,8,4.587436352810147,1.665236474268933,0.00808352282136467,COMPLETE
1785,3.1201601938006758,2026-01-07 05:19:37.347309,2026-01-07 05:19:37.548568,0 days 00:00:00.201259,17,7,32,3.0231476786438494,7,8,14,16,5,0.13549676016155038,3.3785557269197195,31,1,10,4.219255010181463,1.5082157617517842,0.2568111739404077,COMPLETE
1509,3.1201601938006758,2026-01-07 05:17:56.619732,2026-01-07 05:17:56.814407,0 days 00:00:00.194675,43,8,37,2.4273728703314608,4,6,16,13,4,0.13136753734151196,3.9647884175593937,31,5,3,4.534559346223103,3.4555468502994087,0.17488076714370301,COMPLETE
1228,3.117155474394851,2026-01-07 05:16:15.067485,2026-01-07 05:16:15.335639,0 days 00:00:00.268154,42,8,33,2.17400233175974,5,8,14,7,3,0.08978616380720206,3.6448968528103562,36,5,2,4.757415163027753,2.6087133011152104,0.2755081816516335,COMPLETE
1950,3.1169323841689662,2026-01-07 05:20:39.777965,2026-01-07 05:20:39.958468,0 days 00:00:00.180503,31,10,41,2.669488907966226,3,8,16,19,3,0.15830822103490758,3.4659431371295755,35,3,6,3.481681343874989,1.6399099607928906,0.23498013966434161,COMPLETE
144,3.1169323841689662,2026-01-07 05:10:08.884941,2026-01-07 05:10:09.043658,0 days 00:00:00.158717,21,11,39,2.2133090726381544,3,14,17,19,3,0.2796266947635959,4.204351758864835,35,2,10,5.702417736503173,1.8819249709279773,0.26780438979476145,COMPLETE
1408,3.1157466127897067,2026-01-07 05:17:20.227440,2026-01-07 05:17:20.409530,0 days 00:00:00.182090,29,7,39,2.1834698070191663,4,10,16,20,4,0.05320085440143268,3.7944789991686165,27,2,6,5.7120493704469695,1.5015457031866868,0.23434599530261818,COMPLETE
743,3.111956546417359,2026-01-07 05:13:27.733456,2026-01-07 05:13:27.902056,0 days 00:00:00.168600,33,9,38,2.0072564138709064,4,10,15,16,5,0.07757542523532197,2.2130444055516247,32,5,2,4.444511166489665,2.015062042006246,0.1817405462864213,COMPLETE
698,3.111956546417359,2026-01-07 05:13:13.183361,2026-01-07 05:13:13.338960,0 days 00:00:00.155599,28,8,39,3.4477471139846294,3,10,12,9,6,0.24625397128183238,3.140109174035604,33,3,9,4.488009855615815,2.098524423077319,0.2581014399960389,COMPLETE
754,3.111956546417359,2026-01-07 05:13:31.204792,2026-01-07 05:13:31.358747,0 days 00:00:00.153955,38,8,38,2.5014589453819247,3,6,11,20,6,0.08871187644102986,2.2401857259899485,31,3,4,4.4134971050355345,1.549518706618975,0.25420086765214833,COMPLETE
463,3.1118036734607606,2026-01-07 05:11:52.346396,2026-01-07 05:11:52.495792,0 days 00:00:00.149396,22,13,39,2.5397220767930997,7,8,14,10,6,0.14327490547374788,3.4179263448040307,31,5,8,3.7783693058409336,2.1324922588572197,0.03179062260384934,COMPLETE
673,3.1118036734607606,2026-01-07 05:13:04.469914,2026-01-07 05:13:04.631978,0 days 00:00:00.162064,44,14,39,2.033569011622456,8,9,16,15,5,0.028856181410405878,4.1388087688757205,30,3,4,5.267698139050549,2.704969220175306,0.19445656625079555,COMPLETE
1631,3.103869557739096,2026-01-07 05:18:40.811163,2026-01-07 05:18:40.997705,0 days 00:00:00.186542,29,7,37,2.621956471043394,3,7,17,17,3,0.2846900099213471,3.95778641633278,36,5,2,4.0610357414322795,1.9765083439664006,0.20539889873944742,COMPLETE
639,3.103869557739096,2026-01-07 05:12:53.346590,2026-01-07 05:12:53.502729,0 days 00:00:00.156139,39,6,44,2.1169433352366496,5,13,16,17,4,0.039767098759870535,3.5369998190688814,36,5,5,3.6635502745680464,2.5724947681962727,0.2853459962438848,COMPLETE
390,3.103869557739096,2026-01-07 05:11:28.484827,2026-01-07 05:11:28.636179,0 days 00:00:00.151352,31,6,36,2.032041955675554,5,6,15,13,3,0.28623702008346147,4.1363773383055875,39,5,7,4.342554839223912,1.7233326954070523,0.18551124703971428,COMPLETE
750,3.103869557739096,2026-01-07 05:13:29.910201,2026-01-07 05:13:30.073498,0 days 00:00:00.163297,37,7,32,2.7574424038508276,3,8,17,17,3,0.1345997376485375,2.6148166399512247,34,3,4,5.3632433912901165,1.8710087230620878,0.25586586134311395,COMPLETE
1852,3.103869557739096,2026-01-07 05:20:02.009026,2026-01-07 05:20:02.190382,0 days 00:00:00.181356,21,7,32,2.7908356065700364,5,6,15,15,3,0.2851518383428748,3.838876043692887,37,2,7,5.372248268715718,1.7552600374017806,0.1880653317588646,COMPLETE
1598,3.103869557739096,2026-01-07 05:18:28.635878,2026-01-07 05:18:28.823181,0 days 00:00:00.187303,42,7,32,2.0373455344276885,5,9,15,14,3,0.06896233336525275,2.95928221970866,38,5,3,4.975199708666321,2.2640636636169695,0.262435751962594,COMPLETE
591,3.103869557739096,2026-01-07 05:12:37.413761,2026-01-07 05:12:37.562721,0 days 00:00:00.148960,42,7,37,2.474575665546043,4,10,15,14,3,0.09104013029625548,3.619046104579867,36,4,3,3.8934781642018708,2.935290232608361,0.2922621787630795,COMPLETE
1193,3.1037288525358138,2026-01-07 05:16:03.415108,2026-01-07 05:16:03.589452,0 days 00:00:00.174344,27,9,40,2.0737088339407466,5,9,15,9,3,0.22078995354529055,4.472763860929479,34,2,5,5.549956001037243,1.6994585585099575,0.16641977666604768,COMPLETE
1280,3.1037288525358138,2026-01-07 05:16:33.840611,2026-01-07 05:16:34.011010,0 days 00:00:00.170399,46,8,39,2.0105511274620538,3,7,16,16,4,0.08258867580438684,3.8975214386640156,33,3,8,3.245073932980547,2.5649534568745374,0.21781974450312372,COMPLETE
959,3.1032944831149845,2026-01-07 05:14:40.591361,2026-01-07 05:14:40.749089,0 days 00:00:00.157728,17,17,40,2.5900950412000796,9,13,18,10,2,0.2522960184333926,2.2652928913342545,31,5,10,4.2377109331342515,1.5769797229053157,0.12590112243563192,COMPLETE
792,3.1020079720308926,2026-01-07 05:13:44.235963,2026-01-07 05:13:44.390380,0 days 00:00:00.154417,14,6,44,2.8250135398861915,3,12,15,15,3,0.28143996996829757,3.9939193730145246,42,2,8,5.289331440059714,1.8030680341427163,0.28505944445388387,COMPLETE
1286,3.1020079720308926,2026-01-07 05:16:35.858462,2026-01-07 05:16:36.027181,0 days 00:00:00.168719,48,6,34,2.024607672594501,3,7,14,9,3,0.023295689616644057,2.9470597268255343,42,5,4,3.965640971877694,1.5785497272424802,0.19732137462991167,COMPLETE
963,3.101598657188177,2026-01-07 05:14:42.032793,2026-01-07 05:14:42.206488,0 days 00:00:00.173695,43,9,32,2.04989280582148,4,7,13,11,3,0.0902659978649078,2.923993110016881,40,4,2,3.5646518444693873,2.3888752779409206,0.2850689157163417,COMPLETE
999,3.100697902703439,2026-01-07 05:14:54.857548,2026-01-07 05:14:55.055898,0 days 00:00:00.198350,23,8,41,3.24353330908442,4,10,14,10,3,0.22614452412654443,3.902074283897097,37,3,6,4.13006657368414,2.1390105689085765,0.21422838544941664,COMPLETE
1692,3.09661165000814,2026-01-07 05:19:02.593336,2026-01-07 05:19:02.850050,0 days 00:00:00.256714,10,6,31,2.3495344000995266,4,11,14,13,3,0.23690440258314036,4.476154755993745,48,1,8,3.664215966189099,2.3683365297874035,0.2686500620076353,COMPLETE
1249,3.086477844232054,2026-01-07 05:16:22.375278,2026-01-07 05:16:22.537293,0 days 00:00:00.162015,45,7,30,2.469564720772057,3,7,13,13,3,0.028736761688830492,2.9135985134869786,49,3,2,5.666330376651069,2.4589802050148473,0.2715703084287851,COMPLETE
1439,3.0850046461249714,2026-01-07 05:17:31.253098,2026-01-07 05:17:31.480822,0 days 00:00:00.227724,10,7,39,2.43808010470841,4,8,13,13,3,0.2998502823159392,3.1702245341017243,41,3,10,4.032231570927833,1.622791670233577,0.2976437724450734,COMPLETE
301,3.082027429395079,2026-01-07 05:11:00.403514,2026-01-07 05:11:00.548964,0 days 00:00:00.145450,16,7,35,2.7788310173622652,3,9,12,12,5,0.2806025608928313,4.24863736434701,36,3,9,5.732325520464653,2.1417485268349172,0.26142910005616593,COMPLETE
397,3.082027429395079,2026-01-07 05:11:31.071166,2026-01-07 05:11:31.216201,0 days 00:00:00.145035,19,10,32,2.8319151693235014,7,7,13,7,4,0.28742306801229783,3.993547148792964,35,2,9,4.783814141229585,1.6595073921222478,0.03152660821290577,COMPLETE
647,3.082027429395079,2026-01-07 05:12:56.028472,2026-01-07 05:12:56.206341,0 days 00:00:00.177869,47,10,35,2.8856449380426117,9,10,13,7,4,0.13689045632093041,3.251597855794149,35,1,2,3.8380271376139916,2.684797309629887,0.18509345460630944,COMPLETE
1305,3.082027429395079,2026-01-07 05:16:42.322011,2026-01-07 05:16:42.505402,0 days 00:00:00.183391,41,9,31,2.000944943604858,4,6,14,16,4,0.07196008822468229,4.235405350632984,35,4,8,3.3904968866924876,1.5712553587007814,0.2882926506837843,COMPLETE
