number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_max_period,params_min_period,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
38,0.8556962681716876,2026-01-02 22:37:13.837684,2026-01-02 22:37:15.653876,0 days 00:00:01.816192,10,40,2.6281587509110236,25,5,2.131377966427549,3.0870582924749037,1.718332325838821,COMPLETE
125,0.8555341361722603,2026-01-02 22:40:19.409122,2026-01-02 22:40:22.214225,0 days 00:00:02.805103,11,46,1.8206483846605863,27,4,2.9941202287189204,4.924650795680497,2.0036291178043335,COMPLETE
180,0.855275394757323,2026-01-02 22:42:21.977180,2026-01-02 22:42:23.718453,0 days 00:00:01.741273,12,43,2.926817023543784,25,5,2.03591410048396,5.803513289818878,1.326265551796858,COMPLETE
75,0.855177791195475,2026-01-02 22:38:29.613892,2026-01-02 22:38:31.458950,0 days 00:00:01.845058,19,40,1.6582020188965352,21,7,3.8951701592315544,4.012106894555204,2.3374906848652444,COMPLETE
11,0.855034668630815,2026-01-02 22:36:19.953851,2026-01-02 22:36:21.689208,0 days 00:00:01.735357,22,42,2.92648957444599,29,10,2.9031929939237404,4.969352309795525,1.9875911927287815,COMPLETE
136,0.8547143060759086,2026-01-02 22:40:47.863138,2026-01-02 22:40:50.116816,0 days 00:00:02.253678,15,44,3.3182562320248707,20,6,1.5754089348069704,4.057765334316383,1.678808700445123,COMPLETE
127,0.8547143060759086,2026-01-02 22:40:25.225472,2026-01-02 22:40:27.576631,0 days 00:00:02.351159,12,43,2.7782625623903545,20,6,2.138312487300979,1.9955920519191952,1.8513541204701105,COMPLETE
190,0.8547143060759086,2026-01-02 22:42:41.390865,2026-01-02 22:42:43.183404,0 days 00:00:01.792539,17,47,2.3999885329213493,20,6,2.4911604291276825,5.9477149814151655,1.749346263394162,COMPLETE
47,0.8546563133377638,2026-01-02 22:37:31.311873,2026-01-02 22:37:33.134881,0 days 00:00:01.823008,11,42,2.0209193927461353,20,6,1.6493932118105024,4.546279762629631,1.5281172792829723,COMPLETE
58,0.8543616371052136,2026-01-02 22:37:55.801962,2026-01-02 22:37:57.983433,0 days 00:00:02.181471,15,45,1.943698516488316,20,6,3.093411468344937,2.982187465897014,2.180163188952409,COMPLETE
40,0.8543616371052136,2026-01-02 22:37:17.750041,2026-01-02 22:37:19.531896,0 days 00:00:01.781855,11,40,3.353607626611862,20,6,2.4042514119105056,3.079334235862507,2.5157270591957954,COMPLETE
85,0.8543616371052136,2026-01-02 22:38:50.647247,2026-01-02 22:38:52.473782,0 days 00:00:01.826535,16,43,1.8703021770322477,20,6,3.2436852227055155,5.209254517138269,2.8951070189870913,COMPLETE
194,0.8541990592131332,2026-01-02 22:42:49.256439,2026-01-02 22:42:50.993112,0 days 00:00:01.736673,16,41,2.515264654659695,22,6,2.3727450219725275,5.124862597411841,1.5859529491619064,COMPLETE
188,0.8541934126860596,2026-01-02 22:42:37.618095,2026-01-02 22:42:39.414642,0 days 00:00:01.796547,17,42,2.655122595620615,21,9,2.451385921130837,5.988755852636978,1.6265563812689712,COMPLETE
135,0.8541204980198068,2026-01-02 22:40:45.446591,2026-01-02 22:40:47.738834,0 days 00:00:02.292243,12,40,3.4846428472401523,27,3,2.2372113026947646,4.688596376445961,1.0616630398838516,COMPLETE
199,0.8539439543114906,2026-01-02 22:42:59.149624,2026-01-02 22:43:01.016133,0 days 00:00:01.866509,11,40,2.8445223809187823,21,6,2.582662657083515,5.322175143042235,1.6719535311587106,COMPLETE
142,0.8538849559189269,2026-01-02 22:41:02.215639,2026-01-02 22:41:04.580154,0 days 00:00:02.364515,14,44,2.594042215864831,21,6,2.5868384326456546,5.11355977252866,1.5405236703221188,COMPLETE
95,0.8538400057385075,2026-01-02 22:39:11.521346,2026-01-02 22:39:13.403343,0 days 00:00:01.881997,10,46,3.085433531197896,22,6,2.65918298679727,5.090084769760556,2.009526340251552,COMPLETE
134,0.8537484509595223,2026-01-02 22:40:42.897067,2026-01-02 22:40:45.286002,0 days 00:00:02.388935,16,45,2.642035891371583,20,7,2.082876977375516,3.591085396181317,1.6332054857780287,COMPLETE
96,0.8535883105106538,2026-01-02 22:39:13.528148,2026-01-02 22:39:15.384151,0 days 00:00:01.856003,12,42,1.624873320197801,21,6,3.8266427078030754,3.333130898200929,2.7708801059315578,COMPLETE
161,0.8533459938725428,2026-01-02 22:41:43.147349,2026-01-02 22:41:45.066690,0 days 00:00:01.919341,19,40,2.8491029485251698,20,6,2.761700022225206,5.208724677437981,1.2338119038435191,COMPLETE
102,0.8532352284804984,2026-01-02 22:39:25.381104,2026-01-02 22:39:27.551084,0 days 00:00:02.169980,14,41,2.2358422034215515,24,6,3.1359119594644627,5.424916449580737,1.6750771426755522,COMPLETE
59,0.8528352966960058,2026-01-02 22:37:58.138140,2026-01-02 22:37:59.958224,0 days 00:00:01.820084,12,40,2.397773122740071,24,6,3.152143184190625,2.9217388549823022,2.2639945166967017,COMPLETE
138,0.8525862513039709,2026-01-02 22:40:52.567956,2026-01-02 22:40:54.872694,0 days 00:00:02.304738,11,42,2.929057716129607,24,6,2.783048802685477,3.5400495369133447,1.1845411642723558,COMPLETE
10,0.8524213339289726,2026-01-02 22:36:18.044071,2026-01-02 22:36:19.840982,0 days 00:00:01.796911,14,46,1.6271167005720473,33,9,2.312958305066868,4.783227802521289,2.2751149427104265,COMPLETE
19,0.8524148829368933,2026-01-02 22:36:36.117272,2026-01-02 22:36:37.849866,0 days 00:00:01.732594,20,60,1.9841105430230008,30,4,3.404049038321794,2.5693689479657986,2.456432697223719,COMPLETE
101,0.8523503201608067,2026-01-02 22:39:23.368550,2026-01-02 22:39:25.254706,0 days 00:00:01.886156,18,40,2.216043357818401,24,6,3.2011769916293358,3.9706756468121736,1.2283447660237767,COMPLETE
13,0.8522713027776903,2026-01-02 22:36:23.659616,2026-01-02 22:36:25.505371,0 days 00:00:01.845755,13,48,3.0111022770860973,25,10,1.6924497745719824,2.8038815381119564,1.3224425745080088,COMPLETE
62,0.8521173643860177,2026-01-02 22:38:03.990407,2026-01-02 22:38:06.076738,0 days 00:00:02.086331,17,45,1.6946417693774891,20,6,1.9610392214364294,4.0169921038372856,1.0593270632539173,COMPLETE
179,0.8520948084236067,2026-01-02 22:42:20.084795,2026-01-02 22:42:21.856418,0 days 00:00:01.771623,15,40,2.7167740697843197,20,6,1.8725649776488635,5.702852166023785,1.0716945002568636,COMPLETE
191,0.8510785497583339,2026-01-02 22:42:43.326235,2026-01-02 22:42:45.266608,0 days 00:00:01.940373,25,42,2.7002777298892258,22,8,3.1332809033842066,2.983626853941713,2.7814793883652764,COMPLETE
113,0.8500906456536806,2026-01-02 22:39:48.133231,2026-01-02 22:39:50.554640,0 days 00:00:02.421409,10,40,2.071425503195221,27,5,2.4177048908100116,4.15483905112692,1.8464210393253384,COMPLETE
111,0.8447675548619125,2026-01-02 22:39:43.191364,2026-01-02 22:39:45.390575,0 days 00:00:02.199211,16,41,2.3235316921699827,31,4,2.789822965544618,4.496227987902501,1.5015101523112566,COMPLETE
2,0.8446702313951024,2026-01-02 22:36:02.118839,2026-01-02 22:36:04.083096,0 days 00:00:01.964257,19,49,2.082458280396084,31,5,1.8487346516301046,2.8146509184084816,1.7327236865873834,COMPLETE
160,0.8444366365404574,2026-01-02 22:41:41.137326,2026-01-02 22:41:43.033783,0 days 00:00:01.896457,15,48,2.5505556206237023,31,4,3.5399911301217672,2.4700258777988195,2.7687466589711085,COMPLETE
8,0.844303538028702,2026-01-02 22:36:14.094308,2026-01-02 22:36:15.905763,0 days 00:00:01.811455,11,42,3.1043939615080793,31,5,3.9672173415012932,4.975101461834958,1.3974313630683448,COMPLETE
6,0.8434933074473793,2026-01-02 22:36:10.160179,2026-01-02 22:36:12.046417,0 days 00:00:01.886238,25,60,3.050265646722229,23,7,3.737068376069122,4.190549904649883,2.8437484700462337,COMPLETE
185,0.8434933074473793,2026-01-02 22:42:31.777262,2026-01-02 22:42:33.625228,0 days 00:00:01.847966,16,40,2.005044555858752,23,7,3.335231175536605,4.271608123644103,2.9719023022990765,COMPLETE
170,0.8434933074473793,2026-01-02 22:42:00.710111,2026-01-02 22:42:02.472633,0 days 00:00:01.762522,23,40,2.9562664410767683,23,7,2.0579598115746447,5.248856270269469,2.357365115413222,COMPLETE
130,0.8412556037389908,2026-01-02 22:40:32.775857,2026-01-02 22:40:35.148279,0 days 00:00:02.372422,16,43,1.5689382810638974,23,8,3.907679968215655,5.367230627456487,2.7945621115411186,COMPLETE
118,0.8411925047545028,2026-01-02 22:40:01.050735,2026-01-02 22:40:03.336587,0 days 00:00:02.285852,22,58,1.524440287594545,21,10,3.0214464545674966,1.7608264049798632,1.6993656579381764,COMPLETE
4,0.840792154834898,2026-01-02 22:36:06.224948,2026-01-02 22:36:08.049746,0 days 00:00:01.824798,14,60,3.1167946962329225,39,3,1.7441802850159598,4.5790486193047055,1.8803049874792026,COMPLETE
91,0.8398750274420498,2026-01-02 22:39:03.052194,2026-01-02 22:39:04.865232,0 days 00:00:01.813038,15,47,2.05703310493968,25,6,2.637588823118238,4.9396066298374794,1.945058335061428,COMPLETE
94,0.8398750274420498,2026-01-02 22:39:08.990830,2026-01-02 22:39:11.338239,0 days 00:00:02.347409,10,55,2.3741818243193573,25,6,3.34682315411001,4.115410378240848,2.122587188180885,COMPLETE
192,0.8398750274420498,2026-01-02 22:42:45.423245,2026-01-02 22:42:47.206388,0 days 00:00:01.783143,14,41,2.734805227725211,25,6,2.272136391953155,5.6828431093953125,2.6604800936779345,COMPLETE
156,0.8389242046429416,2026-01-02 22:41:33.314229,2026-01-02 22:41:35.196399,0 days 00:00:01.882170,25,60,2.6955529468185446,34,8,2.88098521662698,4.174158961260916,2.312897859347671,COMPLETE
117,0.8383459713870093,2026-01-02 22:39:58.412732,2026-01-02 22:40:00.867798,0 days 00:00:02.455066,23,53,2.0518833497420372,37,5,3.144325358727601,5.750724846523625,1.4633554580952994,COMPLETE
122,0.8370607920647815,2026-01-02 22:40:11.208035,2026-01-02 22:40:13.493323,0 days 00:00:02.285288,16,51,1.6349051273355308,37,10,3.6460654756191855,2.098063793189018,2.7122058988339965,COMPLETE
112,0.8370607920647815,2026-01-02 22:39:45.516275,2026-01-02 22:39:47.967934,0 days 00:00:02.451659,18,56,2.335296449930062,37,10,3.4437638016833567,4.814097334140502,2.5567048428456407,COMPLETE
105,0.8370607920647815,2026-01-02 22:39:31.547189,2026-01-02 22:39:33.337411,0 days 00:00:01.790222,10,54,2.3886528549171993,37,10,2.3715850172136896,4.251366804306254,2.499539300099668,COMPLETE
14,0.8339215127345588,2026-01-02 22:36:25.628117,2026-01-02 22:36:27.366615,0 days 00:00:01.738498,22,53,3.2429211803754354,36,10,1.9664251472150895,5.5165154932049,2.078684483831301,COMPLETE
20,0.8335245217027833,2026-01-02 22:36:37.988122,2026-01-02 22:36:39.791248,0 days 00:00:01.803126,12,57,3.0053595599499134,40,5,1.8924187332783555,1.657554328870943,2.7339714380631794,COMPLETE
15,0.8313958859294514,2026-01-02 22:36:27.482936,2026-01-02 22:36:29.312847,0 days 00:00:01.829911,13,46,1.7201038490553535,38,9,2.567769471565641,5.181066446651219,2.721461166512687,COMPLETE
159,0.8309037888124641,2026-01-02 22:41:39.227852,2026-01-02 22:41:41.023673,0 days 00:00:01.795821,11,52,2.5292494449981575,29,6,2.083917025197699,5.757239106701621,1.976248666975207,COMPLETE
83,0.8307494907555365,2026-01-02 22:38:46.792227,2026-01-02 22:38:48.608503,0 days 00:00:01.816276,18,58,2.909637974844533,39,4,3.4876317887935415,4.101886261561132,1.5097866052281044,COMPLETE
141,0.8306362125643313,2026-01-02 22:40:59.994447,2026-01-02 22:41:02.099486,0 days 00:00:02.105039,16,59,2.8143971997379227,37,3,2.900094146145512,4.503038126796448,2.7939688231241657,COMPLETE
17,0.8292459149101954,2026-01-02 22:36:31.977299,2026-01-02 22:36:34.047985,0 days 00:00:02.070686,25,47,3.4435641654419213,34,7,2.1294557395634106,3.7376182765157346,1.6017566196335393,COMPLETE
109,0.8276008824966719,2026-01-02 22:39:39.348835,2026-01-02 22:39:41.104573,0 days 00:00:01.755738,12,45,2.5870763075672585,40,3,2.8595626791779436,2.8446217026982206,1.1826499628943465,COMPLETE
1,0.8271663346089585,2026-01-02 22:36:00.221153,2026-01-02 22:36:02.001492,0 days 00:00:01.780339,23,40,3.4398197043239884,34,7,2.0308477766956905,2.318212352431953,1.3668090197068676,COMPLETE
9,0.8267293414015245,2026-01-02 22:36:16.017606,2026-01-02 22:36:17.922556,0 days 00:00:01.904950,22,54,2.9580143360819746,37,3,1.685111629335226,3.113095778449227,1.2317381190502594,COMPLETE
3,0.8253465553433643,2026-01-02 22:36:04.207676,2026-01-02 22:36:06.088221,0 days 00:00:01.880545,19,44,2.5284688768272234,36,6,1.6161260317999944,4.233951833556473,1.341048247374583,COMPLETE
48,0.824019426283004,2026-01-02 22:37:33.254145,2026-01-02 22:37:35.349110,0 days 00:00:02.094965,10,42,1.6328970742335203,28,7,2.7265287507517755,5.62403916024849,1.8564789713757888,COMPLETE
21,0.8230841570161724,2026-01-02 22:36:39.908225,2026-01-02 22:36:41.872613,0 days 00:00:01.964388,11,50,2.0391866554098343,33,4,2.6021862935504902,5.171542187884357,1.9837634256334207,COMPLETE
67,0.8227394842508694,2026-01-02 22:38:14.086667,2026-01-02 22:38:15.907698,0 days 00:00:01.821031,13,43,2.5519871210158582,26,6,1.8202419282761677,5.87398940076782,1.8215411157572192,COMPLETE
12,0.8226345652179354,2026-01-02 22:36:21.804946,2026-01-02 22:36:23.539213,0 days 00:00:01.734267,10,40,1.715782853986609,28,7,3.091026028159451,2.91460191484347,2.0171413823294055,COMPLETE
32,0.8223280347144973,2026-01-02 22:37:01.908921,2026-01-02 22:37:03.770205,0 days 00:00:01.861284,11,42,2.4108653597408876,26,6,2.667254270242654,4.62878717934264,1.9852350614969383,COMPLETE
144,0.8210846636549379,2026-01-02 22:41:07.667437,2026-01-02 22:41:10.209518,0 days 00:00:02.542081,21,41,1.5488526529796118,26,6,2.4930755224435153,4.066348862739539,1.0134134074527568,COMPLETE
78,0.8186337423936602,2026-01-02 22:38:35.895565,2026-01-02 22:38:37.746842,0 days 00:00:01.851277,17,40,1.8430217375580151,30,6,3.7836679715276835,3.970325545893584,2.889314927259175,COMPLETE
108,0.8130683954267909,2026-01-02 22:39:37.297502,2026-01-02 22:39:39.230859,0 days 00:00:01.933357,17,42,2.686600417381627,39,7,1.9809289414214963,3.9309462823753423,2.490730007058379,COMPLETE
