number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
0,-10.0,2026-01-01 15:09:02.383846,2026-01-01 15:09:09.315881,0 days 00:00:06.932035,20,10,86,3.0290418060841,11,11.664885281600844,37,6,4.101115011743209,30,6.424678221356553,11.879639408647977,5.708072577796045,2.530876741443704,COMPLETE
1,-10.0,2026-01-01 15:09:09.439172,2026-01-01 15:09:09.558447,0 days 00:00:00.119275,14,9,91,3.30592644736119,11,10.39934756431672,31,3,3.792144648535218,32,7.028468876827223,11.140703845572055,5.366361843293692,3.184104976325554,COMPLETE
2,-10.0,2026-01-01 15:09:09.656308,2026-01-01 15:09:09.778081,0 days 00:00:00.121773,19,11,118,3.4828160165372797,10,10.244076469689558,35,3,3.8046137691733706,30,6.99035382022254,9.760609974958406,5.097672114006384,3.526349539768235,COMPLETE
