number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_sigmoid_margin,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,params_trim_percent,state
773,3.358581508345467,2026-01-06 23:01:55.618804,2026-01-06 23:01:55.701837,0 days 00:00:00.083033,16,39,3.2047439136958786,0.15522141916973944,2.7994552780342206,4.776828313669544,2.622487094919363,0.0865869471865258,COMPLETE
979,3.358581508345467,2026-01-06 23:02:45.177430,2026-01-06 23:02:45.269382,0 days 00:00:00.091952,20,39,2.6242836280908515,0.21190304924491468,2.5125817235840078,3.678723684760553,3.8852513541817753,0.1387745548361843,COMPLETE
983,3.358581508345467,2026-01-06 23:02:46.052061,2026-01-06 23:02:46.146066,0 days 00:00:00.094005,10,39,3.899673204943182,0.23811468157561405,3.0616271838765545,4.580780895812486,2.180950214510431,0.06505078747560515,COMPLETE
994,3.358581508345467,2026-01-06 23:02:48.761586,2026-01-06 23:02:48.917261,0 days 00:00:00.155675,29,39,3.4008866113161313,0.08509614909732882,2.6385370402920083,4.581485997459572,2.736277280720818,0.05414612305606574,COMPLETE
997,3.358581508345467,2026-01-06 23:02:49.668861,2026-01-06 23:02:49.759707,0 days 00:00:00.090846,16,38,2.0314595422977795,0.20143530995774123,2.72077753556337,3.539993021517495,3.6419519722982807,0.24437126062728348,COMPLETE
1041,3.358581508345467,2026-01-06 23:03:00.381267,2026-01-06 23:03:00.477733,0 days 00:00:00.096466,12,38,3.294521589977817,0.27380099248028283,2.0337856641523357,3.2517140144764665,2.5976901653439763,0.187153531502749,COMPLETE
1051,3.358581508345467,2026-01-06 23:03:02.919575,2026-01-06 23:03:03.012933,0 days 00:00:00.093358,15,39,2.365984386444332,0.2721406607957889,2.1357569840499924,3.3838154797023323,3.614452112480605,0.029184296225452197,COMPLETE
1060,3.358581508345467,2026-01-06 23:03:04.946900,2026-01-06 23:03:05.032780,0 days 00:00:00.085880,15,39,3.670039201142988,0.26534493277736443,2.0031301102750896,3.0237764445669586,3.319725681872484,0.03325027904155519,COMPLETE
1064,3.358581508345467,2026-01-06 23:03:05.825818,2026-01-06 23:03:05.935370,0 days 00:00:00.109552,20,39,3.57739724208165,0.21858018696797887,3.6415207881411593,3.908204098839846,3.872704265467191,0.0182641704103993,COMPLETE
1067,3.358581508345467,2026-01-06 23:03:06.503557,2026-01-06 23:03:06.593324,0 days 00:00:00.089767,14,38,2.4357622981763445,0.17790941581146083,2.6458171725231505,3.4092485370542245,3.301635579908654,0.21220610796776004,COMPLETE
730,3.358581508345467,2026-01-06 23:01:45.963694,2026-01-06 23:01:46.051750,0 days 00:00:00.088056,30,39,3.2679491855562053,0.17993711411850705,2.1896504415954188,3.626894720950056,2.3311129081039472,0.005779743723148899,COMPLETE
1080,3.358581508345467,2026-01-06 23:03:09.733471,2026-01-06 23:03:09.833080,0 days 00:00:00.099609,20,38,2.790937006531133,0.2006103979580644,2.1687456508340808,3.2251969290192197,2.9486250659365005,0.10772228752632104,COMPLETE
86,3.358581508345467,2026-01-06 22:59:20.853248,2026-01-06 22:59:20.932963,0 days 00:00:00.079715,12,38,3.317688798602128,0.2653894125040548,2.0328546092466175,3.2602922324834895,2.5465758019668954,0.15564717882252288,COMPLETE
88,3.358581508345467,2026-01-06 22:59:21.243944,2026-01-06 22:59:21.317959,0 days 00:00:00.074015,12,39,2.639632677898167,0.26439209489743215,2.4511839556573594,3.250953257341826,2.242578651433533,0.11569808981468489,COMPLETE
92,3.358581508345467,2026-01-06 22:59:22.147094,2026-01-06 22:59:22.220824,0 days 00:00:00.073730,11,39,2.436111118827709,0.2610145103948806,2.550255723591314,3.0191279933141484,2.1646641357617837,0.06321450757345476,COMPLETE
1908,3.358581508345467,2026-01-06 23:06:39.734705,2026-01-06 23:06:39.846561,0 days 00:00:00.111856,10,39,2.529004932226758,0.2811874319803556,2.3115576163645417,3.60781268322395,2.1999403116766763,0.14462142795749797,COMPLETE
1087,3.358581508345467,2026-01-06 23:03:11.398277,2026-01-06 23:03:11.491217,0 days 00:00:00.092940,12,39,2.657864871720987,0.29157560369150665,3.051592195139568,3.470095263000249,1.8784992540634966,0.11663462799506437,COMPLETE
1090,3.358581508345467,2026-01-06 23:03:12.097004,2026-01-06 23:03:12.188971,0 days 00:00:00.091967,28,38,2.209284937560642,0.0883805498496565,3.745972739487566,3.405303734976092,2.7684108637674862,0.10211570852825125,COMPLETE
1101,3.358581508345467,2026-01-06 23:03:14.604598,2026-01-06 23:03:14.724812,0 days 00:00:00.120214,10,38,3.528130932139604,0.13701129060540315,2.382055100577271,4.8115483541912125,2.686419445208155,0.027205058243726106,COMPLETE
1103,3.358581508345467,2026-01-06 23:03:15.152897,2026-01-06 23:03:15.243085,0 days 00:00:00.090188,21,38,3.4164360156226605,0.10401551158351505,2.949784589052367,4.354190342785523,2.6897283137156487,0.10509415208672199,COMPLETE
719,3.358581508345467,2026-01-06 23:01:43.481709,2026-01-06 23:01:43.572545,0 days 00:00:00.090836,20,38,3.4785560264358923,0.17578863034902686,2.4775464667658125,3.048585007321044,3.0570931235969496,0.0012809864069278296,COMPLETE
689,3.358581508345467,2026-01-06 23:01:36.764142,2026-01-06 23:01:36.856987,0 days 00:00:00.092845,24,39,2.623083504140751,0.2796340863827175,2.6048510342449953,3.012824368571354,3.9351047193471804,0.16270633018417724,COMPLETE
697,3.358581508345467,2026-01-06 23:01:38.604807,2026-01-06 23:01:38.690029,0 days 00:00:00.085222,28,39,3.1767104349125836,0.28258290810460535,2.860581221846273,3.8889790233259314,2.4085683253782237,0.011244151594531073,COMPLETE
1129,3.358581508345467,2026-01-06 23:03:21.307015,2026-01-06 23:03:21.398462,0 days 00:00:00.091447,10,38,3.215323486486997,0.2553810694924988,2.7773095980555036,5.102351251061299,3.5301003477353188,0.03288628711570818,COMPLETE
1132,3.358581508345467,2026-01-06 23:03:22.104995,2026-01-06 23:03:22.201613,0 days 00:00:00.096618,14,38,2.9108804690328136,0.23470694920923235,2.61872499141725,3.423232406157241,3.5732969646811794,0.12980466517731723,COMPLETE
1140,3.358581508345467,2026-01-06 23:03:24.060908,2026-01-06 23:03:24.149211,0 days 00:00:00.088303,36,39,2.368155916500086,0.12185252704651278,3.4138216988061414,4.030979739561251,2.4890930882188105,0.13781305648602524,COMPLETE
1145,3.358581508345467,2026-01-06 23:03:25.219407,2026-01-06 23:03:25.330107,0 days 00:00:00.110700,10,39,2.992788684538028,0.2734272161991144,2.0245162492927617,3.5864659151751894,2.410609278601545,0.03235987870653983,COMPLETE
676,3.358581508345467,2026-01-06 23:01:33.952381,2026-01-06 23:01:34.035376,0 days 00:00:00.082995,10,38,3.5830391958606382,0.24013514504065525,3.0809617848794604,4.122452361727878,3.9973599171762566,0.0321598008413589,COMPLETE
687,3.358581508345467,2026-01-06 23:01:36.327398,2026-01-06 23:01:36.406363,0 days 00:00:00.078965,47,38,3.3953651384238803,0.04398365045804664,3.824359754616715,3.605142299308369,3.5999760244111663,0.2261040200903987,COMPLETE
1894,3.358581508345467,2026-01-06 23:06:36.236847,2026-01-06 23:06:36.339244,0 days 00:00:00.102397,18,38,3.6555981366774137,0.19997229067702088,2.7989831794576836,4.578778212551347,3.268129663066623,0.039485062244231664,COMPLETE
103,3.358581508345467,2026-01-06 22:59:24.414300,2026-01-06 22:59:24.489602,0 days 00:00:00.075302,10,39,3.309208041539575,0.1481062866071271,2.521802956993879,4.740567161760402,2.657454153344406,0.06148258621007467,COMPLETE
1160,3.358581508345467,2026-01-06 23:03:29.576649,2026-01-06 23:03:29.676206,0 days 00:00:00.099557,19,39,3.694140380026707,0.08213341984210033,2.4028878450601168,4.914893477557976,2.3885357205392364,0.0842247914064273,COMPLETE
1162,3.358581508345467,2026-01-06 23:03:30.199668,2026-01-06 23:03:30.302228,0 days 00:00:00.102560,19,38,3.2571393810313563,0.20989753812408524,2.0091952325121345,3.0367699412543776,2.5876581031741623,0.281423836945947,COMPLETE
663,3.358581508345467,2026-01-06 23:01:31.132090,2026-01-06 23:01:31.216703,0 days 00:00:00.084613,30,39,3.636053027318175,0.044487067997588156,3.399523771487304,4.9969018917430255,2.6700077122720076,0.16991437431334228,COMPLETE
670,3.358581508345467,2026-01-06 23:01:32.650342,2026-01-06 23:01:32.757931,0 days 00:00:00.107589,17,38,3.0828785109804597,0.17092320265814692,2.271314782908434,4.2778733325824625,2.1808126217567354,0.10439118252432154,COMPLETE
1171,3.358581508345467,2026-01-06 23:03:32.693528,2026-01-06 23:03:32.816922,0 days 00:00:00.123394,12,39,3.38371492777047,0.12850342769788856,2.788573063362318,4.485944780925709,2.570431384102595,0.06930610058389679,COMPLETE
1176,3.358581508345467,2026-01-06 23:03:34.065223,2026-01-06 23:03:34.188936,0 days 00:00:00.123713,22,39,2.755507317192715,0.2730344567570353,2.6203271088694646,3.5187630859827426,2.645287386999606,0.06662348679400987,COMPLETE
1179,3.358581508345467,2026-01-06 23:03:34.788743,2026-01-06 23:03:34.898703,0 days 00:00:00.109960,19,39,2.3478791513284807,0.1746284173540015,2.148721364524449,3.5022437700990072,3.497298979574262,0.20083671623003865,COMPLETE
1181,3.358581508345467,2026-01-06 23:03:35.319293,2026-01-06 23:03:35.412419,0 days 00:00:00.093126,10,39,3.859463857661251,0.08959548482445663,3.1370918380709174,4.299623834328492,2.799141829518709,0.009871361455331774,COMPLETE
643,3.358581508345467,2026-01-06 23:01:25.978965,2026-01-06 23:01:26.112129,0 days 00:00:00.133164,11,39,3.8001469723526804,0.2242347206399208,2.7164907887447596,4.837156179449567,3.8686547851587925,0.10856372551587959,COMPLETE
650,3.358581508345467,2026-01-06 23:01:27.819025,2026-01-06 23:01:27.910779,0 days 00:00:00.091754,22,38,3.8412084250571046,0.25565236868295715,2.7595065796889404,3.1843805435667,2.4861058106782843,0.08080617715849588,COMPLETE
1189,3.358581508345467,2026-01-06 23:03:37.230241,2026-01-06 23:03:37.330887,0 days 00:00:00.100646,45,38,3.9777882687242396,0.07294565370708375,4.415841876930218,3.662298054598713,2.0552637311346746,0.1671662043599883,COMPLETE
122,3.358581508345467,2026-01-06 22:59:29.070149,2026-01-06 22:59:29.179107,0 days 00:00:00.108958,19,38,3.7530138257716787,0.26396797242308623,2.277702949991583,3.3612311514657893,2.5298945274034526,0.10510221941970527,COMPLETE
126,3.358581508345467,2026-01-06 22:59:29.947935,2026-01-06 22:59:30.021791,0 days 00:00:00.073856,14,38,3.799875872093244,0.2741086732782338,2.231754134288125,3.4807721767723567,2.7137656233530247,0.07024862207508484,COMPLETE
1874,3.358581508345467,2026-01-06 23:06:31.206472,2026-01-06 23:06:31.310271,0 days 00:00:00.103799,14,38,3.340581022449732,0.27992961553184564,2.076643444129807,3.2354248537974675,2.29245406892707,0.1332471314513311,COMPLETE
1875,3.358581508345467,2026-01-06 23:06:31.455951,2026-01-06 23:06:31.585962,0 days 00:00:00.130011,45,39,3.6258348299015344,0.297256273287798,4.497495787291511,4.7282098737763585,2.607834799141142,0.006311879998405379,COMPLETE
1885,3.358581508345467,2026-01-06 23:06:34.062903,2026-01-06 23:06:34.176366,0 days 00:00:00.113463,12,38,3.7479654919895804,0.10379723246370676,2.8049998379833494,4.753851173152028,3.36368893964091,0.046784002435518134,COMPLETE
1193,3.358581508345467,2026-01-06 23:03:38.213216,2026-01-06 23:03:38.308181,0 days 00:00:00.094965,20,38,3.157371573554984,0.2926209435585204,2.0185406458803508,4.299349927866046,1.969213250207755,0.17714754100569086,COMPLETE
1198,3.358581508345467,2026-01-06 23:03:39.603523,2026-01-06 23:03:39.724196,0 days 00:00:00.120673,12,39,2.468750641580993,0.09728330907033211,2.8329627806315014,5.773075782283112,3.3002335168907124,0.2500227217893316,COMPLETE
1199,3.358581508345467,2026-01-06 23:03:39.885874,2026-01-06 23:03:39.988964,0 days 00:00:00.103090,47,39,2.007647380470973,0.08680832058204885,2.8091245056001393,3.9216539792325875,2.096374085626607,0.11677984752451225,COMPLETE
1222,3.358581508345467,2026-01-06 23:03:45.749979,2026-01-06 23:03:45.871288,0 days 00:00:00.121309,34,38,2.595094554657002,0.2880212199033397,3.350345491616448,3.7219620529582857,1.8065586928200388,0.0853144019474375,COMPLETE
1232,3.358581508345467,2026-01-06 23:03:48.180889,2026-01-06 23:03:48.282960,0 days 00:00:00.102071,23,38,3.942718171459224,0.2654271890762286,2.211770649769986,5.035193886115328,1.5232065293674113,0.27029825875092917,COMPLETE
1244,3.358581508345467,2026-01-06 23:03:51.068321,2026-01-06 23:03:51.162590,0 days 00:00:00.094269,20,38,2.3393715370663,0.182669544250527,3.1541516679676747,3.554921502471627,3.9527569617743663,0.1909408433292367,COMPLETE
612,3.358581508345467,2026-01-06 23:01:18.857974,2026-01-06 23:01:18.942076,0 days 00:00:00.084102,10,38,3.4674399201551354,0.22305572012659786,3.0103776761362737,5.347383179284591,3.7712696294637325,0.003461589784773334,COMPLETE
1254,3.358581508345467,2026-01-06 23:03:53.416847,2026-01-06 23:03:53.536050,0 days 00:00:00.119203,11,38,2.7041178296268256,0.2936155730982013,2.013719873988748,3.1174157895151393,3.0446487038414647,0.09969291225798108,COMPLETE
604,3.358581508345467,2026-01-06 23:01:16.961479,2026-01-06 23:01:17.042102,0 days 00:00:00.080623,16,38,3.274622376021577,0.22855249284155926,2.042411294697812,3.7489759134751353,2.8857450177007786,0.04835331066463606,COMPLETE
1265,3.358581508345467,2026-01-06 23:03:56.030928,2026-01-06 23:03:56.120294,0 days 00:00:00.089366,15,39,3.091750123530424,0.20300800232182992,2.399749904332112,3.469309436797296,2.7445613200539842,0.0006793608778569056,COMPLETE
1266,3.358581508345467,2026-01-06 23:03:56.255664,2026-01-06 23:03:56.348000,0 days 00:00:00.092336,15,39,2.9694005647110693,0.23482025068950602,2.966977611375162,3.159075226085865,3.8173129415949805,0.23020772241822982,COMPLETE
1847,3.358581508345467,2026-01-06 23:06:24.348231,2026-01-06 23:06:24.449851,0 days 00:00:00.101620,12,38,3.4576966395259934,0.20028483549040133,2.020037503943959,4.050576831950719,3.0289376667848082,0.043517703677430825,COMPLETE
1854,3.358581508345467,2026-01-06 23:06:26.218919,2026-01-06 23:06:26.326470,0 days 00:00:00.107551,10,39,3.4141556809988494,0.22524018467729745,3.002972818274863,4.435102036489198,3.7789480322972344,0.06725366576595121,COMPLETE
1855,3.358581508345467,2026-01-06 23:06:26.507764,2026-01-06 23:06:26.609843,0 days 00:00:00.102079,29,39,2.34127173397725,0.04273768401407857,2.7912033454301843,3.224315225729729,1.8920135822627775,0.12713863814597828,COMPLETE
137,3.358581508345467,2026-01-06 22:59:32.159581,2026-01-06 22:59:32.235423,0 days 00:00:00.075842,11,39,3.502967725306325,0.17294283489888362,2.912606080280519,4.3632942872377525,2.91730272803417,0.03528910908491894,COMPLETE
140,3.358581508345467,2026-01-06 22:59:32.780983,2026-01-06 22:59:32.866512,0 days 00:00:00.085529,15,38,2.706867864282156,0.2868818209423286,2.2816715859722625,3.018935555358538,2.598117981602863,0.01565224501631022,COMPLETE
1271,3.358581508345467,2026-01-06 23:03:57.366369,2026-01-06 23:03:57.458871,0 days 00:00:00.092502,14,39,3.586526561226055,0.18074327700664763,3.1170028906313574,4.234503140819534,2.9702725564556642,0.05412455064663446,COMPLETE
1275,3.358581508345467,2026-01-06 23:03:58.331968,2026-01-06 23:03:58.425027,0 days 00:00:00.093059,19,38,2.299126121616144,0.2677591237611687,3.890110361337614,3.0661627180530546,1.755728572109725,0.03813904993865576,COMPLETE
1286,3.358581508345467,2026-01-06 23:04:01.032188,2026-01-06 23:04:01.154172,0 days 00:00:00.121984,12,38,3.6083599666764172,0.23766788380922518,3.5824831357355547,4.642022544651565,3.9137250412982363,0.09504613872508495,COMPLETE
587,3.358581508345467,2026-01-06 23:01:12.828603,2026-01-06 23:01:12.905584,0 days 00:00:00.076981,12,39,3.4418171186029887,0.20843815480473563,2.548076623781165,3.5924101077856845,2.4014921976032517,0.0764962211504624,COMPLETE
563,3.358581508345467,2026-01-06 23:01:07.029068,2026-01-06 23:01:07.111294,0 days 00:00:00.082226,49,38,2.644274733095837,0.14046331149955654,3.2986397542035517,3.8714690350110774,2.2027268986331907,0.1162961047974219,COMPLETE
569,3.358581508345467,2026-01-06 23:01:08.504537,2026-01-06 23:01:08.590081,0 days 00:00:00.085544,13,38,3.3432584970962536,0.2589815571044526,2.629105084387777,5.382465719611571,3.2364682465698627,0.09011238274287364,COMPLETE
572,3.358581508345467,2026-01-06 23:01:09.182075,2026-01-06 23:01:09.261628,0 days 00:00:00.079553,28,39,3.5392994760536114,0.26691562015690984,2.7732003592577184,4.408929334688546,3.6790191326021517,0.003853668862190229,COMPLETE
1309,3.358581508345467,2026-01-06 23:04:06.523710,2026-01-06 23:04:06.613271,0 days 00:00:00.089561,12,39,3.412705167326274,0.23613661682237266,2.3197736355871643,4.640733807372403,3.8114560998297633,0.03280819487870497,COMPLETE
1316,3.358581508345467,2026-01-06 23:04:08.223757,2026-01-06 23:04:08.363295,0 days 00:00:00.139538,39,38,2.7153208860792133,0.2912804872866471,2.248855956131443,3.6409173843025884,3.390254038585935,0.21542081549132305,COMPLETE
1327,3.358581508345467,2026-01-06 23:04:11.144041,2026-01-06 23:04:11.243263,0 days 00:00:00.099222,29,39,3.2210251302768467,0.08635330974888049,2.901029899712582,4.776853006385012,2.7138658860736893,0.18360959226445894,COMPLETE
557,3.358581508345467,2026-01-06 23:01:05.660316,2026-01-06 23:01:05.755313,0 days 00:00:00.094997,21,39,3.606188134872475,0.03825520575042257,2.7425002286765117,4.757533059707979,2.372720200978601,0.11270317447047781,COMPLETE
559,3.358581508345467,2026-01-06 23:01:06.093967,2026-01-06 23:01:06.174944,0 days 00:00:00.080977,25,39,3.2415639670027168,0.249125855405199,2.873277523348296,3.7830222188971594,2.5116710685344286,0.10208003164794038,COMPLETE
