number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
23,0.825465817648345,2026-01-04 02:21:54.078763,2026-01-04 02:21:56.146226,0 days 00:00:02.067463,19,46,3.068352929642516,7,8,17,14,3.9970641263353257,35,3,7,5.245199931338145,2.511175472647778,COMPLETE
91,0.8254160372604903,2026-01-04 02:24:11.051529,2026-01-04 02:24:13.134444,0 days 00:00:02.082915,11,46,1.8176195994177866,5,6,20,15,3.708912326581822,50,2,4,3.3746891257047205,1.910544528572938,COMPLETE
46,0.8248314715506967,2026-01-04 02:22:42.346612,2026-01-04 02:22:44.359464,0 days 00:00:02.012852,10,41,2.9092305521020756,5,9,24,14,2.7478512141202174,48,4,5,5.977763749126066,1.182499036624944,COMPLETE
9,0.8247594319876153,2026-01-04 02:21:22.681700,2026-01-04 02:21:24.858983,0 days 00:00:02.177283,11,58,2.3406059074521686,8,5,38,7,2.069837906354854,51,3,9,3.4219850488181534,2.6360295318449865,COMPLETE
174,0.8237990330859821,2026-01-04 02:26:33.657289,2026-01-04 02:26:35.326114,0 days 00:00:01.668825,25,41,3.4704109862082038,6,6,25,6,3.1816596176181404,42,3,6,5.293257926293263,2.041207842293813,COMPLETE
197,0.819625363133141,2026-01-04 02:27:14.380981,2026-01-04 02:27:16.101394,0 days 00:00:01.720413,12,51,1.8253401242878393,10,9,28,9,3.3046331941237366,51,2,3,4.950573802969735,1.3251461734399321,COMPLETE
120,0.8168536010496663,2026-01-04 02:25:03.478444,2026-01-04 02:25:05.174590,0 days 00:00:01.696146,14,44,2.789273667969442,10,10,34,15,1.879841505428313,50,3,5,1.587717861511624,1.7337267605948818,COMPLETE
183,0.8156499821607172,2026-01-04 02:26:50.214017,2026-01-04 02:26:52.544411,0 days 00:00:02.330394,11,47,2.118645943842135,8,7,26,15,3.9792221192346795,51,4,1,4.77750393693379,1.0312932000659916,COMPLETE
59,0.8150549477608678,2026-01-04 02:23:05.965441,2026-01-04 02:23:08.181967,0 days 00:00:02.216526,10,50,2.073844523296082,6,6,24,13,2.7944373792430763,49,2,5,4.716438815934156,1.198997513877304,COMPLETE
7,0.8106768734209691,2026-01-04 02:21:18.429763,2026-01-04 02:21:20.322867,0 days 00:00:01.893104,16,48,2.68864580994939,8,6,35,12,1.563547816860238,51,3,7,1.98551142146987,1.0628583713734685,COMPLETE
116,0.8098280575821362,2026-01-04 02:24:56.041295,2026-01-04 02:24:57.765089,0 days 00:00:01.723794,14,43,2.099250496888477,6,7,17,13,3.6388316970171006,48,1,3,4.4863427235069615,2.7972046387743568,COMPLETE
92,0.8096439858043256,2026-01-04 02:24:13.270097,2026-01-04 02:24:15.241277,0 days 00:00:01.971180,10,52,2.3029229176615718,10,10,25,12,2.0394407031478394,51,4,4,1.7769361525687009,2.3344641891760953,COMPLETE
195,0.8092235171464799,2026-01-04 02:27:10.764115,2026-01-04 02:27:12.441068,0 days 00:00:01.676953,13,55,3.1636353389460736,10,7,29,13,3.422034552893078,52,3,6,5.533068857574698,1.2202101156317984,COMPLETE
134,0.8083727531532119,2026-01-04 02:25:26.149400,2026-01-04 02:25:27.852833,0 days 00:00:01.703433,11,45,2.641707852352669,6,10,20,14,2.999134089915337,52,2,2,4.344675725570436,2.3388307539968163,COMPLETE
187,0.8077376960313183,2026-01-04 02:26:57.504236,2026-01-04 02:26:59.344476,0 days 00:00:01.840240,11,41,2.626593615127074,9,7,25,15,3.4316893714373666,43,5,4,5.43499496233905,1.5831844930124819,COMPLETE
31,0.8056308996688442,2026-01-04 02:22:10.118019,2026-01-04 02:22:12.270730,0 days 00:00:02.152711,13,44,2.9155165984459317,5,10,20,14,3.467147787036832,49,5,3,4.135064772119624,2.620344298357042,COMPLETE
133,0.8054285041340473,2026-01-04 02:25:24.309992,2026-01-04 02:25:26.035485,0 days 00:00:01.725493,15,40,2.7418055705234123,9,10,17,14,2.3571208616462926,43,5,2,3.9289690795502628,1.0924765211165104,COMPLETE
157,0.8053619618590065,2026-01-04 02:26:05.452339,2026-01-04 02:26:07.246540,0 days 00:00:01.794201,13,36,1.8980604794437932,7,6,27,14,3.379550456772675,49,4,3,3.6471698305263285,2.8212541697877263,COMPLETE
140,0.8053033665093852,2026-01-04 02:25:35.511912,2026-01-04 02:25:37.207075,0 days 00:00:01.695163,12,50,2.723939354812122,9,8,31,15,2.108461620357198,49,2,1,3.0830371196610233,1.8082891316269205,COMPLETE
113,0.8048966507510406,2026-01-04 02:24:50.150117,2026-01-04 02:24:52.080199,0 days 00:00:01.930082,17,51,2.6489347507909566,10,8,19,12,1.7187197651746111,46,1,1,1.8575565317333813,1.3992219394663818,COMPLETE
186,0.804029885786364,2026-01-04 02:26:55.477607,2026-01-04 02:26:57.391476,0 days 00:00:01.913869,15,48,2.914341212888311,7,9,22,14,2.97765156086953,50,4,5,2.4512566096515367,2.9668432925329644,COMPLETE
142,0.8038618869083002,2026-01-04 02:25:39.230939,2026-01-04 02:25:40.961991,0 days 00:00:01.731052,10,50,2.1732392306853967,10,10,28,10,1.5678436059333638,37,3,1,3.356892953835324,2.014677126155305,COMPLETE
163,0.802747563261246,2026-01-04 02:26:16.463405,2026-01-04 02:26:18.237124,0 days 00:00:01.773719,11,40,2.670460143426073,9,6,25,13,2.879913624677436,50,2,6,5.779527249247172,1.1598822272623464,COMPLETE
145,0.8007352775866722,2026-01-04 02:25:44.675163,2026-01-04 02:25:47.086009,0 days 00:00:02.410846,12,48,2.9003418627103112,9,10,27,13,1.6772014736823762,42,2,4,3.9667350485954818,1.438668135443561,COMPLETE
170,0.7997862195879071,2026-01-04 02:26:27.665647,2026-01-04 02:26:29.412927,0 days 00:00:01.747280,19,45,2.053814411492646,8,9,17,10,3.6824110578258042,47,5,2,4.852896121614391,1.2115235925014045,COMPLETE
14,0.7994831230701094,2026-01-04 02:21:34.050275,2026-01-04 02:21:35.896346,0 days 00:00:01.846071,18,56,2.743841379719086,6,8,37,15,2.1046307272511293,48,2,10,1.9189624551265465,2.7944315159066537,COMPLETE
77,0.7969549963264437,2026-01-04 02:23:44.233002,2026-01-04 02:23:46.381583,0 days 00:00:02.148581,14,40,2.8253631368507874,9,9,27,11,3.168257681378036,48,5,3,3.4628128985113986,1.2212730857459202,COMPLETE
8,0.7922564818488069,2026-01-04 02:21:20.436086,2026-01-04 02:21:22.563251,0 days 00:00:02.127165,14,41,1.9308658467089481,7,10,22,14,1.903053218135011,50,5,7,5.683639435541579,2.616240759128834,COMPLETE
47,0.7916192076735976,2026-01-04 02:22:44.473644,2026-01-04 02:22:46.609054,0 days 00:00:02.135410,19,48,2.58242582261632,5,10,21,12,1.6520091203681246,50,5,1,3.1621947278135956,1.5745043334040605,COMPLETE
71,0.7912855539335903,2026-01-04 02:23:29.751406,2026-01-04 02:23:32.049371,0 days 00:00:02.297965,12,40,2.9004051285851666,9,9,20,12,1.916204300213364,43,5,2,1.8283295919715765,1.5082777022929992,COMPLETE
21,0.7907726873795236,2026-01-04 02:21:49.603953,2026-01-04 02:21:51.475673,0 days 00:00:01.871720,12,37,2.664096480333791,9,8,38,11,3.999668866733318,46,4,1,4.758113369094568,2.41456362983526,COMPLETE
18,0.7902017356412947,2026-01-04 02:21:42.685941,2026-01-04 02:21:44.941071,0 days 00:00:02.255130,25,52,2.101088154991983,6,10,34,7,3.8848214425064684,35,3,1,5.616889755992018,1.7403174005108888,COMPLETE
172,0.7901797407974254,2026-01-04 02:26:31.450414,2026-01-04 02:26:33.342567,0 days 00:00:01.892153,10,40,2.2502227931762717,10,7,21,12,3.986040149880408,46,1,1,5.909328244512814,1.827428523626628,COMPLETE
122,0.7884071294639147,2026-01-04 02:25:07.128664,2026-01-04 02:25:08.873098,0 days 00:00:01.744434,22,39,2.98862629942543,8,6,23,7,3.6564634409839534,49,5,5,5.34708852487675,2.194498423655289,COMPLETE
3,0.7864432079049744,2026-01-04 02:21:09.364538,2026-01-04 02:21:11.446068,0 days 00:00:02.081530,20,58,2.239925968720029,7,10,19,9,2.2792776902235277,35,4,2,3.8403060953001487,2.0934205586865593,COMPLETE
152,0.7849309546177102,2026-01-04 02:25:59.456652,2026-01-04 02:26:01.153985,0 days 00:00:01.697333,15,36,2.8375844815644924,9,7,26,11,2.2898821265337483,46,5,6,3.9061158063249044,1.44525032416719,COMPLETE
124,0.7842354290954426,2026-01-04 02:25:10.894169,2026-01-04 02:25:12.549184,0 days 00:00:01.655015,14,43,2.4996962728520375,5,10,25,12,2.67994095295676,50,5,2,4.347171265190332,1.3421605902367797,COMPLETE
147,0.7838167677403388,2026-01-04 02:25:49.800177,2026-01-04 02:25:51.604060,0 days 00:00:01.803883,14,41,2.373442987662272,9,10,20,10,2.38590115994011,46,5,2,2.7958609200275695,1.4423087617846002,COMPLETE
177,0.7833993685273181,2026-01-04 02:26:39.113053,2026-01-04 02:26:40.907067,0 days 00:00:01.794014,10,49,2.5562976097753434,10,10,23,9,2.272175711773375,43,1,5,2.300254799185831,1.7739417011953442,COMPLETE
15,0.7809252122715029,2026-01-04 02:21:36.021552,2026-01-04 02:21:38.127019,0 days 00:00:02.105467,11,55,2.8914537984622894,10,5,34,8,1.9040717852365345,53,4,1,5.543493848371857,2.21285811931918,COMPLETE
148,0.780614631697627,2026-01-04 02:25:51.721413,2026-01-04 02:25:53.577791,0 days 00:00:01.856378,16,36,2.4711216369382796,9,8,22,9,3.4227375070978625,51,5,5,2.5096132686860804,1.726405624806256,COMPLETE
109,0.7797493788406153,2026-01-04 02:24:43.076045,2026-01-04 02:24:45.256627,0 days 00:00:02.180582,18,38,2.8548856006971133,7,8,17,11,3.3994336745068217,51,5,1,5.118503893532392,1.5306241023034166,COMPLETE
127,0.7796535735995357,2026-01-04 02:25:14.709980,2026-01-04 02:25:16.379486,0 days 00:00:01.669506,25,36,3.482799605380532,8,6,20,12,3.549374827118832,45,5,3,5.613463418597092,1.7259087601026901,COMPLETE
4,0.778109333484863,2026-01-04 02:21:11.552137,2026-01-04 02:21:13.770567,0 days 00:00:02.218430,10,38,2.133170866112547,8,7,38,15,2.313325826908161,54,2,9,3.249047803602669,1.5426980635477918,COMPLETE
190,0.777568073121697,2026-01-04 02:27:01.567663,2026-01-04 02:27:03.366064,0 days 00:00:01.798401,13,51,2.3057452352285996,9,10,25,12,2.1010231795126835,44,5,1,3.703185984629639,1.91878347334851,COMPLETE
20,0.7769738302166918,2026-01-04 02:21:47.247599,2026-01-04 02:21:49.491010,0 days 00:00:02.243411,10,48,1.867153770078365,9,9,33,7,3.8751560876791626,48,5,2,3.7576943228100124,1.9067599776288495,COMPLETE
2,0.7751684330430487,2026-01-04 02:21:07.125727,2026-01-04 02:21:09.253713,0 days 00:00:02.127986,11,51,2.0898910102683956,8,5,28,7,3.8722138431333333,35,4,4,5.845344148835517,2.6167946962329225,COMPLETE
112,0.7747957503067313,2026-01-04 02:24:47.689988,2026-01-04 02:24:50.013425,0 days 00:00:02.323437,11,36,2.976469784179913,5,9,26,13,2.9695701220564827,51,1,4,5.282230679578036,1.8839429812899346,COMPLETE
44,0.7720134715982556,2026-01-04 02:22:37.848850,2026-01-04 02:22:39.968485,0 days 00:00:02.119635,10,46,3.0090481974767975,6,7,24,14,3.564323458395615,40,1,8,5.736498693779791,1.178678217643003,COMPLETE
117,0.7713219274404546,2026-01-04 02:24:57.880813,2026-01-04 02:24:59.610803,0 days 00:00:01.729990,24,38,2.8998798498182436,5,9,22,11,3.6569958206444193,45,5,1,3.8128398168854623,1.2390713733530057,COMPLETE
5,0.7615229846067466,2026-01-04 02:21:13.886960,2026-01-04 02:21:15.807468,0 days 00:00:01.920508,13,60,3.112816107804318,9,9,19,10,1.513805292809006,36,1,8,5.169576428046754,2.4137146876952342,COMPLETE
33,0.7510297630958312,2026-01-04 02:22:14.589993,2026-01-04 02:22:16.744130,0 days 00:00:02.154137,11,37,2.086396181970081,10,10,37,7,3.238347610382633,49,5,1,4.212497587394793,2.6438581797136393,COMPLETE
13,0.7463418309090369,2026-01-04 02:21:31.859958,2026-01-04 02:21:33.876177,0 days 00:00:02.016219,12,41,2.8967937436960645,5,7,32,11,3.227344345256165,45,1,2,3.2403090583524183,2.873459977473469,COMPLETE
176,0.7438504718943729,2026-01-04 02:26:37.210975,2026-01-04 02:26:39.003884,0 days 00:00:01.792909,17,50,2.242706778447003,6,9,24,9,2.922636528375463,40,5,1,4.3240328206592915,1.5487411708711705,COMPLETE
75,0.7357124967287496,2026-01-04 02:23:39.713025,2026-01-04 02:23:41.865576,0 days 00:00:02.152551,10,43,1.9980037185412711,5,7,29,15,3.879297819248559,46,1,1,5.3388103073950735,2.4589062531833217,COMPLETE
108,0.7228183340359711,2026-01-04 02:24:40.722478,2026-01-04 02:24:42.946272,0 days 00:00:02.223794,20,39,3.2690497605497706,7,7,22,7,3.3515244416395094,41,5,1,2.571561606884104,1.3035954349750982,COMPLETE
12,0.7100999864914496,2026-01-04 02:21:29.437219,2026-01-04 02:21:31.729596,0 days 00:00:02.292377,20,45,2.8749199120090854,6,6,35,12,2.839436710186896,50,1,4,1.9063039652448373,2.670604991178476,COMPLETE
19,0.6426695445484574,2026-01-04 02:21:45.069948,2026-01-04 02:21:47.138370,0 days 00:00:02.068422,15,45,3.246932341578657,10,8,40,15,1.9237318667152312,41,1,7,4.005605681062576,2.872309548321562,COMPLETE
60,-20.0,2026-01-04 02:23:08.338685,2026-01-04 02:23:08.444428,0 days 00:00:00.105743,11,46,2.627762859462995,6,9,16,13,3.31825499452032,50,4,7,5.327033725354184,2.3282893082159517,COMPLETE
54,-20.0,2026-01-04 02:22:58.632994,2026-01-04 02:22:58.736978,0 days 00:00:00.103984,13,45,2.695442058119337,6,9,16,12,3.038564007408853,45,2,9,3.9673804531352586,1.7643686398831961,COMPLETE
62,-20.0,2026-01-04 02:23:10.847925,2026-01-04 02:23:10.960835,0 days 00:00:00.112910,11,44,2.452613508509017,9,5,18,15,2.8924981199470445,54,5,4,5.690926145490665,1.4397750185075953,COMPLETE
52,-20.0,2026-01-04 02:22:56.120379,2026-01-04 02:22:56.240345,0 days 00:00:00.119966,14,51,2.6190109675104987,5,5,16,13,3.247384479749721,49,3,4,5.982743673133383,1.0939103365034266,COMPLETE
38,-20.0,2026-01-04 02:22:25.604015,2026-01-04 02:22:25.741822,0 days 00:00:00.137807,10,45,2.922591615814751,6,10,16,9,2.632726427036684,47,4,1,4.462978999028099,1.9205874580319735,COMPLETE
25,-20.0,2026-01-04 02:21:58.517942,2026-01-04 02:21:58.701235,0 days 00:00:00.183293,17,40,3.488535371916634,6,8,16,10,3.751255526017704,39,3,6,2.563432058988085,2.7296217967257563,COMPLETE
55,-20.0,2026-01-04 02:22:58.851749,2026-01-04 02:22:58.950887,0 days 00:00:00.099138,10,50,2.130220361779718,10,5,16,11,3.7412932715713545,44,5,10,5.272713958333231,1.3051862776910244,COMPLETE
131,-20.0,2026-01-04 02:25:22.248151,2026-01-04 02:25:22.345557,0 days 00:00:00.097406,22,38,2.2979519729535807,5,5,23,12,3.3493000430309494,43,5,2,4.438529665029059,1.5644186907056588,COMPLETE
126,-20.0,2026-01-04 02:25:14.453209,2026-01-04 02:25:14.562262,0 days 00:00:00.109053,23,38,3.232383760627218,6,5,19,10,3.313331773466923,53,5,3,3.002845616768039,1.6512739895281543,COMPLETE
110,-20.0,2026-01-04 02:24:45.391326,2026-01-04 02:24:45.518915,0 days 00:00:00.127589,19,40,2.26160926826782,6,5,18,8,3.93141560563001,52,5,1,5.424590967456407,1.0111041434889199,COMPLETE
106,-20.0,2026-01-04 02:24:37.673117,2026-01-04 02:24:37.803079,0 days 00:00:00.129962,20,43,3.0515276066615566,5,6,16,9,3.635161113051517,42,4,1,5.482471880689731,1.353790695209449,COMPLETE
81,-20.0,2026-01-04 02:23:51.487691,2026-01-04 02:23:51.598119,0 days 00:00:00.110428,16,37,2.5509903170617383,6,7,16,14,2.978942238067033,51,3,3,5.088970825946295,2.2695744169107894,COMPLETE
82,-20.0,2026-01-04 02:23:51.713085,2026-01-04 02:23:51.863238,0 days 00:00:00.150153,10,45,1.822420428329416,5,6,16,12,2.881761125588224,48,4,1,4.58235723035041,2.701641225774333,COMPLETE
78,-20.0,2026-01-04 02:23:46.596278,2026-01-04 02:23:46.749903,0 days 00:00:00.153625,14,42,2.800614558213347,9,9,16,14,2.405685793694552,51,4,2,2.2275168089986312,1.6350756635287924,COMPLETE
98,-20.0,2026-01-04 02:24:24.697150,2026-01-04 02:24:24.799433,0 days 00:00:00.102283,14,40,2.691171141661836,7,7,16,11,3.4355221219494734,45,3,2,4.031684507424422,1.1922386303747077,COMPLETE
164,-20.0,2026-01-04 02:26:18.366260,2026-01-04 02:26:18.475232,0 days 00:00:00.108972,11,44,2.443210948257582,9,5,16,14,3.9070235142222156,53,4,7,5.9599686905252085,1.6063000547610522,COMPLETE
156,-20.0,2026-01-04 02:26:05.213612,2026-01-04 02:26:05.326423,0 days 00:00:00.112811,25,38,3.2237155866567413,7,5,21,5,3.80848383461348,47,5,2,4.573143368457197,1.5870962275650746,COMPLETE
153,-20.0,2026-01-04 02:26:01.262278,2026-01-04 02:26:01.366728,0 days 00:00:00.104450,25,43,3.0835218151705384,7,6,16,9,3.692507482591236,47,4,1,4.346241640941592,2.371566593096879,COMPLETE
136,-20.0,2026-01-04 02:25:29.825703,2026-01-04 02:25:29.925760,0 days 00:00:00.100057,20,41,3.0943228711444095,9,9,16,11,2.5384972674340047,47,4,4,3.8529386620436203,1.762702140354081,COMPLETE
173,-20.0,2026-01-04 02:26:33.451714,2026-01-04 02:26:33.550420,0 days 00:00:00.098706,11,48,2.67321794666843,10,10,16,12,1.5558353664343807,46,3,2,3.61798909162666,1.566725058803125,COMPLETE
184,-20.0,2026-01-04 02:26:52.657111,2026-01-04 02:26:52.754517,0 days 00:00:00.097406,11,39,3.427631828803048,9,9,16,9,1.8960339100732178,46,5,5,3.1608403819962794,1.5449848734344982,COMPLETE
188,-20.0,2026-01-04 02:26:59.463631,2026-01-04 02:26:59.575045,0 days 00:00:00.111414,25,38,3.4507797733327936,6,6,16,8,3.7794305560716985,55,3,3,3.7989651717533968,1.879217673717077,COMPLETE
199,-20.0,2026-01-04 02:27:18.045446,2026-01-04 02:27:18.145353,0 days 00:00:00.099907,23,37,2.924281601480743,6,5,16,6,3.8781657039172477,49,2,4,5.762483228814023,1.1105072346279297,COMPLETE
