number,value,datetime_start,datetime_complete,duration,params_channel_length,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
464,2.776270495184231,2026-01-05 04:33:20.671776,2026-01-05 04:33:20.864694,0 days 00:00:00.192918,67,2.241217338705274,3.0408083096287926,5.231594376572064,2.7066720754463875,COMPLETE
23,2.776270495184231,2026-01-05 04:31:18.786348,2026-01-05 04:31:18.907980,0 days 00:00:00.121632,67,2.5123850507149164,2.8871848281644588,4.797875927881058,3.1562614600485768,COMPLETE
140,2.776270495184231,2026-01-05 04:31:50.404833,2026-01-05 04:31:50.531735,0 days 00:00:00.126902,67,2.717447764501769,2.7343214042311934,3.6560137576549288,3.440714445630643,COMPLETE
134,2.776270495184231,2026-01-05 04:31:48.974084,2026-01-05 04:31:49.110464,0 days 00:00:00.136380,67,2.187515766875619,3.3076123442349092,4.034748465159725,3.286195472136024,COMPLETE
150,2.776270495184231,2026-01-05 04:31:53.025867,2026-01-05 04:31:53.152772,0 days 00:00:00.126905,67,2.689927748534646,2.986524806911423,4.909738461763979,2.8111990052918623,COMPLETE
312,2.776270495184231,2026-01-05 04:32:39.862260,2026-01-05 04:32:39.990035,0 days 00:00:00.127775,67,2.133456393826036,3.3988867477639872,4.8781380297557035,2.974710705106361,COMPLETE
204,2.776270495184231,2026-01-05 04:32:08.211697,2026-01-05 04:32:08.364970,0 days 00:00:00.153273,67,2.9307558968328564,2.4307506200630593,4.8811481160636765,2.827416616244193,COMPLETE
207,2.776270495184231,2026-01-05 04:32:09.199173,2026-01-05 04:32:09.347642,0 days 00:00:00.148469,67,2.1510631070511215,2.9951106303788917,5.987033848649145,2.7341567519119785,COMPLETE
175,2.776270495184231,2026-01-05 04:31:59.209893,2026-01-05 04:31:59.332209,0 days 00:00:00.122316,67,2.864863975244757,2.8413383102357757,5.0795161873559085,2.8454964665823868,COMPLETE
247,2.776270495184231,2026-01-05 04:32:20.739447,2026-01-05 04:32:20.866831,0 days 00:00:00.127384,67,2.240698691491732,2.9512115467952413,4.748760195907224,2.7742187103121503,COMPLETE
327,2.776270495184231,2026-01-05 04:32:44.305947,2026-01-05 04:32:44.514728,0 days 00:00:00.208781,67,2.2437260818004217,2.9293803499346893,5.52193232972456,2.7993354124950343,COMPLETE
333,2.776270495184231,2026-01-05 04:32:46.825808,2026-01-05 04:32:46.993286,0 days 00:00:00.167478,67,2.9719389717727966,3.4619560155104967,3.7224103405547138,3.4931357675731887,COMPLETE
354,2.776270495184231,2026-01-05 04:32:52.261210,2026-01-05 04:32:52.412653,0 days 00:00:00.151443,67,2.8240037029956557,2.719077637428717,4.790093678918359,2.9501269672448474,COMPLETE
69,2.776270495184231,2026-01-05 04:31:30.610169,2026-01-05 04:31:30.764864,0 days 00:00:00.154695,67,2.6093097130927854,3.6496631098113466,3.7610642828175758,3.259518968590851,COMPLETE
192,2.7753322905420448,2026-01-05 04:32:04.327277,2026-01-05 04:32:04.501125,0 days 00:00:00.173848,62,2.7483536067437457,2.282229280301451,4.852642388769403,2.6694250441695293,COMPLETE
147,2.7753322905420448,2026-01-05 04:31:52.204765,2026-01-05 04:31:52.349095,0 days 00:00:00.144330,62,2.484190922578091,3.2285037373797407,4.873626698912792,2.5805564139823747,COMPLETE
