number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_max_period,params_min_period,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
175,0.8311192168801104,2026-01-02 22:02:02.327766,2026-01-02 22:02:04.097467,0 days 00:00:01.769701,22,49,2.8470543962199333,25,4,1.5016747144512186,3.630959559305204,1.027357934503738,COMPLETE
24,0.8304345806748912,2026-01-02 21:57:17.537378,2026-01-02 21:57:19.172928,0 days 00:00:01.635550,18,41,1.600080544431262,20,5,1.5653538375201195,5.991549911745947,1.1553546067963731,COMPLETE
158,0.8290596331573113,2026-01-02 22:01:29.477358,2026-01-02 22:01:31.295293,0 days 00:00:01.817935,20,57,2.624172512458385,24,5,1.611255930035673,4.815456493753976,2.6939563337321224,COMPLETE
79,0.8275314423896883,2026-01-02 21:58:56.892208,2026-01-02 21:58:58.747497,0 days 00:00:01.855289,20,41,1.8202643696481835,22,5,1.6073680125493652,4.09741564037677,2.3434053645677637,COMPLETE
102,0.8238985058119019,2026-01-02 21:59:39.281738,2026-01-02 21:59:40.897429,0 days 00:00:01.615691,18,41,1.8869894047492397,23,5,2.2777464361011375,5.759147842271279,1.7663696347209255,COMPLETE
90,0.823702757870165,2026-01-02 21:59:17.655239,2026-01-02 21:59:19.355592,0 days 00:00:01.700353,12,51,1.6246174747791962,32,9,3.3362609749420757,1.8255557647974965,2.384751413527824,COMPLETE
16,0.8229290297175372,2026-01-02 21:57:03.347666,2026-01-02 21:57:04.986578,0 days 00:00:01.638912,11,48,1.9442156209414605,30,3,2.34403792850907,5.743093667606336,1.6464058640415105,COMPLETE
5,0.8224871532233407,2026-01-02 21:56:42.169616,2026-01-02 21:56:43.786792,0 days 00:00:01.617176,14,40,3.318640804157564,30,3,3.156305710884955,2.9026998424023494,2.0401360423556216,COMPLETE
111,0.8224871532233407,2026-01-02 21:59:55.067479,2026-01-02 21:59:56.846457,0 days 00:00:01.778978,22,54,1.7982591136100066,30,3,1.8964621770362784,2.6473236134054625,2.393937336262322,COMPLETE
72,0.8219080997909224,2026-01-02 21:58:44.338629,2026-01-02 21:58:46.022279,0 days 00:00:01.683650,22,42,1.7424960694590352,20,6,2.8591892514497457,3.879980127980295,1.8359121599115187,COMPLETE
196,0.8218590232008272,2026-01-02 22:02:43.593289,2026-01-02 22:02:45.359008,0 days 00:00:01.765719,16,40,2.601319149089165,20,6,1.5604124675909106,5.962807258020475,1.4500643294212219,COMPLETE
34,0.8217445381171253,2026-01-02 21:57:35.327364,2026-01-02 21:57:36.960299,0 days 00:00:01.632935,24,58,1.5079848185398526,28,4,2.4131333036736393,5.143866931587189,2.3646493593132476,COMPLETE
151,0.8215821509743466,2026-01-02 22:01:15.805857,2026-01-02 22:01:17.846481,0 days 00:00:02.040624,22,54,1.6510371338352443,30,3,1.7463965064674642,3.823780801688261,1.165258109506873,COMPLETE
94,0.8200189152382927,2026-01-02 21:59:24.762133,2026-01-02 21:59:26.558525,0 days 00:00:01.796392,18,54,2.3221805254611745,29,3,2.3915486836481445,5.98027238145177,1.7355441951997808,COMPLETE
116,0.8199598698778074,2026-01-02 22:00:05.246978,2026-01-02 22:00:07.618030,0 days 00:00:02.371052,12,41,2.783112785711065,29,3,1.5964269943239844,5.892441829951179,1.4460144874322682,COMPLETE
199,0.8182065014922424,2026-01-02 22:02:49.217459,2026-01-02 22:02:50.942613,0 days 00:00:01.725154,16,51,1.8534296978428932,30,9,3.023063846634728,2.3267711155201063,1.110092356472563,COMPLETE
49,0.8180439414185486,2026-01-02 21:58:03.312640,2026-01-02 21:58:04.981800,0 days 00:00:01.669160,15,45,2.911002775333467,28,3,2.3828385492326447,5.835357981029528,2.768795800512728,COMPLETE
110,0.817442187845493,2026-01-02 21:59:53.302982,2026-01-02 21:59:54.946375,0 days 00:00:01.643393,13,49,1.7853036224043417,22,6,1.7962127167102886,5.49090355599904,1.580951012066478,COMPLETE
66,0.8172492323524573,2026-01-02 21:58:33.695420,2026-01-02 21:58:35.354328,0 days 00:00:01.658908,25,55,1.5039167918687595,28,3,2.3482423929214655,5.164227918070365,1.3596022910206298,COMPLETE
37,0.8170822341114241,2026-01-02 21:57:40.638895,2026-01-02 21:57:42.258944,0 days 00:00:01.620049,25,51,1.7488817586641747,22,6,1.6285142937910928,5.883848788978276,2.3784869688901202,COMPLETE
84,0.8170074338421783,2026-01-02 21:59:07.022234,2026-01-02 21:59:08.666588,0 days 00:00:01.644354,22,57,1.845511000126361,20,7,2.382384768456788,4.613213772606022,1.6189382942758628,COMPLETE
29,0.8167340814728952,2026-01-02 21:57:26.483318,2026-01-02 21:57:28.159407,0 days 00:00:01.676089,22,41,1.7603940681005728,20,7,2.3745037723238216,4.204261778349231,2.694597142628552,COMPLETE
19,0.8161289302485378,2026-01-02 21:57:08.683928,2026-01-02 21:57:10.394113,0 days 00:00:01.710185,20,60,1.9841105430230008,30,4,3.404049038321794,2.5693689479657986,2.456432697223719,COMPLETE
13,0.8156461045617192,2026-01-02 21:56:58.037996,2026-01-02 21:56:59.711889,0 days 00:00:01.673893,13,48,3.0111022770860973,25,10,1.6924497745719824,2.8038815381119564,1.3224425745080088,COMPLETE
191,0.8156051644700215,2026-01-02 22:02:34.241920,2026-01-02 22:02:36.029559,0 days 00:00:01.787639,25,42,2.7002777298892258,22,8,3.1332809033842066,2.983626853941713,2.7814793883652764,COMPLETE
153,0.8152706078834067,2026-01-02 22:01:19.916673,2026-01-02 22:01:21.652161,0 days 00:00:01.735488,19,51,2.017377601904572,27,5,1.91052285582425,3.8076848740159575,2.651687964891546,COMPLETE
10,0.81501073806413,2026-01-02 21:56:52.612000,2026-01-02 21:56:54.248654,0 days 00:00:01.636654,14,46,1.6271167005720473,33,9,2.312958305066868,4.783227802521289,2.2751149427104265,COMPLETE
117,0.8148860524158252,2026-01-02 22:00:07.939104,2026-01-02 22:00:10.218375,0 days 00:00:02.279271,16,46,1.9641811056874452,27,3,2.3593527132351113,5.020241104004883,1.7847460434329583,COMPLETE
194,0.81449145747526,2026-01-02 22:02:39.865851,2026-01-02 22:02:41.657178,0 days 00:00:01.791327,25,52,1.9520649296249308,27,3,2.831852098523449,2.0761311446358675,1.861109531124048,COMPLETE
120,0.81449145747526,2026-01-02 22:00:14.313375,2026-01-02 22:00:16.190305,0 days 00:00:01.876930,14,58,2.092085631649826,27,3,3.9012134094821698,2.0952930895207236,2.9261480243349385,COMPLETE
41,0.8144348560048937,2026-01-02 21:57:47.704138,2026-01-02 21:57:49.389792,0 days 00:00:01.685654,18,48,2.9723740097029525,24,6,1.7836488689970553,5.2931045963365,2.4635360918744995,COMPLETE
82,0.8142495230439809,2026-01-02 21:59:03.375469,2026-01-02 21:59:05.147179,0 days 00:00:01.771710,17,44,1.508433123334938,27,3,1.634194645103732,4.9389864109365575,1.33364820720266,COMPLETE
178,0.8140210020308992,2026-01-02 22:02:08.019112,2026-01-02 22:02:09.850671,0 days 00:00:01.831559,12,49,2.850455745954266,40,9,3.4772655306322897,2.3226745131033946,1.005720546510772,COMPLETE
169,0.8133968740379479,2026-01-02 22:01:50.727521,2026-01-02 22:01:52.630438,0 days 00:00:01.902917,24,48,2.173488243169177,24,6,2.224021093640137,3.442202056344301,1.1984511190500013,COMPLETE
11,0.8107760247048919,2026-01-02 21:56:54.345880,2026-01-02 21:56:55.955520,0 days 00:00:01.609640,22,42,2.92648957444599,29,10,2.9031929939237404,4.969352309795525,1.9875911927287815,COMPLETE
146,0.8107620754359645,2026-01-02 22:01:04.942159,2026-01-02 22:01:07.018024,0 days 00:00:02.075865,25,56,3.132948283934941,22,9,1.917552953391996,4.274862350158383,1.091671071266755,COMPLETE
125,0.8107300412765877,2026-01-02 22:00:24.317408,2026-01-02 22:00:26.143982,0 days 00:00:01.826574,14,52,2.0781060597500614,27,4,2.812997994788679,1.7019122223644856,2.900907301665742,COMPLETE
95,0.8076021484631952,2026-01-02 21:59:26.669839,2026-01-02 21:59:28.340672,0 days 00:00:01.670833,14,60,2.153421932082043,24,7,3.6255686736849846,1.697444944811338,1.6573053630055579,COMPLETE
73,0.8052430384856057,2026-01-02 21:58:46.125332,2026-01-02 21:58:47.739876,0 days 00:00:01.614544,22,41,2.2275755998920035,25,6,1.8769417052962394,4.425919325419863,2.7198507789726936,COMPLETE
85,0.8051465926196928,2026-01-02 21:59:08.792985,2026-01-02 21:59:10.515612,0 days 00:00:01.722627,13,45,2.336317826795845,37,5,3.5100945592343225,1.5428460004192792,2.696526221353929,COMPLETE
101,0.8045063224301131,2026-01-02 21:59:37.378052,2026-01-02 21:59:39.176649,0 days 00:00:01.798597,21,48,2.421521513685636,37,10,1.7092431525065488,1.5911897117215523,1.1348826161427255,COMPLETE
2,0.8039243825298443,2026-01-02 21:56:36.914258,2026-01-02 21:56:38.596712,0 days 00:00:01.682454,19,49,2.082458280396084,31,5,1.8487346516301046,2.8146509184084816,1.7327236865873834,COMPLETE
131,0.8035812578231183,2026-01-02 22:00:35.870642,2026-01-02 22:00:37.620331,0 days 00:00:01.749689,17,51,2.05638467240175,21,10,3.083502176472692,3.317378467541881,2.208439573005049,COMPLETE
8,0.803558204906575,2026-01-02 21:56:48.357608,2026-01-02 21:56:50.507862,0 days 00:00:02.150254,11,42,3.1043939615080793,31,5,3.9672173415012932,4.975101461834958,1.3974313630683448,COMPLETE
21,0.803414948855072,2026-01-02 21:57:12.262873,2026-01-02 21:57:13.896840,0 days 00:00:01.633967,12,55,2.6439268463995993,23,7,2.0367911135441013,5.611222238447903,1.5321960963141983,COMPLETE
6,0.803074176666072,2026-01-02 21:56:43.884150,2026-01-02 21:56:45.580033,0 days 00:00:01.695883,25,60,3.050265646722229,23,7,3.737068376069122,4.190549904649883,2.8437484700462337,COMPLETE
160,0.8018449970121124,2026-01-02 22:01:33.303287,2026-01-02 22:01:35.023565,0 days 00:00:01.720278,17,60,2.1654898012414017,40,4,1.7766964404731747,5.044264316916831,2.617056074510526,COMPLETE
136,0.8018449970121124,2026-01-02 22:00:45.478585,2026-01-02 22:00:47.349511,0 days 00:00:01.870926,17,46,1.5072083639105083,40,4,3.104008601196603,4.6497972438362245,2.3990220796459685,COMPLETE
177,0.8014238833872961,2026-01-02 22:02:06.116480,2026-01-02 22:02:07.889523,0 days 00:00:01.773043,21,42,2.5641296122741752,35,3,2.3589759728183926,5.70817950144418,1.3123260000623223,COMPLETE
118,0.7996397927315477,2026-01-02 22:00:10.334054,2026-01-02 22:00:12.222629,0 days 00:00:01.888575,22,40,2.255062431967359,39,9,3.141085818942802,3.345865987998059,2.4873434906526244,COMPLETE
4,0.7993640395116863,2026-01-02 21:56:40.424888,2026-01-02 21:56:42.072309,0 days 00:00:01.647421,14,60,3.1167946962329225,39,3,1.7441802850159598,4.5790486193047055,1.8803049874792026,COMPLETE
156,0.7985826344256474,2026-01-02 22:01:25.599404,2026-01-02 22:01:27.378892,0 days 00:00:01.779488,25,60,2.6955529468185446,34,8,2.88098521662698,4.174158961260916,2.312897859347671,COMPLETE
121,0.7985825702061149,2026-01-02 22:00:16.317819,2026-01-02 22:00:18.154831,0 days 00:00:01.837012,17,50,3.3959076629569562,34,8,2.1172348209381067,5.593222061186749,2.9583243570198325,COMPLETE
20,0.7971088608745551,2026-01-02 21:57:10.495961,2026-01-02 21:57:12.153310,0 days 00:00:01.657349,12,57,3.0053595599499134,40,5,1.8924187332783555,1.657554328870943,2.7339714380631794,COMPLETE
14,0.7966262785031676,2026-01-02 21:56:59.815187,2026-01-02 21:57:01.467742,0 days 00:00:01.652555,22,53,3.2429211803754354,36,10,1.9664251472150895,5.5165154932049,2.078684483831301,COMPLETE
75,0.7965408490255323,2026-01-02 21:58:49.625876,2026-01-02 21:58:51.274684,0 days 00:00:01.648808,25,40,1.9643379309105005,25,7,1.9150354753264571,5.41754713570796,1.9123418243395687,COMPLETE
70,0.7962989572623115,2026-01-02 21:58:40.853829,2026-01-02 21:58:42.485605,0 days 00:00:01.631776,23,53,2.403450338944702,30,8,2.0760805301092886,2.6445390307892747,2.843503783074379,COMPLETE
15,0.7953055574057147,2026-01-02 21:57:01.585967,2026-01-02 21:57:03.246279,0 days 00:00:01.660312,13,46,1.7201038490553535,38,9,2.567769471565641,5.181066446651219,2.721461166512687,COMPLETE
142,0.7938844986832655,2026-01-02 22:00:57.315726,2026-01-02 22:00:59.119936,0 days 00:00:01.804210,25,50,2.267672540586795,29,8,3.521149619123876,4.1951291183456165,2.8456962688180756,COMPLETE
9,0.7905887875149448,2026-01-02 21:56:50.612001,2026-01-02 21:56:52.512197,0 days 00:00:01.900196,22,54,2.9580143360819746,37,3,1.685111629335226,3.113095778449227,1.2317381190502594,COMPLETE
48,0.7904205916369883,2026-01-02 21:58:01.563130,2026-01-02 21:58:03.206989,0 days 00:00:01.643859,17,49,1.9280100890292446,26,6,1.9278010568738597,5.884980459368908,2.583462862409311,COMPLETE
161,0.7897032152555815,2026-01-02 22:01:35.165354,2026-01-02 22:01:36.917726,0 days 00:00:01.752372,25,50,1.6960449933290347,35,7,2.9528237567899005,4.385222838824713,1.519628089210749,COMPLETE
3,0.7896715459793385,2026-01-02 21:56:38.696004,2026-01-02 21:56:40.305264,0 days 00:00:01.609260,19,44,2.5284688768272234,36,6,1.6161260317999944,4.233951833556473,1.341048247374583,COMPLETE
69,0.7894706448741116,2026-01-02 21:58:39.012585,2026-01-02 21:58:40.748496,0 days 00:00:01.735911,21,60,2.624512158447481,35,7,3.612344767553309,4.385034456023849,1.4208327954015623,COMPLETE
17,0.7885066736638631,2026-01-02 21:57:05.108176,2026-01-02 21:57:06.760461,0 days 00:00:01.652285,25,47,3.4435641654419213,34,7,2.1294557395634106,3.7376182765157346,1.6017566196335393,COMPLETE
1,0.7865782851488268,2026-01-02 21:56:35.179836,2026-01-02 21:56:36.816104,0 days 00:00:01.636268,23,40,3.4398197043239884,34,7,2.0308477766956905,2.318212352431953,1.3668090197068676,COMPLETE
12,0.784861070366022,2026-01-02 21:56:56.265483,2026-01-02 21:56:57.932764,0 days 00:00:01.667281,10,40,1.715782853986609,28,7,3.091026028159451,2.91460191484347,2.0171413823294055,COMPLETE
109,0.7839734640551342,2026-01-02 21:59:51.499920,2026-01-02 21:59:53.194776,0 days 00:00:01.694856,12,45,2.5870763075672585,40,3,2.8595626791779436,2.8446217026982206,1.182649962894346,COMPLETE
152,0.7777146085012161,2026-01-02 22:01:17.982418,2026-01-02 22:01:19.803065,0 days 00:00:01.820647,18,40,3.1950643534532075,38,7,2.789689863812033,2.732137648852995,1.949674029775707,COMPLETE
