number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,state
349,2.888718703816784,2026-01-07 04:04:02.391795,2026-01-07 04:04:02.439150,0 days 00:00:00.047355,45,49,COMPLETE
344,2.888718703816784,2026-01-07 04:04:01.470211,2026-01-07 04:04:01.526529,0 days 00:00:00.056318,39,49,COMPLETE
450,2.888718703816784,2026-01-07 04:04:19.475304,2026-01-07 04:04:19.549070,0 days 00:00:00.073766,41,51,COMPLETE
1005,2.888718703816784,2026-01-07 04:05:59.907408,2026-01-07 04:05:59.955212,0 days 00:00:00.047804,46,48,COMPLETE
1002,2.888718703816784,2026-01-07 04:05:59.395669,2026-01-07 04:05:59.443594,0 days 00:00:00.047925,38,48,COMPLETE
999,2.888718703816784,2026-01-07 04:05:58.843731,2026-01-07 04:05:58.890550,0 days 00:00:00.046819,45,48,COMPLETE
996,2.888718703816784,2026-01-07 04:05:58.306973,2026-01-07 04:05:58.353615,0 days 00:00:00.046642,50,48,COMPLETE
1022,2.888718703816784,2026-01-07 04:06:02.917320,2026-01-07 04:06:02.965668,0 days 00:00:00.048348,46,49,COMPLETE
3414,2.888718703816784,2026-01-07 04:13:46.835240,2026-01-07 04:13:46.885713,0 days 00:00:00.050473,35,51,COMPLETE
990,2.888718703816784,2026-01-07 04:05:56.790089,2026-01-07 04:05:56.861113,0 days 00:00:00.071024,41,49,COMPLETE
987,2.888718703816784,2026-01-07 04:05:56.268699,2026-01-07 04:05:56.318254,0 days 00:00:00.049555,35,49,COMPLETE
1432,2.888718703816784,2026-01-07 04:07:18.069694,2026-01-07 04:07:18.112984,0 days 00:00:00.043290,43,50,COMPLETE
3149,2.888718703816784,2026-01-07 04:12:53.954937,2026-01-07 04:12:54.087635,0 days 00:00:00.132698,38,49,COMPLETE
1452,2.888718703816784,2026-01-07 04:07:21.558956,2026-01-07 04:07:21.619907,0 days 00:00:00.060951,42,50,COMPLETE
1442,2.888718703816784,2026-01-07 04:07:19.832088,2026-01-07 04:07:19.881778,0 days 00:00:00.049690,39,49,COMPLETE
2811,2.888718703816784,2026-01-07 04:11:46.216382,2026-01-07 04:11:46.272277,0 days 00:00:00.055895,36,51,COMPLETE
1410,2.888718703816784,2026-01-07 04:07:13.943994,2026-01-07 04:07:13.991125,0 days 00:00:00.047131,37,49,COMPLETE
1408,2.888718703816784,2026-01-07 04:07:13.584749,2026-01-07 04:07:13.651345,0 days 00:00:00.066596,46,48,COMPLETE
1438,2.888718703816784,2026-01-07 04:07:19.128247,2026-01-07 04:07:19.174793,0 days 00:00:00.046546,47,48,COMPLETE
980,2.888718703816784,2026-01-07 04:05:54.930329,2026-01-07 04:05:54.978615,0 days 00:00:00.048286,45,49,COMPLETE
467,2.888718703816784,2026-01-07 04:04:22.949316,2026-01-07 04:04:22.996973,0 days 00:00:00.047657,37,50,COMPLETE
3433,2.888718703816784,2026-01-07 04:13:50.479865,2026-01-07 04:13:50.541522,0 days 00:00:00.061657,47,51,COMPLETE
974,2.888718703816784,2026-01-07 04:05:53.677937,2026-01-07 04:05:53.722476,0 days 00:00:00.044539,50,48,COMPLETE
3416,2.888718703816784,2026-01-07 04:13:47.252530,2026-01-07 04:13:47.303088,0 days 00:00:00.050558,46,48,COMPLETE
2184,2.888718703816784,2026-01-07 04:09:42.070108,2026-01-07 04:09:42.120838,0 days 00:00:00.050730,44,50,COMPLETE
2177,2.888718703816784,2026-01-07 04:09:40.737096,2026-01-07 04:09:40.793269,0 days 00:00:00.056173,46,48,COMPLETE
3710,2.888718703816784,2026-01-07 04:14:48.158518,2026-01-07 04:14:48.223160,0 days 00:00:00.064642,40,51,COMPLETE
3703,2.888718703816784,2026-01-07 04:14:46.714889,2026-01-07 04:14:46.780819,0 days 00:00:00.065930,44,50,COMPLETE
3444,2.888718703816784,2026-01-07 04:13:52.799202,2026-01-07 04:13:52.852822,0 days 00:00:00.053620,33,48,COMPLETE
3440,2.888718703816784,2026-01-07 04:13:51.999374,2026-01-07 04:13:52.058933,0 days 00:00:00.059559,41,49,COMPLETE
935,2.888718703816784,2026-01-07 04:05:46.935680,2026-01-07 04:05:46.978990,0 days 00:00:00.043310,37,48,COMPLETE
956,2.888718703816784,2026-01-07 04:05:50.505378,2026-01-07 04:05:50.561836,0 days 00:00:00.056458,50,48,COMPLETE
952,2.888718703816784,2026-01-07 04:05:49.854501,2026-01-07 04:05:49.897669,0 days 00:00:00.043168,41,50,COMPLETE
951,2.888718703816784,2026-01-07 04:05:49.701136,2026-01-07 04:05:49.743894,0 days 00:00:00.042758,46,51,COMPLETE
2205,2.888718703816784,2026-01-07 04:09:46.184936,2026-01-07 04:09:46.254878,0 days 00:00:00.069942,42,48,COMPLETE
2198,2.888718703816784,2026-01-07 04:09:44.622465,2026-01-07 04:09:44.674213,0 days 00:00:00.051748,34,51,COMPLETE
2192,2.888718703816784,2026-01-07 04:09:43.583195,2026-01-07 04:09:43.636108,0 days 00:00:00.052913,50,49,COMPLETE
927,2.888718703816784,2026-01-07 04:05:45.501697,2026-01-07 04:05:45.562300,0 days 00:00:00.060603,40,51,COMPLETE
921,2.888718703816784,2026-01-07 04:05:44.470555,2026-01-07 04:05:44.514201,0 days 00:00:00.043646,44,51,COMPLETE
1467,2.888718703816784,2026-01-07 04:07:24.306867,2026-01-07 04:07:24.351969,0 days 00:00:00.045102,43,50,COMPLETE
1464,2.888718703816784,2026-01-07 04:07:23.824155,2026-01-07 04:07:23.866583,0 days 00:00:00.042428,38,48,COMPLETE
2822,2.888718703816784,2026-01-07 04:11:48.314887,2026-01-07 04:11:48.367031,0 days 00:00:00.052144,46,50,COMPLETE
1919,2.888718703816784,2026-01-07 04:08:51.642888,2026-01-07 04:08:51.691508,0 days 00:00:00.048620,47,49,COMPLETE
1908,2.888718703816784,2026-01-07 04:08:49.633536,2026-01-07 04:08:49.683109,0 days 00:00:00.049573,31,48,COMPLETE
1935,2.888718703816784,2026-01-07 04:08:54.808189,2026-01-07 04:08:54.858084,0 days 00:00:00.049895,50,51,COMPLETE
1931,2.888718703816784,2026-01-07 04:08:54.076439,2026-01-07 04:08:54.129182,0 days 00:00:00.052743,47,48,COMPLETE
305,2.888718703816784,2026-01-07 04:03:54.670556,2026-01-07 04:03:54.714072,0 days 00:00:00.043516,42,50,COMPLETE
327,2.888718703816784,2026-01-07 04:03:58.496068,2026-01-07 04:03:58.552048,0 days 00:00:00.055980,16,51,COMPLETE
325,2.888718703816784,2026-01-07 04:03:58.153785,2026-01-07 04:03:58.197560,0 days 00:00:00.043775,44,50,COMPLETE
3446,2.888718703816784,2026-01-07 04:13:53.194990,2026-01-07 04:13:53.250421,0 days 00:00:00.055431,44,50,COMPLETE
2603,2.888718703816784,2026-01-07 04:11:05.616273,2026-01-07 04:11:05.671635,0 days 00:00:00.055362,40,48,COMPLETE
901,2.888718703816784,2026-01-07 04:05:41.012673,2026-01-07 04:05:41.058802,0 days 00:00:00.046129,50,48,COMPLETE
490,2.888718703816784,2026-01-07 04:04:27.400146,2026-01-07 04:04:27.447148,0 days 00:00:00.047002,46,50,COMPLETE
486,2.888718703816784,2026-01-07 04:04:26.596430,2026-01-07 04:04:26.662070,0 days 00:00:00.065640,42,51,COMPLETE
481,2.888718703816784,2026-01-07 04:04:25.280820,2026-01-07 04:04:25.336883,0 days 00:00:00.056063,46,49,COMPLETE
3694,2.888718703816784,2026-01-07 04:14:44.695118,2026-01-07 04:14:44.750503,0 days 00:00:00.055385,37,50,COMPLETE
911,2.888718703816784,2026-01-07 04:05:42.733517,2026-01-07 04:05:42.785274,0 days 00:00:00.051757,50,50,COMPLETE
909,2.888718703816784,2026-01-07 04:05:42.371033,2026-01-07 04:05:42.422155,0 days 00:00:00.051122,41,48,COMPLETE
3094,2.888718703816784,2026-01-07 04:12:43.055516,2026-01-07 04:12:43.123114,0 days 00:00:00.067598,50,50,COMPLETE
1903,2.888718703816784,2026-01-07 04:08:48.685405,2026-01-07 04:08:48.745509,0 days 00:00:00.060104,39,50,COMPLETE
1896,2.888718703816784,2026-01-07 04:08:47.398010,2026-01-07 04:08:47.449566,0 days 00:00:00.051556,43,48,COMPLETE
1895,2.888718703816784,2026-01-07 04:08:47.168777,2026-01-07 04:08:47.239226,0 days 00:00:00.070449,50,48,COMPLETE
1894,2.888718703816784,2026-01-07 04:08:46.979127,2026-01-07 04:08:47.029521,0 days 00:00:00.050394,35,48,COMPLETE
3107,2.888718703816784,2026-01-07 04:12:45.493365,2026-01-07 04:12:45.544470,0 days 00:00:00.051105,36,50,COMPLETE
2417,2.888718703816784,2026-01-07 04:10:28.470449,2026-01-07 04:10:28.520821,0 days 00:00:00.050372,37,48,COMPLETE
3782,2.888718703816784,2026-01-07 04:15:03.477600,2026-01-07 04:15:03.531644,0 days 00:00:00.054044,50,51,COMPLETE
3778,2.888718703816784,2026-01-07 04:15:02.666106,2026-01-07 04:15:02.723801,0 days 00:00:00.057695,38,50,COMPLETE
315,2.888718703816784,2026-01-07 04:03:56.576918,2026-01-07 04:03:56.620359,0 days 00:00:00.043441,50,50,COMPLETE
3129,2.888718703816784,2026-01-07 04:12:49.745531,2026-01-07 04:12:49.796411,0 days 00:00:00.050880,50,49,COMPLETE
903,2.888718703816784,2026-01-07 04:05:41.338185,2026-01-07 04:05:41.381402,0 days 00:00:00.043217,39,49,COMPLETE
2923,2.888718703816784,2026-01-07 04:12:08.841161,2026-01-07 04:12:08.892795,0 days 00:00:00.051634,39,51,COMPLETE
83,2.888718703816784,2026-01-07 04:03:17.209459,2026-01-07 04:03:17.248523,0 days 00:00:00.039064,50,51,COMPLETE
2592,2.888718703816784,2026-01-07 04:11:03.655225,2026-01-07 04:11:03.704947,0 days 00:00:00.049722,35,49,COMPLETE
872,2.888718703816784,2026-01-07 04:05:35.781413,2026-01-07 04:05:35.832751,0 days 00:00:00.051338,38,48,COMPLETE
867,2.888718703816784,2026-01-07 04:05:34.923847,2026-01-07 04:05:34.971931,0 days 00:00:00.048084,46,51,COMPLETE
864,2.888718703816784,2026-01-07 04:05:34.382434,2026-01-07 04:05:34.428326,0 days 00:00:00.045892,36,49,COMPLETE
887,2.888718703816784,2026-01-07 04:05:38.470197,2026-01-07 04:05:38.518049,0 days 00:00:00.047852,35,48,COMPLETE
884,2.888718703816784,2026-01-07 04:05:37.885391,2026-01-07 04:05:37.934743,0 days 00:00:00.049352,46,48,COMPLETE
3469,2.888718703816784,2026-01-07 04:13:57.583005,2026-01-07 04:13:57.639254,0 days 00:00:00.056249,41,50,COMPLETE
191,2.888718703816784,2026-01-07 04:03:35.173505,2026-01-07 04:03:35.214897,0 days 00:00:00.041392,38,49,COMPLETE
178,2.888718703816784,2026-01-07 04:03:33.102389,2026-01-07 04:03:33.141859,0 days 00:00:00.039470,43,51,COMPLETE
1515,2.888718703816784,2026-01-07 04:07:33.070396,2026-01-07 04:07:33.117020,0 days 00:00:00.046624,46,48,COMPLETE
3081,2.888718703816784,2026-01-07 04:12:40.584568,2026-01-07 04:12:40.640413,0 days 00:00:00.055845,47,49,COMPLETE
3076,2.888718703816784,2026-01-07 04:12:39.557286,2026-01-07 04:12:39.610446,0 days 00:00:00.053160,43,48,COMPLETE
1498,2.888718703816784,2026-01-07 04:07:29.973128,2026-01-07 04:07:30.023359,0 days 00:00:00.050231,41,48,COMPLETE
851,2.888718703816784,2026-01-07 04:05:32.201840,2026-01-07 04:05:32.254202,0 days 00:00:00.052362,45,48,COMPLETE
3486,2.888718703816784,2026-01-07 04:14:00.908836,2026-01-07 04:14:00.961713,0 days 00:00:00.052877,39,51,COMPLETE
3483,2.888718703816784,2026-01-07 04:14:00.286114,2026-01-07 04:14:00.345225,0 days 00:00:00.059111,50,50,COMPLETE
875,2.888718703816784,2026-01-07 04:05:36.279129,2026-01-07 04:05:36.323391,0 days 00:00:00.044262,46,51,COMPLETE
2254,2.888718703816784,2026-01-07 04:09:56.998370,2026-01-07 04:09:57.044890,0 days 00:00:00.046520,46,50,COMPLETE
2577,2.888718703816784,2026-01-07 04:11:00.839483,2026-01-07 04:11:00.887037,0 days 00:00:00.047554,50,48,COMPLETE
3492,2.888718703816784,2026-01-07 04:14:02.267226,2026-01-07 04:14:02.335987,0 days 00:00:00.068761,47,51,COMPLETE
863,2.888718703816784,2026-01-07 04:05:34.218254,2026-01-07 04:05:34.262621,0 days 00:00:00.044367,44,48,COMPLETE
3499,2.888718703816784,2026-01-07 04:14:03.717714,2026-01-07 04:14:03.774753,0 days 00:00:00.057039,43,48,COMPLETE
1559,2.888718703816784,2026-01-07 04:07:43.086812,2026-01-07 04:07:43.134421,0 days 00:00:00.047609,46,51,COMPLETE
1554,2.888718703816784,2026-01-07 04:07:42.182403,2026-01-07 04:07:42.233860,0 days 00:00:00.051457,39,48,COMPLETE
3063,2.888718703816784,2026-01-07 04:12:36.968936,2026-01-07 04:12:37.035339,0 days 00:00:00.066403,34,51,COMPLETE
1550,2.888718703816784,2026-01-07 04:07:41.424661,2026-01-07 04:07:41.470564,0 days 00:00:00.045903,50,49,COMPLETE
3053,2.888718703816784,2026-01-07 04:12:35.130669,2026-01-07 04:12:35.187472,0 days 00:00:00.056803,43,51,COMPLETE
2852,2.888718703816784,2026-01-07 04:11:54.504871,2026-01-07 04:11:54.557608,0 days 00:00:00.052737,43,48,COMPLETE
1856,2.888718703816784,2026-01-07 04:08:39.092145,2026-01-07 04:08:39.142555,0 days 00:00:00.050410,47,49,COMPLETE
1879,2.888718703816784,2026-01-07 04:08:43.902124,2026-01-07 04:08:43.948859,0 days 00:00:00.046735,46,48,COMPLETE
507,2.888718703816784,2026-01-07 04:04:30.202869,2026-01-07 04:04:30.245717,0 days 00:00:00.042848,42,48,COMPLETE
506,2.888718703816784,2026-01-07 04:04:30.019299,2026-01-07 04:04:30.070410,0 days 00:00:00.051111,47,49,COMPLETE
806,2.888718703816784,2026-01-07 04:05:23.965519,2026-01-07 04:05:24.006985,0 days 00:00:00.041466,43,51,COMPLETE
2261,2.888718703816784,2026-01-07 04:09:58.217365,2026-01-07 04:09:58.268585,0 days 00:00:00.051220,35,50,COMPLETE
2562,2.888718703816784,2026-01-07 04:10:57.932313,2026-01-07 04:10:57.987274,0 days 00:00:00.054961,41,51,COMPLETE
2561,2.888718703816784,2026-01-07 04:10:57.747293,2026-01-07 04:10:57.795812,0 days 00:00:00.048519,30,48,COMPLETE
3520,2.888718703816784,2026-01-07 04:14:07.907168,2026-01-07 04:14:07.960036,0 days 00:00:00.052868,32,48,COMPLETE
794,2.888718703816784,2026-01-07 04:05:21.219002,2026-01-07 04:05:21.267516,0 days 00:00:00.048514,50,49,COMPLETE
788,2.888718703816784,2026-01-07 04:05:20.143408,2026-01-07 04:05:20.188755,0 days 00:00:00.045347,46,50,COMPLETE
784,2.888718703816784,2026-01-07 04:05:19.406413,2026-01-07 04:05:19.453731,0 days 00:00:00.047318,50,50,COMPLETE
3511,2.888718703816784,2026-01-07 04:14:06.059450,2026-01-07 04:14:06.122179,0 days 00:00:00.062729,44,51,COMPLETE
3510,2.888718703816784,2026-01-07 04:14:05.874592,2026-01-07 04:14:05.926236,0 days 00:00:00.051644,40,49,COMPLETE
774,2.888718703816784,2026-01-07 04:05:17.753957,2026-01-07 04:05:17.797507,0 days 00:00:00.043550,36,51,COMPLETE
3535,2.888718703816784,2026-01-07 04:14:10.802836,2026-01-07 04:14:10.857967,0 days 00:00:00.055131,50,48,COMPLETE
2552,2.888718703816784,2026-01-07 04:10:56.035504,2026-01-07 04:10:56.085984,0 days 00:00:00.050480,35,49,COMPLETE
2298,2.888718703816784,2026-01-07 04:10:05.096247,2026-01-07 04:10:05.146687,0 days 00:00:00.050440,41,48,COMPLETE
760,2.888718703816784,2026-01-07 04:05:15.300940,2026-01-07 04:05:15.346055,0 days 00:00:00.045115,40,49,COMPLETE
524,2.888718703816784,2026-01-07 04:04:33.353521,2026-01-07 04:04:33.393893,0 days 00:00:00.040372,50,48,COMPLETE
3031,2.888718703816784,2026-01-07 04:12:30.124159,2026-01-07 04:12:30.174869,0 days 00:00:00.050710,42,51,COMPLETE
2874,2.888718703816784,2026-01-07 04:11:58.668134,2026-01-07 04:11:58.720008,0 days 00:00:00.051874,46,48,COMPLETE
2857,2.888718703816784,2026-01-07 04:11:55.421625,2026-01-07 04:11:55.471993,0 days 00:00:00.050368,38,50,COMPLETE
1583,2.888718703816784,2026-01-07 04:07:47.436399,2026-01-07 04:07:47.486112,0 days 00:00:00.049713,40,48,COMPLETE
1580,2.888718703816784,2026-01-07 04:07:46.919265,2026-01-07 04:07:46.974593,0 days 00:00:00.055328,33,48,COMPLETE
1574,2.888718703816784,2026-01-07 04:07:45.744611,2026-01-07 04:07:45.796393,0 days 00:00:00.051782,50,51,COMPLETE
3815,2.888718703816784,2026-01-07 04:15:10.315355,2026-01-07 04:15:10.370743,0 days 00:00:00.055388,45,51,COMPLETE
282,2.888718703816784,2026-01-07 04:03:50.826603,2026-01-07 04:03:50.874454,0 days 00:00:00.047851,44,49,COMPLETE
3047,2.888718703816784,2026-01-07 04:12:33.864987,2026-01-07 04:12:33.931803,0 days 00:00:00.066816,30,49,COMPLETE
3046,2.888718703816784,2026-01-07 04:12:33.686905,2026-01-07 04:12:33.747463,0 days 00:00:00.060558,46,50,COMPLETE
516,2.888718703816784,2026-01-07 04:04:31.783127,2026-01-07 04:04:31.887575,0 days 00:00:00.104448,46,48,COMPLETE
3956,2.888718703816784,2026-01-07 04:15:40.283023,2026-01-07 04:15:40.341924,0 days 00:00:00.058901,47,50,COMPLETE
3953,2.888718703816784,2026-01-07 04:15:39.614797,2026-01-07 04:15:39.686351,0 days 00:00:00.071554,39,50,COMPLETE
78,2.888718703816784,2026-01-07 04:03:16.290986,2026-01-07 04:03:16.330546,0 days 00:00:00.039560,44,49,COMPLETE
69,2.888718703816784,2026-01-07 04:03:14.455601,2026-01-07 04:03:14.496751,0 days 00:00:00.041150,33,48,COMPLETE
3950,2.888718703816784,2026-01-07 04:15:39.000564,2026-01-07 04:15:39.056784,0 days 00:00:00.056220,44,50,COMPLETE
2288,2.888718703816784,2026-01-07 04:10:03.314456,2026-01-07 04:10:03.364705,0 days 00:00:00.050249,47,48,COMPLETE
742,2.888718703816784,2026-01-07 04:05:12.028649,2026-01-07 04:05:12.094347,0 days 00:00:00.065698,46,48,COMPLETE
738,2.888718703816784,2026-01-07 04:05:11.308737,2026-01-07 04:05:11.349592,0 days 00:00:00.040855,50,48,COMPLETE
736,2.888718703816784,2026-01-07 04:05:11.002251,2026-01-07 04:05:11.049360,0 days 00:00:00.047109,39,48,COMPLETE
767,2.888718703816784,2026-01-07 04:05:16.525427,2026-01-07 04:05:16.572016,0 days 00:00:00.046589,43,48,COMPLETE
2318,2.888718703816784,2026-01-07 04:10:09.000548,2026-01-07 04:10:09.058150,0 days 00:00:00.057602,38,50,COMPLETE
2310,2.888718703816784,2026-01-07 04:10:07.412043,2026-01-07 04:10:07.460650,0 days 00:00:00.048607,43,49,COMPLETE
2308,2.888718703816784,2026-01-07 04:10:07.001491,2026-01-07 04:10:07.067656,0 days 00:00:00.066165,36,49,COMPLETE
2541,2.888718703816784,2026-01-07 04:10:53.454574,2026-01-07 04:10:53.506348,0 days 00:00:00.051774,42,51,COMPLETE
2533,2.888718703816784,2026-01-07 04:10:51.947253,2026-01-07 04:10:52.002356,0 days 00:00:00.055103,50,48,COMPLETE
3556,2.888718703816784,2026-01-07 04:14:15.585592,2026-01-07 04:14:15.642151,0 days 00:00:00.056559,50,48,COMPLETE
3552,2.888718703816784,2026-01-07 04:14:14.674586,2026-01-07 04:14:14.724523,0 days 00:00:00.049937,46,49,COMPLETE
735,2.888718703816784,2026-01-07 04:05:10.849057,2026-01-07 04:05:10.895344,0 days 00:00:00.046287,33,51,COMPLETE
723,2.888718703816784,2026-01-07 04:05:08.512987,2026-01-07 04:05:08.587574,0 days 00:00:00.074587,46,51,COMPLETE
3668,2.888718703816784,2026-01-07 04:14:38.853371,2026-01-07 04:14:38.910994,0 days 00:00:00.057623,41,49,COMPLETE
538,2.888718703816784,2026-01-07 04:04:35.742622,2026-01-07 04:04:35.795466,0 days 00:00:00.052844,46,50,COMPLETE
1640,2.888718703816784,2026-01-07 04:07:58.043804,2026-01-07 04:07:58.094372,0 days 00:00:00.050568,47,48,COMPLETE
1828,2.888718703816784,2026-01-07 04:08:34.004165,2026-01-07 04:08:34.049831,0 days 00:00:00.045666,34,48,COMPLETE
3857,2.888718703816784,2026-01-07 04:15:19.366543,2026-01-07 04:15:19.420767,0 days 00:00:00.054224,38,49,COMPLETE
204,2.888718703816784,2026-01-07 04:03:37.392453,2026-01-07 04:03:37.443999,0 days 00:00:00.051546,32,48,COMPLETE
203,2.888718703816784,2026-01-07 04:03:37.232690,2026-01-07 04:03:37.276787,0 days 00:00:00.044097,34,51,COMPLETE
1612,2.888718703816784,2026-01-07 04:07:52.856990,2026-01-07 04:07:52.908162,0 days 00:00:00.051172,50,50,COMPLETE
2922,2.888718703816784,2026-01-07 04:12:08.666640,2026-01-07 04:12:08.715972,0 days 00:00:00.049332,17,50,COMPLETE
1601,2.888718703816784,2026-01-07 04:07:50.854868,2026-01-07 04:07:50.906334,0 days 00:00:00.051466,46,48,COMPLETE
1600,2.888718703816784,2026-01-07 04:07:50.645418,2026-01-07 04:07:50.708750,0 days 00:00:00.063332,37,48,COMPLETE
1595,2.888718703816784,2026-01-07 04:07:49.785891,2026-01-07 04:07:49.833888,0 days 00:00:00.047997,42,48,COMPLETE
266,2.888718703816784,2026-01-07 04:03:48.236018,2026-01-07 04:03:48.278809,0 days 00:00:00.042791,43,49,COMPLETE
3000,2.888718703816784,2026-01-07 04:12:23.909888,2026-01-07 04:12:23.966966,0 days 00:00:00.057078,50,49,COMPLETE
2996,2.888718703816784,2026-01-07 04:12:23.217993,2026-01-07 04:12:23.269369,0 days 00:00:00.051376,43,49,COMPLETE
1813,2.888718703816784,2026-01-07 04:08:31.079255,2026-01-07 04:08:31.129898,0 days 00:00:00.050643,21,51,COMPLETE
2885,2.888718703816784,2026-01-07 04:12:01.127572,2026-01-07 04:12:01.260380,0 days 00:00:00.132808,45,51,COMPLETE
3019,2.888718703816784,2026-01-07 04:12:27.757817,2026-01-07 04:12:27.807590,0 days 00:00:00.049773,38,49,COMPLETE
1645,2.888718703816784,2026-01-07 04:07:58.966518,2026-01-07 04:07:59.013520,0 days 00:00:00.047002,43,48,COMPLETE
1643,2.888718703816784,2026-01-07 04:07:58.561403,2026-01-07 04:07:58.609210,0 days 00:00:00.047807,50,51,COMPLETE
534,2.888718703816784,2026-01-07 04:04:35.073279,2026-01-07 04:04:35.118989,0 days 00:00:00.045710,41,48,COMPLETE
2919,2.888718703816784,2026-01-07 04:12:08.123063,2026-01-07 04:12:08.176491,0 days 00:00:00.053428,46,49,COMPLETE
2332,2.888718703816784,2026-01-07 04:10:11.665709,2026-01-07 04:10:11.714178,0 days 00:00:00.048469,50,51,COMPLETE
693,2.888718703816784,2026-01-07 04:05:03.172479,2026-01-07 04:05:03.219303,0 days 00:00:00.046824,50,51,COMPLETE
710,2.888718703816784,2026-01-07 04:05:06.066335,2026-01-07 04:05:06.109804,0 days 00:00:00.043469,39,50,COMPLETE
707,2.888718703816784,2026-01-07 04:05:05.535036,2026-01-07 04:05:05.586120,0 days 00:00:00.051084,46,49,COMPLETE
1771,2.888718703816784,2026-01-07 04:08:23.084333,2026-01-07 04:08:23.138889,0 days 00:00:00.054556,38,51,COMPLETE
2514,2.888718703816784,2026-01-07 04:10:48.057249,2026-01-07 04:10:48.113518,0 days 00:00:00.056269,50,49,COMPLETE
2366,2.888718703816784,2026-01-07 04:10:18.206308,2026-01-07 04:10:18.256824,0 days 00:00:00.050516,44,51,COMPLETE
681,2.888718703816784,2026-01-07 04:05:01.027697,2026-01-07 04:05:01.076875,0 days 00:00:00.049178,38,48,COMPLETE
679,2.888718703816784,2026-01-07 04:05:00.714281,2026-01-07 04:05:00.759406,0 days 00:00:00.045125,30,50,COMPLETE
672,2.888718703816784,2026-01-07 04:04:59.538086,2026-01-07 04:04:59.586670,0 days 00:00:00.048584,42,48,COMPLETE
3568,2.888718703816784,2026-01-07 04:14:18.069340,2026-01-07 04:14:18.136159,0 days 00:00:00.066819,39,51,COMPLETE
703,2.888718703816784,2026-01-07 04:05:04.873180,2026-01-07 04:05:04.920182,0 days 00:00:00.047002,41,49,COMPLETE
641,2.888718703816784,2026-01-07 04:04:54.213345,2026-01-07 04:04:54.271127,0 days 00:00:00.057782,41,51,COMPLETE
1679,2.888718703816784,2026-01-07 04:08:05.382918,2026-01-07 04:08:05.435920,0 days 00:00:00.053002,46,48,COMPLETE
1665,2.888718703816784,2026-01-07 04:08:02.821555,2026-01-07 04:08:02.869327,0 days 00:00:00.047772,37,50,COMPLETE
1694,2.888718703816784,2026-01-07 04:08:08.480897,2026-01-07 04:08:08.528018,0 days 00:00:00.047121,46,49,COMPLETE
1793,2.888718703816784,2026-01-07 04:08:27.454479,2026-01-07 04:08:27.501275,0 days 00:00:00.046796,46,48,COMPLETE
217,2.888718703816784,2026-01-07 04:03:39.683175,2026-01-07 04:03:39.733470,0 days 00:00:00.050295,42,51,COMPLETE
3831,2.888718703816784,2026-01-07 04:15:13.542188,2026-01-07 04:15:13.597763,0 days 00:00:00.055575,46,49,COMPLETE
3829,2.888718703816784,2026-01-07 04:15:13.133513,2026-01-07 04:15:13.197632,0 days 00:00:00.064119,40,51,COMPLETE
3827,2.888718703816784,2026-01-07 04:15:12.774692,2026-01-07 04:15:12.826304,0 days 00:00:00.051612,50,48,COMPLETE
664,2.888718703816784,2026-01-07 04:04:58.196760,2026-01-07 04:04:58.244703,0 days 00:00:00.047943,50,51,COMPLETE
658,2.888718703816784,2026-01-07 04:04:57.174198,2026-01-07 04:04:57.220687,0 days 00:00:00.046489,45,50,COMPLETE
682,2.888718703816784,2026-01-07 04:05:01.180646,2026-01-07 04:05:01.232485,0 days 00:00:00.051839,43,48,COMPLETE
2502,2.888718703816784,2026-01-07 04:10:45.492680,2026-01-07 04:10:45.545182,0 days 00:00:00.052502,46,49,COMPLETE
1768,2.888718703816784,2026-01-07 04:08:22.522958,2026-01-07 04:08:22.572294,0 days 00:00:00.049336,50,49,COMPLETE
2498,2.888718703816784,2026-01-07 04:10:44.735814,2026-01-07 04:10:44.787375,0 days 00:00:00.051561,42,51,COMPLETE
2383,2.888718703816784,2026-01-07 04:10:21.711887,2026-01-07 04:10:21.767344,0 days 00:00:00.055457,39,51,COMPLETE
3588,2.888718703816784,2026-01-07 04:14:22.039346,2026-01-07 04:14:22.099186,0 days 00:00:00.059840,40,51,COMPLETE
653,2.888718703816784,2026-01-07 04:04:56.175326,2026-01-07 04:04:56.234149,0 days 00:00:00.058823,41,48,COMPLETE
643,2.888718703816784,2026-01-07 04:04:54.571769,2026-01-07 04:04:54.623441,0 days 00:00:00.051672,47,50,COMPLETE
254,2.888718703816784,2026-01-07 04:03:46.286193,2026-01-07 04:03:46.331280,0 days 00:00:00.045087,47,50,COMPLETE
2906,2.888718703816784,2026-01-07 04:12:05.617311,2026-01-07 04:12:05.669222,0 days 00:00:00.051911,36,51,COMPLETE
2896,2.888718703816784,2026-01-07 04:12:03.496997,2026-01-07 04:12:03.611504,0 days 00:00:00.114507,43,50,COMPLETE
1804,2.888718703816784,2026-01-07 04:08:29.438222,2026-01-07 04:08:29.489846,0 days 00:00:00.051624,41,48,COMPLETE
1801,2.888718703816784,2026-01-07 04:08:28.911959,2026-01-07 04:08:28.960680,0 days 00:00:00.048721,50,51,COMPLETE
1799,2.888718703816784,2026-01-07 04:08:28.535308,2026-01-07 04:08:28.582534,0 days 00:00:00.047226,35,51,COMPLETE
