number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
6,1.277260615786869,2026-01-02 01:52:26.637528,2026-01-02 01:52:27.088772,0 days 00:00:00.451244,17,13,39,1.6793913689074524,7,6,35,5,3.4019626215422436,42,5,5,3.4644701914932368,2.541934359909122,COMPLETE
8,1.2213450330649318,2026-01-02 01:52:27.709034,2026-01-02 01:52:28.145315,0 days 00:00:00.436281,15,20,27,2.8388384977349665,9,3,33,9,3.518600387910156,39,5,2,4.636319549732226,1.6360069499437278,COMPLETE
5,1.098070376183905,2026-01-02 01:52:26.315048,2026-01-02 01:52:26.487498,0 days 00:00:00.172450,10,18,49,2.6569055200289187,9,4,20,4,2.396164321360682,36,1,7,1.905541708337954,2.7262068517511873,COMPLETE
0,1.0742834569757103,2026-01-02 01:52:22.868788,2026-01-02 01:52:24.629192,0 days 00:00:01.760404,19,14,26,1.5871254182522991,7,9,35,10,3.002787529358022,19,3,10,3.9782540222861593,1.041168988591605,COMPLETE
7,0.9964684606245868,2026-01-02 01:52:27.234411,2026-01-02 01:52:27.500902,0 days 00:00:00.266491,12,10,40,2.8613497108891393,7,3,20,3,2.525957307589074,24,2,1,4.144428984900671,1.457596330983245,COMPLETE
4,0.8564345491877701,2026-01-02 01:52:25.902725,2026-01-02 01:52:26.221245,0 days 00:00:00.318520,13,10,31,2.743106263727894,4,1,20,4,2.202336274218452,27,10,9,3.3994362910538696,1.2818484499495253,COMPLETE
9,0.8305247426117033,2026-01-02 01:52:28.314585,2026-01-02 01:52:28.577416,0 days 00:00:00.262831,13,18,29,1.6797980510005242,6,4,20,9,3.857274259781298,27,10,8,2.6312102620726434,2.0375812434867324,COMPLETE
1,0.7078938067826638,2026-01-02 01:52:24.730881,2026-01-02 01:52:25.074591,0 days 00:00:00.343710,11,12,31,2.417779342083569,6,2,26,4,2.2303616213380453,28,6,8,2.7822664515279207,1.9121399684340719,COMPLETE
2,0.6342458660346695,2026-01-02 01:52:25.306570,2026-01-02 01:52:25.621532,0 days 00:00:00.314962,18,16,58,2.948448049611839,3,2,32,3,2.2615344229334267,17,5,5,1.8418523990223434,2.3684660530243136,COMPLETE
3,-20.0,2026-01-02 01:52:25.715877,2026-01-02 01:52:25.807353,0 days 00:00:00.091476,12,10,41,2.3200654190149193,7,6,25,10,3.9239615694113965,24,10,9,4.2129648817639005,2.8789978831283785,COMPLETE
