number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
60,2.8124651599647383,2026-01-05 02:59:16.641227,2026-01-05 02:59:16.790366,0 days 00:00:00.149139,19,16,37,2.251843435892184,12,8,25,7,2.9077452039942004,38,3,10,4.838821545388786,2.7352370269132456,COMPLETE
368,2.7953368189985617,2026-01-05 03:00:37.100109,2026-01-05 03:00:37.242558,0 days 00:00:00.142449,12,11,36,1.6796773069247097,18,6,25,10,3.09228981267897,32,3,8,4.153419686783065,2.5846947963615667,COMPLETE
304,2.7677630479121937,2026-01-05 03:00:20.071443,2026-01-05 03:00:20.220017,0 days 00:00:00.148574,16,15,37,1.5124453816998786,18,7,25,10,3.363000201892627,35,3,7,4.628523814454395,2.39867920154321,COMPLETE
275,2.7677630479121937,2026-01-05 03:00:12.825878,2026-01-05 03:00:12.961459,0 days 00:00:00.135581,19,15,36,1.9853568961690182,12,7,25,10,2.288308896154648,35,3,10,4.8053946912458585,1.7963020074686264,COMPLETE
342,2.7655839370437496,2026-01-05 03:00:29.754237,2026-01-05 03:00:29.894656,0 days 00:00:00.140419,13,16,40,2.398050848463846,20,7,24,9,3.5160184418330163,36,3,5,3.3381987267286446,1.9738424631504534,COMPLETE
459,2.7655839370437496,2026-01-05 03:01:00.820207,2026-01-05 03:01:00.957486,0 days 00:00:00.137279,12,15,42,2.271937983749213,20,8,24,9,2.870676668157978,37,3,5,3.461532317683151,1.901592708074513,COMPLETE
117,2.7632296115875774,2026-01-05 02:59:32.093878,2026-01-05 02:59:32.229479,0 days 00:00:00.135601,21,16,38,2.2974216749883345,9,8,25,7,2.0572264951719106,39,3,7,4.849797204966027,3.316045866840456,COMPLETE
261,2.7625429414780394,2026-01-05 03:00:09.157114,2026-01-05 03:00:09.309115,0 days 00:00:00.152001,22,10,47,2.578054340086287,13,6,25,8,3.282200436069183,35,3,10,4.034114343988789,2.694252052769886,COMPLETE
467,2.7615715955103113,2026-01-05 03:01:02.922997,2026-01-05 03:01:03.075153,0 days 00:00:00.152156,14,17,42,1.9227547513751528,19,8,24,10,2.5871508027040733,34,3,7,3.1149932545207477,2.43511226629249,COMPLETE
481,2.7594238734425733,2026-01-05 03:01:06.876641,2026-01-05 03:01:07.013315,0 days 00:00:00.136674,19,15,41,1.7229893795603113,20,7,24,9,3.935564040422048,39,3,7,4.536986666350675,1.6017572505708886,COMPLETE
137,2.759138293182141,2026-01-05 02:59:36.963468,2026-01-05 02:59:37.105203,0 days 00:00:00.141735,14,15,45,2.565966959139268,17,5,24,9,4.295038880762701,36,3,5,3.80745286806219,3.4707428745507554,COMPLETE
221,2.754765801412815,2026-01-05 02:59:58.852963,2026-01-05 02:59:58.992961,0 days 00:00:00.139998,17,20,48,2.272960991113333,14,5,25,7,4.3984718702229815,41,3,5,3.002964804287419,3.3585883421164433,COMPLETE
438,2.753648108071568,2026-01-05 03:00:55.279746,2026-01-05 03:00:55.427149,0 days 00:00:00.147403,14,13,41,2.5376298385029656,18,7,24,10,3.009649734200688,38,3,5,3.162762640024428,2.2841401770811034,COMPLETE
311,2.7534640738142846,2026-01-05 03:00:21.962032,2026-01-05 03:00:22.105994,0 days 00:00:00.143962,21,16,37,1.593964555915447,20,7,22,10,3.7724218691770637,39,3,8,4.721168843831071,1.8371019000033368,COMPLETE
372,2.7534640738142846,2026-01-05 03:00:38.218775,2026-01-05 03:00:38.370797,0 days 00:00:00.152022,24,16,38,2.7440294948451536,12,6,22,10,3.9829058540207045,38,3,4,3.8087251971819107,2.6062258030728858,COMPLETE
159,2.7524175505600983,2026-01-05 02:59:42.442842,2026-01-05 02:59:42.582298,0 days 00:00:00.139456,12,17,41,2.4618568019808498,20,6,25,10,3.9358211705506303,33,3,5,3.8236004597931674,2.5947269595812203,COMPLETE
350,2.7504661149581833,2026-01-05 03:00:32.301143,2026-01-05 03:00:32.441934,0 days 00:00:00.140791,16,16,43,2.5384349019501222,18,7,23,10,3.397123335190827,37,3,3,3.3002655725720773,2.031339946709813,COMPLETE
347,2.7504661149581833,2026-01-05 03:00:31.336884,2026-01-05 03:00:31.500948,0 days 00:00:00.164064,15,16,36,1.5221738693573992,14,6,23,10,2.0060014213094006,37,3,10,4.951079953413501,1.5460657540432987,COMPLETE
227,2.7504661149581833,2026-01-05 03:00:00.319309,2026-01-05 03:00:00.496972,0 days 00:00:00.177663,20,14,38,2.4540460688244856,13,6,23,10,4.3817397770063184,38,3,4,3.2455638888613025,1.7352796449739643,COMPLETE
292,2.7504661149581833,2026-01-05 03:00:16.994446,2026-01-05 03:00:17.133173,0 days 00:00:00.138727,19,15,36,1.550726372210581,16,7,25,10,2.7392020703076265,33,3,7,4.787350255761733,2.3565072201054167,COMPLETE
47,2.750145077243848,2026-01-05 02:59:13.466310,2026-01-05 02:59:13.612035,0 days 00:00:00.145725,22,12,42,2.551067097842101,9,7,24,9,4.177779444003413,37,3,10,3.993506538259555,2.7595200456778217,COMPLETE
195,2.7501201436892755,2026-01-05 02:59:52.216891,2026-01-05 02:59:52.366309,0 days 00:00:00.149418,23,13,43,2.494517867271347,12,5,25,8,4.480653057431571,34,3,9,3.8144311017149835,2.6989546713000143,COMPLETE
173,2.7494184089332347,2026-01-05 02:59:46.410196,2026-01-05 02:59:46.547490,0 days 00:00:00.137294,14,18,46,2.8815610413047876,11,5,23,10,4.3141367982150465,38,3,5,3.0501840472718187,3.3222511184311903,COMPLETE
288,2.747430418634738,2026-01-05 03:00:15.952433,2026-01-05 03:00:16.111008,0 days 00:00:00.158575,17,16,38,1.7026277336773348,16,6,23,9,2.2265693295935454,40,3,10,4.906459767154957,1.665634903157063,COMPLETE
110,2.746890797321426,2026-01-05 02:59:30.322774,2026-01-05 02:59:30.469101,0 days 00:00:00.146327,18,14,36,2.445496940565368,11,6,22,10,4.347919627002547,41,3,3,3.3401506124220304,2.4840570780209763,COMPLETE
359,2.744163953142458,2026-01-05 03:00:34.810598,2026-01-05 03:00:34.951589,0 days 00:00:00.140991,14,15,36,1.5687651665099562,19,7,24,10,2.8164871327072376,36,3,8,4.468928278724977,2.280157102248852,COMPLETE
43,2.744163953142458,2026-01-05 02:59:12.445733,2026-01-05 02:59:12.592567,0 days 00:00:00.146834,17,14,41,2.650515566604141,19,6,23,10,3.5869666257848274,37,3,6,3.5762758839652578,3.347473251439268,COMPLETE
369,2.744163953142458,2026-01-05 03:00:37.358820,2026-01-05 03:00:37.512395,0 days 00:00:00.153575,12,14,37,1.5029006861688685,17,7,23,10,2.3007485176634113,37,3,8,4.073213420605591,2.1596281346546653,COMPLETE
422,2.744163953142458,2026-01-05 03:00:50.855970,2026-01-05 03:00:50.993182,0 days 00:00:00.137212,25,14,37,2.8253883291297557,16,6,23,10,4.11236662894758,37,3,3,3.2976621290282537,2.2199438030061067,COMPLETE
46,2.743773460233769,2026-01-05 02:59:13.175342,2026-01-05 02:59:13.315463,0 days 00:00:00.140121,19,10,42,2.6791567313133995,10,7,25,9,3.735826697607007,37,3,9,3.840206911669614,2.7521916186586717,COMPLETE
213,2.7426134761190686,2026-01-05 02:59:56.805842,2026-01-05 02:59:56.980601,0 days 00:00:00.174759,16,19,47,2.129413399999632,11,5,25,7,4.2832945437993635,39,3,6,3.1269770920853928,3.187999735075245,COMPLETE
443,2.7421634839142235,2026-01-05 03:00:56.707839,2026-01-05 03:00:56.846192,0 days 00:00:00.138353,12,18,38,2.1510263038578743,20,7,25,7,2.962177676357169,41,3,5,3.465752278780955,1.518023050478706,COMPLETE
463,2.7402446219041297,2026-01-05 03:01:01.870076,2026-01-05 03:01:02.008389,0 days 00:00:00.138313,19,12,36,2.273983487464254,11,8,24,10,4.286985873434163,38,3,3,3.253800066477177,2.0186857045750513,COMPLETE
305,2.7402446219041297,2026-01-05 03:00:20.347691,2026-01-05 03:00:20.503060,0 days 00:00:00.155369,17,12,36,1.6891775784943486,14,5,24,10,2.3509039038573247,38,3,9,4.989180261516078,2.2268601049409846,COMPLETE
404,2.737924291783193,2026-01-05 03:00:46.194699,2026-01-05 03:00:46.335177,0 days 00:00:00.140478,23,12,36,2.323849519447789,10,9,24,7,3.487781761476794,41,3,8,4.8800089979601795,2.912362677796954,COMPLETE
329,2.7368124953351676,2026-01-05 03:00:26.453560,2026-01-05 03:00:26.627486,0 days 00:00:00.173926,19,15,36,1.6632242289654406,11,6,25,10,2.7816680433250562,37,3,9,4.572240034895588,1.824271578866718,COMPLETE
150,2.732829469145691,2026-01-05 02:59:40.304955,2026-01-05 02:59:40.442288,0 days 00:00:00.137333,21,13,43,2.3351765963591586,19,6,22,10,4.1659969643461645,40,3,6,3.6927914302525147,3.2886953087023025,COMPLETE
337,2.7322212831435366,2026-01-05 03:00:28.503299,2026-01-05 03:00:28.699532,0 days 00:00:00.196233,18,14,38,2.6475120164191166,17,7,24,10,3.0607006069697373,37,3,5,3.611771345427371,3.257498685042683,COMPLETE
283,2.7322212831435366,2026-01-05 03:00:14.731725,2026-01-05 03:00:14.877679,0 days 00:00:00.145954,17,14,36,1.5227359662994362,14,6,24,10,2.448189623466332,38,3,9,4.987837839530105,1.98164345190138,COMPLETE
