number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
0,0.0,2026-01-01 23:36:02.774294,2026-01-01 23:36:03.673595,0 days 00:00:00.899301,19,14,26,1.5871254182522991,7,14,35,10,2.282007021137776,7,7,15,2.5621088666940683,1.0205844942958024,COMPLETE
1,0.0,2026-01-01 23:36:03.774706,2026-01-01 23:36:03.975521,0 days 00:00:00.200815,11,12,31,2.417779342083569,6,7,26,4,1.7258603673633925,11,10,13,2.0495427649405373,1.456069984217036,COMPLETE
2,0.0,2026-01-01 23:36:04.090974,2026-01-01 23:36:04.317321,0 days 00:00:00.226347,18,16,58,2.948448049611839,3,6,32,3,1.7483047845120672,6,10,9,1.6465081710095757,1.6842330265121568,COMPLETE
4,0.0,2026-01-01 23:36:04.804534,2026-01-01 23:36:05.038716,0 days 00:00:00.234182,13,10,31,2.743106263727894,4,5,20,4,1.7056821174372854,11,15,13,2.3140441247373724,1.1409242249747626,COMPLETE
5,0.0,2026-01-01 23:36:05.143866,2026-01-01 23:36:05.314821,0 days 00:00:00.170955,10,18,49,2.6569055200289187,9,8,20,4,1.8452383113796906,16,5,11,1.6738035892876946,1.8631034258755936,COMPLETE
6,0.0,2026-01-01 23:36:05.406803,2026-01-01 23:36:05.591396,0 days 00:00:00.184593,17,13,39,1.6793913689074524,7,10,35,5,2.5694130875104153,19,9,10,2.341915796354244,1.770967179954561,COMPLETE
8,0.0,2026-01-01 23:36:05.954631,2026-01-01 23:36:06.127893,0 days 00:00:00.173262,15,20,27,2.8388384977349665,9,7,33,9,2.6533922792953124,17,9,6,2.8441369498852396,1.3180034749718639,COMPLETE
7,0.0,2026-01-01 23:36:05.681247,2026-01-01 23:36:05.858719,0 days 00:00:00.177472,12,10,40,2.8613497108891393,7,8,20,3,1.9386892614641336,10,6,5,2.633326707814573,1.2287981654916225,COMPLETE
9,0.0,2026-01-01 23:36:06.219115,2026-01-01 23:36:06.398380,0 days 00:00:00.179265,13,18,29,1.6797980510005242,6,8,20,9,2.8972374670425345,11,15,12,1.984804398031133,1.5187906217433662,COMPLETE
3,-10.0,2026-01-01 23:36:04.445702,2026-01-01 23:36:04.591249,0 days 00:00:00.145547,12,10,41,2.3200654190149193,7,11,25,10,2.9452523299762055,9,15,14,2.662699235041672,1.9394989415641892,COMPLETE
