number,value,datetime_start,datetime_complete,duration,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
82,0.875124357110339,2026-01-04 02:53:30.413864,2026-01-04 02:53:32.251128,0 days 00:00:01.837264,2.4102738463908553,3.167577036777565,1.9040585587112826,COMPLETE
75,0.875124357110339,2026-01-04 02:53:16.455226,2026-01-04 02:53:18.681212,0 days 00:00:02.225986,2.683500463226434,4.927892399827124,2.7226338465435407,COMPLETE
77,0.875124357110339,2026-01-04 02:53:20.935061,2026-01-04 02:53:22.845264,0 days 00:00:01.910203,2.38093203806217,4.497188047176387,1.986281744692385,COMPLETE
83,0.875124357110339,2026-01-04 02:53:32.357609,2026-01-04 02:53:33.990388,0 days 00:00:01.632779,2.2453416659419396,3.03168835387921,1.9481669787632143,COMPLETE
96,0.875124357110339,2026-01-04 02:53:55.435123,2026-01-04 02:53:57.249390,0 days 00:00:01.814267,2.6251676146494103,4.229986757820555,1.8147282432860163,COMPLETE
97,0.875124357110339,2026-01-04 02:53:57.380679,2026-01-04 02:53:59.188524,0 days 00:00:01.807845,2.890144020649925,4.648295822732244,1.8657622271035748,COMPLETE
90,0.875124357110339,2026-01-04 02:53:44.698671,2026-01-04 02:53:46.378235,0 days 00:00:01.679564,2.7855141280755067,4.551370731305854,2.002440482998461,COMPLETE
88,0.875124357110339,2026-01-04 02:53:41.168501,2026-01-04 02:53:42.856391,0 days 00:00:01.687890,3.4118153309421917,4.13240513671266,2.6385253505345854,COMPLETE
102,0.875124357110339,2026-01-04 02:54:06.414661,2026-01-04 02:54:08.090709,0 days 00:00:01.676048,3.0657912046709965,3.42326058668271,1.804328510141568,COMPLETE
105,0.875124357110339,2026-01-04 02:54:12.099569,2026-01-04 02:54:13.758326,0 days 00:00:01.658757,2.6369657854703545,3.0057866677641365,1.8297626300787984,COMPLETE
134,0.875124357110339,2026-01-04 02:55:06.110502,2026-01-04 02:55:07.738578,0 days 00:00:01.628076,3.979694522111638,3.794034762805642,2.1254352551880307,COMPLETE
133,0.875124357110339,2026-01-04 02:55:04.338566,2026-01-04 02:55:06.005952,0 days 00:00:01.667386,3.500696505947177,4.072821406298598,1.9063054784163007,COMPLETE
184,0.875124357110339,2026-01-04 02:56:37.601064,2026-01-04 02:56:39.590387,0 days 00:00:01.989323,2.8846094185134263,4.288097088422886,1.8868340002546482,COMPLETE
189,0.875124357110339,2026-01-04 02:56:47.330919,2026-01-04 02:56:48.998312,0 days 00:00:01.667393,3.226283210172122,4.976780374287332,1.831916974673481,COMPLETE
199,0.875124357110339,2026-01-04 02:57:05.411607,2026-01-04 02:57:07.055271,0 days 00:00:01.643664,2.3024404126838305,4.31506261410599,2.538216597917151,COMPLETE
177,0.875124357110339,2026-01-04 02:56:24.552920,2026-01-04 02:56:26.243505,0 days 00:00:01.690585,3.131603876097317,4.562578219515664,1.8805519304043066,COMPLETE
150,0.875124357110339,2026-01-04 02:55:36.005866,2026-01-04 02:55:37.945438,0 days 00:00:01.939572,3.9933865705001144,3.653452701999087,1.8162320824583456,COMPLETE
147,0.875124357110339,2026-01-04 02:55:29.482317,2026-01-04 02:55:31.514619,0 days 00:00:02.032302,2.393795738608869,3.011607448482043,2.040821950045374,COMPLETE
159,0.875124357110339,2026-01-04 02:55:52.381389,2026-01-04 02:55:54.020162,0 days 00:00:01.638773,2.666298555295312,3.0025156564209694,1.812327625566574,COMPLETE
152,0.875124357110339,2026-01-04 02:55:39.856852,2026-01-04 02:55:41.497728,0 days 00:00:01.640876,2.9750409974670755,3.8028526228247737,2.0293939279591626,COMPLETE
138,0.875124357110339,2026-01-04 02:55:13.318676,2026-01-04 02:55:14.944818,0 days 00:00:01.626142,3.833065739132488,4.215575471866493,1.8847411096508468,COMPLETE
142,0.875124357110339,2026-01-04 02:55:20.418981,2026-01-04 02:55:22.096481,0 days 00:00:01.677500,2.486993430259942,3.091123557501555,1.9135473664585159,COMPLETE
141,0.875124357110339,2026-01-04 02:55:18.649610,2026-01-04 02:55:20.312159,0 days 00:00:01.662549,2.5731772290962716,3.430651394872481,1.8314051244505887,COMPLETE
146,0.875124357110339,2026-01-04 02:55:27.500604,2026-01-04 02:55:29.353866,0 days 00:00:01.853262,3.3581382496044663,3.0080052012187983,2.069620972576031,COMPLETE
85,0.8750229216544977,2026-01-04 02:53:35.829928,2026-01-04 02:53:37.484344,0 days 00:00:01.654416,2.6027015262557684,3.1495077380414136,1.3375938877327453,COMPLETE
48,0.8750229216544977,2026-01-04 02:52:28.556257,2026-01-04 02:52:30.258552,0 days 00:00:01.702295,3.032026100987353,4.433525363684794,1.3430584916293196,COMPLETE
18,0.8750229216544977,2026-01-04 02:51:33.266317,2026-01-04 02:51:34.874324,0 days 00:00:01.608007,3.19579995762217,4.843748470046234,1.359286503693455,COMPLETE
24,0.8749878963768106,2026-01-04 02:51:43.970767,2026-01-04 02:51:45.652712,0 days 00:00:01.681945,2.183838278880674,4.185626175185754,1.2905787118371992,COMPLETE
140,0.8749878963768106,2026-01-04 02:55:16.872996,2026-01-04 02:55:18.548658,0 days 00:00:01.675662,2.0019340312168583,4.611877963802267,1.238959489919909,COMPLETE
64,0.8749878963768106,2026-01-04 02:52:56.986783,2026-01-04 02:52:58.638913,0 days 00:00:01.652130,3.872542010973313,4.804448328170966,1.2780427726620451,COMPLETE
10,0.8749878963768106,2026-01-04 02:51:19.186492,2026-01-04 02:51:20.871165,0 days 00:00:01.684673,3.2150897038028767,3.341048247374583,1.3170928673735032,COMPLETE
9,0.8749878963768106,2026-01-04 02:51:17.393111,2026-01-04 02:51:19.054131,0 days 00:00:01.661020,3.0284688768272234,4.184829137724085,1.2836107428959957,COMPLETE
20,0.8749878963768106,2026-01-04 02:51:36.711047,2026-01-04 02:51:38.488168,0 days 00:00:01.777121,2.203623048950922,4.862285851593966,1.2843445999280168,COMPLETE
117,0.8749878963768106,2026-01-04 02:54:35.388040,2026-01-04 02:54:37.122196,0 days 00:00:01.734156,3.6617860560113273,4.031030549192566,1.2352713360021754,COMPLETE
89,0.8749878963768106,2026-01-04 02:53:42.963397,2026-01-04 02:53:44.591386,0 days 00:00:01.627989,2.7973791906237686,4.454812788168659,1.3145917298842553,COMPLETE
121,0.8749878963768106,2026-01-04 02:54:42.697530,2026-01-04 02:54:44.337841,0 days 00:00:01.640311,2.235075116868139,4.359683204384431,1.309393706133212,COMPLETE
168,0.8749878963768106,2026-01-04 02:56:08.317232,2026-01-04 02:56:10.154074,0 days 00:00:01.836842,2.357212175804612,3.0215776876920777,1.2790983235559763,COMPLETE
155,0.8749878963768106,2026-01-04 02:55:45.259106,2026-01-04 02:55:46.885860,0 days 00:00:01.626754,3.2699850027727564,4.314823141674653,1.3194968171430763,COMPLETE
118,0.8749878963768106,2026-01-04 02:54:37.226591,2026-01-04 02:54:39.000282,0 days 00:00:01.773691,2.707488168437546,4.861851878181584,1.2734835365715467,COMPLETE
123,0.874886790246019,2026-01-04 02:54:46.323147,2026-01-04 02:54:48.055288,0 days 00:00:01.732141,2.1843001093616756,4.812857345050049,1.3930600204421106,COMPLETE
73,0.874886790246019,2026-01-04 02:53:12.969586,2026-01-04 02:53:14.581741,0 days 00:00:01.612155,2.3869383671420326,4.476666440623008,1.3939284815959514,COMPLETE
112,0.874886790246019,2026-01-04 02:54:25.112945,2026-01-04 02:54:27.157384,0 days 00:00:02.044439,2.7369417549836714,3.036412754941497,1.401465400688949,COMPLETE
144,0.8748625557909009,2026-01-04 02:55:23.980549,2026-01-04 02:55:25.591684,0 days 00:00:01.611135,2.5596327323046584,3.654206163978432,1.2090814295220746,COMPLETE
0,0.8662313039704471,2026-01-04 02:50:53.012427,2026-01-04 02:51:01.007226,0 days 00:00:07.994799,2.749080237694725,4.901428612819832,2.5175890952605293,COMPLETE
