number,value,datetime_start,datetime_complete,duration,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
175,0.8754952628707738,2026-01-04 02:56:21.002658,2026-01-04 02:56:22.646517,0 days 00:00:01.643859,2.9621274006950324,4.530654003678167,1.6788611307958494,COMPLETE
174,0.8754952628707738,2026-01-04 02:56:19.227392,2026-01-04 02:56:20.887799,0 days 00:00:01.660407,2.8279322453905653,4.725929059743678,1.7945787143350906,COMPLETE
193,0.8754952628707738,2026-01-04 02:56:54.447028,2026-01-04 02:56:56.287940,0 days 00:00:01.840912,2.748352359447874,4.644107717637349,1.6133966199987135,COMPLETE
196,0.8754952628707738,2026-01-04 02:57:00.113316,2026-01-04 02:57:01.739253,0 days 00:00:01.625937,2.125564093704099,4.722770909043924,1.7653321891458365,COMPLETE
137,0.8754952628707738,2026-01-04 02:55:11.512220,2026-01-04 02:55:13.202289,0 days 00:00:01.690069,3.8465391739712897,3.6597741624340725,1.598964767457048,COMPLETE
139,0.8754952628707738,2026-01-04 02:55:15.060792,2026-01-04 02:55:16.706863,0 days 00:00:01.646071,2.9258598246761323,4.404352544635186,1.6949195530129604,COMPLETE
151,0.8754952628707738,2026-01-04 02:55:38.076089,2026-01-04 02:55:39.743594,0 days 00:00:01.667505,3.0616812954509434,4.228434406521385,1.7260085029398804,COMPLETE
145,0.8754952628707738,2026-01-04 02:55:25.692478,2026-01-04 02:55:27.394935,0 days 00:00:01.702457,3.9637081262927625,3.836794459379411,1.5499324974661834,COMPLETE
119,0.8754952628707738,2026-01-04 02:54:39.141874,2026-01-04 02:54:40.843119,0 days 00:00:01.701245,3.251289011281845,4.636751443967397,1.7777508387880256,COMPLETE
110,0.8754952628707738,2026-01-04 02:54:20.986534,2026-01-04 02:54:22.641707,0 days 00:00:01.655173,2.604350865430559,4.372608791244611,1.635785467421148,COMPLETE
114,0.8754952628707738,2026-01-04 02:54:29.724551,2026-01-04 02:54:31.736021,0 days 00:00:02.011470,2.6227578695896794,3.2354819068690173,1.648519245608682,COMPLETE
113,0.8754952628707738,2026-01-04 02:54:27.464119,2026-01-04 02:54:29.582518,0 days 00:00:02.118399,2.6803285568064785,3.2708856536618596,1.6643053476795222,COMPLETE
128,0.8754952628707738,2026-01-04 02:54:55.299053,2026-01-04 02:54:57.139053,0 days 00:00:01.840000,2.2830552690003576,4.2652755145622825,1.5660141111901411,COMPLETE
129,0.8754952628707738,2026-01-04 02:54:57.242301,2026-01-04 02:54:58.899392,0 days 00:00:01.657091,2.4931409861994442,3.025350860615098,1.635232631062988,COMPLETE
131,0.8754952628707738,2026-01-04 02:55:00.821872,2026-01-04 02:55:02.440748,0 days 00:00:01.618876,3.781052192942055,3.9306535351826866,1.6319192392547133,COMPLETE
135,0.8754952628707738,2026-01-04 02:55:07.858875,2026-01-04 02:55:09.537189,0 days 00:00:01.678314,2.5329923458970125,4.715493185872352,1.6258698113470802,COMPLETE
124,0.8754952628707738,2026-01-04 02:54:48.164597,2026-01-04 02:54:49.817838,0 days 00:00:01.653241,2.0425554664280217,4.550983740859218,1.7903154457476065,COMPLETE
126,0.8754952628707738,2026-01-04 02:54:51.716602,2026-01-04 02:54:53.410991,0 days 00:00:01.694389,2.7607786587985097,4.553042557650112,1.764024490519223,COMPLETE
127,0.8754952628707738,2026-01-04 02:54:53.517608,2026-01-04 02:54:55.169083,0 days 00:00:01.651475,2.1178460601823796,4.877913988569197,1.7586871654739844,COMPLETE
122,0.8754952628707738,2026-01-04 02:54:44.447663,2026-01-04 02:54:46.182434,0 days 00:00:01.734771,2.0500800441491442,4.6288876244207655,1.5929132161211499,COMPLETE
104,0.8754952628707738,2026-01-04 02:54:10.124103,2026-01-04 02:54:11.987936,0 days 00:00:01.863833,2.544055073272871,3.0464723016408732,1.7179020371631142,COMPLETE
95,0.8754952628707738,2026-01-04 02:53:53.698275,2026-01-04 02:53:55.321498,0 days 00:00:01.623223,2.1730789784658273,3.0186982744532753,1.741898764451629,COMPLETE
94,0.8754952628707738,2026-01-04 02:53:51.811818,2026-01-04 02:53:53.587872,0 days 00:00:01.776054,2.9789877896165793,4.511433596576996,1.574255613593519,COMPLETE
92,0.8754952628707738,2026-01-04 02:53:48.250874,2026-01-04 02:53:49.925599,0 days 00:00:01.674725,2.7308089430289715,4.929549289899996,1.7374796375254595,COMPLETE
101,0.8754952628707738,2026-01-04 02:54:04.638105,2026-01-04 02:54:06.304273,0 days 00:00:01.666168,2.995870801976424,3.103546559570797,1.7826675106270606,COMPLETE
103,0.8754952628707738,2026-01-04 02:54:08.202704,2026-01-04 02:54:09.951918,0 days 00:00:01.749214,2.6944253303156627,3.319450580958576,1.6302322763307076,COMPLETE
98,0.8754952628707738,2026-01-04 02:53:59.306958,2026-01-04 02:54:00.979000,0 days 00:00:01.672042,2.896538537963133,4.653356047721748,1.671538103117115,COMPLETE
99,0.8754952628707738,2026-01-04 02:54:01.092663,2026-01-04 02:54:02.748064,0 days 00:00:01.655401,3.145250857402184,4.136419113903677,1.6322324230594327,COMPLETE
91,0.8754952628707738,2026-01-04 02:53:46.487084,2026-01-04 02:53:48.146465,0 days 00:00:01.659381,2.7835072392331153,4.373989819356716,1.6754367803716645,COMPLETE
80,0.8754952628707738,2026-01-04 02:53:26.825913,2026-01-04 02:53:28.482758,0 days 00:00:01.656845,2.0447161829490104,4.630524825362538,1.6833820258091687,COMPLETE
84,0.8754952628707738,2026-01-04 02:53:34.094511,2026-01-04 02:53:35.713091,0 days 00:00:01.618580,2.3274004626566924,3.135548433558701,1.797308412635841,COMPLETE
81,0.8754952628707738,2026-01-04 02:53:28.595580,2026-01-04 02:53:30.307837,0 days 00:00:01.712257,2.4838844117072023,3.039509046984833,1.6405227513265888,COMPLETE
76,0.8754952628707738,2026-01-04 02:53:18.808793,2026-01-04 02:53:20.760332,0 days 00:00:01.951539,2.3236351066460004,3.3432809069318594,1.5833393323059215,COMPLETE
78,0.8754952628707738,2026-01-04 02:53:22.949468,2026-01-04 02:53:24.840728,0 days 00:00:01.891260,2.9153883072504754,3.0187145235946238,1.7505190469639953,COMPLETE
79,0.8754952628707738,2026-01-04 02:53:24.950503,2026-01-04 02:53:26.706100,0 days 00:00:01.755597,2.315583092731229,4.8023836816699434,1.7657748721507485,COMPLETE
72,0.8754952628707738,2026-01-04 02:53:11.217317,2026-01-04 02:53:12.865516,0 days 00:00:01.648199,2.6409485471638514,4.49507021519571,1.6137479622661226,COMPLETE
162,0.8754952628707738,2026-01-04 02:55:57.681978,2026-01-04 02:55:59.328527,0 days 00:00:01.646549,2.130377261851374,4.496528291388351,1.740479623265928,COMPLETE
167,0.8754952628707738,2026-01-04 02:56:06.455090,2026-01-04 02:56:08.172710,0 days 00:00:01.717620,3.0977683686015935,4.182666030034232,1.7468181576472785,COMPLETE
194,0.8754952628707738,2026-01-04 02:56:56.393161,2026-01-04 02:56:58.016833,0 days 00:00:01.623672,2.774974732897692,4.568613978860094,1.6954886792910167,COMPLETE
173,0.8754952628707738,2026-01-04 02:56:17.435999,2026-01-04 02:56:19.122348,0 days 00:00:01.686349,3.4074495934158517,4.570926476939308,1.6027067782636182,COMPLETE
180,0.8754952628707738,2026-01-04 02:56:29.923583,2026-01-04 02:56:31.545365,0 days 00:00:01.621782,3.3630192480202687,4.131741105708482,1.7919683767997037,COMPLETE
164,0.8754952628707738,2026-01-04 02:56:01.189287,2026-01-04 02:56:02.861328,0 days 00:00:01.672041,2.367667129115973,4.663259587874396,1.640467103605151,COMPLETE
160,0.8754952628707738,2026-01-04 02:55:54.123091,2026-01-04 02:55:55.738650,0 days 00:00:01.615559,2.737084681973063,3.854412553135254,1.7881623431940816,COMPLETE
166,0.8754952628707738,2026-01-04 02:56:04.706609,2026-01-04 02:56:06.351922,0 days 00:00:01.645313,2.3869874754358418,3.3645095773882625,1.7216237033131538,COMPLETE
172,0.8754342545922047,2026-01-04 02:56:15.607362,2026-01-04 02:56:17.327539,0 days 00:00:01.720177,3.05333374880149,4.679678847714553,1.5098159876081576,COMPLETE
143,0.8754342545922047,2026-01-04 02:55:22.200919,2026-01-04 02:55:23.863541,0 days 00:00:01.662622,2.615713565896842,3.00670256831387,1.4964418728253994,COMPLETE
57,0.8754342545922047,2026-01-04 02:52:44.488450,2026-01-04 02:52:46.181879,0 days 00:00:01.693429,3.4105005804554014,4.31639303497347,1.5391055762365267,COMPLETE
71,0.8754342545922047,2026-01-04 02:53:09.394932,2026-01-04 02:53:11.110371,0 days 00:00:01.715439,2.5641129981571407,4.8121336083760795,1.475483986515541,COMPLETE
70,0.8754342545922047,2026-01-04 02:53:07.642378,2026-01-04 02:53:09.265122,0 days 00:00:01.622744,3.1633983919536055,4.630489194653811,1.5059283733401998,COMPLETE
69,0.8754342545922047,2026-01-04 02:53:05.897186,2026-01-04 02:53:07.529620,0 days 00:00:01.632434,2.030763469876592,4.917681104298086,1.4963444105656665,COMPLETE
28,0.8754342545922047,2026-01-04 02:51:51.078150,2026-01-04 02:51:52.793004,0 days 00:00:01.714854,2.4103306652857355,3.496994915047302,1.543726722432046,COMPLETE
54,0.8754342545922047,2026-01-04 02:52:39.206716,2026-01-04 02:52:40.892569,0 days 00:00:01.685853,3.6137150719124294,4.337372686465348,1.508282078494026,COMPLETE
1,0.8754342545922047,2026-01-04 02:51:01.135592,2026-01-04 02:51:02.733330,0 days 00:00:01.597738,3.197316968394073,3.312037280884873,1.4807901366051648,COMPLETE
4,0.8754342545922047,2026-01-04 02:51:07.582526,2026-01-04 02:51:09.638496,0 days 00:00:02.055970,3.6648852816008435,3.4246782213565523,1.5272849409727811,COMPLETE
148,0.8754342545922047,2026-01-04 02:55:31.640149,2026-01-04 02:55:33.757455,0 days 00:00:02.117306,2.7806091368123553,4.551285841455992,1.4874378150105276,COMPLETE
198,0.8754342545922047,2026-01-04 02:57:03.631718,2026-01-04 02:57:05.302294,0 days 00:00:01.670576,3.06410074447116,4.289805787595192,1.5456541032508362,COMPLETE
195,0.8754342545922047,2026-01-04 02:56:58.150082,2026-01-04 02:56:59.975908,0 days 00:00:01.825826,2.624941145580476,4.431060213769449,1.530421964658795,COMPLETE
176,0.8754342545922047,2026-01-04 02:56:22.754642,2026-01-04 02:56:24.445173,0 days 00:00:01.690531,2.33457797252775,4.520545324541292,1.4812529552454412,COMPLETE
157,0.8754342545922047,2026-01-04 02:55:48.770144,2026-01-04 02:55:50.426452,0 days 00:00:01.656308,3.100144716430396,3.86794702373411,1.5457215016178052,COMPLETE
100,0.8754342545922047,2026-01-04 02:54:02.914680,2026-01-04 02:54:04.530926,0 days 00:00:01.616246,2.493795227034768,4.65842555590231,1.5215124388756878,COMPLETE
132,0.8754342545922047,2026-01-04 02:55:02.553316,2026-01-04 02:55:04.236918,0 days 00:00:01.683602,3.730213065006993,4.124618795456413,1.5442467769508696,COMPLETE
66,0.8754342545922047,2026-01-04 02:53:00.544572,2026-01-04 02:53:02.222797,0 days 00:00:01.678225,3.9924507688104907,3.0544502478529445,1.5279831039204614,COMPLETE
125,0.8754342545922047,2026-01-04 02:54:49.970735,2026-01-04 02:54:51.606508,0 days 00:00:01.635773,2.9866294171257683,4.7643829042890555,1.545985288310944,COMPLETE
136,0.8754342545922047,2026-01-04 02:55:09.658856,2026-01-04 02:55:11.408243,0 days 00:00:01.749387,3.097668893821593,3.0473802403430548,1.5252854092297001,COMPLETE
116,0.8754342545922047,2026-01-04 02:54:33.592971,2026-01-04 02:54:35.277095,0 days 00:00:01.684124,2.4361727111263463,3.10667398163881,1.543916008129679,COMPLETE
120,0.8754342545922047,2026-01-04 02:54:40.949775,2026-01-04 02:54:42.588278,0 days 00:00:01.638503,2.7080483860960323,3.102833289944374,1.5397190091175275,COMPLETE
111,0.8752330843800497,2026-01-04 02:54:22.757526,2026-01-04 02:54:24.847509,0 days 00:00:02.089983,2.1531440783260494,3.2154829043064375,1.4339259865510938,COMPLETE
192,0.8752330843800497,2026-01-04 02:56:52.712567,2026-01-04 02:56:54.342426,0 days 00:00:01.629859,2.8857462628573423,4.677811448339981,1.4429141074060745,COMPLETE
58,0.8752330843800497,2026-01-04 02:52:46.289711,2026-01-04 02:52:47.898163,0 days 00:00:01.608452,2.8545808726110846,3.3529222171154225,1.4371814273826369,COMPLETE
170,0.8752330843800497,2026-01-04 02:56:12.057051,2026-01-04 02:56:13.727870,0 days 00:00:01.670819,2.783708980877636,4.297877728994656,1.4175952133252478,COMPLETE
23,0.8752330843800497,2026-01-04 02:51:42.114021,2026-01-04 02:51:43.841167,0 days 00:00:01.727146,2.031189599316913,3.057266232539442,1.4247848929885742,COMPLETE
61,0.8752330843800497,2026-01-04 02:52:51.540677,2026-01-04 02:52:53.200773,0 days 00:00:01.660096,2.685371959976179,4.475088280841208,1.4462063565371364,COMPLETE
27,0.8752330843800497,2026-01-04 02:51:49.295207,2026-01-04 02:51:50.968844,0 days 00:00:01.673637,2.6974412561027354,4.915181246832567,1.4248889289233675,COMPLETE
7,0.875124357110339,2026-01-04 02:51:13.734941,2026-01-04 02:51:15.403364,0 days 00:00:01.668423,2.278987721304084,3.5842892970704363,1.8594513179286452,COMPLETE
3,0.875124357110339,2026-01-04 02:51:04.994246,2026-01-04 02:51:07.286841,0 days 00:00:02.292595,3.416145155592091,3.041168988591605,2.9458377338915898,COMPLETE
2,0.875124357110339,2026-01-04 02:51:02.915058,2026-01-04 02:51:04.840748,0 days 00:00:01.925690,2.116167224336399,4.73235229154987,2.282007021137776,COMPLETE
6,0.875124357110339,2026-01-04 02:51:11.853386,2026-01-04 02:51:13.629518,0 days 00:00:01.776132,2.8638900372842313,3.582458280396084,2.301335210500283,COMPLETE
5,0.875124357110339,2026-01-04 02:51:09.832740,2026-01-04 02:51:11.737467,0 days 00:00:01.904727,2.3668090197068676,3.6084844859190754,2.144561576938028,COMPLETE
44,0.875124357110339,2026-01-04 02:52:21.352204,2026-01-04 02:52:23.040301,0 days 00:00:01.688097,2.0912379025590786,3.0220081439261115,1.9312830777090706,COMPLETE
56,0.875124357110339,2026-01-04 02:52:42.739664,2026-01-04 02:52:44.375837,0 days 00:00:01.636173,3.589692708517269,4.958937720709468,2.0208744941843757,COMPLETE
52,0.875124357110339,2026-01-04 02:52:35.650184,2026-01-04 02:52:37.304729,0 days 00:00:01.654545,3.1612500497855294,4.763764221971966,1.8744683126984378,COMPLETE
51,0.875124357110339,2026-01-04 02:52:33.881172,2026-01-04 02:52:35.541387,0 days 00:00:01.660215,3.2281864644919587,4.287010806116228,1.8129452692559065,COMPLETE
55,0.875124357110339,2026-01-04 02:52:41.004488,2026-01-04 02:52:42.636345,0 days 00:00:01.631857,2.550209996737563,4.746732125088115,2.0823538346082437,COMPLETE
59,0.875124357110339,2026-01-04 02:52:48.005024,2026-01-04 02:52:49.657031,0 days 00:00:01.652007,3.63825689963433,4.152175474969364,1.965609874438472,COMPLETE
35,0.875124357110339,2026-01-04 02:52:03.719040,2026-01-04 02:52:05.349409,0 days 00:00:01.630369,3.9987248772831023,3.7856552711326543,2.9139291650569428,COMPLETE
31,0.875124357110339,2026-01-04 02:51:56.561216,2026-01-04 02:51:58.209452,0 days 00:00:01.648236,2.831103432875939,4.792936817750759,1.9289933580532403,COMPLETE
29,0.875124357110339,2026-01-04 02:51:52.922471,2026-01-04 02:51:54.575472,0 days 00:00:01.653001,2.117248558121658,4.293366949835544,2.0332750263237314,COMPLETE
32,0.875124357110339,2026-01-04 02:51:58.312950,2026-01-04 02:51:59.995788,0 days 00:00:01.682838,2.7401797981244904,4.221241993325936,1.911934998192219,COMPLETE
13,0.875124357110339,2026-01-04 02:51:24.488628,2026-01-04 02:51:26.094907,0 days 00:00:01.606279,2.8803049874792026,3.2440764696895577,2.091318438200286,COMPLETE
15,0.875124357110339,2026-01-04 02:51:27.943076,2026-01-04 02:51:29.604215,0 days 00:00:01.661139,3.325044568707964,3.623422152178822,2.1361224381200596,COMPLETE
30,0.875124357110339,2026-01-04 02:51:54.687350,2026-01-04 02:51:56.457405,0 days 00:00:01.770055,2.1947203129017905,3.073185826442507,2.318038451300344,COMPLETE
25,0.875124357110339,2026-01-04 02:51:45.758666,2026-01-04 02:51:47.367677,0 days 00:00:01.609011,2.2440922780230586,4.959453923249358,1.811736932583472,COMPLETE
37,0.875124357110339,2026-01-04 02:52:07.376256,2026-01-04 02:52:09.034760,0 days 00:00:01.658504,2.039780283107871,4.977013745854462,1.8324380939384717,COMPLETE
36,0.875124357110339,2026-01-04 02:52:05.450655,2026-01-04 02:52:07.271433,0 days 00:00:01.820778,3.166454307932655,4.434046690383008,2.199885429295704,COMPLETE
38,0.875124357110339,2026-01-04 02:52:09.139249,2026-01-04 02:52:11.189426,0 days 00:00:02.050177,2.0262806314356165,4.363147974884592,2.9158006435794466,COMPLETE
11,0.875124357110339,2026-01-04 02:51:20.974477,2026-01-04 02:51:22.633361,0 days 00:00:01.658884,3.8977710745066663,4.931264066149119,2.65511522660963,COMPLETE
16,0.875124357110339,2026-01-04 02:51:29.708563,2026-01-04 02:51:31.384164,0 days 00:00:01.675601,3.0934205586865593,3.3697089110510543,2.9452523299762055,COMPLETE
17,0.875124357110339,2026-01-04 02:51:31.486784,2026-01-04 02:51:33.161735,0 days 00:00:01.674951,3.550265646722229,4.8789978831283785,2.8106892307697677,COMPLETE
12,0.875124357110339,2026-01-04 02:51:22.735323,2026-01-04 02:51:24.375687,0 days 00:00:01.640364,2.609227538346741,3.1953442280127677,2.431619447721882,COMPLETE
50,0.875124357110339,2026-01-04 02:52:32.147455,2026-01-04 02:52:33.775656,0 days 00:00:01.628201,2.621378839395993,4.085446838466193,2.7380162256173515,COMPLETE
149,0.875124357110339,2026-01-04 02:55:33.862794,2026-01-04 02:55:35.900872,0 days 00:00:02.038078,2.3760071468345805,3.0027577233256313,1.8530485046449445,COMPLETE
190,0.875124357110339,2026-01-04 02:56:49.143174,2026-01-04 02:56:50.835036,0 days 00:00:01.691862,2.755887606700805,4.732203187183917,1.9810668877222413,COMPLETE
171,0.875124357110339,2026-01-04 02:56:13.838434,2026-01-04 02:56:15.490994,0 days 00:00:01.652560,3.1609483693016283,4.725441383308645,2.0861727327735418,COMPLETE
165,0.875124357110339,2026-01-04 02:56:02.969639,2026-01-04 02:56:04.603994,0 days 00:00:01.634355,2.6294051292413934,4.427439280060401,1.8393672989772651,COMPLETE
156,0.875124357110339,2026-01-04 02:55:46.990681,2026-01-04 02:55:48.655586,0 days 00:00:01.664905,2.671665786551153,3.1420462961211872,2.8925688693697653,COMPLETE
154,0.875124357110339,2026-01-04 02:55:43.435213,2026-01-04 02:55:45.157634,0 days 00:00:01.722421,3.8337924385471798,4.4294246607353145,2.4227023331563116,COMPLETE
161,0.875124357110339,2026-01-04 02:55:55.932669,2026-01-04 02:55:57.563185,0 days 00:00:01.630516,2.327957121838117,4.487503982468084,1.876115765555653,COMPLETE
163,0.875124357110339,2026-01-04 02:55:59.445800,2026-01-04 02:56:01.088738,0 days 00:00:01.642938,2.4574900371995714,4.945668590341894,2.1342406503594287,COMPLETE
47,0.875124357110339,2026-01-04 02:52:26.792217,2026-01-04 02:52:28.449526,0 days 00:00:01.657309,2.4787718200196394,3.297752023472915,1.8109762149403366,COMPLETE
46,0.875124357110339,2026-01-04 02:52:24.999078,2026-01-04 02:52:26.671312,0 days 00:00:01.672234,3.908459408422262,3.234979572034631,2.343444925461628,COMPLETE
108,0.875124357110339,2026-01-04 02:54:17.436224,2026-01-04 02:54:19.111328,0 days 00:00:01.675104,3.8457787867324074,3.0008924055844455,2.8268834643767766,COMPLETE
109,0.875124357110339,2026-01-04 02:54:19.218223,2026-01-04 02:54:20.876335,0 days 00:00:01.658112,2.182410760125802,3.65717410845797,1.852338191357695,COMPLETE
115,0.875124357110339,2026-01-04 02:54:31.850410,2026-01-04 02:54:33.488960,0 days 00:00:01.638550,2.4658818150201602,4.609002576583989,1.845103572968136,COMPLETE
130,0.875124357110339,2026-01-04 02:54:59.030609,2026-01-04 02:55:00.713508,0 days 00:00:01.682899,2.738916788229458,3.0626469683787207,1.9567076215012649,COMPLETE
106,0.875124357110339,2026-01-04 02:54:13.865616,2026-01-04 02:54:15.583109,0 days 00:00:01.717493,2.9973311283978195,4.2400632499883155,2.04246524001368,COMPLETE
107,0.875124357110339,2026-01-04 02:54:15.688970,2026-01-04 02:54:17.330076,0 days 00:00:01.641106,2.961659409224533,3.2039744568374733,2.23885336042977,COMPLETE
74,0.875124357110339,2026-01-04 02:53:14.687408,2026-01-04 02:53:16.344281,0 days 00:00:01.656873,2.620472532678138,3.3303050170789814,2.0396972351907294,COMPLETE
93,0.875124357110339,2026-01-04 02:53:50.030156,2026-01-04 02:53:51.651377,0 days 00:00:01.621221,3.3886086758530447,4.405470320974316,1.8245329240842791,COMPLETE
86,0.875124357110339,2026-01-04 02:53:37.596212,2026-01-04 02:53:39.264874,0 days 00:00:01.668662,2.0601179202509274,3.6703867274409117,2.485532066522649,COMPLETE
87,0.875124357110339,2026-01-04 02:53:39.391570,2026-01-04 02:53:41.064704,0 days 00:00:01.673134,2.561473350850981,3.086291950031802,1.979710599551484,COMPLETE
