number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
1183,3.1277117468839757,2026-01-07 05:52:11.996471,2026-01-07 05:52:12.074166,0 days 00:00:00.077695,40,39,3.022955188071328,3.3378455656780384,4.7710879186268444,2.4872043835559223,COMPLETE
202,3.1277117468839757,2026-01-07 05:48:32.679310,2026-01-07 05:48:32.768504,0 days 00:00:00.089194,31,39,2.501829303220825,3.5882535041828088,5.948989163588121,1.6935605242419394,COMPLETE
1686,3.1277117468839757,2026-01-07 05:54:09.922489,2026-01-07 05:54:10.023329,0 days 00:00:00.100840,20,39,2.4380548360515113,3.55662622092037,5.915346472419238,2.008226640179993,COMPLETE
1811,3.1277117468839757,2026-01-07 05:54:44.464036,2026-01-07 05:54:44.545706,0 days 00:00:00.081670,32,39,2.8745456758922012,2.5943523804422277,5.36131612723498,2.302779495814993,COMPLETE
1681,3.1277117468839757,2026-01-07 05:54:08.652417,2026-01-07 05:54:08.732916,0 days 00:00:00.080499,25,39,2.7350547793027657,3.3998824314606533,5.464528141679578,2.552344434534151,COMPLETE
1862,3.1277117468839757,2026-01-07 05:54:56.793372,2026-01-07 05:54:56.910749,0 days 00:00:00.117377,11,38,2.4099568445396713,3.6526100357201554,5.5299179739802105,1.8085782706313416,COMPLETE
1864,3.1277117468839757,2026-01-07 05:54:57.358756,2026-01-07 05:54:57.440156,0 days 00:00:00.081400,41,38,3.3718168506019133,3.803868464729663,5.1616489229528995,2.3170749600443434,COMPLETE
286,3.1277117468839757,2026-01-07 05:48:50.201766,2026-01-07 05:48:50.269863,0 days 00:00:00.068097,35,38,3.393885265751654,3.744085305426724,5.941322075936365,2.3746013691586967,COMPLETE
341,3.1277117468839757,2026-01-07 05:49:02.468293,2026-01-07 05:49:02.551994,0 days 00:00:00.083701,42,39,2.9098083743019583,4.288284073093699,5.02681078587163,2.642645796900746,COMPLETE
342,3.1277117468839757,2026-01-07 05:49:02.703375,2026-01-07 05:49:02.774113,0 days 00:00:00.070738,20,38,2.0362569072262198,3.522925141034889,4.98133946783452,1.8858205339693983,COMPLETE
90,3.1277117468839757,2026-01-07 05:48:09.404453,2026-01-07 05:48:09.476831,0 days 00:00:00.072378,20,39,2.3816005124475987,3.215644643186054,5.674757828376955,1.5112155229890818,COMPLETE
91,3.1277117468839757,2026-01-07 05:48:09.608186,2026-01-07 05:48:09.674603,0 days 00:00:00.066417,11,39,2.496356421810024,3.5194306449324655,5.830293392998074,1.5924396785778165,COMPLETE
1795,3.1277117468839757,2026-01-07 05:54:40.660392,2026-01-07 05:54:40.777112,0 days 00:00:00.116720,24,38,2.180001627015414,3.466786827001612,5.945543416696334,2.12379616025768,COMPLETE
181,3.1277117468839757,2026-01-07 05:48:28.205121,2026-01-07 05:48:28.269084,0 days 00:00:00.063963,20,39,2.4249164091364244,3.2819161944787862,5.513779191875818,1.7692090216048797,COMPLETE
313,3.1277117468839757,2026-01-07 05:48:56.378603,2026-01-07 05:48:56.446506,0 days 00:00:00.067903,41,38,3.2612844633773217,3.8502243878109703,5.4384373581629974,3.469307842105122,COMPLETE
183,3.1277117468839757,2026-01-07 05:48:28.627963,2026-01-07 05:48:28.689868,0 days 00:00:00.061905,36,38,3.346255299427329,3.179104958787784,5.84170288812896,2.9775048546174046,COMPLETE
450,3.1277117468839757,2026-01-07 05:49:25.523359,2026-01-07 05:49:25.663503,0 days 00:00:00.140144,39,39,3.0105630504128125,3.1123307920555865,5.5029211150352655,2.9954435285481975,COMPLETE
1637,3.1277117468839757,2026-01-07 05:53:58.064134,2026-01-07 05:53:58.168094,0 days 00:00:00.103960,15,38,2.1148897677959195,3.4186293173649682,5.45194407213948,2.142942318085249,COMPLETE
316,3.1277117468839757,2026-01-07 05:48:57.108101,2026-01-07 05:48:57.178430,0 days 00:00:00.070329,23,39,2.1528711049571205,3.281120734635554,5.65889847338193,2.2026433808495973,COMPLETE
1803,3.1277117468839757,2026-01-07 05:54:42.603039,2026-01-07 05:54:42.683489,0 days 00:00:00.080450,17,38,2.1235174310565417,2.511485442007135,5.602434040947994,3.0593298901706336,COMPLETE
1059,3.1277117468839757,2026-01-07 05:51:44.242634,2026-01-07 05:51:44.313047,0 days 00:00:00.070413,37,38,3.3891924460124687,3.096128346354407,5.866047217079192,3.160473798913717,COMPLETE
348,3.1277117468839757,2026-01-07 05:49:03.903281,2026-01-07 05:49:03.976961,0 days 00:00:00.073680,26,38,2.5626389153448317,3.2205422308492024,5.993912120938863,2.4826084460802713,COMPLETE
257,3.1277117468839757,2026-01-07 05:48:44.107288,2026-01-07 05:48:44.175296,0 days 00:00:00.068008,11,39,2.0093980815111534,2.4288951159431704,5.881207959247723,2.1490341288324033,COMPLETE
345,3.1277117468839757,2026-01-07 05:49:03.284417,2026-01-07 05:49:03.358524,0 days 00:00:00.074107,15,38,2.3346821849302084,2.9485183942901774,5.339238631178652,1.604650423935426,COMPLETE
350,3.1277117468839757,2026-01-07 05:49:04.295624,2026-01-07 05:49:04.364869,0 days 00:00:00.069245,11,38,2.612736285292102,3.014474748749257,5.797489883911963,2.042464718043842,COMPLETE
1066,3.1277117468839757,2026-01-07 05:51:45.801654,2026-01-07 05:51:45.916922,0 days 00:00:00.115268,24,38,2.7305685914272755,3.4180044397528992,5.701506791627423,1.8007315015021879,COMPLETE
381,3.1277117468839757,2026-01-07 05:49:10.888328,2026-01-07 05:49:10.955841,0 days 00:00:00.067513,24,38,2.564094359587212,2.8524299134026907,4.968895084696442,1.6331592048009578,COMPLETE
322,3.1277117468839757,2026-01-07 05:48:58.405184,2026-01-07 05:48:58.471852,0 days 00:00:00.066668,34,38,3.1975840531368114,3.82344433443013,5.030371315082543,2.6171388078561564,COMPLETE
1924,3.1277117468839757,2026-01-07 05:55:12.186529,2026-01-07 05:55:12.267355,0 days 00:00:00.080826,31,39,2.728820016652082,3.088889839537943,5.808441287812171,2.116421677442303,COMPLETE
1713,3.1277117468839757,2026-01-07 05:54:16.301172,2026-01-07 05:54:16.383030,0 days 00:00:00.081858,43,39,3.3404319817895125,3.6507407001637464,4.659958740910905,1.879574054146038,COMPLETE
1928,3.1277117468839757,2026-01-07 05:55:13.131334,2026-01-07 05:55:13.213777,0 days 00:00:00.082443,44,38,3.0021153038377277,3.5338943747234954,4.595158010088353,2.231321500177041,COMPLETE
1717,3.1277117468839757,2026-01-07 05:54:17.265548,2026-01-07 05:54:17.343867,0 days 00:00:00.078319,18,39,2.7836250487507836,2.651790249443617,5.554633740822868,2.3480376312579834,COMPLETE
80,3.1277117468839757,2026-01-07 05:48:07.283980,2026-01-07 05:48:07.349620,0 days 00:00:00.065640,21,39,2.1193458814122996,3.135891450496973,5.624645894204027,1.7089601482194465,COMPLETE
83,3.1277117468839757,2026-01-07 05:48:07.887540,2026-01-07 05:48:07.955438,0 days 00:00:00.067898,15,39,2.2504818148882153,3.075911306445016,5.646261385546957,2.091787501613867,COMPLETE
84,3.1277117468839757,2026-01-07 05:48:08.075232,2026-01-07 05:48:08.139818,0 days 00:00:00.064586,25,38,2.06557470571725,3.1940868409031866,5.9184171077446965,1.9922178801591974,COMPLETE
1693,3.1277117468839757,2026-01-07 05:54:11.582609,2026-01-07 05:54:11.666311,0 days 00:00:00.083702,11,38,2.144282330269464,3.0308774090153667,5.692383057473263,1.6399368882609267,COMPLETE
332,3.1277117468839757,2026-01-07 05:49:00.566777,2026-01-07 05:49:00.676386,0 days 00:00:00.109609,40,39,3.294698764800499,3.23541303356148,5.098987975817739,2.897514805126067,COMPLETE
335,3.1277117468839757,2026-01-07 05:49:01.215055,2026-01-07 05:49:01.281819,0 days 00:00:00.066764,39,39,2.9985989416463648,3.543677390549061,4.930243308264016,2.181845361648905,COMPLETE
1913,3.1277117468839757,2026-01-07 05:55:09.489558,2026-01-07 05:55:09.574032,0 days 00:00:00.084474,43,39,2.925768484218867,4.005235007694782,4.776442846902213,2.3076255141447897,COMPLETE
1148,3.1277117468839757,2026-01-07 05:52:03.822667,2026-01-07 05:52:03.903301,0 days 00:00:00.080634,21,39,2.3370885895673434,3.301995932219728,5.637931460470145,2.355630929723016,COMPLETE
1919,3.1277117468839757,2026-01-07 05:55:10.996546,2026-01-07 05:55:11.091632,0 days 00:00:00.095086,20,38,2.8659589882646683,3.342930069584102,5.316946173503808,1.954046839856184,COMPLETE
96,3.1277117468839757,2026-01-07 05:48:10.588285,2026-01-07 05:48:10.652697,0 days 00:00:00.064412,24,38,2.2168035288258015,3.0311480851221355,5.7663149048088895,2.4316606431203276,COMPLETE
1745,3.1277117468839757,2026-01-07 05:54:24.177974,2026-01-07 05:54:24.260791,0 days 00:00:00.082817,39,38,3.10552699302748,3.621907644023922,5.3390712280353085,2.0047401471444513,COMPLETE
98,3.1277117468839757,2026-01-07 05:48:10.964789,2026-01-07 05:48:11.029659,0 days 00:00:00.064870,27,38,2.496962814710805,3.0528249320986522,5.796101398281237,2.2814613923612996,COMPLETE
1841,3.1277117468839757,2026-01-07 05:54:51.530332,2026-01-07 05:54:51.634344,0 days 00:00:00.104012,34,38,3.1514019008767,3.7076761622048986,4.839994391397706,2.492174478682556,COMPLETE
104,3.1277117468839757,2026-01-07 05:48:12.159039,2026-01-07 05:48:12.228248,0 days 00:00:00.069209,20,38,3.2967494811617386,3.3878146454634805,5.400526826412994,3.649490881447527,COMPLETE
1638,3.1277117468839757,2026-01-07 05:53:58.304109,2026-01-07 05:53:58.394262,0 days 00:00:00.090153,19,39,2.052734423611703,2.7191545847373195,5.607887142922678,1.8970814703183079,COMPLETE
1843,3.1277117468839757,2026-01-07 05:54:52.079431,2026-01-07 05:54:52.168807,0 days 00:00:00.089376,24,39,2.800120132536771,3.0498963497555223,5.7239541883555045,2.2871786991385608,COMPLETE
108,3.1277117468839757,2026-01-07 05:48:12.948748,2026-01-07 05:48:13.012454,0 days 00:00:00.063706,39,38,2.6634015458674805,2.7262366356245966,5.843080010303869,2.22807728386166,COMPLETE
1747,3.1277117468839757,2026-01-07 05:54:24.614548,2026-01-07 05:54:24.695466,0 days 00:00:00.080918,20,39,3.1732316984297175,3.192255040584342,5.776911897534204,3.6497915375706484,COMPLETE
1848,3.1277117468839757,2026-01-07 05:54:53.239279,2026-01-07 05:54:53.324884,0 days 00:00:00.085605,24,39,2.049839420010577,3.1320042285497083,5.88658750629022,2.44097235333995,COMPLETE
112,3.1277117468839757,2026-01-07 05:48:13.772573,2026-01-07 05:48:13.839618,0 days 00:00:00.067045,39,39,2.6967794861585856,3.0605774929638785,5.3186797976187155,2.3039091707213797,COMPLETE
1043,3.1277117468839757,2026-01-07 05:51:40.497326,2026-01-07 05:51:40.594449,0 days 00:00:00.097123,37,38,3.6294735689191806,3.363030215855384,5.271477221422279,2.8583896115447334,COMPLETE
115,3.1277117468839757,2026-01-07 05:48:14.334136,2026-01-07 05:48:14.410913,0 days 00:00:00.076777,38,39,3.0109694100706093,3.3605472966109864,5.321900435697016,2.784126553753272,COMPLETE
1051,3.1277117468839757,2026-01-07 05:51:42.338055,2026-01-07 05:51:42.419042,0 days 00:00:00.080987,20,38,3.541211835732953,3.239992665530299,4.943680756602293,3.965139584857243,COMPLETE
389,3.1277117468839757,2026-01-07 05:49:12.561237,2026-01-07 05:49:12.639768,0 days 00:00:00.078531,40,38,2.7992490928649723,3.4384437754410597,5.062798583474741,2.5085044249415422,COMPLETE
119,3.1277117468839757,2026-01-07 05:48:15.211368,2026-01-07 05:48:15.272721,0 days 00:00:00.061353,19,39,2.5820993846723663,3.2389111084535114,5.947606939563468,2.1226902410999977,COMPLETE
120,3.1277117468839757,2026-01-07 05:48:15.392965,2026-01-07 05:48:15.467427,0 days 00:00:00.074462,39,39,3.041739545727559,3.8517414297964416,4.840353602734142,2.401104311908056,COMPLETE
122,3.1277117468839757,2026-01-07 05:48:15.829899,2026-01-07 05:48:15.897994,0 days 00:00:00.068095,42,39,3.064095659539321,3.007193898582038,4.97871015987089,2.8833821144666287,COMPLETE
1777,3.1277117468839757,2026-01-07 05:54:35.254451,2026-01-07 05:54:35.418055,0 days 00:00:00.163604,28,38,2.3897769059242777,3.064238377671385,5.993413613328121,2.039590342683131,COMPLETE
239,3.1277117468839757,2026-01-07 05:48:40.392677,2026-01-07 05:48:40.467959,0 days 00:00:00.075282,45,39,3.8109561537528918,3.266620013481677,5.68770740266116,2.9014507218394376,COMPLETE
1053,3.1277117468839757,2026-01-07 05:51:42.824922,2026-01-07 05:51:42.900195,0 days 00:00:00.075273,46,38,2.8176958979909013,2.6816584439471294,5.7254971261989756,1.7998202332165039,COMPLETE
1908,3.1277117468839757,2026-01-07 05:55:08.335419,2026-01-07 05:55:08.418404,0 days 00:00:00.082985,19,39,2.2176863099553716,3.046521321752163,5.907373532162949,2.3901222584488955,COMPLETE
209,3.1277117468839757,2026-01-07 05:48:34.186988,2026-01-07 05:48:34.253041,0 days 00:00:00.066053,22,39,2.4771662773374374,3.5931441793056593,5.543999573489461,1.5687205535238946,COMPLETE
1054,3.1277117468839757,2026-01-07 05:51:43.035195,2026-01-07 05:51:43.110925,0 days 00:00:00.075730,28,38,2.310881173523902,3.2482030624361107,5.516717689036153,1.9577916870683294,COMPLETE
437,3.1277117468839757,2026-01-07 05:49:22.869540,2026-01-07 05:49:22.947641,0 days 00:00:00.078101,16,38,2.38399923754142,3.4837101143987246,5.92094662774137,2.259435491557643,COMPLETE
1899,3.1277117468839757,2026-01-07 05:55:06.039930,2026-01-07 05:55:06.120891,0 days 00:00:00.080961,34,38,3.3243482633771073,3.4871800651364975,5.50329402713298,2.7907444711968084,COMPLETE
1788,3.1277117468839757,2026-01-07 05:54:38.773629,2026-01-07 05:54:38.939760,0 days 00:00:00.166131,38,38,2.9676776215384013,4.129614208657229,4.643939760704568,2.8931987640677046,COMPLETE
352,3.1277117468839757,2026-01-07 05:49:04.731880,2026-01-07 05:49:04.805308,0 days 00:00:00.073428,35,38,2.907944123376377,3.5964905804676706,5.301583384534309,3.043382670139865,COMPLETE
1186,3.1277117468839757,2026-01-07 05:52:12.832286,2026-01-07 05:52:12.905536,0 days 00:00:00.073250,11,38,2.3340809930797004,3.4768670494094414,5.67338279587813,1.7255471751594722,COMPLETE
1825,3.1277117468839757,2026-01-07 05:54:47.829717,2026-01-07 05:54:47.931632,0 days 00:00:00.101915,38,39,2.9779586526413024,3.2873467406844914,5.156478021092505,3.1440244477467587,COMPLETE
273,3.1277117468839757,2026-01-07 05:48:47.509261,2026-01-07 05:48:47.593843,0 days 00:00:00.084582,22,39,2.6422803890196542,2.8204842905753016,5.97172283732044,2.2283403549269476,COMPLETE
1830,3.1277117468839757,2026-01-07 05:54:49.004795,2026-01-07 05:54:49.085990,0 days 00:00:00.081195,29,38,3.0593684847239686,3.35007591191769,5.354281947143459,1.5389320132242506,COMPLETE
1831,3.1277117468839757,2026-01-07 05:54:49.226463,2026-01-07 05:54:49.309183,0 days 00:00:00.082720,32,38,2.7386567236356263,3.5404654793228536,5.127240970937225,3.4444833657485736,COMPLETE
1030,3.1277117468839757,2026-01-07 05:51:37.473478,2026-01-07 05:51:37.541943,0 days 00:00:00.068465,45,38,3.4208272378234166,3.282482604554099,3.736082018639424,2.9328047122431813,COMPLETE
278,3.1277117468839757,2026-01-07 05:48:48.508634,2026-01-07 05:48:48.598834,0 days 00:00:00.090200,39,39,2.6044138602617535,2.715436733892142,5.812437645037683,2.5441895624477526,COMPLETE
451,3.1277117468839757,2026-01-07 05:49:25.814141,2026-01-07 05:49:25.882292,0 days 00:00:00.068151,24,39,2.4486772375754127,3.5578922027877082,5.699350332466402,1.7092532117295476,COMPLETE
1634,3.1277117468839757,2026-01-07 05:53:57.366927,2026-01-07 05:53:57.452351,0 days 00:00:00.085424,30,39,3.1056387954288738,3.369378794963009,5.9144776956460765,2.091366364725979,COMPLETE
1623,3.1277117468839757,2026-01-07 05:53:54.661710,2026-01-07 05:53:54.742277,0 days 00:00:00.080567,29,39,2.4964630118472577,3.7573346869985853,5.9747963886461894,1.5392891127663964,COMPLETE
1128,3.1277117468839757,2026-01-07 05:51:59.429391,2026-01-07 05:51:59.498323,0 days 00:00:00.068932,23,38,3.1897331552508934,3.275457375964356,4.8431876274637355,3.439291131837621,COMPLETE
1130,3.1277117468839757,2026-01-07 05:51:59.865628,2026-01-07 05:51:59.939526,0 days 00:00:00.073898,17,39,2.0532726218041404,3.0326140683544716,5.878773355142585,1.6875856181341602,COMPLETE
1188,3.1277117468839757,2026-01-07 05:52:13.295266,2026-01-07 05:52:13.372253,0 days 00:00:00.076987,27,39,2.053543466209032,3.284685977522089,5.4803484385898855,1.9224485544872707,COMPLETE
1191,3.1277117468839757,2026-01-07 05:52:14.091321,2026-01-07 05:52:14.167402,0 days 00:00:00.076081,44,39,2.828438973529653,3.216446410696557,5.496795155356973,2.583503794641966,COMPLETE
465,3.1277117468839757,2026-01-07 05:49:29.030356,2026-01-07 05:49:29.123475,0 days 00:00:00.093119,10,38,2.1156424963027405,3.098072702914749,5.817573739838628,2.009358224009056,COMPLETE
479,3.1277117468839757,2026-01-07 05:49:32.344807,2026-01-07 05:49:32.430695,0 days 00:00:00.085888,20,39,2.6782889283851694,3.7231815555463887,3.8960576066899364,1.5417918655444691,COMPLETE
509,3.1277117468839757,2026-01-07 05:49:38.997316,2026-01-07 05:49:39.068493,0 days 00:00:00.071177,26,39,3.2856112676343017,3.3626509398801105,5.542004388347125,2.0244532196751583,COMPLETE
1610,3.1277117468839757,2026-01-07 05:53:51.693722,2026-01-07 05:53:51.774996,0 days 00:00:00.081274,50,39,2.597245605674706,3.1630231925635823,5.317861449426001,2.9561839741293863,COMPLETE
1613,3.1277117468839757,2026-01-07 05:53:52.390049,2026-01-07 05:53:52.468815,0 days 00:00:00.078766,40,38,3.143593643853127,3.905204973585948,4.6658184819328845,2.2763237727478485,COMPLETE
486,3.1277117468839757,2026-01-07 05:49:33.996481,2026-01-07 05:49:34.068249,0 days 00:00:00.071768,41,38,3.0650648524140247,2.5872284981628377,5.371773515369673,2.137009623505177,COMPLETE
1590,3.1277117468839757,2026-01-07 05:53:47.128769,2026-01-07 05:53:47.223999,0 days 00:00:00.095230,14,39,2.4486312097729748,3.2253323122731765,5.508019584889121,2.0406105011954425,COMPLETE
1594,3.1277117468839757,2026-01-07 05:53:48.039744,2026-01-07 05:53:48.119257,0 days 00:00:00.079513,27,38,2.597363318732659,3.7698562307777537,5.968237830436918,2.0398747838852094,COMPLETE
501,3.1277117468839757,2026-01-07 05:49:37.315756,2026-01-07 05:49:37.383595,0 days 00:00:00.067839,35,38,2.7651120796644824,3.0667401458634864,5.325856556180057,2.4863773027469107,COMPLETE
540,3.1277117468839757,2026-01-07 05:49:45.951656,2026-01-07 05:49:46.026061,0 days 00:00:00.074405,38,38,2.6293744463463056,3.1757594014577557,5.963302162961253,2.6067987854781896,COMPLETE
1576,3.1277117468839757,2026-01-07 05:53:43.733484,2026-01-07 05:53:43.836053,0 days 00:00:00.102569,23,39,2.48172566021339,2.940309173889108,4.8521415640690355,2.433006386099494,COMPLETE
522,3.1277117468839757,2026-01-07 05:49:41.765394,2026-01-07 05:49:41.875886,0 days 00:00:00.110492,42,39,3.1012568344775544,3.9660633603615785,4.729276371893633,2.654326427633356,COMPLETE
