number,value,datetime_start,datetime_complete,duration,params_channel_length,params_channel_multi,params_sl_multiplier,params_tp_multiplier,params_trail_multiplier,state
283,1.148893013823027,2026-01-05 03:18:41.519782,2026-01-05 03:18:41.600550,0 days 00:00:00.080768,70,3.2728479452832224,3.933918075154863,3.628166030099632,2.8168406921411937,COMPLETE
257,1.148893013823027,2026-01-05 03:18:35.493610,2026-01-05 03:18:35.574142,0 days 00:00:00.080532,70,3.0260888703245787,3.2050135978226595,4.199238132122044,2.8573741267996207,COMPLETE
239,1.148893013823027,2026-01-05 03:18:31.808823,2026-01-05 03:18:31.894429,0 days 00:00:00.085606,70,2.865492591228213,3.8393003399467482,4.614170865335592,3.4786122907695542,COMPLETE
244,1.148893013823027,2026-01-05 03:18:32.797721,2026-01-05 03:18:32.882611,0 days 00:00:00.084890,70,2.2240892506317445,3.001007973416325,4.949731848673258,3.3577218406033134,COMPLETE
30,1.148893013823027,2026-01-05 03:17:46.248668,2026-01-05 03:17:46.360059,0 days 00:00:00.111391,70,3.027460335632769,2.9164073646289697,4.640511962670424,3.412696284245461,COMPLETE
453,1.148893013823027,2026-01-05 03:19:18.120247,2026-01-05 03:19:18.203821,0 days 00:00:00.083574,70,3.004646769505085,3.311091571632452,4.209312569817158,3.2256196873939205,COMPLETE
454,1.148893013823027,2026-01-05 03:19:18.515058,2026-01-05 03:19:18.609179,0 days 00:00:00.094121,70,3.093092403722074,3.057639923279821,4.29698321013809,3.4809961968659846,COMPLETE
388,1.148893013823027,2026-01-05 03:19:03.984986,2026-01-05 03:19:04.068502,0 days 00:00:00.083516,70,3.7724561415627416,3.1724231111168115,3.9547483865065547,2.9571850703117084,COMPLETE
400,1.148893013823027,2026-01-05 03:19:06.463388,2026-01-05 03:19:06.546897,0 days 00:00:00.083509,70,2.8903762494395195,3.2920835544515348,4.32752708133732,3.3763151573184587,COMPLETE
441,1.148893013823027,2026-01-05 03:19:15.255374,2026-01-05 03:19:15.342968,0 days 00:00:00.087594,70,2.9046970596136217,3.166846622055049,4.003230009308073,3.487998858064524,COMPLETE
107,1.148893013823027,2026-01-05 03:18:02.915475,2026-01-05 03:18:03.001839,0 days 00:00:00.086364,70,2.195944502591603,2.6020837009543203,4.958812093440718,2.7846452398239157,COMPLETE
413,1.148893013823027,2026-01-05 03:19:09.290076,2026-01-05 03:19:09.380666,0 days 00:00:00.090590,70,2.7410838999478324,3.097334430803941,4.331097922786276,3.459903911264053,COMPLETE
139,1.148893013823027,2026-01-05 03:18:10.212917,2026-01-05 03:18:10.305687,0 days 00:00:00.092770,70,2.688331392359679,3.628366804126654,3.0355056936902067,3.4498786145682825,COMPLETE
358,1.148893013823027,2026-01-05 03:18:57.672721,2026-01-05 03:18:57.760932,0 days 00:00:00.088211,70,2.8878903968245,3.157746490358054,4.280483537444547,3.1809870002866583,COMPLETE
367,1.148893013823027,2026-01-05 03:18:59.558045,2026-01-05 03:18:59.644421,0 days 00:00:00.086376,70,3.650704333225159,3.2709139671185676,4.4089356062729905,2.726651036640177,COMPLETE
78,1.148893013823027,2026-01-05 03:17:56.500229,2026-01-05 03:17:56.584984,0 days 00:00:00.084755,70,2.9910246247366157,2.726192393364047,4.725358905980446,2.8144499000686,COMPLETE
73,1.148893013823027,2026-01-05 03:17:55.354827,2026-01-05 03:17:55.436334,0 days 00:00:00.081507,70,3.6584253269548825,3.4567120965687037,4.095775886340744,3.0635333678371652,COMPLETE
199,1.148893013823027,2026-01-05 03:18:23.398653,2026-01-05 03:18:23.479253,0 days 00:00:00.080600,70,2.61026752879143,4.081384514144933,4.228813987921314,3.4485935528901086,COMPLETE
215,1.148893013823027,2026-01-05 03:18:26.758641,2026-01-05 03:18:26.850210,0 days 00:00:00.091569,70,3.4802559964595168,3.3910106780616114,3.8229602770900937,2.650251473001383,COMPLETE
463,1.148893013823027,2026-01-05 03:19:20.576910,2026-01-05 03:19:20.661410,0 days 00:00:00.084500,70,2.9656300705989427,3.0254341396284548,4.426118985924325,3.0153734866619817,COMPLETE
459,1.148893013823027,2026-01-05 03:19:19.762854,2026-01-05 03:19:19.847273,0 days 00:00:00.084419,70,3.0478810243049264,2.911497685166391,4.531129159614364,3.3233087771086205,COMPLETE
222,1.1245480654940654,2026-01-05 03:18:28.155433,2026-01-05 03:18:28.241200,0 days 00:00:00.085767,61,3.2801604176983266,4.309358323550672,3.938160077337005,2.292482881393627,COMPLETE
338,1.1245480654940654,2026-01-05 03:18:53.144562,2026-01-05 03:18:53.234718,0 days 00:00:00.090156,61,3.2604791569614924,3.307643422423936,4.40672172384795,2.6919323127560983,COMPLETE
117,1.1245480654940654,2026-01-05 03:18:05.389711,2026-01-05 03:18:05.477998,0 days 00:00:00.088287,61,2.6215608235015524,3.868722596035708,3.0952673272727846,3.484294218081925,COMPLETE
368,1.1245480654940654,2026-01-05 03:18:59.774862,2026-01-05 03:18:59.857730,0 days 00:00:00.082868,61,3.7720280999032494,3.1016851920798034,4.697241741106519,2.6640045418857032,COMPLETE
111,1.1245480654940654,2026-01-05 03:18:03.883577,2026-01-05 03:18:03.992829,0 days 00:00:00.109252,61,2.7993815145521297,4.074743024209251,3.0694853916129676,3.43812533863397,COMPLETE
269,1.1245480654940654,2026-01-05 03:18:38.336493,2026-01-05 03:18:38.436616,0 days 00:00:00.100123,61,3.1917855325453783,2.2706801333935664,4.472337571396211,2.585022418117015,COMPLETE
188,1.1245480654940654,2026-01-05 03:18:21.166930,2026-01-05 03:18:21.249743,0 days 00:00:00.082813,61,3.1926255678030553,2.547260389367061,4.587169150612859,3.1990911975064966,COMPLETE
180,1.1245480654940654,2026-01-05 03:18:19.490560,2026-01-05 03:18:19.571222,0 days 00:00:00.080662,61,3.8828535252803884,3.5418312425548306,3.995755754539753,3.471854863038945,COMPLETE
282,1.1245480654940654,2026-01-05 03:18:41.293907,2026-01-05 03:18:41.381984,0 days 00:00:00.088077,61,2.3885161657124647,4.479289970711683,4.3653452312212,3.370704716996838,COMPLETE
