number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_min_period,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,state
477,2.713496505889296,2026-01-04 23:08:00.857387,2026-01-04 23:08:02.711496,0 days 00:00:01.854109,23,10,44,2.1360986348821474,11,9,11,3,2.799255934200879,34,5,3,4.4846809457906565,1.637430988641266,COMPLETE
87,2.7130910434722075,2026-01-04 22:56:50.560376,2026-01-04 22:56:53.215257,0 days 00:00:02.654881,16,9,44,2.604002539581386,11,9,11,3,3.4741387428100694,36,5,10,3.830673990366602,2.1040837716901706,COMPLETE
233,2.7068977332723234,2026-01-04 23:01:10.184875,2026-01-04 23:01:12.047520,0 days 00:00:01.862645,29,9,39,1.7734116639154203,13,6,12,3,3.447143848330762,34,5,8,4.25417772901582,2.287005433294629,COMPLETE
346,2.7041364823577543,2026-01-04 23:04:22.086094,2026-01-04 23:04:23.980927,0 days 00:00:01.894833,25,9,43,2.6053392646653517,11,6,12,3,3.6748370657208627,35,5,2,4.479570898303265,1.6854566146151435,COMPLETE
424,2.7041346975901517,2026-01-04 23:06:34.319654,2026-01-04 23:06:36.204195,0 days 00:00:01.884541,22,10,42,2.961781187536797,13,7,11,3,4.12908042030445,34,5,5,4.582042747769242,2.2733603503239026,COMPLETE
220,2.7007105884720874,2026-01-04 23:00:43.352904,2026-01-04 23:00:45.544599,0 days 00:00:02.191695,14,9,44,2.6825638939753156,10,9,12,3,2.695202837897561,44,5,9,3.723090901922594,2.874293924867784,COMPLETE
99,2.700382454947415,2026-01-04 22:57:14.880945,2026-01-04 22:57:16.610160,0 days 00:00:01.729215,15,10,41,2.693953452643871,16,8,11,3,3.9663153236168376,34,5,10,3.9184848968658854,1.9304788606325003,COMPLETE
224,2.700192319041424,2026-01-04 23:00:50.340650,2026-01-04 23:00:52.345415,0 days 00:00:02.004765,22,10,44,1.841604824746849,5,8,12,3,3.7055508023584025,30,5,6,4.042583102541011,1.891353345597719,COMPLETE
173,2.700192319041424,2026-01-04 22:59:18.109764,2026-01-04 22:59:19.861358,0 days 00:00:01.751594,20,10,44,1.5120116296665216,5,8,12,3,3.676013258939618,30,5,6,3.5698839852402093,1.526022079404374,COMPLETE
370,2.7001890995842945,2026-01-04 23:05:09.133594,2026-01-04 23:05:11.087567,0 days 00:00:01.953973,22,9,36,2.6908752060697063,13,8,12,3,2.9270171475215063,31,5,6,4.677001133790114,1.4407235152864701,COMPLETE
440,2.6979405987389993,2026-01-04 23:07:03.279762,2026-01-04 23:07:05.089038,0 days 00:00:01.809276,19,9,37,2.719120860410562,10,10,12,3,3.361151003735639,34,5,6,4.581790800378823,1.4794026296597436,COMPLETE
146,2.6979248753447393,2026-01-04 22:58:28.977796,2026-01-04 22:58:30.766320,0 days 00:00:01.788524,17,9,45,2.199973313845222,10,9,12,3,4.376709814859203,36,5,8,3.2036785297234562,3.221224768739727,COMPLETE
324,2.6975275923178907,2026-01-04 23:03:43.584411,2026-01-04 23:03:45.511493,0 days 00:00:01.927082,13,11,43,2.8167875972941787,11,10,12,3,3.7757053561656435,34,5,10,3.9541196427402774,1.9891827712287142,COMPLETE
427,2.6970579353100597,2026-01-04 23:06:40.409919,2026-01-04 23:06:42.223181,0 days 00:00:01.813262,22,10,44,1.885136843058254,7,9,12,3,4.084255474630819,37,5,6,4.485581488330018,2.3291673079434965,COMPLETE
164,2.6964841892181113,2026-01-04 22:59:00.186045,2026-01-04 22:59:03.082344,0 days 00:00:02.896299,19,10,43,1.8657460123730898,6,9,12,3,3.7912218908568915,30,5,5,4.128987306294987,1.8009453468836647,COMPLETE
189,2.6953785578299727,2026-01-04 22:59:45.882025,2026-01-04 22:59:47.619330,0 days 00:00:01.737305,23,9,40,2.165695058800608,13,9,12,3,4.118622304193344,35,5,7,4.357526613046243,2.581190625072102,COMPLETE
320,2.695135297510601,2026-01-04 23:03:37.111950,2026-01-04 23:03:39.157536,0 days 00:00:02.045586,22,9,41,2.8556233518021275,13,7,12,3,3.85422225262353,35,5,4,4.819273330487959,2.084329817900688,COMPLETE
498,2.6950277125118784,2026-01-04 23:08:42.055452,2026-01-04 23:08:43.862049,0 days 00:00:01.806597,13,10,36,2.584731768934939,15,9,11,3,3.580869293272985,35,5,7,4.285408976699584,1.3397018617948393,COMPLETE
282,2.6944135994058076,2026-01-04 23:02:29.199864,2026-01-04 23:02:31.202432,0 days 00:00:02.002568,12,9,43,1.9639134468510542,11,7,12,3,3.4164218618089737,37,5,10,3.936149388402716,2.766690361697132,COMPLETE
240,2.692903417401752,2026-01-04 23:01:20.844800,2026-01-04 23:01:22.645112,0 days 00:00:01.800312,22,10,45,1.5637920531186864,6,9,12,3,3.1943576813275127,35,5,7,4.043346973257988,2.1556581438783287,COMPLETE
297,2.691722075566068,2026-01-04 23:03:00.815597,2026-01-04 23:03:02.732521,0 days 00:00:01.916924,19,10,43,2.5463485652392563,10,6,12,3,3.9622747254073474,35,5,5,3.1594223125622736,1.286544094517086,COMPLETE
388,2.689690581541119,2026-01-04 23:05:39.799035,2026-01-04 23:05:42.187823,0 days 00:00:02.388788,25,9,47,2.3491856331032688,10,8,12,3,2.750317012537193,31,5,2,4.799488889454567,2.497797740280058,COMPLETE
419,2.687735094921347,2026-01-04 23:06:29.548185,2026-01-04 23:06:31.415459,0 days 00:00:01.867274,19,10,42,2.0010778552537754,6,9,12,3,4.431085193320225,35,5,6,4.192002983650231,2.008165393771354,COMPLETE
90,2.687735094921347,2026-01-04 22:56:58.098682,2026-01-04 22:56:59.988719,0 days 00:00:01.890037,17,10,42,2.589702866383778,14,8,12,3,3.5784992678248853,35,5,9,4.001940944929654,2.2276344927797402,COMPLETE
465,2.6839858049682155,2026-01-04 23:07:38.269015,2026-01-04 23:07:40.233046,0 days 00:00:01.964031,24,9,44,2.0492387076841196,11,9,11,3,2.1682549170441225,31,5,2,4.867996307579002,1.8340980675635254,COMPLETE
387,2.6831873119812695,2026-01-04 23:05:36.684209,2026-01-04 23:05:39.676524,0 days 00:00:02.992315,24,10,44,2.555044956042505,10,9,12,3,3.1113015573500715,32,5,2,4.728922147287818,1.9881158778874473,COMPLETE
425,2.6819859738419303,2026-01-04 23:06:36.329507,2026-01-04 23:06:38.270626,0 days 00:00:01.941119,22,11,39,2.973547225323198,15,8,12,3,4.204851629773351,36,5,6,4.294843596307544,2.293960818514677,COMPLETE
209,2.681355370261086,2026-01-04 23:00:18.636567,2026-01-04 23:00:20.394419,0 days 00:00:01.757852,13,9,44,2.407925570935663,9,8,12,3,3.0917061309526126,42,5,10,3.9359840177777476,2.7974164609502807,COMPLETE
340,2.6799292557457606,2026-01-04 23:04:09.973509,2026-01-04 23:04:11.777382,0 days 00:00:01.803873,22,10,36,2.9086703335730117,16,6,12,3,3.9599128173068494,36,5,6,4.792317025884044,2.1845504941200975,COMPLETE
277,2.679720396824877,2026-01-04 23:02:22.283238,2026-01-04 23:02:24.420707,0 days 00:00:02.137469,20,10,44,2.7831882695814736,13,6,11,3,3.5767984723931248,32,5,6,4.360802853500477,2.0026584265867315,COMPLETE
366,2.6792898043423836,2026-01-04 23:05:02.443635,2026-01-04 23:05:04.741465,0 days 00:00:02.297830,24,10,37,2.6924268482793914,15,7,11,3,3.2390690305967205,33,5,6,4.821747766333359,1.9762254653023927,COMPLETE
328,2.6757067452211714,2026-01-04 23:03:50.174192,2026-01-04 23:03:52.294147,0 days 00:00:02.119955,22,9,45,2.871848849736122,10,6,13,3,3.5566615942354414,34,5,3,4.426194693743305,1.6035046854641748,COMPLETE
62,2.6747080515924524,2026-01-04 22:56:01.303405,2026-01-04 22:56:03.798755,0 days 00:00:02.495350,17,10,40,2.4343009561815525,9,8,13,3,4.070608482304577,30,4,10,4.455431047838707,1.7989738785092475,COMPLETE
382,2.6717078482961347,2026-01-04 23:05:26.433991,2026-01-04 23:05:28.309162,0 days 00:00:01.875171,14,9,46,1.557628637529242,5,7,12,3,3.443576831825634,30,4,6,3.474977743878205,1.8780821313634268,COMPLETE
445,2.6710553541588933,2026-01-04 23:07:13.698385,2026-01-04 23:07:15.499189,0 days 00:00:01.800804,28,9,39,1.683827083464262,14,8,11,3,3.381596320052126,39,5,9,4.1394275495829,2.0961424179235517,COMPLETE
393,2.6710553541588933,2026-01-04 23:05:48.871369,2026-01-04 23:05:50.706224,0 days 00:00:01.834855,15,9,39,2.2096232363168404,12,10,11,3,3.473334761476702,39,5,9,3.677601607896054,2.0054404315909267,COMPLETE
