number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,state
838,3.1816424210588994,2026-01-06 21:44:59.259073,2026-01-06 21:44:59.414792,0 days 00:00:00.155719,27,6,38,2.7289962565962265,10,6,16,20,3,0.2324196744224595,3.9997471767396675,37,4,5,3.1642136271999886,2.1171949094746614,0.24361283205384868,COMPLETE
1619,3.1816424210588994,2026-01-06 21:49:26.720553,2026-01-06 21:49:27.013426,0 days 00:00:00.292873,27,7,39,3.591986288542033,13,9,16,16,3,0.26297796665515166,4.268401549583308,36,4,2,4.568295977446962,2.955276466312992,0.2842504006727516,COMPLETE
739,3.1672081979303397,2026-01-06 21:44:28.705249,2026-01-06 21:44:28.879780,0 days 00:00:00.174531,32,8,36,2.61935574027544,12,7,14,20,5,0.24783893560689035,3.007543037920463,31,3,7,3.590250808037693,2.442747046848525,0.11431495480599049,COMPLETE
1383,3.1582333302521004,2026-01-06 21:48:03.018685,2026-01-06 21:48:03.184080,0 days 00:00:00.165395,21,6,39,3.77741834719949,9,6,17,14,3,0.2825240093877768,4.070761592930429,32,3,5,3.001823758772172,1.9594781117568267,0.1533710079498472,COMPLETE
811,3.1582333302521004,2026-01-06 21:44:51.457290,2026-01-06 21:44:51.611266,0 days 00:00:00.153976,33,6,38,2.6174648970556724,7,5,17,16,4,0.2051972683087432,4.165593901271577,29,3,4,3.0768703679396836,2.696189426425608,0.1924414619231057,COMPLETE
830,3.1582333302521004,2026-01-06 21:44:57.014011,2026-01-06 21:44:57.156903,0 days 00:00:00.142892,22,6,39,3.3097836698332643,20,11,18,10,3,0.2975017874244142,3.8991106650543723,30,3,3,3.3776393774957327,1.5535427234801542,0.1945929473316688,COMPLETE
612,3.155483214487315,2026-01-06 21:43:48.704011,2026-01-06 21:43:48.844291,0 days 00:00:00.140280,16,8,39,3.049283537168364,17,6,13,16,7,0.27564050848457045,3.33305460288438,31,2,2,3.0503785767404423,3.4821700705126357,0.1658359745510883,COMPLETE
743,3.155483214487315,2026-01-06 21:44:29.885331,2026-01-06 21:44:30.030816,0 days 00:00:00.145485,24,10,39,2.0380360340596937,13,10,14,18,6,0.2380475439941946,2.460761927912303,31,4,5,3.6650630216128373,2.692023137361629,0.045922604542816256,COMPLETE
611,3.1553705001390457,2026-01-06 21:43:48.424296,2026-01-06 21:43:48.570865,0 days 00:00:00.146569,23,7,36,2.7289705599658673,16,6,13,15,4,0.2645185253560233,3.677128742134944,33,1,3,3.013152522830881,3.584357358156865,0.09696308454705585,COMPLETE
871,3.1553705001390457,2026-01-06 21:45:08.891461,2026-01-06 21:45:09.041549,0 days 00:00:00.150088,39,9,35,2.1820817860647574,5,6,14,10,3,0.14448816729225364,4.209991566294428,32,3,3,3.211881828739195,2.649952385228989,0.16278578585565331,COMPLETE
1148,3.1553705001390457,2026-01-06 21:46:40.312851,2026-01-06 21:46:40.574824,0 days 00:00:00.261973,22,7,30,3.5585180549524598,13,11,15,13,4,0.270860579539925,4.495858991232069,34,2,7,3.6898325060095827,2.423997741507251,0.28177286475512536,COMPLETE
710,3.1553705001390457,2026-01-06 21:44:19.095896,2026-01-06 21:44:19.255652,0 days 00:00:00.159756,13,7,34,3.994458230386914,15,12,13,18,4,0.24186189208722533,4.003441964477515,37,5,7,3.584375118033667,2.771794266796636,0.1562152904375158,COMPLETE
660,3.1553705001390457,2026-01-06 21:44:03.318158,2026-01-06 21:44:03.467192,0 days 00:00:00.149034,19,7,33,3.8067535809958413,19,11,14,13,4,0.2719195307921658,4.48696156066395,33,4,2,3.233796446999137,2.1505060342376465,0.14455285224843542,COMPLETE
1551,3.1553705001390457,2026-01-06 21:49:02.432514,2026-01-06 21:49:02.610787,0 days 00:00:00.178273,30,7,33,3.167152769580123,12,8,15,19,4,0.2998157414139462,3.862105045764456,33,3,4,3.4005614891585374,2.886606679160321,0.16163061639138712,COMPLETE
1751,3.1553705001390457,2026-01-06 21:50:16.875048,2026-01-06 21:50:17.117253,0 days 00:00:00.242205,17,7,36,3.116870293647808,10,14,15,13,4,0.22243454826947398,4.0910833290251585,32,5,4,3.601179449563415,1.687427150115566,0.17548905964056521,COMPLETE
902,3.155075025075897,2026-01-06 21:45:18.728371,2026-01-06 21:45:18.884517,0 days 00:00:00.156146,27,7,39,3.248176357188073,9,7,19,20,3,0.19032577343518203,3.238005268738688,35,4,8,3.0875003335906417,2.3370027327836214,0.27100760013108716,COMPLETE
1282,3.155075025075897,2026-01-06 21:47:26.783779,2026-01-06 21:47:26.944919,0 days 00:00:00.161140,40,7,39,2.8298086118573775,5,5,16,17,3,0.24662077170589133,3.4108039406814203,41,4,2,3.0384767242341146,3.1314903192762884,0.2128321819559267,COMPLETE
1559,3.155075025075897,2026-01-06 21:49:05.167088,2026-01-06 21:49:05.342471,0 days 00:00:00.175383,20,6,41,3.4692535850999313,19,8,16,12,3,0.2644660788959856,3.662899007437325,38,4,2,3.0829904471290615,1.5015095724527572,0.11602142125925484,COMPLETE
222,3.155075025075897,2026-01-06 21:41:58.524818,2026-01-06 21:41:58.682668,0 days 00:00:00.157850,27,7,38,2.636670745446371,20,8,19,16,3,0.27212002688858034,4.151006727998259,34,2,2,3.585693001058095,2.997863065987034,0.153052922571615,COMPLETE
566,3.146034473751053,2026-01-06 21:43:35.413276,2026-01-06 21:43:35.589501,0 days 00:00:00.176225,29,7,41,3.078383044264757,20,6,17,17,4,0.24310933211234598,3.1427452842615176,33,4,2,3.472894500605197,2.716753330688533,0.17839276205850474,COMPLETE
1398,3.1373412306694064,2026-01-06 21:48:08.200126,2026-01-06 21:48:08.380810,0 days 00:00:00.180684,40,6,34,3.0614193842869715,9,8,16,16,3,0.29524022129500277,3.5528866577929024,47,4,4,3.5014313863056796,2.759502028413947,0.16130501129564276,COMPLETE
1830,3.1366233365690124,2026-01-06 21:50:42.648562,2026-01-06 21:50:42.821307,0 days 00:00:00.172745,11,8,33,3.7985278803407807,20,6,11,19,4,0.2568341082856173,3.9797863784927996,37,3,5,3.196415730974887,1.80219311016177,0.2365301857656643,COMPLETE
604,3.1366233365690124,2026-01-06 21:43:46.315118,2026-01-06 21:43:46.457879,0 days 00:00:00.142761,27,10,38,2.6249587464181285,7,7,13,18,3,0.1862573224682213,3.763340417028868,37,2,8,3.0260838346181855,3.143778396465791,0.28534919756548266,COMPLETE
427,3.1366233365690124,2026-01-06 21:42:54.830127,2026-01-06 21:42:54.971164,0 days 00:00:00.141037,12,7,35,2.4431631903623416,16,7,11,20,4,0.2823820580005092,4.088726766137118,37,5,3,4.334249376264116,1.7881643124881674,0.19938475728929983,COMPLETE
367,3.133327513417793,2026-01-06 21:42:38.331810,2026-01-06 21:42:38.461976,0 days 00:00:00.130166,26,7,33,2.9815159544389878,20,8,20,17,3,0.23210781726308563,4.38610528958796,35,1,3,4.653384969594541,2.7686618265936476,0.11163627912857882,COMPLETE
121,3.1291261161347523,2026-01-06 21:41:31.469120,2026-01-06 21:41:31.630233,0 days 00:00:00.161113,11,9,30,3.1184579514177355,16,10,13,14,5,0.0852320732129454,4.415419010055698,31,4,4,4.815003706986028,1.9750995064919943,0.2419183163604361,COMPLETE
458,3.1291261161347523,2026-01-06 21:43:03.548323,2026-01-06 21:43:03.684124,0 days 00:00:00.135801,24,10,36,2.1805631368132934,17,12,15,18,4,0.25319656449758365,4.06618330991971,32,1,2,3.670835063899642,2.927771423704811,0.2985411939148339,COMPLETE
1446,3.1291261161347523,2026-01-06 21:48:24.436989,2026-01-06 21:48:24.637518,0 days 00:00:00.200529,20,14,30,2.1922984576180204,9,6,17,12,3,0.20412909918088956,3.8726276955237124,29,3,2,3.0985493867548755,1.9822176402882254,0.29677254975614736,COMPLETE
771,3.1291261161347523,2026-01-06 21:44:38.689782,2026-01-06 21:44:38.834356,0 days 00:00:00.144574,14,11,33,3.818980992881613,17,13,12,13,5,0.27078895802420916,4.389573012169602,33,5,7,3.323547690727809,3.046809382245045,0.1822229418533631,COMPLETE
1036,3.1291261161347523,2026-01-06 21:46:03.290070,2026-01-06 21:46:03.447039,0 days 00:00:00.156969,27,10,30,2.91584565078091,17,9,12,20,5,0.2577038820027039,4.243362728245675,36,3,2,4.8777508114565595,3.6989910357124227,0.2854599901068707,COMPLETE
1953,3.1291261161347523,2026-01-06 21:51:24.391498,2026-01-06 21:51:24.559862,0 days 00:00:00.168364,18,10,34,3.8912125965085136,13,13,12,11,5,0.2337498140709877,4.085436572076879,34,5,3,3.2137356758588376,2.2618617256410287,0.24819867891181588,COMPLETE
328,3.1291261161347523,2026-01-06 21:42:27.820112,2026-01-06 21:42:27.953239,0 days 00:00:00.133127,17,12,37,2.7283938213023036,10,11,15,17,4,0.29856081829253095,4.287675135461758,34,4,3,3.5849965545143263,2.334873922943747,0.2041169424081541,COMPLETE
881,3.1277117468839757,2026-01-06 21:45:11.748215,2026-01-06 21:45:11.890173,0 days 00:00:00.141958,26,9,39,3.038774553750827,20,9,18,10,3,0.19762444175925248,3.7617827247438065,30,2,3,3.624812708683277,1.604559430636299,0.23349765880602077,COMPLETE
1137,3.123982975435496,2026-01-06 21:46:35.679328,2026-01-06 21:46:35.888069,0 days 00:00:00.208741,11,9,50,2.931355723817286,20,9,20,12,3,0.2101889395594676,4.35799944895342,32,2,2,3.3499363414087986,1.748063142830056,0.146290006064008,COMPLETE
1715,3.1201601938006758,2026-01-06 21:50:03.495311,2026-01-06 21:50:03.688616,0 days 00:00:00.193305,29,9,32,2.646532548661465,13,8,14,19,4,0.20942683371071408,2.395555660798874,30,1,7,3.0236008341423837,3.5198391006425114,0.11761952389501378,COMPLETE
1181,3.1201601938006758,2026-01-06 21:46:52.254465,2026-01-06 21:46:52.432612,0 days 00:00:00.178147,13,8,32,3.4180891328783813,13,13,14,17,4,0.20112678102751402,4.366543885373334,33,5,3,4.099991955107095,2.971020447680252,0.17370067080613902,COMPLETE
96,3.1201601938006758,2026-01-06 21:41:24.934982,2026-01-06 21:41:25.073560,0 days 00:00:00.138578,14,9,35,3.3766849121385127,15,11,15,20,3,0.1629130924062077,3.0955798372961087,31,5,4,3.6798831081921897,2.265408445911185,0.1576318409668755,COMPLETE
1250,3.1201601938006758,2026-01-06 21:47:15.746228,2026-01-06 21:47:15.915921,0 days 00:00:00.169693,18,9,37,3.774053962495018,16,12,15,14,3,0.22677730272352473,4.4736453600195425,33,1,7,4.421822309220577,3.430918808813423,0.2719148888603267,COMPLETE
1863,3.1201601938006758,2026-01-06 21:50:54.408001,2026-01-06 21:50:54.627009,0 days 00:00:00.219008,20,7,35,3.2973507043178314,9,6,13,20,5,0.25899445004750143,3.744872673830774,32,3,10,4.562592423900282,2.3476023878165915,0.10259147997332232,COMPLETE
943,3.1201601938006758,2026-01-06 21:45:31.770659,2026-01-06 21:45:31.915940,0 days 00:00:00.145281,29,7,36,2.0916613864146276,13,5,15,20,5,0.23948794577300148,4.16377135035427,32,2,7,4.333873841501538,2.4149520203970116,0.1556291424417686,COMPLETE
1975,3.1201601938006758,2026-01-06 21:51:31.535263,2026-01-06 21:51:31.693450,0 days 00:00:00.158187,20,8,30,3.104658833737717,17,9,15,10,4,0.21246647719448591,4.454183394514773,32,3,3,3.936019119060097,1.834653236057585,0.1841364695485499,COMPLETE
869,3.1194998001306122,2026-01-06 21:45:08.352593,2026-01-06 21:45:08.501434,0 days 00:00:00.148841,28,8,40,3.0696019909082954,9,8,20,18,3,0.16251414310509574,4.269672897464635,33,3,7,3.4234480673158507,2.5579637474832313,0.0984624575186865,COMPLETE
1911,3.1194998001306122,2026-01-06 21:51:10.532938,2026-01-06 21:51:10.704164,0 days 00:00:00.171226,10,8,39,3.825568018179887,18,8,17,14,3,0.27065283167833193,4.288010792231497,35,4,4,3.0397593867273645,2.526380504655239,0.13561165205239306,COMPLETE
1553,3.117155474394851,2026-01-06 21:49:03.111201,2026-01-06 21:49:03.281218,0 days 00:00:00.170017,25,8,30,3.3255987773124276,19,12,13,13,4,0.28979690220336735,4.468954664815613,35,2,6,3.429694388093678,3.5845342502337867,0.2338372600697215,COMPLETE
1080,3.117155474394851,2026-01-06 21:46:16.724710,2026-01-06 21:46:16.890465,0 days 00:00:00.165755,21,8,34,2.9697911509418184,10,13,14,12,3,0.2673287188476291,4.378455703852879,35,1,5,3.180107370730323,3.953312190132585,0.2560048601753353,COMPLETE
1194,3.117155474394851,2026-01-06 21:46:56.900646,2026-01-06 21:46:57.071519,0 days 00:00:00.170873,23,6,30,3.9677194670023277,14,9,12,20,5,0.2887597195795445,4.459758141304341,39,5,3,3.6982466431902954,2.805666676522272,0.22150160558027757,COMPLETE
1666,3.117155474394851,2026-01-06 21:49:44.903650,2026-01-06 21:49:45.186335,0 days 00:00:00.282685,15,7,33,3.2073849889095976,19,6,12,20,4,0.274119345714046,4.444515115396445,36,3,4,3.030866984456611,2.7897422906624825,0.0464582011576298,COMPLETE
970,3.117155474394851,2026-01-06 21:45:40.559680,2026-01-06 21:45:40.704504,0 days 00:00:00.144824,37,6,37,2.8477404880579607,14,6,12,18,5,0.20041624886455733,4.450674060837493,33,3,2,3.0425111431206426,2.8359783790341098,0.1396095957905784,COMPLETE
220,3.117155474394851,2026-01-06 21:41:57.962709,2026-01-06 21:41:58.123956,0 days 00:00:00.161247,23,7,33,2.9304233673818447,13,6,12,17,4,0.15453998942722685,4.149955621702865,36,2,8,3.5481417969813216,3.1971303756598792,0.276593835474587,COMPLETE
1913,3.1171247519049303,2026-01-06 21:51:11.241465,2026-01-06 21:51:11.428535,0 days 00:00:00.187070,37,7,39,2.544698287117426,12,9,18,19,3,0.21823979577058789,4.260834073034205,25,3,3,3.743022299336899,3.19839861975432,0.2490563489853921,COMPLETE
