signal_idx,side,signal_price,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
77,LONG,251.74624999999997,77,251.74624999999997,5.999999999999999,39.722538071570085,121,285.5425,6.805483696380781,SL_breach(HA_low < trail_stop_level)
207,LONG,312.5525,207,312.5525,6.079780040616295,32.42004698206059,213,305.02250000000004,5.933306268351346,SL_breach(HA_low < trail_stop_level)
229,LONG,308.73,229,308.73,6.064411878211262,32.73848712581253,230,305.1425,5.99394228467295,SL_breach(HA_low < trail_stop_level)
