signal_idx,side,signal_price,slow_window,fast_window,shift,smooth_len,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
169,LONG,39.0025,80,40,0,30,169,39.0025,5.999999999999999,256.3938209089161,170,40.835,6.281905006089353,SL_breach(HA_low < trail_stop_level)
