signal_idx,side,signal_price,slow_window,fast_window,shift,smooth_len,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
143,LONG,132.1125,75,38,2,30,143,132.1125,5.999999999999999,75.69306462295391,143,132.1125,5.999999999999999,SL_breach(HA_low < trail_stop_level)
