signal_idx,side,signal_price,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
108,LONG,797.08125,108,797.08125,5.999999999999999,12.545772466734102,136,767.2175,5.775201712497942,SL_breach(HA_low < trail_stop_level)
168,LONG,753.76,168,753.76,5.976813659147044,13.215554153282753,177,726.1025,5.757508145750394,SL_breach(HA_low < trail_stop_level)
