signal_idx,side,signal_price,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
123,LONG,83.95125,123,83.95125,5.999999999999999,119.11674930391149,129,80.8175,5.77603073212132,SL_breach(HA_low < trail_stop_level)
153,LONG,85.715,153,85.715,5.976896511368205,116.21646369496209,157,84.595,5.89879904776519,SL_breach(HA_low < trail_stop_level)
187,LONG,87.29124999999999,187,87.29124999999999,5.968374223274356,113.95518304668484,190,84.99125000000001,5.811116070669931,SL_breach(HA_low < trail_stop_level)
