signal_idx,side,signal_price,slow_window,fast_window,shift,smooth_len,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
97,LONG,658.58,45,22,6,26,97,658.58,5.999999999999999,15.184184153785417,97,658.58,5.999999999999999,SL_breach(HA_low < trail_stop_level)
