signal_idx,side,signal_price,slow_window,fast_window,shift,smooth_len,fill_idx,fill_price,commission_entry,qty,exit_idx,exit_price,commission_exit,reason
230,LONG,36.42125,75,38,2,30,230,36.42125,5.999999999999999,274.56498610014756,230,36.42125,5.999999999999999,SL_breach(HA_low < trail_stop_level)
